
[00:00:00.000 --> 00:00:02.000]  大家平安
[00:00:02.000 --> 00:00:07.000]  很高興和大家同行敬拜
[00:00:07.000 --> 00:00:10.000]  今天和大家分享一個重要的訊息
[00:00:10.000 --> 00:00:12.000]  今天要和大家分享一個很重要的訊息
[00:00:12.000 --> 00:00:17.000]  透過保羅去看傳福音的心智和傳福音的技巧
[00:00:17.000 --> 00:00:22.000]  透過保羅去看傳福音的心智和傳福音的技巧
[00:00:22.000 --> 00:00:25.000]  保羅是一個很積極的人
[00:00:25.000 --> 00:00:30.000]  當他信主之後,他的生命改變了
[00:00:30.000 --> 00:00:37.000]  他怎樣去領受傳福音的心智和傳福音的秘訣呢?
[00:00:37.000 --> 00:00:41.000]  他是如何領受傳福音的心智和秘訣呢?
[00:00:41.000 --> 00:00:44.000]  我和大家從這兩個角度一齊思想
[00:00:44.000 --> 00:00:46.000]  我和大家一起來從這兩個角度來思想
[00:00:46.000 --> 00:00:49.000]  首先看看保羅傳福音的心智
[00:00:49.000 --> 00:00:52.000]  我們首先看看保羅傳福音的心智
[00:00:52.000 --> 00:00:57.000]  有三段聖經講到他對傳福音的態度
[00:00:57.000 --> 00:01:00.000]  有三段經文講到他對傳福音的態度
[00:01:00.000 --> 00:01:02.000]  羅馬書十五章第二十節這麼說
[00:01:02.000 --> 00:01:05.000]  羅馬書十五章第二十節這麼說
[00:01:05.000 --> 00:01:10.000]  我立了志向不在基督的名已傳過的地方傳福音
[00:01:10.000 --> 00:01:15.000]  我立了志向不在基督的名已經傳揚過的地方傳福音
[00:01:15.000 --> 00:01:19.000]  換言之就是說,哪裡福音未傳到,他就去到那裡
[00:01:19.000 --> 00:01:22.000]  換言之就是說,哪裡福音未傳到,他就去到那裡
[00:01:22.000 --> 00:01:25.000]  哥林多前書第九章二十三節
[00:01:25.000 --> 00:01:28.000]  哥林多前書第九章二十三節
[00:01:28.000 --> 00:01:31.000]  凡我所做的都是為福音的緣故
[00:01:31.000 --> 00:01:34.000]  為要與人共享這福音的好處
[00:01:34.000 --> 00:01:37.000]  凡我所做的都是為福音的緣故
[00:01:37.000 --> 00:01:40.000]  為要與人共享這福音的好處
[00:01:40.000 --> 00:01:42.000]  他不單只講更加的生命
[00:01:42.000 --> 00:01:45.000]  是確認到耶穌基督怎樣改變了他的生命
[00:01:45.000 --> 00:01:50.000]  他不單只講更加的確認耶穌基督怎樣改變了他的生命
[00:01:50.000 --> 00:01:52.000]  哥羅西書一章二十八節
[00:01:52.000 --> 00:01:54.000]  哥羅西書一章二十八節
[00:01:54.000 --> 00:01:56.000]  我們傳揚祂是用諸般的智慧
[00:01:56.000 --> 00:01:56.000]  我們傳揚祂是用諸般的智慧
[00:01:56.000 --> 00:01:57.000]  我們傳揚祂是用諸般的智慧
[00:01:57.000 --> 00:01:57.000]  我們傳揚祂是用諸般的智慧
[00:01:57.000 --> 00:01:58.000]  我們傳揚祂是用諸般的智慧
[00:01:58.000 --> 00:01:59.000]  我們傳揚祂是用諸般的智慧
[00:01:59.000 --> 00:02:00.000]  我們傳揚祂是用諸般的智慧
[00:02:00.000 --> 00:02:01.000]  我們傳揚祂是用諸般的智慧
[00:02:01.000 --> 00:02:02.000]  我們傳揚祂是用諸般的智慧
[00:02:02.000 --> 00:02:15.000]  我們傳揚祂是用諸般的智慧勸誡個人教導個人要把個人在基督裡完完全全的獻上
[00:02:15.000 --> 00:02:16.000]  我們傳揚祂是用諸般的智慧勸誡個人教導個人要把個人在基督裡完完全全的獻上
[00:02:16.000 --> 00:02:17.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:02:17.000 --> 00:02:18.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:02:18.000 --> 00:02:19.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:02:19.000 --> 00:02:40.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:02:40.000 --> 00:02:41.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:02:41.000 --> 00:03:07.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:03:07.000 --> 00:03:17.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:03:17.000 --> 00:03:26.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:03:26.000 --> 00:03:41.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:03:41.000 --> 00:03:56.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:03:56.000 --> 00:04:15.000]  我們傳揚祂是用諸般的智慧勸誡個人要把個人在基督裡完完全全的獻上
[00:04:15.000 --> 00:04:27.000]  我們傳揚祂是用三福這個訓練,是非常好的工具,教會有這樣的探訪隊
