
[00:00:00.000 --> 00:00:01.560]  各位電影之妹早晨
[00:00:01.560 --> 00:00:03.840]  我們看這段經文
[00:00:03.840 --> 00:00:06.400]  有時候可能第一個感覺就是
[00:00:06.400 --> 00:00:08.720]  一間教會的誕生關我們什麼事
[00:00:08.720 --> 00:00:10.680]  我們又沒有想過生一間教會
[00:00:10.680 --> 00:00:12.640]  又沒有想過開一間新的誕堂
[00:00:12.640 --> 00:00:15.880]  但是其實教會是要不斷地更生的
[00:00:15.880 --> 00:00:18.440]  雖然我們不是說開一間新的教會
[00:00:18.440 --> 00:00:19.440]  但是教會
[00:00:19.440 --> 00:00:22.320]  常常都要在神的帶領之下
[00:00:22.320 --> 00:00:23.960]  去深耳更生而變化
[00:00:23.960 --> 00:00:25.080]  同不同意?
[00:00:25.080 --> 00:00:28.880]  還有其實這裡是不是一間教會的誕生
[00:00:28.880 --> 00:00:30.480]  是的,有間叫新的教會
[00:00:30.480 --> 00:00:31.280]  在這段經文裡面
[00:00:31.280 --> 00:00:34.280]  那間教會叫做安提柯教會
[00:00:34.280 --> 00:00:35.080]  但是其實
[00:00:35.080 --> 00:00:37.360]  如果我們用神的角度來看
[00:00:37.360 --> 00:00:39.360]  教會是一間而已
[00:00:39.360 --> 00:00:40.480]  一教會
[00:00:40.480 --> 00:00:42.920]  所以也是教會更生的一部分
[00:00:42.920 --> 00:00:45.000]  所以我們當中學習經課
[00:00:45.000 --> 00:00:45.880]  這間教會
[00:00:45.880 --> 00:00:47.960]  安提柯教會怎麼誕生呢?
[00:00:47.960 --> 00:00:51.520]  或者怎麼在整個教會來講
[00:00:51.520 --> 00:00:53.080]  它的更生在哪裡呢?
[00:00:53.080 --> 00:00:56.520]  事源的起因或者開始是什麼呢?
[00:00:56.520 --> 00:01:01.360]  「那些因試題犯的事遭患難四散的門徒」
[00:01:01.360 --> 00:01:04.720]  整件事的起因就是因為試題犯遭難
[00:01:04.720 --> 00:01:05.920]  又是我講的
[00:01:05.920 --> 00:01:07.240]  幾個星期前
[00:01:07.240 --> 00:01:09.440]  試題犯因為
[00:01:09.440 --> 00:01:12.200]  給你用了印象
[00:01:12.200 --> 00:01:15.000]  試題犯被人用石頭扔死,是不是?
[00:01:15.000 --> 00:01:17.760]  那時候教會遭遇患難逼迫
[00:01:17.760 --> 00:01:20.200]  於是門徒四散
[00:01:20.200 --> 00:01:26.000]  因為試題犯去講論耶穌是基督的時候
[00:01:26.000 --> 00:01:29.400]  令到在公會裡面的人很不滿意
[00:01:29.400 --> 00:01:30.640]  所以誣告他
[00:01:30.640 --> 00:01:31.920]  還有一些印象
[00:01:31.920 --> 00:01:34.480]  抓了他在公會裡面受審判
[00:01:34.480 --> 00:01:38.360]  然後就帶他在城外被石頭扔死
[00:01:38.360 --> 00:01:40.000]  印象還記得,是不是?
[00:01:40.000 --> 00:01:48.440]  接著很可能是講希臘話的人
[00:01:48.440 --> 00:01:50.280]  門徒受到逼迫
[00:01:50.280 --> 00:01:53.000]  司徒仍然留在耶路撒冷
[00:01:53.000 --> 00:01:55.880]  所以講阿蘭文
[00:01:55.880 --> 00:02:00.120]  就是說以色列人語言的信徒、門徒
[00:02:00.120 --> 00:02:01.880]  還可能留在耶路撒冷
[00:02:01.880 --> 00:02:04.280]  但是講希臘話的人
[00:02:04.280 --> 00:02:06.760]  被遭遇患難就四散
[00:02:06.760 --> 00:02:09.000]  似乎不是一個計劃
[00:02:09.000 --> 00:02:13.760]  不是說我們打算抗堂派人差遣他們走去開一間新堂
[00:02:13.760 --> 00:02:14.960]  並不是這樣
[00:02:14.960 --> 00:02:17.200]  似乎是外面客觀
[00:02:17.200 --> 00:02:19.200]  外面的環境改變
[00:02:19.200 --> 00:02:24.080]  導致我們有這個調整和需要適應
[00:02:24.080 --> 00:02:26.200]  當門徒一路四散走到哪裡呢?
[00:02:26.200 --> 00:02:28.760]  肥利基居比路安提安
[00:02:28.760 --> 00:02:30.280]  如果看地圖的話
[00:02:30.280 --> 00:02:31.880]  一條線這樣走下去
[00:02:31.880 --> 00:02:33.760]  他們不向別的人講道
[00:02:33.760 --> 00:02:36.080]  只向猶太人講
[00:02:36.080 --> 00:02:37.080]  停一停
[00:02:37.080 --> 00:02:39.040]  按照我們上次提過了
[00:02:39.040 --> 00:02:43.000]  主耶穌在《少行傳》第一章講到
[00:02:43.000 --> 00:02:44.320]  你們是要怎樣?
[00:02:44.320 --> 00:02:47.960]  先在耶路撒冷、猶太傳地、撒瑪利亞
[00:02:47.960 --> 00:02:49.960]  直到地極為主作見證
[00:02:49.960 --> 00:02:51.880]  門徒停了在耶路撒冷
[00:02:51.880 --> 00:02:53.720]  就沒有打算再出去
[00:02:53.720 --> 00:02:55.400]  接著我們見到
[00:02:55.400 --> 00:02:57.440]  現在果然
[00:02:57.440 --> 00:02:59.040]  因為逼迫的緣故
[00:02:59.040 --> 00:03:00.520]  他們就四散
[00:03:00.520 --> 00:03:02.920]  但是他們還有少許保留
[00:03:02.920 --> 00:03:05.720]  他們只是向猶太人講
[00:03:05.720 --> 00:03:09.480]  不能夠完全完成主耶穌的心意
[00:03:09.480 --> 00:03:10.960]  往普天下去傳福音
[00:03:10.960 --> 00:03:12.880]  給萬民聽
[00:03:12.880 --> 00:03:14.520]  當這樣的時候
[00:03:14.520 --> 00:03:21.600]  內中有些基居比路、古利內人
[00:03:21.600 --> 00:03:23.160]  他們到了安提安
[00:03:23.160 --> 00:03:27.400]  也向希利利人傳講主耶穌
[00:03:27.400 --> 00:03:30.440]  似乎他們開頭的時候
[00:03:30.440 --> 00:03:33.400]  只是向猶太人講福音
[00:03:33.400 --> 00:03:35.000]  但是後來慢慢
[00:03:35.000 --> 00:03:38.360]  其中有些都是有外邦背景的
[00:03:38.360 --> 00:03:41.760]  就是說基居比路人和古利內人
[00:03:41.760 --> 00:03:44.720]  聖經學者研究的時候
[00:03:44.720 --> 00:03:46.840]  覺得他們未必真的是外邦人
[00:03:46.840 --> 00:03:48.920]  他們是在那裡成長
[00:03:48.920 --> 00:03:53.680]  在基居比路和古利內成長的猶太人
[00:03:53.680 --> 00:03:57.680]  但是他們已經是很古利內化了
[00:03:57.680 --> 00:04:01.000]  就等於在美國、加拿大成長的
[00:04:01.000 --> 00:04:02.000]  已經是很
[00:04:02.000 --> 00:04:02.920]  雖然是中國人
[00:04:02.920 --> 00:04:04.520]  但是其實他們也說過這些話
[00:04:04.520 --> 00:04:07.000]  不是很猶太
[00:04:07.000 --> 00:04:11.400]  所以這幫有外邦背景的門徒
[00:04:11.400 --> 00:04:14.560]  開始轉向希利利人
[00:04:14.560 --> 00:04:16.360]  去傳講主耶穌
[00:04:16.360 --> 00:04:20.880]  所以似乎這也不在計劃之中
[00:04:20.880 --> 00:04:25.880]  並不是現在按照我們五年計劃
[00:04:25.880 --> 00:04:27.400]  就是有一個計劃
[00:04:27.400 --> 00:04:30.080]  我們先鞏固自己
[00:04:30.080 --> 00:04:31.880]  然後就外展傳道
[00:04:31.880 --> 00:04:32.840]  不是這樣
[00:04:32.840 --> 00:04:35.920]  似乎我們看到事情是
[00:04:35.920 --> 00:04:42.920]  慢慢形勢驅使他們要向著外邦人去傳福音
[00:04:42.920 --> 00:04:44.440]  試試看
[00:04:44.440 --> 00:04:46.000]  特別我們留意二十一節
[00:04:46.000 --> 00:04:50.720]  「主與他們同在,信而歸主的人就很多了」
[00:04:50.720 --> 00:04:52.200]  結果是什麼呢?
[00:04:52.200 --> 00:04:53.880]  非常之好反應
[00:04:53.880 --> 00:04:56.920]  「信而歸主的人就很多了」
[00:04:56.920 --> 00:04:59.280]  但是關鍵是什麼呢?
[00:04:59.280 --> 00:05:01.400]  主與他們同在
[00:05:01.400 --> 00:05:02.760]  不是我們的計劃
[00:05:02.760 --> 00:05:04.120]  也不是我們的才能
[00:05:04.120 --> 00:05:06.480]  人都是那些人
[00:05:06.480 --> 00:05:10.320]  「信而歸主的人就很多了,因為主與他們同在」
[00:05:10.320 --> 00:05:13.160]  我稍後會再講關鍵在哪裡
[00:05:13.160 --> 00:05:15.360]  其實這也是上上
[00:05:15.360 --> 00:05:18.960]  這也是主耶穌提過我們的
[00:05:18.960 --> 00:05:19.800]  告訴我們
[00:05:19.800 --> 00:05:22.280]  我們若果跟別人傳福音的時候
[00:05:22.280 --> 00:05:26.280]  凡我所教訓的都教訓他們遵守
[00:05:26.280 --> 00:05:27.880]  那就會怎樣?
[00:05:27.880 --> 00:05:30.080]  我就尚與你們同在
[00:05:30.080 --> 00:05:31.440]  尚與你們同在
[00:05:31.440 --> 00:05:34.960]  是因為我們教訓別人去遵守神的話
[00:05:34.960 --> 00:05:35.680]  反過來說
[00:05:35.680 --> 00:05:36.960]  如果我們是一個什麼呢?
[00:05:36.960 --> 00:05:39.680]  我們是一個像社會群組一樣
[00:05:39.680 --> 00:05:42.160]  大家一起團契很開心
[00:05:42.160 --> 00:05:45.440]  大家一起圍圍圍
[00:05:45.440 --> 00:05:47.160]  其實這樣不能夠
[00:05:47.160 --> 00:05:48.160]  主與我們同在
[00:05:48.160 --> 00:05:50.320]  我們自己與自己的人同在
[00:05:50.320 --> 00:05:51.840]  在這裡我們看到一件事
[00:05:51.840 --> 00:05:53.240]  主與我們同在的時候
[00:05:53.240 --> 00:05:56.600]  信而歸主的人就很多了
[00:05:56.600 --> 00:06:00.000]  我們的確是一個指標
[00:06:00.000 --> 00:06:01.680]  究竟在我們當中
[00:06:01.680 --> 00:06:05.920]  我們是否能夠帶領新朋友認識主呢?
[00:06:05.920 --> 00:06:07.560]  因為我們上上教會
[00:06:07.560 --> 00:06:08.680]  我回了幾十年教會
[00:06:08.680 --> 00:06:09.600]  上上有些辯論
[00:06:09.600 --> 00:06:11.600]  我們自己都不太熟悉
[00:06:11.600 --> 00:06:13.400]  不如我們比較熟悉才傳福音
[00:06:13.400 --> 00:06:14.600]  接著是新朋友
[00:06:14.600 --> 00:06:18.400]  我們教會團契的人都很熟悉
[00:06:18.400 --> 00:06:19.680]  遲些再說吧
[00:06:19.680 --> 00:06:22.960]  每隔幾年又聽一次
[00:06:22.960 --> 00:06:24.600]  又有不同的團契
[00:06:24.600 --> 00:06:26.000]  會辯論這些事
[00:06:26.000 --> 00:06:27.520]  我們今年是鞏固自己
[00:06:27.520 --> 00:06:28.800]  明年才傳用福音
[00:06:28.800 --> 00:06:31.680]  但其實鞏固來鞏固也鞏固不完
[00:06:31.680 --> 00:06:34.760]  於是我們年年都在鞏固自己
[00:06:34.760 --> 00:06:36.000]  可以友善一點
[00:06:36.000 --> 00:06:37.480]  主與我們同在
[00:06:37.480 --> 00:06:39.280]  信而歸主的人就很多
[00:06:39.280 --> 00:06:40.880]  其實兩樣東西根本掛鉤的
[00:06:40.880 --> 00:06:42.080]  主要與我們同在
[00:06:42.080 --> 00:06:46.440]  我們先向凡主耶穌教訓我們
[00:06:46.440 --> 00:06:48.680]  也教訓他們遵守
[00:06:48.680 --> 00:06:50.800]  所以我們今天也再一次
[00:06:50.800 --> 00:06:53.200]  我也呈現我們有的虧欠
[00:06:53.200 --> 00:06:55.640]  我們之前也提到門徒訓練
[00:06:55.640 --> 00:06:57.840]  我們都是一個不斷更新的過程
[00:06:57.840 --> 00:07:00.840]  所以我們現在又再重新再嘗試
[00:07:00.840 --> 00:07:05.040]  即是偉全傳道現在也在跟我們
[00:07:05.040 --> 00:07:07.920]  搞一個新的門徒訓練小組
[00:07:07.920 --> 00:07:10.480]  在當中希望幫助到弟兄姊妹
[00:07:10.480 --> 00:07:12.600]  我們凡主所教導我們的
[00:07:12.600 --> 00:07:15.240]  我們也教訓弟兄姊妹一起遵守
[00:07:15.240 --> 00:07:17.200]  主與我們同在
[00:07:17.200 --> 00:07:18.720]  我們也深信這件事
[00:07:18.720 --> 00:07:20.480]  主與我們同在的時候
[00:07:20.480 --> 00:07:22.960]  信而歸主的人就很多
[00:07:22.960 --> 00:07:24.320]  剛才也說到
[00:07:24.320 --> 00:07:27.560]  並不是教會計劃了我們要這樣發展
[00:07:27.560 --> 00:07:33.840]  而是在「風聲傳到耶路撒冷教會的人耳中」
[00:07:33.840 --> 00:07:36.600]  他們就打發「巴拿巴」出去
[00:07:36.600 --> 00:07:38.520]  走到「安提柯」為止
[00:07:38.520 --> 00:07:40.160]  即是說這件事是
[00:07:40.160 --> 00:07:42.480]  他們聽回來很多人信主
[00:07:42.480 --> 00:07:44.200]  還有一些外邦人信主
[00:07:44.200 --> 00:07:45.600]  還記得上一個禮拜
[00:07:45.600 --> 00:07:47.240]  他們講到的時候又講到
[00:07:47.240 --> 00:07:50.720]  對於他們來說是新事物又是「拗餐懵」
[00:07:50.720 --> 00:07:53.120]  即是那些外邦人可不可以得救
[00:07:53.120 --> 00:07:54.280]  要不要先做猶太人
[00:07:54.280 --> 00:07:55.800]  要不要先受個割禮
[00:07:55.800 --> 00:07:58.400]  經常都出現爭拗出來
[00:07:58.400 --> 00:08:01.440]  於是耶路撒冷教會的使徒
[00:08:01.440 --> 00:08:03.680]  即是他們教會中的人
[00:08:03.680 --> 00:08:06.680]  就派了「巴拿巴」出去
[00:08:06.680 --> 00:08:08.600]  即是有少少視察下
[00:08:08.600 --> 00:08:09.320]  同意嗎?
[00:08:09.320 --> 00:08:10.120]  視察下
[00:08:10.120 --> 00:08:11.680]  究竟發生甚麼事呢?
[00:08:11.680 --> 00:08:13.560]  聽到很多外邦人信主
[00:08:13.560 --> 00:08:17.000]  巴拿巴不只是去「安提柯」
[00:08:17.000 --> 00:08:18.520]  他們好像剛才那個路線
[00:08:18.520 --> 00:08:21.640]  「居比路」那些一路行的
[00:08:21.640 --> 00:08:24.720]  「菲利基」這樣走到「安提柯」為止
[00:08:24.720 --> 00:08:27.240]  即是那條路線去照跟
[00:08:27.240 --> 00:08:28.120]  一起去看看
[00:08:28.120 --> 00:08:30.400]  究竟發生了甚麼事在他們當中
[00:08:30.400 --> 00:08:31.960]  「貪玩到了那裡
[00:08:31.960 --> 00:08:34.840]  看見上帝所賜的恩
[00:08:34.840 --> 00:08:37.400]  就歡喜,勸勉眾人
[00:08:37.400 --> 00:08:40.920]  立定心志,恆久靠主」
[00:08:40.920 --> 00:08:42.000]  所以來到這裡
[00:08:42.000 --> 00:08:44.240]  我們看到一件重要的事情
[00:08:44.240 --> 00:08:47.920]  巴拿巴被他們派去的時候
[00:08:47.920 --> 00:08:50.000]  其實都是一個很開放的心靈
[00:08:50.000 --> 00:08:51.720]  不知道會發生甚麼事
[00:08:51.720 --> 00:08:53.160]  他們看到的是甚麼呢?
[00:08:53.160 --> 00:08:56.960]  看到上帝賜恩給他們
[00:08:56.960 --> 00:08:59.360]  就很歡喜快樂
[00:08:59.360 --> 00:09:00.720]  提到一件事
[00:09:00.720 --> 00:09:03.440]  我們有時看到教會是會的
[00:09:03.440 --> 00:09:06.040]  會看到教會有困難、軟弱、缺憲
[00:09:06.040 --> 00:09:08.520]  那些患難是否真的發生的?
[00:09:08.520 --> 00:09:10.800]  患難沒有消失,仍然有的
[00:09:10.800 --> 00:09:12.440]  否則也不用走到這裡
[00:09:12.440 --> 00:09:14.200]  但是有患難
[00:09:14.200 --> 00:09:15.520]  其實我們又看不見
[00:09:15.520 --> 00:09:18.600]  上帝的恩在我們當中
[00:09:18.600 --> 00:09:20.280]  上帝的恩
[00:09:20.280 --> 00:09:21.440]  所賜的恩
[00:09:21.440 --> 00:09:23.600]  臨到教會我們就歡喜
[00:09:23.600 --> 00:09:25.400]  固然我們看到患難
[00:09:25.400 --> 00:09:27.200]  同樣我們也發現到
[00:09:27.200 --> 00:09:29.200]  上帝所賜的恩
[00:09:29.200 --> 00:09:32.000]  在神的教會當中
[00:09:32.000 --> 00:09:35.400]  不知道上星期你參加完會友大會
[00:09:35.400 --> 00:09:36.800]  有甚麼感受呢?
[00:09:36.800 --> 00:09:38.160]  我感受良多
[00:09:38.160 --> 00:09:40.400]  否則也不會寫一大篇文章出來
[00:09:40.400 --> 00:09:41.720]  待會記得看
[00:09:41.720 --> 00:09:43.880]  待會看看我自己寫的東西
[00:09:43.880 --> 00:09:47.120]  但是在當中我發現上帝的恩
[00:09:47.120 --> 00:09:48.280]  縱然你問
[00:09:48.280 --> 00:09:52.640]  結束了會友大會,有人來安慰我
[00:09:52.640 --> 00:09:54.160]  我問「牧師,不要這麼難過」
[00:09:54.160 --> 00:09:56.240]  「我甚麼時候很難過呢?」
[00:09:56.240 --> 00:09:57.800]  「我的樣子很難過嗎?」
[00:09:57.800 --> 00:10:00.960]  「是啊,你推動課堂的人不購」
[00:10:00.960 --> 00:10:02.240]  「豈不是很難過呢?」
[00:10:02.240 --> 00:10:05.280]  但是我不是很渴望買樓
[00:10:05.280 --> 00:10:06.160]  不過無論如何
[00:10:06.160 --> 00:10:07.480]  是做一些功夫
[00:10:07.480 --> 00:10:10.960]  但是如果大家弟兄姊妹表達一心意
[00:10:10.960 --> 00:10:14.760]  我們是公理中類型的教會
[00:10:14.760 --> 00:10:17.080]  就是說大家聖靈會透過弟兄姊妹
[00:10:17.080 --> 00:10:20.200]  去提醒教會如何進行
[00:10:20.200 --> 00:10:23.200]  正如剛才我所說的這段經文
[00:10:23.200 --> 00:10:26.440]  不是二老三教會計劃了
[00:10:26.440 --> 00:10:28.200]  如何去傳福音,去安慰我
[00:10:28.200 --> 00:10:28.600]  而是反過來
[00:10:28.600 --> 00:10:31.280]  弟兄姊妹被迫四散的時候
[00:10:31.280 --> 00:10:34.120]  二老三教會或者說
[00:10:34.120 --> 00:10:36.400]  我們用這個字眼叫領導那些
[00:10:36.400 --> 00:10:37.040]  回來看看
[00:10:37.040 --> 00:10:38.280]  原來發生這樣的事情
[00:10:38.280 --> 00:10:39.640]  我們如何去應對
[00:10:39.640 --> 00:10:45.040]  上帝透過弟兄姊妹去調節
[00:10:45.040 --> 00:10:49.240]  或者調整教會負責人的節奏
[00:10:49.240 --> 00:10:51.960]  以及應該如何因應著
[00:10:51.960 --> 00:10:54.400]  帶來的改變,行不行?
[00:10:54.400 --> 00:10:56.080]  我們在當中發現了
[00:10:56.080 --> 00:10:59.080]  上帝的恩就歡喜
[00:10:59.080 --> 00:11:00.600]  結束的時候
[00:11:00.600 --> 00:11:02.840]  有沒有不開心的事情?
[00:11:02.840 --> 00:11:04.000]  有一點點的
[00:11:04.000 --> 00:11:05.440]  不開心的一件事
[00:11:05.440 --> 00:11:06.640]  是有一點點不開心的
[00:11:06.640 --> 00:11:07.800]  但是我也為了上帝
[00:11:07.800 --> 00:11:09.480]  所致在教會裡面的恩
[00:11:09.480 --> 00:11:12.000]  而歡喜而感恩
[00:11:12.000 --> 00:11:13.520]  首先我有一件事
[00:11:13.520 --> 00:11:15.760]  我覺得要和大家分享的
[00:11:15.760 --> 00:11:17.240]  就在討論過程中
[00:11:17.240 --> 00:11:18.480]  我一篇文章有寫到的
[00:11:18.480 --> 00:11:19.360]  我感受到
[00:11:19.360 --> 00:11:21.760]  原來我們在很多年前的時候
[00:11:21.760 --> 00:11:24.720]  我們曾經買過星字那裡
