
[00:00:00.000 --> 00:00:04.880]  我哋考下大家啲常識先
[00:00:04.880 --> 00:00:07.360]  睇下答唔答到我好唔好
[00:00:07.360 --> 00:00:13.840]  邊個地方最出名食老婆餅嘅
[00:00:13.840 --> 00:00:15.080]  元朗
[00:00:15.080 --> 00:00:18.000]  元朗嘩好叻行鄉係咪
[00:00:18.000 --> 00:00:23.000]  邊個地方最出名係出燒鵝嘅
[00:00:23.000 --> 00:00:24.280]  深井
[00:00:24.280 --> 00:00:26.800]  深井好嘢好嘢
[00:00:26.800 --> 00:00:28.800]  都好犀利喎
[00:00:28.800 --> 00:00:29.880]  好
[00:00:29.880 --> 00:00:34.600]  邊個地方最出名係出超人嘅
[00:00:34.600 --> 00:00:37.760]  日本係呀日本超人
[00:00:37.760 --> 00:00:39.280]  梗係唔係我而家講香港呀
[00:00:39.280 --> 00:00:42.600]  香港邊個地方出超人最叻嘅
[00:00:42.600 --> 00:00:44.480]  長和呀
[00:00:44.480 --> 00:00:45.440]  長和
[00:00:45.440 --> 00:00:47.080]  梗係唔係啦得一個咋嘛
[00:00:47.080 --> 00:00:48.440]  好多嘅
[00:00:48.440 --> 00:00:50.440]  李澤楷
[00:00:50.440 --> 00:00:53.680]  嗰個仲叫李澤楷人哋叫李百佳嘅
[00:00:53.680 --> 00:00:54.480]  你知唔知呀
[00:00:54.480 --> 00:00:56.920]  電訊營科嗰度害死人
[00:00:56.920 --> 00:01:02.760]  你而家成日講話好多超人喎
[00:01:02.760 --> 00:01:04.560]  唔知呀
[00:01:04.560 --> 00:01:06.280]  你真係弊呀
[00:01:06.280 --> 00:01:10.080]  係屯門最多出超人
[00:01:10.080 --> 00:01:11.680]  知點解呢
[00:01:11.680 --> 00:01:14.720]  屯門一間醫院叫青山醫院
[00:01:14.720 --> 00:01:16.880]  裏面有好多超人嘅
[00:01:16.880 --> 00:01:18.440]  咩叫超人呢
[00:01:18.440 --> 00:01:20.640]  就係超乎常人嘅人
[00:01:20.640 --> 00:01:22.040]  就係叫超人呀嘛
[00:01:22.040 --> 00:01:25.520]  咁呢就好多年之前周太都會知啦
[00:01:25.520 --> 00:01:30.760]  我每一年有一至兩次去青山精神病院嘅
[00:01:30.760 --> 00:01:32.680]  不過唔係覆診
[00:01:32.680 --> 00:01:35.320]  我仲未俾人捉到入去
[00:01:35.320 --> 00:01:37.320]  原來我去嗰度做咩呢
[00:01:37.320 --> 00:01:38.720]  我就係嗰度港島
[00:01:38.720 --> 00:01:40.160]  夜晚去港島嘅
[00:01:40.160 --> 00:01:41.760]  嘩好多人嘅嗰度
[00:01:41.760 --> 00:01:44.040]  咁呢我試過去探啲人呢
[00:01:44.040 --> 00:01:47.000]  有啲呢輕騎啲嘅就可以出嚟行啦
[00:01:47.000 --> 00:01:48.920]  有啲呢就嚴重啲嘅
[00:01:48.920 --> 00:01:50.560]  嚴重啲大家知道啦
[00:01:50.560 --> 00:01:51.720]  入去精神病院點呀
[00:01:51.720 --> 00:01:54.120]  你要開兩道門先入到去㗎
[00:01:54.120 --> 00:01:55.520]  我擁你入去㗎
[00:01:55.520 --> 00:01:57.560]  咁擁咗你入去之後關埋門好驚㗎
[00:01:57.560 --> 00:01:58.640]  吓咁點解有咩事
[00:01:58.640 --> 00:01:59.880]  我點做返出嚟呀
[00:01:59.880 --> 00:02:01.640]  我嗰次去探一個人喎
[00:02:01.640 --> 00:02:03.000]  係較為嚴重啲嘅
[00:02:03.000 --> 00:02:04.800]  我入去嘅時候
[00:02:04.800 --> 00:02:06.440]  成晚望住我
[00:02:06.440 --> 00:02:08.120]  跟住人喝我
[00:02:08.120 --> 00:02:09.080]  跪低
[00:02:09.080 --> 00:02:12.080]  嘩 點解要跪低呀咁樣
[00:02:12.080 --> 00:02:14.560]  哈哈哈哈哈哈
[00:02:14.560 --> 00:02:17.960]  見到皇上你都唔跪低咁樣喎
[00:02:17.960 --> 00:02:19.760]  嘩 邊個係皇上呀
[00:02:19.760 --> 00:02:21.760]  我咪係囉咁樣喎
[00:02:21.760 --> 00:02:25.840]  嘩 咁你知我都有骨骼疏鬆㗎嘛係咪
[00:02:25.840 --> 00:02:27.160]  跟住我同佢講
[00:02:27.160 --> 00:02:28.200]  皇上
[00:02:28.200 --> 00:02:30.160]  可唔可以免我平身
[00:02:30.160 --> 00:02:32.520]  等我可以企喺度同你講嘢呀咁樣話
[00:02:32.520 --> 00:02:34.560]  好 平身
[00:02:34.560 --> 00:02:36.520]  咁樣喎 真係玩啤玩死呀
[00:02:36.520 --> 00:02:37.880]  唉 咁我就即刻
[00:02:37.880 --> 00:02:39.720]  自主隆恩
[00:02:39.720 --> 00:02:41.280]  唉 好犀利
[00:02:41.280 --> 00:02:43.360]  咁跟住我又見到有個人呢
[00:02:43.360 --> 00:02:44.720]  攞嗰啲膠片呀
[00:02:44.720 --> 00:02:46.160]  點解會有啲膠片喎
[00:02:46.160 --> 00:02:48.120]  啡色㗎喎 好薄嗰啲呢
[00:02:48.120 --> 00:02:49.280]  佢當朱古力喎
[00:02:49.280 --> 00:02:51.880]  咔咔咔 咬 咬完之後
[00:02:51.880 --> 00:02:53.680]  佢有好多嘢喎 傻唔哂喎
[00:02:53.680 --> 00:02:55.360]  嘭 吐咗出嚟喎
[00:02:55.360 --> 00:02:57.480]  係咁咬朱古力膠片喎
[00:02:57.480 --> 00:02:59.840]  所以嗰度有好多超人
[00:02:59.840 --> 00:03:01.400]  咁跟住有人同我講
[00:03:01.400 --> 00:03:02.680]  呢個傻佬嚟㗎咁樣
[00:03:02.680 --> 00:03:04.640]  指著我話我係傻佬喎
[00:03:04.640 --> 00:03:06.200]  跟住一呼百應喎
[00:03:06.200 --> 00:03:08.040]  個個都話 係呀 呢個傻佬嚟㗎
[00:03:08.040 --> 00:03:08.800]  咁我心諗
[00:03:08.800 --> 00:03:10.400]  有咩精神病原來係你哋傻啫
[00:03:10.400 --> 00:03:12.240]  點解話我係傻㗎呢咁樣
[00:03:12.240 --> 00:03:13.960]  不過最緊要唔緊要
[00:03:13.960 --> 00:03:14.840]  即係
[00:03:14.840 --> 00:03:19.320]  肯認傻得嚟 驚佢答我話 係呀 係呀 我傻嘅 傻嘅
[00:03:19.320 --> 00:03:20.800]  實實係我嘅咁樣
[00:03:20.800 --> 00:03:22.840]  所以咩叫超人呢
[00:03:22.840 --> 00:03:25.400]  就係超乎常人嘅人
[00:03:25.400 --> 00:03:26.440]  今日同大家呢
[00:03:26.440 --> 00:03:28.640]  嚟到嚟去分享一篇嘅訊息呢
[00:03:28.640 --> 00:03:30.120]  就係一個超人
[00:03:30.120 --> 00:03:33.040]  佢變返常人喎
[00:03:33.040 --> 00:03:35.440]  咁《聖經》裏面記載咗一個超人
[00:03:35.440 --> 00:03:36.960]  咁因為時間問題呢
[00:03:36.960 --> 00:03:38.160]  就好長呀啲經文
[00:03:38.160 --> 00:03:39.400]  我哋唔讀落去啦
[00:03:39.400 --> 00:03:41.120]  就講到耶穌有一日呢
[00:03:41.120 --> 00:03:43.000]  特登呀 特登去一個地方
[00:03:43.000 --> 00:03:44.480]  叫格拉森
[00:03:44.480 --> 00:03:45.960]  去呢個地方裏面呢
[00:03:45.960 --> 00:03:47.120]  就搵一個人
[00:03:47.120 --> 00:03:48.960]  呢個人原來俾鬼呢
[00:03:48.960 --> 00:03:51.240]  上咗身 嘩 咁樣
[00:03:51.240 --> 00:03:53.120]  佢上咗身好得人驚㗎
[00:03:53.120 --> 00:03:55.320]  咁樣呢 佢又冇著衫啦
[00:03:55.320 --> 00:03:58.680]  喺個墳墓嗰度呢 又走來走去啦
[00:03:58.680 --> 00:04:01.400]  又搵石頭嚟打自己呀咁樣
[00:04:01.400 --> 00:04:03.480]  咁耶穌佢見到佢嘅時候呢
[00:04:03.480 --> 00:04:04.840]  好特別喎
[00:04:04.840 --> 00:04:06.680]  呢個人呢 嚟到去見到耶穌
[00:04:06.680 --> 00:04:08.960]  佢唔敢走呀 衝去耶穌嗰度
[00:04:08.960 --> 00:04:10.120]  就同佢講
[00:04:10.120 --> 00:04:11.400]  好大聲講
[00:04:12.400 --> 00:04:16.160]  至高神嘅兒子耶穌 我同你有咩相干
[00:04:16.160 --> 00:04:17.960]  點解你叫我受苦
[00:04:17.960 --> 00:04:21.280]  咁耶穌呢 就叫呢啲鬼出嚟
[00:04:21.280 --> 00:04:23.720]  咁嗰時呢 喺個山頭嗰度呢
[00:04:23.720 --> 00:04:25.640]  有好多豬
[00:04:25.640 --> 00:04:27.280]  咁樣嚟帶去食嘢
[00:04:27.280 --> 00:04:29.960]  耶穌就命令呢啲鬼呢
[00:04:29.960 --> 00:04:33.400]  走 於是佢哋扶咗喺呢啲豬嗰度
[00:04:33.400 --> 00:04:35.000]  話呢啲豬 於是點呢
[00:04:35.000 --> 00:04:36.680]  頭崩腦海呀
[00:04:36.680 --> 00:04:38.680]  呢啲豬全部衝曬落山崖
[00:04:38.680 --> 00:04:40.600]  有啲死 浸死咗
[00:04:40.600 --> 00:04:42.280]  原來豬嘅數目呢
[00:04:42.280 --> 00:04:44.440]  大概有成二千隻豬喎
[00:04:44.440 --> 00:04:47.160]  嘩 咁樣放豬佢就好驚啦
[00:04:47.160 --> 00:04:49.400]  走返去話畀啲人聽
[00:04:49.400 --> 00:04:51.920]  啲人出嚟見到 好驚
[00:04:51.920 --> 00:04:53.840]  嗰個畀鬼扶嘅人
[00:04:53.840 --> 00:04:56.560]  咁厲害嘅 可以咁樣嘅
[00:04:56.560 --> 00:04:58.400]  咁但係後尾又點樣呢
[00:04:58.400 --> 00:05:00.600]  咁呢就見到呢個人坐低喎
[00:05:00.600 --> 00:05:01.880]  冇事喇喎
[00:05:01.880 --> 00:05:03.480]  但係呢班人好特別
[00:05:03.480 --> 00:05:04.920]  叫耶穌走
[00:05:04.920 --> 00:05:06.280]  你唔好再留喺度
[00:05:06.280 --> 00:05:07.480]  你走啦
[00:05:07.480 --> 00:05:08.920]  點解要叫耶穌走呢
[00:05:08.920 --> 00:05:10.560]  等下我哋會再探討啦
[00:05:10.560 --> 00:05:13.520]  咁跟住呢個正常返嘅人呢
[00:05:13.520 --> 00:05:15.560]  就嚟到去同耶穌講
[00:05:15.560 --> 00:05:18.200]  可唔可以呢 我跟你周圍去傳道呀
[00:05:18.200 --> 00:05:19.720]  耶穌話 唔得
[00:05:19.720 --> 00:05:21.080]  你唔可以繼我去
[00:05:21.080 --> 00:05:22.360]  你留返喺度
[00:05:22.360 --> 00:05:23.320]  同啲人講
[00:05:23.320 --> 00:05:25.760]  你自己點樣經歷到我嗰個祝福
[00:05:25.760 --> 00:05:26.840]  咁就得喇
[00:05:26.840 --> 00:05:29.480]  咁結果好多人聽下聽下嘅時候呢
[00:05:29.480 --> 00:05:30.920]  就信咗耶穌
[00:05:30.920 --> 00:05:32.760]  好啦 我哋睇睇呢個超人
[00:05:32.760 --> 00:05:34.760]  呢個畀鬼扶嘅人呢
[00:05:34.760 --> 00:05:37.800]  佢嘅衣食住行
[00:05:37.800 --> 00:05:39.800]  都同我哋好唔同嘅
[00:05:39.800 --> 00:05:41.800]  但係某個程度呢
[00:05:41.800 --> 00:05:43.920]  又同我哋好相同喎
[00:05:43.920 --> 00:05:45.160]  啊牧師你講咩呀
[00:05:45.160 --> 00:05:46.960]  你同定唔同呀究竟而家
[00:05:46.960 --> 00:05:48.000]  第一
[00:05:48.000 --> 00:05:49.520]  呢個超人
[00:05:49.520 --> 00:05:50.840]  著咩衫
[00:05:50.840 --> 00:05:53.600]  著咩衫呀
[00:05:53.600 --> 00:05:55.920]  原來係冇著衫㗎
[00:05:55.920 --> 00:05:57.840]  阿蔡個屁
[00:05:57.840 --> 00:05:59.560]  仲可能冇著褲添喎
[00:05:59.560 --> 00:06:02.320]  嘩 男人
[00:06:02.320 --> 00:06:03.600]  唔著衫唔著褲
[00:06:03.600 --> 00:06:05.320]  大人喎唔係BB仔喎
[00:06:05.320 --> 00:06:07.600]  仲喺個山距走來走去喎
[00:06:07.600 --> 00:06:09.400]  即係好得人驚呀係咪先
[00:06:09.400 --> 00:06:11.400]  點解佢冇著衫呢
[00:06:11.400 --> 00:06:12.520]  記住咩我想講
[00:06:12.520 --> 00:06:14.520]  佢係畀鬼扶住吖嘛
[00:06:14.520 --> 00:06:16.800]  原來人一個好特別㗎
[00:06:16.800 --> 00:06:19.400]  人係有羞恥之心嘅
[00:06:19.400 --> 00:06:21.800]  咁呢就佢知道有啲嘢呢
[00:06:21.800 --> 00:06:24.120]  就係唔好呢就唔應該做嘅
[00:06:24.120 --> 00:06:25.800]  好簡單舉個例啦
[00:06:25.800 --> 00:06:26.920]  如果你識我個女呢
[00:06:26.920 --> 00:06:28.400]  我個女都幾可愛嘅係咪
[00:06:28.400 --> 00:06:30.720]  嘩佢細個好特別㗎
[00:06:30.720 --> 00:06:32.720]  喺學校嗰度係非常乖
[00:06:32.720 --> 00:06:33.720]  攞品行獎㗎
[00:06:33.720 --> 00:06:35.240]  但係佢成個男仔頭咁
[00:06:35.240 --> 00:06:36.720]  細個嗰陣時而家就唔係啦
[00:06:36.720 --> 00:06:38.320]  嘩又踢波呀又打波呀
[00:06:38.320 --> 00:06:39.600]  好叻呀咁樣
[00:06:39.600 --> 00:06:42.120]  咁嗰陣時呢我同埋我太太都要做嘢啦
[00:06:42.120 --> 00:06:43.120]  師母都要做嘢啦
[00:06:43.120 --> 00:06:44.720]  咁所以我哋請咗工人㗎
[00:06:44.720 --> 00:06:47.320]  咁請工人呢佢哋細個嗰陣時同佢沖涼呢
[00:06:47.320 --> 00:06:48.920]  係唔准閂門㗎喎
[00:06:48.920 --> 00:06:50.400]  點知你搞咩㗎係咪先
[00:06:50.400 --> 00:06:53.320]  咁所以一定要開嗰個廁所門嘅
[00:06:53.320 --> 00:06:54.920]  咁有時佢沖涼嘅時候呢
[00:06:54.920 --> 00:06:56.600]  特登走出嚟同我哋玩嘅
[00:06:56.600 --> 00:07:08.600]  咁樣㗎喎ok㗎好好玩嘅走出嚟 返入去返入去咁樣 咁有一次呢佢沖緊涼嘅時候 咁佢成個男仔頭咁我好驚嘅
