
[00:00:00.000 --> 00:00:02.500]  記得上星期我說過
[00:00:02.500 --> 00:00:06.980]  主耶穌在教導門徒天國道理之後
[00:00:06.980 --> 00:00:11.720]  記得在上星期主耶穌教導門徒天國道理之後
[00:00:11.720 --> 00:00:13.640]  祂就問他們
[00:00:13.640 --> 00:00:15.820]  祂這樣對他們說
[00:00:15.820 --> 00:00:17.920]  耶穌就對他們說
[00:00:17.920 --> 00:00:28.860]  在《馬太福音》第十三章第五十一到五十二節
[00:00:28.860 --> 00:00:31.920]  耶穌說這一切的話你們都明白了嗎
[00:00:31.920 --> 00:00:33.860]  他們說我們明白了
[00:00:33.860 --> 00:00:37.600]  他說凡文士受教做天國的門徒
[00:00:37.600 --> 00:00:42.740]  就像一個家主從他的窟裏拿出新舊的東西來
[00:00:42.740 --> 00:00:45.940]  新舊的東西來
[00:00:45.940 --> 00:00:51.720]  文士的職責就是教導以色列人
[00:00:51.720 --> 00:00:56.420]  他們是熟悉舊約的律法的
[00:00:56.420 --> 00:01:02.560]  但是耶穌宣講天國的真理
[00:01:02.560 --> 00:01:06.700]  是全新的觀念
[00:01:06.700 --> 00:01:10.200]  對於今天的信徒來講
[00:01:10.200 --> 00:01:18.800]  我們需要在聖靈的感動和啓迪之下
[00:01:18.800 --> 00:01:24.380]  憑着對主耶穌的信心而得到的屬靈經歷
[00:01:24.380 --> 00:01:28.980]  憑着對主耶穌的信心而得到的屬靈經歷
[00:01:28.980 --> 00:01:34.360]  所以主的門徒跟隨了主之後
[00:01:34.360 --> 00:01:39.200]  就要好像那些信了主耶穌的文士一樣
[00:01:39.200 --> 00:01:43.000]  就好像信了主耶穌基督的文士一樣
[00:01:43.000 --> 00:01:47.700]  有責任去教導別人
[00:01:47.700 --> 00:01:51.480]  當我們教導別人的時候
[00:01:51.480 --> 00:01:56.700]  除了要明白舊約的律法和先知的道理
[00:01:56.700 --> 00:01:59.540]  除了要明白舊約的律法和先知的道理
[00:01:59.540 --> 00:02:02.820]  也要明白有關天國的新道理
[00:02:02.820 --> 00:02:06.020]  也要明白關於天國新的道理
[00:02:06.020 --> 00:02:12.100]  所以耶穌說好像一個主人將收藏在倉庫裏的東西拿出來
[00:02:12.100 --> 00:02:17.380]  所以耶穌說好像一個主人將收藏在倉庫裏的東西拿出來
[00:02:17.380 --> 00:02:20.980]  既擁有舊的東西
[00:02:20.980 --> 00:02:23.620]  也有新的東西
[00:02:23.620 --> 00:02:27.960]  意思就是說我們既要明白舊約律法的要求
[00:02:27.960 --> 00:02:31.280]  意思就是說我們既要明白舊約律法的要求
[00:02:31.280 --> 00:02:34.540]  也要明白主耶穌有關天國的道理
[00:02:34.540 --> 00:02:37.580]  也要明白主耶穌有關天國的道理
[00:02:37.580 --> 00:02:41.080]  這樣我們纔可以教導別人
[00:02:41.080 --> 00:02:44.580]  我們信了主的外邦人
[00:02:44.580 --> 00:02:50.880]  因我們有機會聽到主耶穌寫生救贖世人的福音
[00:02:50.880 --> 00:02:55.200]  因我們有機會聽到主耶穌寫生救贖世人的福音
[00:02:55.200 --> 00:02:57.980]  我們相信了耶穌就是我們的救主
[00:02:57.980 --> 00:03:00.680]  我們相信耶穌就是我們的救主
[00:03:00.680 --> 00:03:05.280]  接受了神所賜的救恩
[00:03:05.280 --> 00:03:08.380]  但我們不是猶太人
[00:03:08.380 --> 00:03:14.280]  我們不是從小就遵守舊約的律法
[00:03:14.280 --> 00:03:18.380]  如果我們要聽從主耶穌的吩咐去教導別人的話
[00:03:18.380 --> 00:03:22.180]  如果我們要聽從主耶穌的吩咐去教導別人的話
[00:03:22.180 --> 00:03:25.180]  對於舊約聖經我們一定會問一個問題
[00:03:25.180 --> 00:03:27.980]  對於舊約聖經我們一定會問一個問題
[00:03:27.980 --> 00:03:31.180]  我們應該怎樣看待舊約聖經的教導呢?
[00:03:31.180 --> 00:03:34.580]  我們應該怎樣看待舊約聖經的教導呢?
[00:03:34.580 --> 00:03:41.080]  今天讓我們從加拿大書的經文當中
[00:03:41.080 --> 00:03:45.280]  從使徒保羅的教導嘗試去找答案
[00:03:45.280 --> 00:03:50.280]  從使徒保羅的教導嘗試去找答案
[00:03:50.280 --> 00:03:56.480]  並且看看如何幫助我們在生活當中做出正確的實踐
[00:03:56.480 --> 00:04:01.480]  並且看看如何幫助我們在生活當中做出正確的實踐
[00:04:01.480 --> 00:04:08.280]  加拿大教會相信是由使徒保羅在報道旅程當中建立的教會
[00:04:08.280 --> 00:04:14.580]  加拿大教會相信是由使徒保羅在報道旅程當中建立的教會
[00:04:14.580 --> 00:04:21.880]  他大約在公元49年後寫了這封信給加拿大的信徒
[00:04:21.880 --> 00:04:27.780]  他大約在公元49年後寫了這封信給加拿大教會的人
[00:04:27.780 --> 00:04:31.680]  保羅爲什麼要寫信給加拿大的信徒呢?
[00:04:31.680 --> 00:04:36.080]  保羅爲什麼要寫信給加拿大的信徒呢?
[00:04:36.080 --> 00:04:40.180]  保羅爲什麼要寫信給加拿大的信徒呢?
[00:04:40.180 --> 00:04:43.480]  我們首先看第一章第六到第七節
[00:04:43.480 --> 00:04:50.580]  我是請你們這麼快離開那借着基督之恩教你們的去從別的福音
[00:04:50.580 --> 00:04:52.780]  那並不是福音
[00:04:52.780 --> 00:04:57.980]  不過有些人搞擾你們要把基督的福音更改了
[00:04:57.980 --> 00:04:59.880]  大家留意那個搞擾
[00:04:59.880 --> 00:05:01.480]  大家留意搞擾這兩個字
[00:05:01.480 --> 00:05:03.280]  我們再看三章一節
[00:05:03.280 --> 00:05:05.380]  再看第三章第一節
[00:05:05.380 --> 00:05:09.480]  無知的加拿大人耶穌基督定時之降
[00:05:09.480 --> 00:05:12.880]  已經活化在你們眼前
[00:05:12.880 --> 00:05:14.180]  誰要迷惑你們呢?
[00:05:14.180 --> 00:05:20.280]  原來保羅發現那些信主的外邦加拿大人
