
[00:00:00.000 --> 00:00:02.000]  頂止每日平安
[00:00:02.000 --> 00:00:04.520]  我們在聆聽神的話語
[00:00:04.520 --> 00:00:06.520]  以示我們一同低頭去禱告
[00:00:06.520 --> 00:00:13.580]  所以我們再一次來到你的聖殿裡面
[00:00:13.580 --> 00:00:15.040]  去敬拜祢
[00:00:15.040 --> 00:00:16.240]  所以我們多謝祢
[00:00:16.240 --> 00:00:17.920]  多謝祢招聚我們
[00:00:17.920 --> 00:00:19.520]  所以我們要去讚美祢
[00:00:19.520 --> 00:00:20.820]  因為主
[00:00:20.820 --> 00:00:22.820]  我們這樣去敬拜
[00:00:22.820 --> 00:00:25.560]  我們這樣能夠認識祢
[00:00:25.560 --> 00:00:27.560]  都算是祢的恩典
[00:00:27.560 --> 00:00:29.560]  神我們求祢今天
[00:00:29.560 --> 00:00:31.560]  親自讓我們去明白祢的話
[00:00:31.560 --> 00:00:33.560]  聖靈求祢去帶領我們
[00:00:33.560 --> 00:00:35.560]  去開啟我們
[00:00:35.560 --> 00:00:37.560]  讓我們明白主在我們生命裡面
[00:00:37.560 --> 00:00:39.560]  祢的旨意
[00:00:39.560 --> 00:00:41.560]  主也同樣讓我求祢
[00:00:41.560 --> 00:00:43.560]  去給我們柔和謙卑的心
[00:00:43.560 --> 00:00:45.560]  我們要跟隨祢
[00:00:45.560 --> 00:00:47.560]  多謝祢我們禱告
[00:00:47.560 --> 00:00:49.560]  是奉耶穌基督得勝的明智而求
[00:00:49.560 --> 00:00:51.560]  阿們
[00:00:51.560 --> 00:00:53.560]  來到2019年
[00:00:53.560 --> 00:00:55.560]  我們今年
[00:00:55.560 --> 00:00:57.560]  剛才衛山泉跟我們說了
[00:00:57.560 --> 00:00:59.560]  是共建神家
[00:00:59.560 --> 00:01:01.560]  孕育生命
[00:01:01.560 --> 00:01:03.560]  我們今年很想藉著
[00:01:03.560 --> 00:01:05.560]  已不鎖書
[00:01:05.560 --> 00:01:07.560]  我們有系統的
[00:01:07.560 --> 00:01:09.560]  我們在崇拜裡面再一次去認識
[00:01:09.560 --> 00:01:11.560]  神的話
[00:01:11.560 --> 00:01:13.560]  同樣我們今天會藉著
[00:01:13.560 --> 00:01:15.560]  第一章來看看究竟
[00:01:15.560 --> 00:01:17.560]  我們要建立什麼
[00:01:17.560 --> 00:01:19.560]  神的家
[00:01:19.560 --> 00:01:21.560]  我們要孕育出什麼
[00:01:21.560 --> 00:01:23.560]  的生命
[00:01:23.560 --> 00:01:25.560]  我想大家提起
[00:01:25.560 --> 00:01:27.560]  已不鎖
[00:01:27.560 --> 00:01:29.560]  可能會比較多
[00:01:29.560 --> 00:01:31.560]  想起的是什麼呢
[00:01:31.560 --> 00:01:33.560]  可能有人去過
[00:01:33.560 --> 00:01:35.560]  西地的旅行團
[00:01:35.560 --> 00:01:37.560]  已經衝出了
[00:01:37.560 --> 00:01:39.560]  亞洲
[00:01:39.560 --> 00:01:41.560]  衝出了我們想的購物團
[00:01:41.560 --> 00:01:43.560]  你會去看看
[00:01:43.560 --> 00:01:45.560]  世界的歷史古蹟
[00:01:45.560 --> 00:01:47.560]  其中
[00:01:47.560 --> 00:01:49.560]  已不鎖原來很出名的是
[00:01:49.560 --> 00:01:51.560]  已不鎖是一個
[00:01:51.560 --> 00:01:53.560]  當時很文明的地方
[00:01:53.560 --> 00:01:55.560]  是一個商業中心
[00:01:55.560 --> 00:01:57.560]  很多人都會經過那裡
[00:01:57.560 --> 00:01:59.560]  在早前
[00:01:59.560 --> 00:02:01.560]  已經三十多年
[00:02:01.560 --> 00:02:03.560]  已經發展得很好
[00:02:03.560 --> 00:02:05.560]  其中一個
[00:02:05.560 --> 00:02:07.560]  令人知道他們發展得
[00:02:07.560 --> 00:02:09.560]  很好的地方是什麼呢
[00:02:09.560 --> 00:02:11.560]  這個是
[00:02:11.560 --> 00:02:13.560]  塞爾蘇斯的圖書館
[00:02:13.560 --> 00:02:15.560]  你想想今天
[00:02:15.560 --> 00:02:17.560]  我們這個年代圖書館
[00:02:17.560 --> 00:02:19.560]  有一點過氣
[00:02:19.560 --> 00:02:21.560]  大家都看手機看電子新聞
[00:02:21.560 --> 00:02:23.560]  看電視
[00:02:23.560 --> 00:02:25.560]  但當時你想想
[00:02:25.560 --> 00:02:27.560]  只是主後百多年
[00:02:27.560 --> 00:02:29.560]  建築了一個圖書館
[00:02:29.560 --> 00:02:31.560]  當時印刷文字的傳遞
[00:02:31.560 --> 00:02:33.560]  不流傳
[00:02:33.560 --> 00:02:35.560]  沒有現在那麼發達
[00:02:35.560 --> 00:02:37.560]  就是聽靠講
[00:02:37.560 --> 00:02:39.560]  但他們有一個圖書館
[00:02:39.560 --> 00:02:41.560]  你想想這個地方
[00:02:41.560 --> 00:02:43.560]  是多麼的發達
[00:02:43.560 --> 00:02:45.560]  多麼的文明
[00:02:45.560 --> 00:02:47.560]  然後
[00:02:47.560 --> 00:02:49.560]  第二個他們很出名的
[00:02:49.560 --> 00:02:51.560]  你去到這個地方
[00:02:51.560 --> 00:02:53.560]  已不所是在土耳其
[00:02:53.560 --> 00:02:55.560]  這個地方
[00:02:55.560 --> 00:02:57.560]  你一定會去參觀古代的
[00:02:57.560 --> 00:02:59.560]  劇院
[00:02:59.560 --> 00:03:01.560]  你驟眼望向這個劇院
[00:03:01.560 --> 00:03:03.560]  你猜猜坐了多少人
[00:03:03.560 --> 00:03:07.560]  聽到千千聲
[00:03:07.560 --> 00:03:09.560]  很厲害
[00:03:09.560 --> 00:03:11.560]  你知不知道這個劇院
[00:03:11.560 --> 00:03:13.560]  原來坐了
[00:03:13.560 --> 00:03:15.560]  二萬五千人
[00:03:15.560 --> 00:03:17.560]  勁過我們的紅館
[00:03:17.560 --> 00:03:19.560]  可能由山頂的朋友
[00:03:19.560 --> 00:03:21.560]  就由那裏開始
[00:03:21.560 --> 00:03:23.560]  他們坐在山頂都聽得到
[00:03:23.560 --> 00:03:25.560]  沒有抗音器
[00:03:25.560 --> 00:03:27.560]  是一個很厲害的
[00:03:27.560 --> 00:03:29.560]  文化遺產
[00:03:29.560 --> 00:03:31.560]  他們當時人的智慧
[00:03:31.560 --> 00:03:33.560]  已經是很文明
[00:03:33.560 --> 00:03:35.560]  還有
[00:03:35.560 --> 00:03:37.560]  在已不所這個地方
[00:03:37.560 --> 00:03:39.560]  原來有一個更加厲害的古蹟
[00:03:39.560 --> 00:03:41.560]  就是這個
[00:03:41.560 --> 00:03:43.560]  亞底米神廟
[00:03:43.560 --> 00:03:45.560]  這個神廟
[00:03:45.560 --> 00:03:47.560]  原來是古代的
[00:03:47.560 --> 00:03:49.560]  七大文明建設
[00:03:49.560 --> 00:03:51.560]  奇觀之一
[00:03:51.560 --> 00:03:53.560]  所以當時我們可以想像到
[00:03:53.560 --> 00:03:55.560]  這個地方
[00:03:55.560 --> 00:03:57.560]  究竟
[00:03:57.560 --> 00:03:59.560]  是一個怎樣的地方
[00:03:59.560 --> 00:04:01.560]  原來那裏充滿著
[00:04:01.560 --> 00:04:03.560]  很多的資源
[00:04:03.560 --> 00:04:05.560]  充滿著當時我們社會覺得
[00:04:05.560 --> 00:04:07.560]  已經是最厲害的發展
[00:04:07.560 --> 00:04:09.560]  在這個地方
[00:04:09.560 --> 00:04:11.560]  究竟
[00:04:11.560 --> 00:04:13.560]  保羅很想用這一封
[00:04:13.560 --> 00:04:15.560]  金玉書信
[00:04:15.560 --> 00:04:17.560]  對這間教會
[00:04:17.560 --> 00:04:19.560]  所說的是甚麼呢
[00:04:19.560 --> 00:04:21.560]  如果你仔細
[00:04:21.560 --> 00:04:23.560]  認真去看已不所書
[00:04:23.560 --> 00:04:25.560]  你會發覺已不所書很有趣
[00:04:25.560 --> 00:04:27.560]  已不所書和其他書信不同
[00:04:27.560 --> 00:04:29.560]  其他書信通常都有一個題目
[00:04:29.560 --> 00:04:31.560]  你們要彼此相愛
[00:04:31.560 --> 00:04:33.560]  你們要
[00:04:33.560 --> 00:04:35.560]  不要棄爭端
[00:04:35.560 --> 00:04:37.560]  但已不所書
[00:04:37.560 --> 00:04:39.560]  仔細去看找不到任何一個
[00:04:39.560 --> 00:04:41.560]  這間教會的問題
[00:04:41.560 --> 00:04:43.560]  似乎已不所書
[00:04:43.560 --> 00:04:45.560]  是一封保羅寫給
[00:04:45.560 --> 00:04:47.560]  宗教會的信
[00:04:47.560 --> 00:04:49.560]  寫給他們的教導
[00:04:49.560 --> 00:04:51.560]  甚至很想
[00:04:51.560 --> 00:04:53.560]  去建立他們
[00:04:53.560 --> 00:04:55.560]  信徒身份的一封書信
[00:04:55.560 --> 00:04:57.560]  更加去讓我們知道
[00:04:57.560 --> 00:04:59.560]  保羅對教會
[00:04:59.560 --> 00:05:01.560]  對宗教會
[00:05:01.560 --> 00:05:03.560]  的期望
[00:05:03.560 --> 00:05:05.560]  原來我們每一個人
[00:05:05.560 --> 00:05:07.560]  都應該認真去
[00:05:07.560 --> 00:05:09.560]  看這一卷書
[00:05:09.560 --> 00:05:11.560]  究竟是甚麼
[00:05:11.560 --> 00:05:13.560]  好人我們懂得我們的信徒
[00:05:13.560 --> 00:05:15.560]  我們的身份是甚麼
[00:05:15.560 --> 00:05:17.560]  我們教會的身份是甚麼
[00:05:17.560 --> 00:05:19.560]  我們一齊看看
[00:05:19.560 --> 00:05:21.560]  開始
[00:05:21.560 --> 00:05:23.560]  第一第二節的經文
[00:05:23.560 --> 00:05:25.560]  我們一齊去讀
[00:05:25.560 --> 00:05:27.560]  預備起
[00:05:27.560 --> 00:05:29.560]  奉神旨意
[00:05:29.560 --> 00:05:31.560]  作基督耶穌使徒的保羅
[00:05:31.560 --> 00:05:33.560]  寫信給在
[00:05:33.560 --> 00:05:35.560]  已不所的信徒
