
[00:00:00.000 --> 00:00:02.000]  各位姐妹們大家早安
[00:00:02.000 --> 00:00:05.000]  在開始之前我們一起來做個禱告
[00:00:05.000 --> 00:00:08.000]  親愛的天父我們來到你面前
[00:00:08.000 --> 00:00:11.000]  主啊 主啊 今天我們共讀你的話語
[00:00:11.000 --> 00:00:14.000]  主啊 我們要在這當中找到生命
[00:00:14.000 --> 00:00:17.000]  主啊 找到你要給我們走的路
[00:00:17.000 --> 00:00:20.000]  主啊 讓我們在基督耶穌裡面我們找到愛
[00:00:20.000 --> 00:00:23.000]  我們活在愛裡面也分享愛
[00:00:23.000 --> 00:00:25.000]  謝謝主 願主來帶領我們
[00:00:25.000 --> 00:00:27.000]  帶領孩子我的口
[00:00:27.000 --> 00:00:29.000]  能夠來說出你要我說的話語
[00:00:29.000 --> 00:00:31.000]  謝謝主 我們這樣禱告
[00:00:31.000 --> 00:00:34.000]  是奉考耶穌基督 寶貴的聖人名求
[00:00:34.000 --> 00:00:36.000]  Amen
[00:00:36.000 --> 00:00:39.000]  今天想跟大家分享的題目呢
[00:00:39.000 --> 00:00:42.000]  是在基督裡找到愛
[00:00:42.000 --> 00:00:44.000]  在基督裡找到愛
[00:00:44.000 --> 00:00:46.000]  我們都喜歡愛
[00:00:46.000 --> 00:00:49.000]  但是我們常常不在基督裡面找到愛
[00:00:49.000 --> 00:00:52.000]  我們有時候會在世界裡面尋找
[00:00:52.000 --> 00:00:55.000]  那個能夠讓我們感受到愛的
[00:00:55.000 --> 00:00:58.000]  如果我們有一位神
[00:00:58.000 --> 00:01:00.000]  我們是
[00:01:00.000 --> 00:01:02.000]  這個問題是白問的
[00:01:02.000 --> 00:01:04.000]  我們的神是偉大的神
[00:01:04.000 --> 00:01:07.000]  我們怎麼樣來形容我們偉大的神呢
[00:01:07.000 --> 00:01:08.000]  弟兄姊妹
[00:01:08.000 --> 00:01:12.000]  你會用什麼樣的畫像來形容神呢
[00:01:12.000 --> 00:01:15.000]  我在這裡提供了一個
[00:01:15.000 --> 00:01:17.000]  一張我喜歡的圖
[00:01:17.000 --> 00:01:20.000]  他這邊說到 上帝的偉大
[00:01:20.000 --> 00:01:24.000]  在於他很在意那渺小的人
[00:01:24.000 --> 00:01:26.000]  神偉大的愛
[00:01:26.000 --> 00:01:32.000]  竟然他能夠來關乎我們這渺小的人
[00:01:32.000 --> 00:01:35.000]  左邊你們看到的這個
[00:01:35.000 --> 00:01:37.000]  好像是一個木人對吧
[00:01:37.000 --> 00:01:41.000]  木人的右肩上面有一隻小羊
[00:01:41.000 --> 00:01:44.000]  這一隻羊呢
[00:01:44.000 --> 00:01:46.000]  在路加福音裡面
[00:01:46.000 --> 00:01:48.000]  就在福音書裡面
[00:01:48.000 --> 00:01:51.000]  就是形容這是一個迷路的羊
[00:01:51.000 --> 00:01:54.000]  我說這是一隻被愛的羊
[00:01:54.000 --> 00:01:57.000]  這個木人撇下九十九隻羊
[00:01:57.000 --> 00:02:00.000]  去尋找那一隻走迷的羊
[00:02:00.000 --> 00:02:03.000]  這一隻被愛的羊我稱他為喜樂羊
[00:02:03.000 --> 00:02:04.000]  希望羊
[00:02:04.000 --> 00:02:06.000]  力量羊
[00:02:06.000 --> 00:02:07.000]  榮耀羊
[00:02:07.000 --> 00:02:08.000]  成長羊
[00:02:08.000 --> 00:02:10.000]  正如羅馬書裡面告訴我們的
[00:02:10.000 --> 00:02:12.000]  我們的神兒女
[00:02:12.000 --> 00:02:14.000]  在福音裡面
[00:02:14.000 --> 00:02:17.000]  我們可以與神可以和好
[00:02:17.000 --> 00:02:19.000]  然後我們可以歡歡喜喜的
[00:02:19.000 --> 00:02:20.000]  我們可以脫離罪
[00:02:20.000 --> 00:02:23.000]  我們可以被神稱為義
[00:02:23.000 --> 00:02:26.000]  然後我們生命還不斷的被神的愛
[00:02:26.000 --> 00:02:28.000]  聖靈澆灌在我們裡面
[00:02:28.000 --> 00:02:32.000]  然後我們生命會不斷的成長
[00:02:32.000 --> 00:02:34.000]  也會榮耀我們的神
[00:02:34.000 --> 00:02:36.000]  我們感受到神的榮耀
[00:02:36.000 --> 00:02:40.000]  將來我們也要與主一同享那個榮耀
[00:02:40.000 --> 00:02:41.000]  不僅我們的身體得俗
[00:02:41.000 --> 00:02:44.000]  我們將來要與神一同作王
[00:02:44.000 --> 00:02:46.000]  好多的盼望
[00:02:46.000 --> 00:02:48.000]  但是我想問弟兄姊妹的是
[00:02:48.000 --> 00:02:50.000]  在我們現實生活中
[00:02:50.000 --> 00:02:54.000]  我們是否有被這個愛給影響
[00:02:54.000 --> 00:02:56.000]  我們的現實生活中
[00:02:56.000 --> 00:02:59.000]  是否有被這個愛給驅動
[00:02:59.000 --> 00:03:00.000]  好讓我們的生活
[00:03:00.000 --> 00:03:02.000]  我們的信仰
[00:03:02.000 --> 00:03:06.000]  是有行動力的
[00:03:06.000 --> 00:03:08.000]  所以今天在這段經文裡面
[00:03:08.000 --> 00:03:09.000]  我想跟大家分享
[00:03:09.000 --> 00:03:12.000]  當基督的愛以恩典臨到我們的時候
[00:03:12.000 --> 00:03:17.000]  我們就可以在基督的愛裡面
[00:03:17.000 --> 00:03:21.000]  藉著主的愛 靠著主的愛得勝
[00:03:21.000 --> 00:03:23.000]  然後我們再把這個愛
[00:03:23.000 --> 00:03:24.000]  分享給別人
[00:03:24.000 --> 00:03:27.000]  讓他們找到基督的愛
[00:03:27.000 --> 00:03:29.000]  這是我想跟大家分享的
[00:03:29.000 --> 00:03:31.000]  所以 好不好
[00:03:31.000 --> 00:03:34.000]  這時候你跟你隔壁的說
[00:03:34.000 --> 00:03:40.000]  你我要在基督耶穌裡找到愛
[00:03:40.000 --> 00:03:44.000]  Amen
[00:03:44.000 --> 00:03:47.000]  首先我要說基督的愛以恩典臨到我們
[00:03:47.000 --> 00:03:50.000]  是以什麼樣的形式臨到我們呢
[00:03:50.000 --> 00:03:55.000]  我說 祂是以全所有來救我
[00:03:55.000 --> 00:03:57.000]  來救我們
[00:03:57.000 --> 00:03:59.000]  是以祂全所有
[00:03:59.000 --> 00:04:01.000]  祂不是就是給你一樣東西
[00:04:01.000 --> 00:04:03.000]  就讓你解套了
[00:04:03.000 --> 00:04:06.000]  神是以祂全所有來救我們
[00:04:06.000 --> 00:04:07.000]  怎麼說呢
[00:04:07.000 --> 00:04:09.000]  我們看經文 祂說既是這樣
[00:04:09.000 --> 00:04:13.000]  還有什麼說的呢
[00:04:13.000 --> 00:04:15.000]  保羅說既是這樣
[00:04:15.000 --> 00:04:16.000]  什麼是既是這樣
[00:04:16.000 --> 00:04:18.000]  等一下我再講
[00:04:18.000 --> 00:04:20.000]  既是這樣到底是什麼
[00:04:20.000 --> 00:04:23.000]  一定有前因才會有後果
[00:04:23.000 --> 00:04:25.000]  保羅說還有什麼好說的呢
[00:04:25.000 --> 00:04:26.000]  接下來啊
[00:04:26.000 --> 00:04:28.000]  他自己就提了五個問題
[00:04:28.000 --> 00:04:30.000]  自問自答
[00:04:30.000 --> 00:04:32.000]  但我就把這個題目
[00:04:32.000 --> 00:04:35.000]  模糊在我的架構裡面了
[00:04:35.000 --> 00:04:36.000]  我們看一下
[00:04:36.000 --> 00:04:37.000]  他第一個問題是
[00:04:37.000 --> 00:04:39.000]  神若幫助我們
[00:04:39.000 --> 00:04:41.000]  誰能抵擋我們呢
[00:04:41.000 --> 00:04:43.000]  這首歌大家有沒有聽過
[00:04:43.000 --> 00:04:46.000]  若神能幫助我們
[00:04:46.000 --> 00:04:48.000]  有誰能抵擋我們對不對
[00:04:48.000 --> 00:04:52.000]  但是他有一個上文的
[00:04:52.000 --> 00:04:55.000]  他有一個上文
[00:04:55.000 --> 00:04:56.000]  他的上文呢
[00:04:56.000 --> 00:04:57.000]  我們自己去看
[00:04:57.000 --> 00:04:59.000]  上文自己去看
[00:04:59.000 --> 00:05:01.000]  若神幫助我們
[00:05:01.000 --> 00:05:03.000]  誰能抵擋我們呢
[00:05:03.000 --> 00:05:06.000]  這個神若幫助我們
[00:05:06.000 --> 00:05:10.000]  在原文裡面並沒有幫助這兩個字
[00:05:10.000 --> 00:05:12.000]  那是什麼意思
[00:05:12.000 --> 00:05:16.000]  就是神站在我們這一邊
[00:05:16.000 --> 00:05:18.000]  神站在我們這一邊
[00:05:18.000 --> 00:05:21.000]  誰能抵擋我們呢
[00:05:21.000 --> 00:05:22.000]  各位親愛的姐妹
[00:05:22.000 --> 00:05:23.000]  神站在你這一邊
[00:05:23.000 --> 00:05:24.000]  你想想看
[00:05:24.000 --> 00:05:28.000]  當神站在我們這一邊的時候
[00:05:28.000 --> 00:05:31.000]  你覺得他是修理你嗎
[00:05:31.000 --> 00:05:36.000]  還是他在觀看你呢
[00:05:36.000 --> 00:05:38.000]  聖經的學者體驗體會
[00:05:38.000 --> 00:05:39.000]  神幫助我們
[00:05:39.000 --> 00:05:41.000]  當神在我們當中的時候
[00:05:41.000 --> 00:05:44.000]  神一定是對我們的生命有益處的
[00:05:44.000 --> 00:05:48.000]  就像那隻羊在牧人的肩膀上面
[00:05:48.000 --> 00:05:49.000]  神之所以偉大
[00:05:49.000 --> 00:05:54.000]  是他的愛可以影響到他所接觸的人
[00:05:54.000 --> 00:05:55.000]  當神的愛
[00:05:55.000 --> 00:05:57.000]  神與我們站在一起的時候
[00:05:57.000 --> 00:05:59.000]  神站在我們這邊的時候
[00:05:59.000 --> 00:06:01.000]  他要幫助我們
[00:06:01.000 --> 00:06:03.000]  聖經這裡就接下來說
[00:06:03.000 --> 00:06:07.000]  誰能抵擋呢
[00:06:07.000 --> 00:06:09.000]  弟兄姊妹你可能會想
[00:06:09.000 --> 00:06:12.000]  今日神有沒有跟我們站在一起
[00:06:12.000 --> 00:06:13.000]  確實是有
[00:06:13.000 --> 00:06:15.000]  但是有沒有人抵擋我們呢
[00:06:15.000 --> 00:06:17.000]  有
[00:06:17.000 --> 00:06:19.000]  這裡並不是說
[00:06:19.000 --> 00:06:21.000]  神跟我們在一起就沒有人
[00:06:21.000 --> 00:06:23.000]  抵擋我們了
[00:06:23.000 --> 00:06:24.000]  反而你會覺得
[00:06:24.000 --> 00:06:26.000]  當神跟我們在一起的時候
[00:06:26.000 --> 00:06:29.000]  好像很多人反對我們
[00:06:29.000 --> 00:06:30.000]  有沒有人在家裡面
[00:06:30.000 --> 00:06:33.000]  信耶穌遭受到反對的
[00:06:33.000 --> 00:06:34.000]  有嘛
[00:06:34.000 --> 00:06:35.000]  很真實的
[00:06:35.000 --> 00:06:37.000]  你的另外一半
[00:06:37.000 --> 00:06:38.000]  你的父母
[00:06:38.000 --> 00:06:39.000]  你的兄弟姊妹
[00:06:39.000 --> 00:06:41.000]  與你最親的家人
[00:06:41.000 --> 00:06:43.000]  可能就反對你的信仰
[00:06:43.000 --> 00:06:44.000]  甚至嘲笑你
[00:06:44.000 --> 00:06:46.000]  抵擋你
[00:06:46.000 --> 00:06:51.000]  想辦法攔阻你
[00:06:51.000 --> 00:06:53.000]  當神跟我們在一起的時候
[00:06:53.000 --> 00:06:58.000]  我們確實會受到很多的敵對
[00:06:58.000 --> 00:07:01.000]  但是
[00:07:01.000 --> 00:07:05.000]  不要放棄神在我們旁邊
[00:07:05.000 --> 00:07:06.000]  32節說
[00:07:06.000 --> 00:07:09.000]  神既不愛惜自己的兒子
[00:07:09.000 --> 00:07:11.000]  為我們眾人捨了
[00:07:11.000 --> 00:07:15.000]  豈不把萬物和他一同白白的賜給我們嗎
[00:07:15.000 --> 00:07:18.000]  弟兄姊妹
[00:07:18.000 --> 00:07:19.000]  神愛我們
[00:07:19.000 --> 00:07:22.000]  祂不是只是幫助我們而已
[00:07:22.000 --> 00:07:25.000]  祂把祂自己的愛子賜給我們
[00:07:25.000 --> 00:07:26.000]  而且呢
