
[00:00:00.000 --> 00:00:02.960]  OK 我現在給你一個比喻
[00:00:02.960 --> 00:00:05.400]  我不知道你多熟悉美國的政治
[00:00:05.400 --> 00:00:08.280]  美國的政治主要有兩個大黨
[00:00:08.280 --> 00:00:10.420]  共和黨和民主黨
[00:00:10.420 --> 00:00:13.520]  還有一些小的 有些獨立黨
[00:00:13.520 --> 00:00:16.680]  那些是沒得選總統的
[00:00:16.680 --> 00:00:21.880]  我們猜測每次都是這兩個大黨裡面其中一個人做總統
[00:00:21.880 --> 00:00:24.080]  以色列人也是差不多
[00:00:24.080 --> 00:00:28.200]  以色列我們將它變成三個群體 三組
[00:00:28.200 --> 00:00:33.160]  第一組叫做南俠 就是南面的支派
[00:00:33.160 --> 00:00:36.360]  第二組叫做北聯 就是北面的支派
[00:00:36.360 --> 00:00:40.520]  第三組叫做河外 有沒有人知道什麼叫做河外
[00:00:40.520 --> 00:00:43.880]  你知道有幾個支派 有兩個支派
[00:00:43.880 --> 00:00:46.840]  他們的地就不在那個聖地裡面
[00:00:46.840 --> 00:00:48.880]  它是一個河外 約旦河外的
[00:00:48.880 --> 00:00:53.040]  那些叫做世支派 做皇帝沒份的了
[00:00:53.040 --> 00:00:56.080]  所以你將它變成一個圖表的時候
[00:00:56.080 --> 00:01:00.400]  那你就會有約旦河外支派
[00:01:00.400 --> 00:01:03.880]  那約旦河外支派也不是很突出的了
[00:01:03.880 --> 00:01:06.360]  我想他們也是被人
[00:01:06.360 --> 00:01:09.560]  這些是獨立黨派
[00:01:09.560 --> 00:01:13.280]  最主要的現在就是南俠和北聯
[00:01:13.280 --> 00:01:17.040]  而南俠北聯的代表就是猶大
[00:01:17.040 --> 00:01:19.480]  和變眼銀去了打 是不是
[00:01:19.480 --> 00:01:23.680]  接著他說約瑟也去了 你知道約瑟有兩個兒子
[00:01:23.680 --> 00:01:29.760]  所以約瑟的支派是由馬拿西和以法連組成的
[00:01:29.760 --> 00:01:31.120]  聯軍來的
[00:01:31.120 --> 00:01:33.520]  那你現在就要看這兩個人
[00:01:33.520 --> 00:01:38.320]  就是這兩組誰可以贏了
[00:01:38.320 --> 00:01:39.280]  不過不要緊
[00:01:39.280 --> 00:01:42.320]  其實他很快就已經給了很多提示你
[00:01:42.320 --> 00:01:44.240]  告訴你有哪些人可以查他
[00:01:44.240 --> 00:01:45.840]  我不知道你有沒有考過試
[00:01:45.840 --> 00:01:48.320]  如果你一條題目不是很清楚答案
[00:01:48.320 --> 00:01:49.840]  也有辦法的
[00:01:49.840 --> 00:01:52.520]  你可以問自己有哪個答案一定錯的
[00:01:52.520 --> 00:01:54.040]  然後查下去 查下去
[00:01:54.040 --> 00:01:55.720]  查到最後剩下那兩個
[00:01:55.720 --> 00:01:58.640]  那就差不多了
[00:01:58.640 --> 00:02:03.680]  所以他一開始第一章27節告訴誰
[00:02:03.680 --> 00:02:06.840]  馬拿西是約瑟的兒子
[00:02:06.840 --> 00:02:08.760]  馬拿西沒有趕出
[00:02:08.760 --> 00:02:11.040]  不要管他沒有趕出誰
[00:02:11.040 --> 00:02:13.440]  沒有趕出好還是不好
[00:02:13.440 --> 00:02:16.040]  沒有 叫他打仗他沒有趕出
[00:02:16.040 --> 00:02:18.400]  那就不行了 失敗了
[00:02:18.400 --> 00:02:21.640]  29節以法連沒有趕出
[00:02:21.640 --> 00:02:23.960]  所以約瑟兩個兒子都失敗了
[00:02:23.960 --> 00:02:28.000]  30節西布倫又是另外一支牌沒有趕出
[00:02:28.000 --> 00:02:30.920]  31節阿徹沒有趕出
[00:02:30.920 --> 00:02:34.880]  33節拿伐他里沒有趕出
[00:02:34.880 --> 00:02:40.280]  34節阿摩利人強迫彈人住在山區
[00:02:40.280 --> 00:02:43.360]  就不是說他們住在半山很威風
[00:02:43.360 --> 00:02:45.120]  是他根本就沒有料到
[00:02:45.120 --> 00:02:47.640]  不單止沒有趕出他們
[00:02:47.640 --> 00:02:50.440]  他連平原都沒得住
[00:02:50.440 --> 00:02:53.080]  被迫住在山區所以彈人是很不妙的
[00:02:53.080 --> 00:02:56.080]  所以你有機會看到最後的雙重結論
[00:02:56.080 --> 00:02:57.840]  你就知道彈人真是壞的
[00:02:57.840 --> 00:02:59.920]  壞到極點
[00:02:59.920 --> 00:03:01.120]  很不妙的
[00:03:01.120 --> 00:03:04.520]  那已經取消了很多人還有
[00:03:04.520 --> 00:03:08.600]  你回到早一點的南俠那邊
[00:03:08.600 --> 00:03:10.440]  猶太人的阿布斯人
[00:03:10.440 --> 00:03:12.280]  耶路撒冷的阿布斯人
[00:03:12.280 --> 00:03:13.920]  變雅文都沒有趕出
[00:03:13.920 --> 00:03:16.000]  你回到這個圖表
[00:03:16.000 --> 00:03:18.880]  那你可以開始跨出一些人
[00:03:18.880 --> 00:03:20.120]  馬拿西沒有了
[00:03:20.120 --> 00:03:21.520]  以法尼沒有了
[00:03:21.520 --> 00:03:22.320]  西布倫沒有了
[00:03:22.320 --> 00:03:23.320]  阿切沒有了
[00:03:23.320 --> 00:03:24.440]  拿伐他里沒有了
[00:03:24.440 --> 00:03:25.360]  但沒有了
[00:03:25.360 --> 00:03:27.120]  他沒有說伊薩加
[00:03:27.120 --> 00:03:28.520]  他沒有說伊薩加
[00:03:28.520 --> 00:03:31.480]  但伊薩加都不是一個什麼大的東西
[00:03:31.480 --> 00:03:32.920]  也沒有說他有什麼建功
[00:03:32.920 --> 00:03:33.920]  所以他又沒有了
[00:03:33.920 --> 00:03:37.200]  然後他告訴我們知道
[00:03:37.200 --> 00:03:40.360]  所以北聯基本上是全滅了
[00:03:40.360 --> 00:03:41.520]  如果你這樣看第一章
[00:03:41.520 --> 00:03:42.960]  應該剩下的是誰呢
[00:03:42.960 --> 00:03:43.600]  都是猶太人
[00:03:43.600 --> 00:03:45.160]  因為變雅文都不行的
[00:03:45.160 --> 00:03:47.440]  而猶太人和西緬去的時候
[00:03:47.440 --> 00:03:49.880]  西緬是做他的輔助
[00:03:49.880 --> 00:03:56.360]  那是不是應該就是猶太人贏了呢
[00:03:56.360 --> 00:03:58.200]  應該是的
[00:03:58.200 --> 00:04:00.520]  但是呢
[00:04:00.520 --> 00:04:02.720]  又有一點點隱憂
[00:04:02.720 --> 00:04:03.680]  隱憂在哪裡呢
[00:04:03.680 --> 00:04:05.720]  我帶你去看一節《聖經》
[00:04:05.720 --> 00:04:07.400]  史詩記第一章十九節
[00:04:07.400 --> 00:04:11.600]  他說夜禍說與猶太同在好不好
[00:04:11.600 --> 00:04:12.720]  好
[00:04:12.720 --> 00:04:14.320]  猶太取得了山區
[00:04:14.320 --> 00:04:15.440]  好
[00:04:15.440 --> 00:04:19.440]  但是猶太都不能趕出平原的居民
[00:04:19.440 --> 00:04:20.960]  來了
[00:04:20.960 --> 00:04:24.320]  原來猶太都不太行
[00:04:24.320 --> 00:04:25.360]  然後他後面加了一句
[00:04:25.360 --> 00:04:29.840]  因為他們有鐵的戰車
[00:04:29.840 --> 00:04:31.920]  他有技術
[00:04:31.920 --> 00:04:34.000]  他有最新的科技
[00:04:34.000 --> 00:04:35.760]  那就要給他們多一點時間
[00:04:35.760 --> 00:04:40.880]  猶太都好像不太行
[00:04:40.880 --> 00:04:42.240]  但是其實這一節《聖經》
[00:04:42.240 --> 00:04:44.000]  真的告訴我們有些問題
[00:04:44.000 --> 00:04:44.480]  為什麼呢
[00:04:44.480 --> 00:04:46.200]  因為如果你看回《生命記》
[00:04:46.200 --> 00:04:47.200]  如果你上個禮拜在這裡
[00:04:47.200 --> 00:04:48.720]  你記得我跟你說
[00:04:48.720 --> 00:04:49.720]  《生命記》以後的事情
[00:04:49.720 --> 00:04:52.080]  和《生命記》都有關係的
[00:04:52.080 --> 00:04:52.800]  《生命記》以後
[00:04:52.800 --> 00:04:54.080]  尤其是說到領袖
[00:04:54.080 --> 00:04:55.600]  說到皇帝的時候
[00:04:55.600 --> 00:04:57.200]  一定和《生命記》有關係的
[00:04:57.200 --> 00:04:59.000]  《生命記》第二十章第一節這麼說
[00:04:59.000 --> 00:05:00.880]  你出去與仇敵作戰
[00:05:00.880 --> 00:05:03.320]  若看見馬匹戰車
[00:05:03.320 --> 00:05:05.160]  以及給你更多的士兵
[00:05:05.160 --> 00:05:07.920]  不要怕他們因為領你出埃及的夜禍
[00:05:07.920 --> 00:05:10.360]  說他必與你同在
[00:05:10.360 --> 00:05:12.040]  所以他現在打不贏人
[00:05:12.040 --> 00:05:12.760]  因為戰車
[00:05:12.760 --> 00:05:14.320]  其實有沒有問題
[00:05:14.320 --> 00:05:16.080]  有問題
[00:05:16.080 --> 00:05:17.760]  甚至你再看看《史詩記》
[00:05:17.760 --> 00:05:19.760]  過兩三個禮拜之後
[00:05:19.760 --> 00:05:22.160]  我們會看另外一個故事
[00:05:22.160 --> 00:05:24.200]  那個故事裡面也是有戰車的
[00:05:24.200 --> 00:05:26.040]  還是900輛戰車的
[00:05:26.040 --> 00:05:27.480]  結果
[00:05:27.480 --> 00:05:28.720]  打不打贏?
[00:05:28.720 --> 00:05:30.320]  打贏了
[00:05:30.320 --> 00:05:32.920]  所以猶大打不贏
[00:05:32.920 --> 00:05:34.080]  因為有戰車
[00:05:34.080 --> 00:05:36.160]  其實是有問題的
[00:05:36.160 --> 00:05:37.000]  OK
[00:05:37.000 --> 00:05:39.680]  這個問題
[00:05:39.680 --> 00:05:42.160]  這個第一章第十九節
[00:05:42.160 --> 00:05:44.000]  可能反映了兩個可能性
[00:05:44.000 --> 00:05:45.240]  第一個可能性就是說
[00:05:45.240 --> 00:05:47.400]  猶大需要一個君王
[00:05:47.400 --> 00:05:48.640]  是從猶大出來的
[00:05:48.640 --> 00:05:51.480]  但是要比現在猶大所有的領袖都厲害
[00:05:51.480 --> 00:05:53.480]  而那個君王就是大衛
[00:05:53.480 --> 00:05:55.480]  你知道大衛後來出來是威是勢
[00:05:55.480 --> 00:05:59.040]  他贏了哥利亞
[00:05:59.040 --> 00:06:03.280]  但是這一節聖經說到猶大也不是很厲害
[00:06:03.280 --> 00:06:05.480]  也許是一種隱憂
[00:06:05.480 --> 00:06:07.000]  隱憂會說
[00:06:07.000 --> 00:06:10.920]  將來猶大出來的君王
[00:06:10.920 --> 00:06:13.240]  也未必很厲害
[00:06:13.240 --> 00:06:14.720]  而他不厲害的地方
[00:06:14.720 --> 00:06:17.520]  不是他打仗不厲害
[00:06:17.520 --> 00:06:20.160]  他不行的地方是什麼
[00:06:20.160 --> 00:06:23.360]  他屬靈上會有失敗
[00:06:23.360 --> 00:06:25.960]  你記得他的雙重介紹
[00:06:25.960 --> 00:06:27.960]  他講到他們的兩重失敗
[00:06:27.960 --> 00:06:29.920]  第一重是軍事上的失敗
[00:06:29.920 --> 00:06:31.240]  但是後面那一重是什麼
[00:06:31.240 --> 00:06:33.280]  屬靈上的失敗
[00:06:33.280 --> 00:06:34.640]  很有意思的就是
[00:06:34.640 --> 00:06:37.240]  當你去看薩姆爾記下
[00:06:37.240 --> 00:06:40.840]  講到大衛淫人妻殺人武功的時候
[00:06:40.840 --> 00:06:41.440]  很清楚
[00:06:41.440 --> 00:06:43.320]  我想你留意
[00:06:43.320 --> 00:06:45.320]  留意拿丹對他的說話
[00:06:45.320 --> 00:06:47.520]  拿丹講完這個故事之後
[00:06:47.520 --> 00:06:49.360]  接著說你就是那人
[00:06:49.360 --> 00:06:51.120]  接著說我高利貸什麼什麼
[00:06:51.120 --> 00:06:53.720]  我想你看看第九節
[00:06:53.720 --> 00:06:56.800]  拿丹講大衛的罪
[00:06:56.800 --> 00:07:00.200]  拿丹說你為什麼藐視耶和華的命令
[00:07:00.200 --> 00:07:03.040]  做他眼中捍衛
[00:07:03.040 --> 00:07:04.120]  惡的事
[00:07:04.120 --> 00:07:06.920]  我想請問這句話是從哪裡出來的
[00:07:06.920 --> 00:07:08.000]  史詩記那裡出來的
[00:07:08.000 --> 00:07:10.160]  你明白嗎
[00:07:10.160 --> 00:07:13.160]  我們史詩記那時候最不行的問題是什麼
[00:07:13.160 --> 00:07:16.120]  就是他們行他們自己眼中捍衛
[00:07:16.120 --> 00:07:20.960]  對待其實在耶和華眼中捍衛惡的事
[00:07:20.960 --> 00:07:24.000]  結果大衛怎麼樣
[00:07:24.000 --> 00:07:27.440]  大衛重蹈覆轍
[00:07:27.440 --> 00:07:29.520]  我想跟你說
[00:07:29.520 --> 00:07:31.640]  如果你不是停留在史詩記
[00:07:31.640 --> 00:07:34.200]  你繼續看之後的以色列歷史
[00:07:34.200 --> 00:07:35.720]  看到大衛那句
[00:07:35.720 --> 00:07:37.920]  他又行了眼中捍衛惡的事
[00:07:37.920 --> 00:07:44.280]  就是說原來大衛也中了毒
[00:07:44.280 --> 00:07:45.480]  大衛也中了毒
[00:07:45.480 --> 00:07:47.160]  問題就在這裡
[00:07:47.160 --> 00:07:49.440]  你要找毒藥要找解藥
[00:07:49.440 --> 00:07:52.120]  你一定要找到毒藥的根源
[00:07:52.120 --> 00:07:53.520]  我們問一個問題
[00:07:53.520 --> 00:07:55.600]  為什麼舊約聖經裡面
[00:07:55.600 --> 00:07:57.120]  我們暫時不說我們
[00:07:57.120 --> 00:07:59.760]  為什麼舊約聖經裡面每個人都中了毒
[00:07:59.760 --> 00:08:01.000]  包括大衛
[00:08:01.000 --> 00:08:05.640]  毒是從哪裡來的
[00:08:05.640 --> 00:08:08.760]  所有的東西都是伊甸園
[00:08:08.760 --> 00:08:10.560]  其中一樣東西你讀舊約也好
[00:08:10.560 --> 00:08:11.400]  讀到新約也好
[00:08:11.400 --> 00:08:12.280]  很有趣的地方
[00:08:12.280 --> 00:08:15.960]  所有東西歸根到底都和伊甸園有些關係
