
[00:00:00.000 --> 00:00:02.200]  弟兄姊妹,牧者平安
[00:00:02.200 --> 00:00:05.840]  將以下的時間交託給神
[00:00:05.840 --> 00:00:10.520]  親愛的天父
[00:00:10.520 --> 00:00:13.200]  感謝你的慈愛和信實
[00:00:13.200 --> 00:00:15.080]  這一切
[00:00:15.080 --> 00:00:17.720]  都是藉著我們每天在生活裡面
[00:00:17.720 --> 00:00:19.520]  信靠你而得著
[00:00:19.520 --> 00:00:23.640]  我們願意以心靈去敬拜你
[00:00:23.640 --> 00:00:26.280]  因為你是公義的救主
[00:00:26.280 --> 00:00:28.600]  你配得一切的讚美
[00:00:29.320 --> 00:00:32.720]  我們求你幫助我們全心的去敬拜
[00:00:32.720 --> 00:00:34.840]  幫助我們的心
[00:00:34.840 --> 00:00:36.960]  單單在乎你
[00:00:36.960 --> 00:00:40.640]  單單在乎你的壞語
[00:00:40.640 --> 00:00:43.720]  因為你的壞語就是我們
[00:00:43.720 --> 00:00:45.840]  在地上生命的糧
[00:00:45.840 --> 00:00:49.120]  幫助我們謙卑的去領受
[00:00:49.120 --> 00:00:52.440]  我們的禱告奉靠主耶穌基督的命
[00:00:52.440 --> 00:00:53.440]  阿們
[00:00:56.120 --> 00:01:00.840]  今天我會和大家分享詩篇四十二篇和四十三篇
[00:01:00.840 --> 00:01:04.480]  從四十二篇有一個標題
[00:01:04.480 --> 00:01:09.120]  它說是「可拉子孫的訓誨詩交給司班長」
[00:01:09.120 --> 00:01:12.600]  其實在一百五十篇的詩篇裡面
[00:01:12.600 --> 00:01:15.960]  「可拉子孫」的詩篇佔了十二篇
[00:01:15.960 --> 00:01:18.400]  那麼「可拉」是什麼人呢?
[00:01:18.400 --> 00:01:21.560]  其實「可拉」是利美人
[00:01:21.560 --> 00:01:24.200]  他曾經連同以色列裡面
[00:01:24.200 --> 00:01:26.760]  二百五十個領袖一起起來
[00:01:26.760 --> 00:01:28.400]  反對摩西
[00:01:28.400 --> 00:01:30.720]  挑戰摩西的領導地位
[00:01:30.720 --> 00:01:34.960]  當然他們之後就受到神的審判和懲罰
[00:01:34.960 --> 00:01:37.640]  「可拉」和那些領袖就滅亡
[00:01:37.640 --> 00:01:40.920]  不過神留下「可拉」的孩子
[00:01:40.920 --> 00:01:42.840]  他們幸免於死
[00:01:42.840 --> 00:01:46.480]  神就留下這個「可拉」的後人
[00:01:46.480 --> 00:01:48.040]  去服侍他
[00:01:48.040 --> 00:01:51.360]  我們從聖經裡面後來的記載知道
[00:01:51.760 --> 00:01:54.240]  「可拉」的子孫有一部分人
[00:01:54.240 --> 00:01:58.480]  是做了大衛王去在衛聖殿建立的
[00:01:58.480 --> 00:02:00.480]  一個「司班」裡面的人
[00:02:00.480 --> 00:02:03.480]  他們的子孫就在裡面做過一些成員
[00:02:03.480 --> 00:02:07.080]  負責作歌、唱歌、奏樂
[00:02:07.080 --> 00:02:10.520]  也有一些人成為了這個詩篇的作者
[00:02:10.520 --> 00:02:13.680]  至於「司班長」應該是
[00:02:13.680 --> 00:02:15.760]  我們可以看是好像現在的
[00:02:15.760 --> 00:02:18.360]  現代的音樂總監那類的工作
[00:02:18.360 --> 00:02:20.320]  而「訓誨詩」呢
[00:02:20.320 --> 00:02:22.040]  「訓誨」的意思就是指
[00:02:22.040 --> 00:02:27.280]  詩的內容可以令人變得很聰明、很精明
[00:02:27.280 --> 00:02:30.600]  能夠令那個人成功精通一些事情
[00:02:30.600 --> 00:02:34.640]  很多人都將詩篇四十二篇和四十三篇
[00:02:34.640 --> 00:02:37.160]  放在一起當一篇詩篇去看
[00:02:37.160 --> 00:02:39.200]  最主要的原因因為
[00:02:39.200 --> 00:02:41.560]  我們發覺到有三節的經文
[00:02:41.560 --> 00:02:44.240]  就是四十二篇第五、第十一
[00:02:44.240 --> 00:02:48.200]  和四十三篇的第五節是完全一樣的
[00:02:48.480 --> 00:02:50.360]  我今天用的新譯本
[00:02:50.360 --> 00:02:53.120]  和大家可能剛才看的有一點點的出入
[00:02:53.120 --> 00:02:56.120]  不過它的意思是完全一樣的
[00:02:56.120 --> 00:02:59.160]  所以這三段的經文
[00:02:59.160 --> 00:03:01.080]  因為句子是完全一樣的
[00:03:01.080 --> 00:03:02.040]  說話是一樣的
[00:03:02.040 --> 00:03:06.280]  讓人感覺上覺得好像是一首歌裡面的副歌
[00:03:06.280 --> 00:03:08.840]  我們有時候也唱歌裡面有副歌
[00:03:08.840 --> 00:03:10.600]  唱完一段就唱副歌
[00:03:10.600 --> 00:03:12.880]  再唱另一段就從頭唱副歌
[00:03:12.880 --> 00:03:15.600]  因為有三個副歌出現
[00:03:15.760 --> 00:03:19.040]  很多人在看四十二篇和四十三篇的時候
[00:03:19.040 --> 00:03:21.560]  就分成三個段落去看
[00:03:21.560 --> 00:03:24.240]  今天我們也是用這個方法
[00:03:24.240 --> 00:03:25.560]  三個段落去看
[00:03:25.560 --> 00:03:28.960]  這兩篇詩篇其實還有一個特色的
[00:03:28.960 --> 00:03:31.080]  就是你留意的話
[00:03:31.080 --> 00:03:33.840]  它裡面有十次問「為什麽」
[00:03:33.840 --> 00:03:34.880]  「為什麽」
[00:03:34.880 --> 00:03:37.400]  它問了十次
[00:03:37.400 --> 00:03:38.680]  但是細心看
[00:03:38.680 --> 00:03:41.280]  有兩次是問神的
[00:03:41.280 --> 00:03:44.760]  但是神也沒有回答任何的東西
[00:03:45.320 --> 00:03:49.280]  反而看到作者一邊問的時候
[00:03:49.280 --> 00:03:50.440]  「為什麽」「為什麽」
[00:03:50.440 --> 00:03:52.840]  他問著問著自問自答裡面
[00:03:52.840 --> 00:03:55.360]  他是有些答案給自己
[00:03:55.360 --> 00:03:57.680]  又給自己一些出路的
[00:03:57.680 --> 00:04:00.680]  其實我們現代人現在的生活
[00:04:00.680 --> 00:04:04.480]  我們同樣都會有很多不如意的日子
[00:04:04.480 --> 00:04:07.200]  我們同樣都會遇到很多困難
[00:04:07.200 --> 00:04:10.320]  在一些困境的環境裡面
[00:04:10.320 --> 00:04:13.120]  或者有時候我們又會有
[00:04:13.120 --> 00:04:15.280]  做了一些悔不當初的事情
[00:04:15.640 --> 00:04:19.080]  令到我們對神的信心有很大的挑戰
[00:04:19.080 --> 00:04:21.400]  有時候也會心煩意亂
[00:04:21.400 --> 00:04:23.600]  很多時候我們現在都聽到
[00:04:23.600 --> 00:04:26.480]  現在人們越來越容易有精神病
[00:04:26.480 --> 00:04:31.040]  最明顯經常聽到的一樣
[00:04:31.040 --> 00:04:32.600]  就是有抑鬱症
[00:04:32.600 --> 00:04:34.680]  抑鬱症是怎麼來的呢
[00:04:34.680 --> 00:04:36.920]  其實大多數的人都相信
[00:04:36.920 --> 00:04:39.120]  是因為經過長期的時間
[00:04:39.120 --> 00:04:42.120]  去積壓著一些東西在心裡面
[00:04:42.840 --> 00:04:46.320]  然後將它壓抑著又沒有一個健康的方法去抑鬱
[00:04:46.320 --> 00:04:49.840]  於是乎就令到自己的人看得很灰
[00:04:49.840 --> 00:04:52.640]  覺得好像前路茫茫看不到出路
[00:04:52.640 --> 00:04:55.680]  甚至去到很失望、很絕望
[00:04:55.680 --> 00:04:59.040]  就形成了有這種的抑鬱症
[00:04:59.040 --> 00:05:02.520]  所以當我們有時候遇到一些困難
[00:05:02.520 --> 00:05:04.760]  一些的境況跌到谷底的時候
[00:05:04.760 --> 00:05:07.160]  其實可能我們都是不斷會去問
[00:05:07.160 --> 00:05:08.720]  「為甚麼?為甚麼?」
[00:05:08.720 --> 00:05:11.480]  但當我們問完這些「為甚麼」之後
[00:05:11.960 --> 00:05:14.120]  我們能不能像這個作者那樣
[00:05:14.120 --> 00:05:16.000]  去真的找到出路
[00:05:16.000 --> 00:05:19.280]  去真的找到解決的方法呢
[00:05:19.280 --> 00:05:22.040]  今天我們一起在兩篇詩篇裡面去學習
[00:05:22.040 --> 00:05:25.960]  第一個段落裡面就是
[00:05:25.960 --> 00:05:28.000]  四十二篇第一到第五節
[00:05:28.000 --> 00:05:31.080]  我們看到私人當他看到
[00:05:31.080 --> 00:05:33.240]  昨日的日子
[00:05:33.240 --> 00:05:37.120]  真的遠比今天的好的時候
[00:05:37.120 --> 00:05:38.480]  他會怎樣呢
[00:05:38.480 --> 00:05:41.560]  他會仰望神的笑念
[00:05:42.200 --> 00:05:45.760]  神的笑念是形容神給的幫助
[00:05:45.760 --> 00:05:47.440]  神給的出路
[00:05:47.440 --> 00:05:49.240]  神給的拯救
[00:05:49.240 --> 00:05:50.800]  神的笑念
[00:05:50.800 --> 00:05:53.880]  我們看到在第一、第二節裡面
[00:05:53.880 --> 00:05:57.480]  私人說他很渴想、很切勿見到神
[00:05:57.480 --> 00:05:59.360]  他用一隻鹿
[00:05:59.360 --> 00:06:00.560]  很口渴的鹿
[00:06:00.560 --> 00:06:03.680]  要去找到溪水那種心情去形容自己
[00:06:03.680 --> 00:06:06.240]  很想見到神的那個心情
[00:06:06.240 --> 00:06:09.080]  鹿他這麼口渴要找水
[00:06:09.080 --> 00:06:12.040]  一定是有一段長的時間沒喝過水
[00:06:12.040 --> 00:06:14.440]  從這裡我們可以感受到
[00:06:14.440 --> 00:06:16.680]  作者他自己本身就是
[00:06:16.680 --> 00:06:19.920]  經過一段很長的時間我沒見過神
[00:06:19.920 --> 00:06:22.800]  所以我很想很想去朝見神
[00:06:22.800 --> 00:06:26.960]  一句話我什麼時候可以來朝見神的面
[00:06:26.960 --> 00:06:30.760]  讓我們知道他應該是有一段時間沒見過神
[00:06:30.760 --> 00:06:32.960]  他很想見到他
[00:06:32.960 --> 00:06:37.520]  會不會是因為作者是
[00:06:37.960 --> 00:06:41.880]  不再是一個能夠經常見到神的地方呢
[00:06:41.880 --> 00:06:44.680]  如果我們從詩篇裡面的內容
[00:06:44.680 --> 00:06:46.840]  我們肯定他應該是這樣
[00:06:46.840 --> 00:06:49.280]  他說他因為一些的理由
[00:06:49.280 --> 00:06:52.440]  他已經離開了以前經常可以見到神的地方
[00:06:52.440 --> 00:06:56.040]  而經常見到神的地方對於當時的人來說
[00:06:56.040 --> 00:06:59.280]  應該就是在聖城耶路撒冷裡面的聖殿
[00:06:59.280 --> 00:07:01.400]  就是說他現在的處境
[00:07:01.400 --> 00:07:03.640]  已經不是可以隨時去聖殿
[00:07:03.640 --> 00:07:06.120]  去敬拜神、去朝見神
[00:07:07.120 --> 00:07:11.120]  私人在這一刻他用什麼稱呼來稱呼我們的神呢
[00:07:11.120 --> 00:07:13.800]  他叫神做永活的神
[00:07:13.800 --> 00:07:17.160]  一個色在金在永在的神
[00:07:17.160 --> 00:07:19.320]  對一隻鹿來說
[00:07:19.320 --> 00:07:22.160]  水是去維持生命很重要的東西
[00:07:22.160 --> 00:07:25.720]  我們同時都從這個的比喻裡面看到
[00:07:25.720 --> 00:07:27.680]  在作者的心目中
[00:07:27.680 --> 00:07:30.560]  神是他生命裡面最重要的
[00:07:30.560 --> 00:07:32.600]  因為這一個神
[00:07:32.600 --> 00:07:35.240]  是在他生活裡面不能夠沒有了
[00:07:35.240 --> 00:07:40.760]  因為這個神就是他活著的生命的泉源
[00:07:40.760 --> 00:07:43.720]  他沒有一天可以沒有了這個神
[00:07:43.720 --> 00:07:49.720]  特別當他現在應該是遠離了耶路撒冷這個地方
[00:07:49.720 --> 00:07:51.600]  是一個異地的地方
[00:07:51.600 --> 00:07:55.160]  他不單止見不到以前經常見到的神
[00:07:55.160 --> 00:07:58.160]  他還見到別人在拜什麼的神
[00:07:58.160 --> 00:08:02.160]  是那些眼不能見、耳不能聽、口不能講的偶像
[00:08:02.160 --> 00:08:05.240]  全部都是沒有生命的死物
[00:08:05.240 --> 00:08:10.240]  他更加想見到以前一直跟隨的神
[00:08:10.240 --> 00:08:13.600]  一天都不可以沒有了這個神
[00:08:13.600 --> 00:08:15.360]  在他的生活裡面
[00:08:15.360 --> 00:08:19.200]  私人他的心情又是怎麼樣呢
[00:08:19.200 --> 00:08:21.000]  看一下經文它說
[00:08:21.000 --> 00:08:24.600]  我以晝夜以眼淚當飯吃
[00:08:24.600 --> 00:08:27.320]  晝夜以眼淚當飯吃
[00:08:27.320 --> 00:08:28.800]  或者是日哭夜哭
[00:08:28.800 --> 00:08:31.680]  哭到飽那種的痛苦階段
[00:08:32.640 --> 00:08:34.120]  為什麼這麼痛苦呢
[00:08:34.120 --> 00:08:36.080]  他很清楚地告訴了我們
[00:08:36.080 --> 00:08:38.640]  他說人整天對我說
[00:08:38.640 --> 00:08:39.520]  說什麼呢
[00:08:39.520 --> 00:08:41.360]  你的神在哪裡呢
[00:08:41.360 --> 00:08:44.520]  不要以為這句話是安慰的說話
[00:08:44.520 --> 00:08:45.800]  哎呀你現在這麼慘
[00:08:45.800 --> 00:08:48.680]  究竟你信的神在哪裡
[00:08:48.680 --> 00:08:49.840]  為什麼沒有理你
[00:08:49.840 --> 00:08:51.040]  不是這樣的想法
[00:08:51.040 --> 00:08:53.720]  因為我們從後面的經文裡面知道
[00:08:53.720 --> 00:08:57.360]  這句話其實是一個嬌笑瓜虎的說話
[00:08:57.360 --> 00:08:59.440]  意思就是對你說
[00:08:59.440 --> 00:09:01.000]  看見你這麼慘
[00:09:01.440 --> 00:09:02.840]  你的神去了哪裡
[00:09:02.840 --> 00:09:04.400]  他為什麼不理你
[00:09:04.400 --> 00:09:07.680]  究竟你的神是不是真的存在
[00:09:07.680 --> 00:09:10.480]  這句話的意思就是這樣
[00:09:10.480 --> 00:09:13.040]  所以並不是安慰的說話
[00:09:13.040 --> 00:09:15.880]  私人去面對著這些被瓜虎
[00:09:15.880 --> 00:09:19.240]  又要遠離自己可以經常見到神的地方
[00:09:19.240 --> 00:09:20.520]  是非常難受的
[00:09:20.520 --> 00:09:24.320]  他又回想以前大家很開心的
[00:09:24.320 --> 00:09:26.080]  守節的日子
[00:09:26.080 --> 00:09:28.240]  那些日子對他來說
[00:09:28.240 --> 00:09:31.120]  是一個非常好的好日子
[00:09:31.240 --> 00:09:33.360]  因為大家可以一起去敬拜神
[00:09:33.360 --> 00:09:34.200]  侍奉神
[00:09:34.200 --> 00:09:35.520]  守節期
