
[00:00:00.000 --> 00:00:06.000]  開始講到之前,我想給一個謎語給大家去猜。
[00:00:06.000 --> 00:00:15.000]  謎面是舊約的《麻辣基書》猜真約聖經裡面的一封書信。
[00:00:15.000 --> 00:00:24.000]  提示是,如果你將《麻辣基書》第一章、第二章裡面的負面報告反轉它,
[00:00:24.000 --> 00:00:27.000]  變成了正面的應用,
[00:00:27.000 --> 00:00:33.000]  我們將會得到哪一卷新約的書信呢?
[00:00:33.000 --> 00:00:37.000]  一人聽到的時候,我希望你記住這個謎語。
[00:00:37.000 --> 00:00:42.000]  去到最後,我就會和大家開鼓。
[00:00:42.000 --> 00:00:45.000]  歡迎大家來到我們的周六重拜。
[00:00:45.000 --> 00:00:50.000]  去年年初,我們開始了一個橫跨兩年的講道系列,
[00:00:50.000 --> 00:00:52.000]  叫做《未來報告》。
[00:00:52.000 --> 00:00:56.000]  系列的內容是舊約聖經裡面的十二位小先知,
[00:00:56.000 --> 00:01:03.000]  聖經學者告訴我們,十二小先知不單止是十二本獨立的先知書,
[00:01:03.000 --> 00:01:11.000]  他們也是一套經過後期編輯、精心編排、合十而為一的先知冊。
[00:01:11.000 --> 00:01:18.000]  經過了一整年的努力,我們終於來到第十二位小先知,
[00:01:18.000 --> 00:01:21.000]  也是最後一位,叫做《麻辣基》。
[00:01:21.000 --> 00:01:28.000]  雖然《麻辣基》和之前第十一位《薩加利亞》中間隔了好幾十年,
[00:01:28.000 --> 00:01:34.000]  但這兩本書在主題上面其實是有連貫的。
[00:01:34.000 --> 00:01:37.000]  如果你兩個星期之前有聽我說過,
[00:01:37.000 --> 00:01:43.000]  你會記得《薩加利亞》書的十二至十四章裡面的預言,
[00:01:43.000 --> 00:01:47.000]  一直都是指向那一天。
[00:01:47.000 --> 00:01:54.000]  《麻辣基》書所等待期盼的,亦都同樣是那一天。
[00:01:54.000 --> 00:02:00.000]  兩本書都是將我們的思想帶向那一天。
[00:02:00.000 --> 00:02:04.000]  除此以外,還有一個很特別的詞句,
[00:02:04.000 --> 00:02:07.000]  將兩本小先知書緊緊相扣。
[00:02:07.000 --> 00:02:12.000]  這個詞句,如果你記得,一兩個月之前我都有講過,
[00:02:12.000 --> 00:02:16.000]  是叫做《上帝話語的默示》。
[00:02:16.000 --> 00:02:19.000]  在兩本書裡面都有出現過,
[00:02:19.000 --> 00:02:23.000]  在整個《舊約聖經》裡面只有出現過三次,
[00:02:23.000 --> 00:02:27.000]  兩次在《薩加利亞》書,第三次在《麻辣基》書,
[00:02:27.000 --> 00:02:31.000]  將兩本書緊緊的相扣。
[00:02:31.000 --> 00:02:34.000]  講到這裡,我不知道你還記不記得,
[00:02:34.000 --> 00:02:37.000]  之前講《薩加利亞》書第十一章的時候,
[00:02:37.000 --> 00:02:41.000]  薩加利亞做了一個樑木的角色扮演。
[00:02:41.000 --> 00:02:47.000]  在那裡,上帝叫他去做一個木羊人,《薩加利亞書》第十一章第七節這樣講,
[00:02:47.000 --> 00:02:52.000]  他說:「我就去木羊那群將要被宰的羊。」
[00:02:52.000 --> 00:02:58.000]  接著他說:「在一個月之內,我廢除了三個木羊人,
[00:02:58.000 --> 00:03:00.000]  三個不好的木羊人。」
[00:03:00.000 --> 00:03:02.000]  他是一個好的木羊人。
[00:03:02.000 --> 00:03:04.000]  接著在短短的一個月裡面,
[00:03:04.000 --> 00:03:10.000]  他廢了、炒了三個愚蠢的木羊人,
[00:03:10.000 --> 00:03:12.000]  不敬畏上帝的木羊人,
[00:03:12.000 --> 00:03:15.000]  剩下他自己一個好木羊人。
[00:03:15.000 --> 00:03:16.000]  結果是什麼呢?
[00:03:16.000 --> 00:03:20.000]  結果是那些羊對著這個好木羊,
[00:03:20.000 --> 00:03:23.000]  非常之恨乎。
[00:03:23.000 --> 00:03:25.000]  那是一個比喻,
[00:03:25.000 --> 00:03:28.000]  那是一個行動的預言。
[00:03:28.000 --> 00:03:29.000]  有趣的是,
[00:03:29.000 --> 00:03:31.000]  來到《麻辣基》書裡面,
[00:03:31.000 --> 00:03:35.000]  這個行動的預言彷彿成為了一個真人秀。
[00:03:35.000 --> 00:03:38.000]  《麻辣基》書在講什麼呢?
[00:03:38.000 --> 00:03:42.000]  在講上帝是以色列的好木羊人,
[00:03:42.000 --> 00:03:45.000]  然而以色列作為上帝的子民,
[00:03:45.000 --> 00:03:46.000]  上帝的羊群,
[00:03:46.000 --> 00:03:51.000]  卻非常之不喜悅上帝他們的好木人。
[00:03:51.000 --> 00:03:56.000]  整本《小天》義書裡面充斥著紛爭,
[00:03:56.000 --> 00:04:00.000]  人和神之間的紛爭。
[00:04:00.000 --> 00:04:02.000]  有些紛爭是大家很熟悉的。
[00:04:02.000 --> 00:04:03.000]  譬如說,
[00:04:03.000 --> 00:04:06.000]  大家最熟悉的應該是這件事。
[00:04:06.000 --> 00:04:11.000]  你們以色列人為什麼搶奪上帝的貢物?
[00:04:11.000 --> 00:04:12.000]  怎麼搶奪呢?
[00:04:12.000 --> 00:04:15.000]  不納十分之一。
[00:04:15.000 --> 00:04:16.000]  大家應該開心了,
[00:04:16.000 --> 00:04:17.000]  今天我們不講這件事,
[00:04:17.000 --> 00:04:19.000]  下個星期才講。
[00:04:19.000 --> 00:04:21.000]  但是這是大家都知道,
[00:04:21.000 --> 00:04:24.000]  上帝和人之間的一個很大的糾紛。
[00:04:24.000 --> 00:04:26.000]  他們搶奪上帝的貢物,
[00:04:26.000 --> 00:04:28.000]  不納十分之一。
[00:04:28.000 --> 00:04:29.000]  還有另外一個,
[00:04:29.000 --> 00:04:30.000]  大家都很熟悉的,
[00:04:30.000 --> 00:04:31.000]  另外一個紛爭是,
[00:04:31.000 --> 00:04:35.000]  他們背棄了年輕時所娶的妻子,
[00:04:35.000 --> 00:04:37.000]  可能你們都記得,
[00:04:37.000 --> 00:04:38.000]  《順經》裏面有一句,
[00:04:38.000 --> 00:04:39.000]  這句叫做,
[00:04:39.000 --> 00:04:40.000]  I hate divorce。
[00:04:40.000 --> 00:04:41.000]  上帝說,
[00:04:41.000 --> 00:04:44.000]  我恨護優妻的事,
[00:04:44.000 --> 00:04:45.000]  都不是今天講的。
[00:04:45.000 --> 00:04:47.000]  下個星期回來再講。
[00:04:47.000 --> 00:04:50.000]  還有一個第三個紛爭,
[00:04:50.000 --> 00:04:52.000]  是少人會記得的,
[00:04:52.000 --> 00:04:53.000]  但是其實更嚴重,
[00:04:53.000 --> 00:04:55.000]  是今天要講的。
[00:04:55.000 --> 00:04:56.000]  那個紛爭是什麼呢?
[00:04:56.000 --> 00:05:01.000]  就是祭司偏離了正道,
[00:05:01.000 --> 00:05:05.000]  教導其他人,
[00:05:05.000 --> 00:05:10.000]  結果令他們叛跌了很多很多的人。
[00:05:10.000 --> 00:05:13.000]  一加二加三。
[00:05:13.000 --> 00:05:15.000]  你看到些什麼?
[00:05:15.000 --> 00:05:17.000]  我看到money,
[00:05:17.000 --> 00:05:20.000]  sex and power,
[00:05:20.000 --> 00:05:23.000]  金錢上和上帝的糾紛,
[00:05:23.000 --> 00:05:26.000]  情慾上和上帝的糾紛,
[00:05:26.000 --> 00:05:30.000]  權力上和上帝的糾紛。
[00:05:30.000 --> 00:05:32.000]  為了這三樣東西,
[00:05:32.000 --> 00:05:34.000]  還有其他的。
[00:05:34.000 --> 00:05:38.000]  一共有六個大糾紛,
[00:05:38.000 --> 00:05:41.000]  在這六個大糾紛裏面,
[00:05:41.000 --> 00:05:44.000]  上帝控告他的子民,
[00:05:44.000 --> 00:05:47.000]  雙方一起合演了一場,
[00:05:47.000 --> 00:05:49.000]  天地的大糾紛,
[00:05:49.000 --> 00:05:51.000]  The Great Divorce。
[00:05:51.000 --> 00:05:53.000]  在這場糾紛當中,
[00:05:53.000 --> 00:05:55.000]  有六個糾紛,
[00:05:55.000 --> 00:05:59.000]  每個糾紛都有一個共同的模式,
[00:05:59.000 --> 00:06:02.000]  上帝先說了一句話,
[00:06:02.000 --> 00:06:06.000]  接著以色列人大聲地反駁,
[00:06:06.000 --> 00:06:09.000]  接著上帝再次回應他們,
[00:06:09.000 --> 00:06:10.000]  責罵他們。
[00:06:10.000 --> 00:06:12.000]  但是在責罵的同時,
[00:06:12.000 --> 00:06:15.000]  上帝又因典呼召他們去悔改。
[00:06:15.000 --> 00:06:17.000]  接著上帝告訴他們,
[00:06:17.000 --> 00:06:19.000]  如果你真的悔改的時候,
[00:06:19.000 --> 00:06:23.000]  你會得到我給你的拯救和福氣。
[00:06:23.000 --> 00:06:28.000]  所以這就是馬拉基書的信息,
[00:06:28.000 --> 00:06:33.000]  通過馬拉基上帝的使者,
[00:06:33.000 --> 00:06:37.000]  上帝今天同樣在跟我們說話,
[00:06:37.000 --> 00:06:41.000]  呼召我們去悔改的問題,
[00:06:41.000 --> 00:06:46.000]  你和我會怎樣去回應上帝的呼喊,
[00:06:46.000 --> 00:06:48.000]  上帝的認許,
[00:06:48.000 --> 00:06:50.000]  上帝對我們的警告,
[00:06:50.000 --> 00:06:54.000]  上帝認許我們的拯救。
[00:06:54.000 --> 00:06:57.000]  但是我們進入這個馬拉基書,
[00:06:57.000 --> 00:06:59.000]  馬拉基書是寫於,
[00:06:59.000 --> 00:07:03.000]  主前公元前五世紀的宗業。
[00:07:03.000 --> 00:07:06.000]  我想帶你回去那個世界,
[00:07:06.000 --> 00:07:10.000]  公元前五世紀的宗業是什麼時候?
[00:07:10.000 --> 00:07:14.000]  大約在以色列人被擄回歸之後的,
[00:07:14.000 --> 00:07:17.000]  一百週年紀念的前後。
[00:07:17.000 --> 00:07:19.000]  你可能有一點概念,
[00:07:19.000 --> 00:07:21.000]  被擄回歸,
[00:07:21.000 --> 00:07:25.000]  第一次回歸是公元前538年,
[00:07:25.000 --> 00:07:28.000]  所以被擄回歸之後的一百年,
[00:07:28.000 --> 00:07:32.000]  就是大概四四零至四三零的時候,
[00:07:32.000 --> 00:07:35.000]  那個也是以斯拉尼希米,
[00:07:35.000 --> 00:07:39.000]  在一起去起城牆的時代。
[00:07:39.000 --> 00:07:41.000]  回歸一百年,
[00:07:41.000 --> 00:07:43.000]  你想想回歸一百年,
[00:07:43.000 --> 00:07:48.000]  應該是一個可喜可賀的大日子。
[00:07:48.000 --> 00:07:50.000]  但是你打開,
[00:07:50.000 --> 00:07:52.000]  看回馬拉基書也好,
[00:07:52.000 --> 00:07:54.000]  以斯拉尼希米的也好,
[00:07:54.000 --> 00:07:57.000]  你會發現是一個愁雲慘霧,
[00:07:57.000 --> 00:08:00.000]  黯然無光的時候。
[00:08:00.000 --> 00:08:02.000]  為什麼愁雲慘霧?
[00:08:02.000 --> 00:08:05.000]  為什麼黯然無光?
[00:08:05.000 --> 00:08:07.000]  從以色列人的角度來說,
[00:08:07.000 --> 00:08:10.000]  是因為雖然他們已經回歸了一百年,
[00:08:10.000 --> 00:08:12.000]  但是你看看聖城,
[00:08:12.000 --> 00:08:15.000]  仍然是荒涼如舊。
[00:08:15.000 --> 00:08:19.000]  以色列人仍然活在波斯人的統治之下,
[00:08:19.000 --> 00:08:24.000]  他們復國遙遙無期,
[00:08:24.000 --> 00:08:26.000]  於是一百年之後,
[00:08:26.000 --> 00:08:28.000]  他們問上帝,
[00:08:28.000 --> 00:08:30.000]  上帝你還記不記得我們,
[00:08:30.000 --> 00:08:31.000]  我們是你的子民,
[00:08:31.000 --> 00:08:33.000]  你記不記得你應許我們,
[00:08:33.000 --> 00:08:35.000]  會有一個榮耀的將來。
[00:08:35.000 --> 00:08:37.000]  請問一百年,
[00:08:37.000 --> 00:08:39.000]  上帝你做了些什麼?
[00:08:39.000 --> 00:08:42.000]  為什麼我們仍然在黑暗之中?
[00:08:42.000 --> 00:08:46.000]  這個是上帝以色列人的角度,
[00:08:46.000 --> 00:08:48.000]  在上帝的角度,
[00:08:48.000 --> 00:08:50.000]  我們現在說的是上帝的角度,
[00:08:50.000 --> 00:08:51.000]  不是以色列人的角度,
[00:08:51.000 --> 00:08:53.000]  是神的角度。
[00:08:53.000 --> 00:08:56.000]  這仍然是一個黯然無光的時候,
[00:08:56.000 --> 00:08:59.000]  但是眼光是完全不一樣的。
[00:08:59.000 --> 00:09:01.000]  為什麼是一個黑暗時刻?
[00:09:01.000 --> 00:09:04.000]  因為回歸已經有一百年,
[00:09:04.000 --> 00:09:06.000]  上帝的聖殿已經被重建,
[00:09:06.000 --> 00:09:10.000]  聖城的聖場都已經修補完畢,
[00:09:10.000 --> 00:09:12.000]  但是有一個問題,
[00:09:12.000 --> 00:09:16.000]  聖上帝的子民仍然不聽他的說話,
[00:09:16.000 --> 00:09:18.000]  這個是上帝在乎的,
[00:09:18.000 --> 00:09:20.000]  上帝不是在乎那棟樓,
[00:09:20.000 --> 00:09:22.000]  不是在乎那個城,
[00:09:22.000 --> 00:09:24.000]  上帝在乎的是他的子民,
[00:09:24.000 --> 00:09:25.000]  一百年了,
[00:09:25.000 --> 00:09:27.000]  已經回歸了一百年,
[00:09:27.000 --> 00:09:29.000]  上帝的子民仍然不聽他的說話,
[00:09:29.000 --> 00:09:32.000]  仍然不守他的律法,
[00:09:32.000 --> 00:09:35.000]  仍然背棄他的盟約,
[00:09:35.000 --> 00:09:38.000]  去拜其他的假神,
[00:09:38.000 --> 00:09:41.000]  其他的偶像。
[00:09:41.000 --> 00:09:44.000]  在這樣的屬靈黑暗裡,
[00:09:44.000 --> 00:09:48.000]  上帝使用興起馬拉基,
[00:09:48.000 --> 00:09:51.000]  再一次勸喻他的子民,
[00:09:51.000 --> 00:09:54.000]  警告他的子民。
[00:09:54.000 --> 00:09:56.000]  很有趣的是,
[00:09:56.000 --> 00:09:58.000]  整本馬拉基書,
[00:09:58.000 --> 00:10:00.000]  萌芽於上帝的一句說話,
[00:10:00.000 --> 00:10:02.000]  就是因為那句說話,
[00:10:02.000 --> 00:10:04.000]  跟著以色列人帶來,
[00:10:04.000 --> 00:10:07.000]  以色列人六次,六輪的反駁,
[00:10:07.000 --> 00:10:08.000]  那句說話是什麼?
[00:10:08.000 --> 00:10:10.000]  猜也猜不到,
[00:10:10.000 --> 00:10:11.000]  那句說話叫做,
