
[00:00:00.000 --> 00:00:04.100]  各位弟兄姊妹,早晨,復活節快樂
[00:00:04.100 --> 00:00:13.300]  可不可以你跟隔壁的說一聲,復活節快樂呢?
[00:00:13.300 --> 00:00:18.100]  好,請你低頭,我們一起同心祈禱
[00:00:18.100 --> 00:00:20.900]  親愛的天父,我們再次感謝你
[00:00:20.900 --> 00:00:26.100]  因為耶穌你來到,不單止為我們受死受害
[00:00:26.100 --> 00:00:28.100]  你擔當我們的罪孽
[00:00:28.100 --> 00:00:34.100]  你更加為我們從死裡復活,戰勝了死亡的權勢
[00:00:34.100 --> 00:00:40.100]  所以今天我們可以公開宣告,你就是初熟的果子
[00:00:40.100 --> 00:00:44.100]  我們每一個,雖然有一天我們都會面對死亡
[00:00:44.100 --> 00:00:46.100]  但我們卻必定復活
[00:00:46.100 --> 00:00:50.100]  求主你將復活節的盼望,這個永活的生命
[00:00:50.100 --> 00:00:54.100]  叫我們裡頭活出你自己的樣式
[00:00:54.100 --> 00:00:58.100]  我們感謝你,讓我們一起打開你的話語來閱讀
[00:00:58.100 --> 00:01:03.100]  求聖靈教導我們,引導我們進入你真理的裡面
[00:01:03.100 --> 00:01:10.100]  我們這樣仰望,祈禱奉耶穌基督的名球,阿門
[00:01:10.100 --> 00:01:16.100]  好,感謝神的恩典,讓我今天能夠和大家一起分享神自己的話
[00:01:16.100 --> 00:01:22.100]  最近主日可能你少了見我,因為我會多點時間回到國內
[00:01:22.100 --> 00:01:29.100]  我數一數,在剛剛過去一個月,我去了四個大陸的城市
[00:01:29.100 --> 00:01:35.100]  就是蘇州、北京、上海和青島
[00:01:35.100 --> 00:01:43.100]  這四個城市都有一個特徵,就是它們都被名牌攻陷了
[00:01:43.100 --> 00:01:48.100]  因為每一個城市都有很多國際名牌
[00:01:48.100 --> 00:01:52.100]  我想給大家看一下有什麼名牌
[00:01:52.100 --> 00:02:01.100]  我這個名牌不是很work
[00:02:01.100 --> 00:02:09.100]  這些就是在各大中國的大城市都有的名牌
[00:02:09.100 --> 00:02:14.100]  這些只是小部分,特別上海的名牌店
[00:02:14.100 --> 00:02:19.100]  真是漂亮到不得了,我想他們真是不惜工本
[00:02:19.100 --> 00:02:24.100]  因為在全中國要有一間叫做旗艦店
[00:02:24.100 --> 00:02:29.100]  代表它的品牌,因為這些叫做名牌
[00:02:29.100 --> 00:02:35.100]  第一,質地很好,設計是最新的設計
[00:02:35.100 --> 00:02:39.100]  當然價錢更加是一流
[00:02:39.100 --> 00:02:44.100]  否則不會那麼多人去買名牌,不單止有國際名牌
[00:02:44.100 --> 00:02:50.100]  也有香港名牌,我不知道你有沒有用這些香港名牌
[00:02:50.100 --> 00:02:55.100]  我記得以前紅A牌水桶是很流行的
[00:02:55.100 --> 00:03:01.100]  特別那時候四天供水一次,個個都拿著水桶去玩水
[00:03:01.100 --> 00:03:06.100]  這些我們就叫做香港名牌
[00:03:06.100 --> 00:03:11.100]  如果你跟我差不多年紀,更加有一個名牌
[00:03:11.100 --> 00:03:14.100]  就是邵氏片場
[00:03:14.100 --> 00:03:19.100]  邵氏公司拍的電影有句宣傳口號真是很厲害
[00:03:19.100 --> 00:03:23.100]  邵氏出品必屬佳品
[00:03:23.100 --> 00:03:28.100]  只要邵氏公司拍的電影一定賣座的
[00:03:28.100 --> 00:03:33.100]  我就懶得告訴你我那時候最喜歡哪個電影明星
[00:03:33.100 --> 00:03:37.100]  這樣你就猜到我大概幾多歲
[00:03:37.100 --> 00:03:43.100]  還有哪個導演,那時候邵氏公司出很多名導演
[00:03:43.100 --> 00:03:47.100]  出很多著名的影星
[00:03:47.100 --> 00:03:53.100]  為什麼有些牌子我們會叫它做名牌呢
[00:03:53.100 --> 00:03:59.100]  因為它有質量的保證,我們對它充滿信心
[00:03:59.100 --> 00:04:05.100]  因為這個牌子很可靠,它的出品是有一定的價值
[00:04:05.100 --> 00:04:10.100]  我不知道基督徒這個名字在你的身上
[00:04:10.100 --> 00:04:16.100]  是不是一個有品牌,名牌來的呢
[00:04:16.100 --> 00:04:22.100]  今天你和我都有一個名字,我們被稱為基督徒
[00:04:22.100 --> 00:04:27.100]  基督的香氣有沒有在你身上散發呢
[00:04:27.100 --> 00:04:31.100]  耶穌基督那個復活的生命
[00:04:31.100 --> 00:04:35.100]  在你身上是不是很明顯流露出來呢
[00:04:35.100 --> 00:04:38.100]  所以今天我很想和大家來思想
[00:04:38.100 --> 00:04:43.100]  基督徒這個品牌應該是一個怎樣的品牌
[00:04:43.100 --> 00:04:48.100]  我想和大家由哥林多後書一起看
[00:04:48.100 --> 00:04:53.100]  保羅提出一個有品牌的基督徒
[00:04:53.100 --> 00:04:57.100]  起碼有四個很重要的特質
[00:04:57.100 --> 00:05:01.100]  我希望你一路聽的時候你自己檢查一下
[00:05:01.100 --> 00:05:05.100]  到底四個特質裏面我擁有了多少個
[00:05:05.100 --> 00:05:07.100]  如果有些特質我沒有的話
[00:05:07.100 --> 00:05:11.100]  可不可以我學習擁有這些特質
[00:05:11.100 --> 00:05:16.100]  第一個特質就是自覺卑微
[00:05:16.100 --> 00:05:19.100]  你說牧師你是不是講錯了
[00:05:19.100 --> 00:05:24.100]  如果我拿著一個LV手袋我就很了不起
[00:05:24.100 --> 00:05:27.100]  走出街都特別威風一點
[00:05:27.100 --> 00:05:30.100]  如果我穿著的是一件名牌的衣服
[00:05:30.100 --> 00:05:32.100]  我都要展示給別人看
[00:05:32.100 --> 00:05:35.100]  你知不知道我的衣服幾萬元一件
[00:05:35.100 --> 00:05:38.100]  我的手袋十幾萬一個
[00:05:38.100 --> 00:05:39.100]  很了不起
[00:05:39.100 --> 00:05:45.100]  最新2014年最新款的形式
[00:05:45.100 --> 00:05:50.100]  但是一個有品牌的基督徒剛剛掉轉
[00:05:50.100 --> 00:05:53.100]  他是很謙卑的
[00:05:53.100 --> 00:05:55.100]  不會誇口的
[00:05:55.100 --> 00:05:57.100]  保羅他自己怎麼講呢
[00:05:57.100 --> 00:06:02.100]  他說我原是使徒當中最少的
[00:06:02.100 --> 00:06:06.100]  我不配稱為使徒
[00:06:06.100 --> 00:06:10.100]  因為我從前迫不得神的教會
[00:06:10.100 --> 00:06:13.100]  使徒這個名字很尊貴
[00:06:13.100 --> 00:06:16.100]  因為耶穌只有十二個學生
[00:06:16.100 --> 00:06:20.100]  只有這十二個學生被稱為使徒
[00:06:20.100 --> 00:06:24.100]  其他人只能夠叫做門徒
[00:06:24.100 --> 00:06:26.100]  不可以叫做使徒
[00:06:26.100 --> 00:06:30.100]  所以使徒的名額有限制只有十二個
[00:06:30.100 --> 00:06:34.100]  大家記不記得後來猶大因為出賣耶穌
[00:06:34.100 --> 00:06:35.100]  吊頸死了
[00:06:35.100 --> 00:06:37.100]  所以要補一個位
[00:06:37.100 --> 00:06:41.100]  在使徒行傳第一章就記載他們抽籤
[00:06:41.100 --> 00:06:44.100]  抽到誰?馬提亞
[00:06:44.100 --> 00:06:46.100]  代替了猶大的位置
[00:06:46.100 --> 00:06:49.100]  做了第十二個使徒
[00:06:49.100 --> 00:06:51.100]  保羅他又沒見過耶穌
[00:06:51.100 --> 00:06:53.100]  又不是耶穌的學生
[00:06:53.100 --> 00:06:55.100]  他哪有資格做使徒
[00:06:55.100 --> 00:07:00.100]  但聖經裏面竟然說保羅都是使徒
[00:07:00.100 --> 00:07:04.100]  所以他說使徒當中我是最尾最尾
[00:07:04.100 --> 00:07:07.100]  最沒資格排第尾那個
[00:07:07.100 --> 00:07:10.100]  我不配稱為使徒
[00:07:10.100 --> 00:07:13.100]  保羅不單覺得自己不配稱為使徒
[00:07:13.100 --> 00:07:17.100]  他連聖徒他都覺得他不配
[00:07:17.100 --> 00:07:18.100]  我們看這段聖經
[00:07:18.100 --> 00:07:22.100]  我本來比眾聖徒中最少的
[00:07:22.100 --> 00:07:23.100]  眾小
[00:07:23.100 --> 00:07:26.100]  然而他還賜我這恩典
[00:07:26.100 --> 00:07:30.100]  叫我把基督那測不透的豐富
[00:07:30.100 --> 00:07:33.100]  傳給外邦人
[00:07:33.100 --> 00:07:38.100]  各位你知不知道你有一個名叫做聖徒
[00:07:38.100 --> 00:07:40.100]  你不單止是門徒
[00:07:40.100 --> 00:07:41.100]  你也是聖徒
[00:07:41.100 --> 00:07:46.100]  因為你要誠信清義
[00:07:46.100 --> 00:07:49.100]  保羅說聖徒誰最小呢
[00:07:49.100 --> 00:07:51.100]  我比他還小一點
[00:07:51.100 --> 00:07:53.100]  誰排第尾呢
[00:07:53.100 --> 00:07:57.100]  我比排第尾那個還尾一點
[00:07:57.100 --> 00:08:00.100]  保羅真是很謙卑
[00:08:00.100 --> 00:08:02.100]  他從來沒有自誇
[00:08:02.100 --> 00:08:03.100]  保羅怎麼說
[00:08:03.100 --> 00:08:05.100]  如果我誇好
[00:08:05.100 --> 00:08:10.100]  我只誇耶穌基督和他的十字架
[00:08:10.100 --> 00:08:12.100]  保羅其實很有學問
[00:08:12.100 --> 00:08:17.100]  他是加瑪列門下的得意弟子
[00:08:17.100 --> 00:08:21.100]  加瑪列是當時很出名的哲學家
[00:08:21.100 --> 00:08:25.100]  保羅受過很高深的學問
[00:08:25.100 --> 00:08:28.100]  保羅是法理賽人
[00:08:28.100 --> 00:08:32.100]  但他沒有以這些自誇
[00:08:32.100 --> 00:08:35.100]  然後在提摩泰前書裏
[00:08:35.100 --> 00:08:36.100]  保羅還說
[00:08:36.100 --> 00:08:39.100]  我從前是褻瀆神的
