
[00:00:00.000 --> 00:00:01.560]  領姊妹早晨
[00:00:01.560 --> 00:00:03.960]  失禍小組的歌聲也很美妙
[00:00:03.960 --> 00:00:06.440]  很榮幸在聖誕節這一天
[00:00:06.440 --> 00:00:10.480]  我能夠跟大家一起思想上帝的說話
[00:00:10.480 --> 00:00:12.920]  去紀念耶穌基督的誕生
[00:00:12.920 --> 00:00:15.360]  讓我們先一同低頭禱告
[00:00:15.360 --> 00:00:19.480]  親愛的天父
[00:00:19.480 --> 00:00:23.000]  感謝你招聚我們在聖誕節這一天
[00:00:23.000 --> 00:00:24.440]  聽你的話語
[00:00:24.440 --> 00:00:27.760]  我們能夠有機會認識你
[00:00:27.760 --> 00:00:29.120]  坐在這裡
[00:00:29.120 --> 00:00:31.840]  都是因為你差愛指耶穌
[00:00:31.840 --> 00:00:33.600]  趕生來到世間
[00:00:33.600 --> 00:00:35.560]  將我們帶回你的身邊
[00:00:35.560 --> 00:00:40.000]  天父我們今天閱讀主耶穌誕生的經文
[00:00:40.000 --> 00:00:41.840]  和你養聖經的話語
[00:00:41.840 --> 00:00:43.760]  觸怒我們的心
[00:00:43.760 --> 00:00:45.440]  我們這樣禱告
[00:00:45.440 --> 00:00:48.480]  是奉主耶穌基督的名字祈求
[00:00:48.480 --> 00:00:49.240]  阿們
[00:00:49.240 --> 00:00:52.800]  今天我們讀《老家福音》
[00:00:52.800 --> 00:00:55.280]  二章八至二十節
[00:00:55.280 --> 00:00:56.640]  這段經文記著一件
[00:00:56.640 --> 00:00:58.960]  我想大家都很熟悉的事
[00:00:58.960 --> 00:01:03.080]  就是當嬰孩耶穌在伯利恆誕生的時候
[00:01:03.080 --> 00:01:05.240]  天使將這個大喜的喜訊
[00:01:05.240 --> 00:01:09.000]  向一班野外的牧羊人宣佈
[00:01:09.000 --> 00:01:10.280]  牧羊人聽到消息之後
[00:01:10.280 --> 00:01:12.760]  就立即去找天使所說
[00:01:12.760 --> 00:01:15.720]  剛剛出生的嬰孩耶穌
[00:01:15.720 --> 00:01:16.760]  直到他們找到
[00:01:16.760 --> 00:01:19.080]  在這個馬槽裡面的嬰孩
[00:01:19.080 --> 00:01:21.720]  和瑪利亞約瑟之後
[00:01:21.720 --> 00:01:23.600]  他們就很開心地回去
[00:01:23.600 --> 00:01:26.240]  讚美歸榮耀給上帝
[00:01:26.240 --> 00:01:30.480]  這件事在剛才小朋友很可愛的聖景演出之中
[00:01:30.480 --> 00:01:33.480]  都為我們重演了出來
[00:01:33.480 --> 00:01:36.800]  這個天使向牧羊人報喜訊的事跡
[00:01:36.800 --> 00:01:40.560]  甚至整個耶穌誕生的事跡
[00:01:40.560 --> 00:01:42.400]  甚至種種的不同細節
[00:01:42.400 --> 00:01:44.240]  我們都已經耳熟能詳
[00:01:44.240 --> 00:01:46.120]  到背如流了
[00:01:46.120 --> 00:01:47.960]  話說耶穌基督誕生
[00:01:47.960 --> 00:01:50.960]  是我們信仰最根本的事
[00:01:50.960 --> 00:01:52.480]  亦都是我們每年聖誕
[00:01:52.480 --> 00:01:55.880]  都必定會重溫的事
[00:01:55.880 --> 00:01:57.680]  不過有時很有趣
[00:01:57.680 --> 00:01:59.960]  當一件事很熟悉
[00:01:59.960 --> 00:02:03.680]  反過來可能會變得陌生
[00:02:03.680 --> 00:02:05.000]  陌生的意思
[00:02:05.000 --> 00:02:07.840]  不是我們忘記了這件事說什麼
[00:02:07.840 --> 00:02:09.720]  陌生的意思是說
[00:02:09.720 --> 00:02:11.920]  我們會漸漸習慣
[00:02:11.920 --> 00:02:13.680]  慢慢麻木
[00:02:13.680 --> 00:02:15.400]  釋放了那件事
[00:02:15.400 --> 00:02:17.320]  曾經為我們帶來的感受
[00:02:17.320 --> 00:02:19.720]  帶來的體會
[00:02:19.720 --> 00:02:21.080]  所以今天聖誕節
[00:02:21.080 --> 00:02:23.920]  我們一起透過老家福音的經文
[00:02:23.920 --> 00:02:26.920]  我們一起尋回主耶穌誕生
[00:02:26.920 --> 00:02:28.240]  能夠為我們的心
[00:02:28.240 --> 00:02:29.640]  帶來什麼樣的感受
[00:02:29.640 --> 00:02:32.160]  什麼樣的體會
[00:02:32.160 --> 00:02:33.760]  今天這段記載
[00:02:33.760 --> 00:02:36.280]  天使向牧羊人報喜訊的經文
[00:02:36.280 --> 00:02:38.040]  雖然我們很熟悉
[00:02:38.040 --> 00:02:39.960]  不過不知道你有沒有曾經留意
[00:02:39.960 --> 00:02:41.240]  這段經文
[00:02:41.240 --> 00:02:43.760]  其實同樣記載著
[00:02:43.760 --> 00:02:48.840]  四個對主耶穌誕生的不同反應
[00:02:48.840 --> 00:02:50.320]  如果我們細心數
[00:02:50.320 --> 00:02:51.640]  這四個的反應
[00:02:51.640 --> 00:02:53.160]  在經文的不同部分
[00:02:53.160 --> 00:02:55.720]  我們今天就按著這些反應
[00:02:55.720 --> 00:02:56.880]  一起去墨想
[00:02:56.880 --> 00:02:59.480]  主耶穌誕生的經文
[00:02:59.480 --> 00:03:01.000]  我們思考的第一個反應
[00:03:01.000 --> 00:03:03.560]  記載在經文第九節
[00:03:03.560 --> 00:03:05.880]  當天使來到牧羊人身邊
[00:03:05.880 --> 00:03:07.640]  主的榮光照著他們
[00:03:07.640 --> 00:03:10.400]  牧羊人就立即很懼怕
[00:03:10.400 --> 00:03:11.440]  各位
[00:03:11.440 --> 00:03:15.720]  懼怕就是我們今天第一個要思考的反應
[00:03:15.720 --> 00:03:18.200]  你可能心想聖誕節這麼歡喜
[00:03:18.200 --> 00:03:22.000]  為什麼講懼怕這些負面的事呢
[00:03:22.000 --> 00:03:24.320]  但我們試試想一想
[00:03:24.320 --> 00:03:27.520]  其實在主耶穌誕生這件事裡面
[00:03:27.520 --> 00:03:30.200]  跟我們接觸的是誰
[00:03:30.200 --> 00:03:31.720]  跟我們接觸的正正就是
[00:03:31.720 --> 00:03:35.680]  那個創造世間萬有的神
[00:03:35.680 --> 00:03:38.240]  不論是一望無際的海洋
[00:03:38.240 --> 00:03:40.000]  廣闊的森林
[00:03:40.000 --> 00:03:43.200]  還是數之不盡的宇宙星系
[00:03:43.200 --> 00:03:46.560]  都是出自這位神的手
[00:03:46.560 --> 00:03:49.160]  我們人類在大自然面前
[00:03:49.160 --> 00:03:51.520]  渺小如沙粒
[00:03:51.520 --> 00:03:54.440]  但整個大自然在神面前
[00:03:54.440 --> 00:03:57.720]  同樣渺小如沙粒
[00:03:57.720 --> 00:04:00.440]  在主耶穌誕生這件事裡面
[00:04:00.440 --> 00:04:02.040]  我們面對的
[00:04:02.040 --> 00:04:05.120]  就是這個這麼偉大的神
[00:04:05.120 --> 00:04:07.000]  如果我們真正意識到這件事
[00:04:07.000 --> 00:04:08.600]  我們有限的受眾物
[00:04:08.600 --> 00:04:11.480]  無可避免會有兩個感受
[00:04:11.480 --> 00:04:14.200]  一方面我們會覺得害怕
[00:04:14.200 --> 00:04:16.000]  因為在創造萬有的神面前
[00:04:16.000 --> 00:04:19.840]  我們是渺小不值一提
[00:04:19.840 --> 00:04:23.240]  另一方面我們會感受到讚嘆
[00:04:23.240 --> 00:04:25.640]  就好像你見到日落的景色一樣
[00:04:25.640 --> 00:04:27.640]  你會不禁讚嘆一樣
[00:04:27.640 --> 00:04:29.120]  在比日落景色更加偉大
[00:04:29.120 --> 00:04:31.080]  更加榮美的神面前
[00:04:31.080 --> 00:04:33.720]  我們會不禁發出讚嘆
[00:04:33.720 --> 00:04:36.480]  而這兩種感受都包含在
[00:04:36.480 --> 00:04:40.400]  我們對神的敬畏之中
[00:04:40.400 --> 00:04:42.520]  超越一切的神面前
[00:04:42.520 --> 00:04:45.760]  我們受眾物應有的情操
[00:04:45.760 --> 00:04:47.880]  就是敬畏
[00:04:47.880 --> 00:04:50.520]  這種敬畏正正在表達剛才牧羊人
[00:04:50.520 --> 00:04:54.560]  在主耶穌的榮光面前的那種懼怕
[00:04:54.560 --> 00:04:56.640]  但是在今天的世代
[00:04:56.640 --> 00:05:00.800]  敬畏這種情操似乎漸漸沒落
[00:05:00.800 --> 00:05:04.160]  因為今天我們人類往往自私心高
