
[00:00:00.000 --> 00:00:01.680]  各位姐妹午安
[00:00:01.680 --> 00:00:05.520]  教會今年一直講馬拉福音
[00:00:05.520 --> 00:00:10.640]  到今天來到馬拉福音27章27-56節
[00:00:10.640 --> 00:00:14.760]  當我們看這段聖經的時候
[00:00:14.760 --> 00:00:18.880]  我們發覺這段聖經將一個很軟弱
[00:00:18.880 --> 00:00:23.800]  很沒有能力的耶穌呈現在我們面前
[00:00:23.800 --> 00:00:25.640]  我們看這段聖經的時候
[00:00:25.640 --> 00:00:27.800]  我們覺得按照現代人的標準
[00:00:27.800 --> 00:00:32.120]  這個呈現在這段聖經裡面的耶穌是一個失敗者
[00:00:32.120 --> 00:00:34.560]  因為祂的外表很軟弱
[00:00:34.560 --> 00:00:35.960]  雖然如此
[00:00:35.960 --> 00:00:38.800]  但等於我們深入看這段聖經的時候
[00:00:38.800 --> 00:00:39.560]  我們又發覺
[00:00:39.560 --> 00:00:41.200]  祂的外在軟弱
[00:00:41.200 --> 00:00:45.960]  卻成就了歷世歷代以來
[00:00:45.960 --> 00:00:51.080]  沒有任何其他人能夠成就的事情
[00:00:51.080 --> 00:00:53.760]  在人體裡一個很軟弱的人
[00:00:53.760 --> 00:00:55.160]  被鞭打的人
[00:00:55.160 --> 00:00:56.440]  被釘在十字架上的人
[00:00:56.440 --> 00:00:57.240]  最後死亡的人
[00:00:57.240 --> 00:01:01.560]  但是祂卻因為這些過程
[00:01:01.560 --> 00:01:06.200]  去成就了很多無人能及的事情
[00:01:06.200 --> 00:01:09.840]  包括今天你和我能夠在這個地方來敬拜祂
[00:01:09.840 --> 00:01:15.240]  27章27-31節
[00:01:15.240 --> 00:01:16.680]  第一件事
[00:01:16.680 --> 00:01:18.640]  我們覺得祂是一個無能者
[00:01:18.640 --> 00:01:20.840]  是因為祂面對外邦的嘲弄
[00:01:20.840 --> 00:01:22.040]  祂無言以對
[00:01:22.040 --> 00:01:24.800]  耶穌面對審判的時候
[00:01:24.800 --> 00:01:27.200]  祂不僅受到猶太人的嘲弄
[00:01:27.280 --> 00:01:28.320]  同樣的
[00:01:28.320 --> 00:01:30.280]  在這段聖經裡我們看到
[00:01:30.280 --> 00:01:34.200]  祂同樣和時間受到外邦人的凌辱
[00:01:34.200 --> 00:01:37.960]  其實耶穌在《馬達福音》20章19節是這樣預言的
[00:01:37.960 --> 00:01:40.600]  祂說祂又被交給外邦人
[00:01:40.600 --> 00:01:42.880]  將祂棄弄鞭打
[00:01:42.880 --> 00:01:44.640]  釘在十字架上
[00:01:44.640 --> 00:01:47.920]  這節聖經正正地道出了
[00:01:47.920 --> 00:01:52.120]  今天我們所看這段經文整個過程的事實
[00:01:52.120 --> 00:01:53.560]  聖經說
[00:01:53.560 --> 00:01:57.480]  耶穌被交給當時巡撫的兵丁帶祂去釘十字架
[00:01:57.480 --> 00:02:00.280]  一些聖經學者告訴我們
[00:02:00.280 --> 00:02:03.880]  巡撫的兵丁不是正規的羅馬軍隊
[00:02:03.880 --> 00:02:05.280]  他們是什麼人呢?
[00:02:05.280 --> 00:02:08.920]  他們其實就是當時猶太人居住周圍的
[00:02:08.920 --> 00:02:11.840]  那些肥尼基人、亞述人或者撒瑪利亞人
[00:02:11.840 --> 00:02:15.240]  這些外邦人或者這一群人
[00:02:15.240 --> 00:02:17.080]  其實對猶太人沒有什麼好感
[00:02:17.080 --> 00:02:19.400]  因為猶太人不喜歡他們
[00:02:19.400 --> 00:02:21.760]  很自然地他們也不喜歡猶太人
[00:02:22.520 --> 00:02:23.720]  在這種情況下
[00:02:23.720 --> 00:02:26.560]  今天巡撫竟然將一個猶太人
[00:02:26.560 --> 00:02:29.320]  還說自己是猶太人的王
[00:02:29.320 --> 00:02:30.920]  一個叫耶穌的人
[00:02:30.920 --> 00:02:33.120]  交給他們擺佈
[00:02:33.120 --> 00:02:34.720]  所以聖經說
[00:02:34.720 --> 00:02:36.720]  全營的這些兵
[00:02:36.720 --> 00:02:40.720]  當時羅馬營大概有六百人
[00:02:40.720 --> 00:02:45.520]  聖經說全營六百個兵都走出來
[00:02:45.520 --> 00:02:48.240]  看看這個耶穌究竟是什麼人
[00:02:48.240 --> 00:02:50.520]  竟然敢叫自己是猶太人的王
[00:02:50.520 --> 00:02:52.400]  而且今天被巡撫判死刑
[00:02:53.520 --> 00:02:56.000]  很多人走出來看他
[00:02:56.000 --> 00:02:59.800]  然後那幾個負責來壓解他刑場的兵
[00:02:59.800 --> 00:03:01.800]  可能有更多的人
[00:03:01.800 --> 00:03:04.600]  他們利用耶穌說他就是猶太人的王
[00:03:04.600 --> 00:03:08.200]  這個名號來羞辱耶穌
[00:03:08.200 --> 00:03:10.000]  聖經記載
[00:03:10.000 --> 00:03:14.800]  這些兵用他們身上披的那件紅斗篷
[00:03:14.800 --> 00:03:16.800]  我們經常唱歌就是紫色的袍
[00:03:16.800 --> 00:03:18.800]  但是馬太的記載告訴我們
[00:03:18.800 --> 00:03:20.800]  是一件紅色的袍
[00:03:20.800 --> 00:03:24.400]  因為當時的兵不可能拿到紫色的袍
[00:03:24.400 --> 00:03:25.800]  紫色的袍就是王者的袍
[00:03:25.800 --> 00:03:29.000]  他們是拿一件披著的紅色的斗篷
[00:03:29.000 --> 00:03:31.800]  代替王者穿的紫袍
[00:03:31.800 --> 00:03:35.000]  然後拿一個蘆葦紙放在耶穌的手上
[00:03:35.000 --> 00:03:38.000]  告訴我們這是皇權的權杖
[00:03:38.000 --> 00:03:41.200]  用一些充滿尖刺的樹枝
[00:03:41.200 --> 00:03:44.200]  扭好之後放在耶穌的頭上
[00:03:44.200 --> 00:03:46.200]  就說這是一個皇冠
[00:03:46.200 --> 00:03:51.000]  披戴紫袍、手拿權杖、頭戴冠冕
[00:03:51.000 --> 00:03:53.200]  是一個皇帝不是每天都做的事情
[00:03:53.200 --> 00:03:55.400]  是代表他登基的時候才做的
[00:03:55.400 --> 00:03:59.200]  然後這群人做完這些事情之後
[00:03:59.200 --> 00:04:01.200]  就跪在耶穌的面前說
[00:04:01.200 --> 00:04:03.800]  恭喜你啊!你是猶太人的王啊!
[00:04:03.800 --> 00:04:07.400]  其實就是用這句話來嘲弄他
[00:04:07.400 --> 00:04:10.600]  耶穌被鞭打、痛楚
[00:04:10.600 --> 00:04:12.400]  成為一個罪囚
[00:04:12.400 --> 00:04:14.400]  但是今天這群人說他是猶太人的王
[00:04:14.400 --> 00:04:18.400]  就是用耶穌的說話來嘲笑他、恥笑他
[00:04:18.400 --> 00:04:22.400]  除了被外邦人嘲弄
[00:04:22.400 --> 00:04:24.400]  在三十二到三十四節
[00:04:24.400 --> 00:04:25.600]  又讓我們看到
[00:04:25.600 --> 00:04:27.600]  耶穌不但心靈被嘲弄
[00:04:27.600 --> 00:04:29.600]  他的肉體也非常軟弱
[00:04:29.600 --> 00:04:32.200]  在羅馬的統治下
[00:04:32.200 --> 00:04:35.200]  每一個罪犯被定死罪之後
[00:04:35.200 --> 00:04:37.400]  用中國人的字眼
[00:04:37.400 --> 00:04:38.400]  他要被遊街
[00:04:38.400 --> 00:04:40.600]  就是他要揹著十字架
[00:04:40.600 --> 00:04:45.000]  走很長的路去到刑場
[00:04:45.000 --> 00:04:47.600]  所以今天可能我們也有機會
[00:04:47.600 --> 00:04:48.600]  如果我們去以色列
[00:04:48.600 --> 00:04:50.800]  我們也有機會走走那條苦路
[00:04:50.800 --> 00:04:53.800]  又或者我們甚至乎
[00:04:53.800 --> 00:04:57.000]  我知道有些聖地團也預備了十字架給大家
[00:04:57.000 --> 00:04:58.000]  如果你願意的話
[00:04:58.000 --> 00:04:58.800]  你也可以揹著走
[00:04:58.800 --> 00:05:00.400]  不過我相信那十字架輕很多
[00:05:00.400 --> 00:05:02.000]  一定不是耶穌當日那個
[00:05:02.000 --> 00:05:03.000]  否則沒有人肯就是
[00:05:03.000 --> 00:05:06.000]  你給一個真是耶穌當日的那麼重
[00:05:06.000 --> 00:05:06.400]  叫我揹著
[00:05:06.400 --> 00:05:07.200]  我就說不用了
[00:05:07.200 --> 00:05:08.000]  我揹兩步
[00:05:08.000 --> 00:05:09.000]  試過就行了
[00:05:09.000 --> 00:05:09.600]  就還給他
[00:05:11.600 --> 00:05:14.000]  但是不知道是不是這些旅行團
[00:05:14.000 --> 00:05:16.800]  或者一些媒體給我們一個感覺
[00:05:16.800 --> 00:05:17.600]  電影也是
[00:05:17.600 --> 00:05:19.000]  我們看到耶穌是
[00:05:19.000 --> 00:05:22.000]  拖著一個很大的十字架
[00:05:22.000 --> 00:05:23.800]  大到木頭可能在地上
[00:05:23.800 --> 00:05:25.000]  他很辛苦地拖行
[00:05:25.000 --> 00:05:26.000]  然後他掉到地上
[00:05:26.000 --> 00:05:27.400]  十字架壓在他身上
[00:05:27.400 --> 00:05:29.800]  但實際上我們所了解
[00:05:29.800 --> 00:05:31.200]  應該是那個十字架
[00:05:31.200 --> 00:05:33.000]  那根樹直的竿
[00:05:33.000 --> 00:05:35.600]  應該已經在刑場裡面放在那裡
[00:05:35.600 --> 00:05:37.600]  就是說那個罪犯
[00:05:37.600 --> 00:05:40.200]  是托著那根橫的木頭
[00:05:40.200 --> 00:05:42.400]  是他要釘在手上
[00:05:42.400 --> 00:05:43.800]  釘在木頭上
[00:05:43.800 --> 00:05:47.200]  一路走到各個他人的山上
[00:05:47.200 --> 00:05:49.200]  但聖經告訴我們
[00:05:49.200 --> 00:05:51.400]  這個橫竿的重量不輕
[00:05:51.400 --> 00:05:53.000]  而耶穌
[00:05:53.000 --> 00:05:55.200]  他經過了長時間的審訊
[00:05:55.200 --> 00:05:57.000]  被鞭打、被戲弄
[00:05:57.000 --> 00:05:58.400]  而且我們知道
[00:05:58.400 --> 00:05:59.600]  當我們看回前面的聖經
[00:05:59.600 --> 00:06:01.000]  他一整晚的時間
[00:06:01.000 --> 00:06:01.800]  他不能睡覺
[00:06:01.800 --> 00:06:03.400]  也是被審判的當中
[00:06:03.400 --> 00:06:04.400]  所以在這個時刻
[00:06:04.400 --> 00:06:06.400]  他的體力已經沒有辦法支持
[00:06:07.600 --> 00:06:11.800]  他沒有能力承托著這麼重的木頭
[00:06:11.800 --> 00:06:14.000]  走到各個他人的山上
[00:06:14.000 --> 00:06:16.400]  所以當他走到一個地方
[00:06:16.400 --> 00:06:18.800]  聖經記載有一個古里內人
[00:06:18.800 --> 00:06:19.800]  是一個北非的人
[00:06:19.800 --> 00:06:21.000]  古里內是在北非的地方
[00:06:21.000 --> 00:06:23.000]  他說有一個人叫西門
[00:06:23.000 --> 00:06:24.000]  他是一個猶太人
[00:06:24.000 --> 00:06:24.800]  他住在北非
[00:06:24.800 --> 00:06:26.000]  他來到這個地方
[00:06:26.000 --> 00:06:28.800]  可能他來到耶路撒冷要過逾越節
[00:06:28.800 --> 00:06:34.000]  於是耶穌沒有力量抬那個木頭
[00:06:34.000 --> 00:06:36.000]  冰釘不會這麼好人吧?
[00:06:36.000 --> 00:06:37.000]  你抬不起我幫你拿
[00:06:37.000 --> 00:06:37.400]  不會的
[00:06:37.400 --> 00:06:39.000]  於是就在旁邊一拔
[00:06:39.000 --> 00:06:40.800]  就拔了西門進來
[00:06:40.800 --> 00:06:42.600]  就要求他
[00:06:42.600 --> 00:06:43.800]  應該不是要求他
[00:06:43.800 --> 00:06:44.800]  是命令他
[00:06:44.800 --> 00:06:46.600]  抬起這個木頭
[00:06:46.600 --> 00:06:48.600]  繼續向前走
[00:06:48.600 --> 00:06:50.800]  對西門來說
[00:06:50.800 --> 00:06:53.600]  這是一個很可怕的恥辱和侮辱
[00:06:53.600 --> 00:06:56.000]  因為當他再向前走的時候
[00:06:56.000 --> 00:06:58.200]  路邊的人可能當他是一個罪犯
[00:06:58.200 --> 00:07:00.000]  但是他就是這樣
[00:07:00.000 --> 00:07:02.000]  幫耶穌揹著這個木頭
[00:07:02.000 --> 00:07:03.200]  去到刑場裡面
[00:07:03.200 --> 00:07:05.200]  他分擔了耶穌所承擔的苦難
[00:07:05.200 --> 00:07:09.400]  但是耶穌是一個在肉身上都很軟弱的人
[00:07:09.400 --> 00:07:11.800]  他沒有辦法承擔這個重量
[00:07:11.800 --> 00:07:13.200]  第三
[00:07:13.200 --> 00:07:16.000]  去到《馬達方案》二十七章三十五到三十七節
[00:07:16.000 --> 00:07:18.600]  按照羅馬人的規矩
[00:07:18.600 --> 00:07:19.400]  一般來說
[00:07:19.400 --> 00:07:21.000]  被處決的犯人
[00:07:21.000 --> 00:07:23.000]  他身上的物件
[00:07:23.000 --> 00:07:26.800]  是會由那四個壓解他的冰釘來分開
[00:07:26.800 --> 00:07:32.600]  耶穌時代的猶太人
[00:07:32.600 --> 00:07:36.800]  或者說耶穌時代被判釘死刑的罪犯
[00:07:36.800 --> 00:07:38.800]  他們被釘十字架的時候
[00:07:38.800 --> 00:07:41.200]  只是腰間唯一一塊麻布
[00:07:41.200 --> 00:07:44.200]  然後身上所有的東西都要脫下來
[00:07:44.200 --> 00:07:46.200]  然後由那些冰釘來分開
[00:07:46.200 --> 00:07:49.400]  耶穌時代的猶太人身上有五樣東西
[00:07:49.400 --> 00:07:50.800]  有一雙鞋
[00:07:50.800 --> 00:07:51.800]  有頭巾
[00:07:51.800 --> 00:07:52.800]  有腰帶
[00:07:52.800 --> 00:07:54.600]  有內衣和外衣
[00:07:54.600 --> 00:07:58.800]  鞋、頭巾、腰帶和內衣價錢一樣
[00:07:58.800 --> 00:08:01.200]  歷史學家告訴我們
[00:08:01.200 --> 00:08:03.200]  在四個冰釘無爭執之下
[00:08:03.200 --> 00:08:03.800]  就分開了
