
[00:00:00.000 --> 00:00:02.000]  今日不知不覺
[00:00:02.000 --> 00:00:05.000]  我們講彼得前書
[00:00:05.000 --> 00:00:07.500]  一共有五章
[00:00:07.500 --> 00:00:09.500]  現在已到第四章
[00:00:09.500 --> 00:00:14.500]  上一次許姑娘跟我們講
[00:00:14.500 --> 00:00:18.500]  第六章講到為主受苦有福
[00:00:18.500 --> 00:00:20.500]  今日我們進入第四章
[00:00:20.500 --> 00:00:25.500]  有些人形容第四章是彼得最後的祝福
[00:00:25.500 --> 00:00:27.500]  因為總共有五章
[00:00:27.500 --> 00:00:29.000]  現在來到第四章
[00:00:29.000 --> 00:00:32.000]  彼得更加語重心長
[00:00:32.000 --> 00:00:34.000]  跟一班信徒講
[00:00:34.000 --> 00:00:36.000]  他的一些吩咐
[00:00:36.000 --> 00:00:39.000]  又或者希望基督徒是怎樣
[00:00:39.000 --> 00:00:42.000]  進入第四章
[00:00:42.000 --> 00:00:45.000]  希望我們先讀一讀經文
[00:00:45.000 --> 00:00:47.000]  因為今日要處理的經文都很多
[00:00:47.000 --> 00:00:49.000]  整個四章
[00:00:49.000 --> 00:00:51.000]  我都不會全部講
[00:00:51.000 --> 00:00:53.000]  但我都要拿一些重點
[00:00:53.000 --> 00:00:55.000]  但經文照讀
[00:00:55.000 --> 00:00:58.000]  希望大家都有一幅整體圖畫
[00:00:58.000 --> 00:01:00.000]  我們先讀一至六節
[00:01:00.000 --> 00:01:02.000]  預備起
[00:01:28.000 --> 00:01:30.000]  (唸經)
[00:01:59.000 --> 00:02:01.000]  (唸經)
[00:02:01.000 --> 00:02:04.000]  多謝鄧小慧
[00:02:04.000 --> 00:02:07.000]  我們先看這個重點
[00:02:07.000 --> 00:02:08.000]  第一章
[00:02:08.000 --> 00:02:10.000]  通常第一第二節
[00:02:10.000 --> 00:02:12.000]  都是一些重點
[00:02:12.000 --> 00:02:15.000]  我們看到彼得講的重點是什麼呢
[00:02:15.000 --> 00:02:16.000]  他們說
[00:02:16.000 --> 00:02:18.000]  基督受苦
[00:02:18.000 --> 00:02:21.000]  而我們要學他這件事的心智
[00:02:21.000 --> 00:02:23.000]  作為兵器
[00:02:23.000 --> 00:02:27.000]  這是一個很戰略性的詞彙
[00:02:27.000 --> 00:02:29.000]  兵器
[00:02:29.000 --> 00:02:31.000]  兵器用來打仗
[00:02:31.000 --> 00:02:33.000]  或者敵黨仇敵
[00:02:33.000 --> 00:02:35.000]  我想大家都明白
[00:02:35.000 --> 00:02:36.000]  彼得要講的
[00:02:36.000 --> 00:02:39.000]  是大家要有一個屬靈的兵器
[00:02:39.000 --> 00:02:41.000]  以抵擋魔鬼撒旦
[00:02:41.000 --> 00:02:44.000]  那種屬靈的戰場的情況
[00:02:44.000 --> 00:02:46.000]  兵器
[00:02:46.000 --> 00:02:48.000]  這個兵器是什麼呢
[00:02:48.000 --> 00:02:49.000]  是一個心智
[00:02:49.000 --> 00:02:51.000]  即是在你裏面
[00:02:51.000 --> 00:02:53.000]  有一個心智立定
[00:02:53.000 --> 00:02:55.000]  立定了就作為一個武器
[00:02:55.000 --> 00:02:57.000]  憑著這個心智
[00:02:57.000 --> 00:03:01.000]  來與敵人對敵
[00:03:01.000 --> 00:03:03.000]  什麼心智呢
[00:03:03.000 --> 00:03:04.000]  在這裏講
[00:03:04.000 --> 00:03:06.000]  就是肉身受苦
[00:03:06.000 --> 00:03:08.000]  和我們
[00:03:08.000 --> 00:03:09.000]  那個心智
[00:03:09.000 --> 00:03:11.000]  和罪後面講
[00:03:11.000 --> 00:03:13.000]  就已經斷絕了
[00:03:13.000 --> 00:03:15.000]  究竟意思關連在哪裏呢
[00:03:15.000 --> 00:03:17.000]  或者我嘗試去解釋
[00:03:17.000 --> 00:03:19.000]  意思是什麼呢
[00:03:19.000 --> 00:03:20.000]  今天
[00:03:20.000 --> 00:03:22.000]  基督他的受苦
[00:03:22.000 --> 00:03:23.000]  是表明了
[00:03:23.000 --> 00:03:25.000]  是和罪斷絕
[00:03:25.000 --> 00:03:26.000]  以後
[00:03:26.000 --> 00:03:29.000]  他是遵從神的旨意而做
[00:03:29.000 --> 00:03:30.000]  我再講一次
[00:03:30.000 --> 00:03:32.000]  基督的受苦
[00:03:32.000 --> 00:03:33.000]  是一種心智上
[00:03:33.000 --> 00:03:36.000]  去表明和罪斷絕
[00:03:36.000 --> 00:03:39.000]  他要進行的是神的心意
[00:03:39.000 --> 00:03:42.000]  當耶穌基督在十字架受苦的時候
[00:03:42.000 --> 00:03:46.000]  他視他那種遭遇到苦難
[00:03:46.000 --> 00:03:47.000]  成為什麼呢
[00:03:47.000 --> 00:03:50.000]  和罪惡勢不兩立的一種表達
[00:03:50.000 --> 00:03:52.000]  具體的講是什麼呢
[00:03:52.000 --> 00:03:54.000]  就是當他在十字架上
[00:03:54.000 --> 00:03:57.000]  承受那種難以承受的苦楚的時候
[00:03:57.000 --> 00:03:59.000]  耶穌怎樣呢
[00:03:59.000 --> 00:04:02.000]  耶穌他沒有向罪低頭
[00:04:02.000 --> 00:04:03.000]  他沒有因為這樣
[00:04:03.000 --> 00:04:05.000]  他就很辛苦的時候
[00:04:05.000 --> 00:04:06.000]  他說
[00:04:06.000 --> 00:04:07.000]  神啊
[00:04:07.000 --> 00:04:09.000]  我不再在十字架上了
[00:04:09.000 --> 00:04:10.000]  他沒有
[00:04:10.000 --> 00:04:12.000]  他遵從神的旨意
[00:04:12.000 --> 00:04:15.000]  他在十字架上
[00:04:15.000 --> 00:04:16.000]  他沒有跌倒
[00:04:16.000 --> 00:04:17.000]  也沒有埋怨神
[00:04:17.000 --> 00:04:18.000]  甚至
[00:04:18.000 --> 00:04:20.000]  他也沒有用惡言
[00:04:20.000 --> 00:04:23.000]  去攻擊那些苦待他的敵人
[00:04:23.000 --> 00:04:24.000]  那些兵丁
