
[00:00:00.000 --> 00:00:04.240]  在開始聆聽主導以前,我一起同心低頭禱告
[00:00:04.240 --> 00:00:12.160]  父神,多謝祢,多謝祢讓我們能夠在主禮裡彼此仰望
[00:00:12.160 --> 00:00:18.640]  感謝祢也能夠讓我們在真理上得到祢的慰養和成長
[00:00:18.640 --> 00:00:27.440]  但願我們在知識和智慧上都真是可以一路的彼此建造
[00:00:27.440 --> 00:00:36.080]  讓我們彼此相愛的心能夠在彼此之間盡量的發揮
[00:00:36.080 --> 00:00:41.040]  並且成為見證,讓更多的人去認識欣主祢
[00:00:41.040 --> 00:00:48.240]  多謝祢讓我們仍然有生命在祢裡面去經驗祢創造的美麗
[00:00:48.240 --> 00:00:54.480]  踏入春天的時候,讓我們去看見四季的重生
[00:00:54.480 --> 00:00:59.200]  讓我們能夠在這份鼓勵之下
[00:00:59.200 --> 00:01:05.440]  讓我們每一個弟兄姊妹都能夠再次在生命的上面
[00:01:05.440 --> 00:01:11.200]  無論身、心、靈都能夠再次活起上來
[00:01:11.200 --> 00:01:14.160]  禱告奉靠主耶穌基督,德聖的名字已靠
[00:01:14.160 --> 00:01:15.200]  阿們
[00:01:17.200 --> 00:01:26.480]  從1996年我正式開始全時間侍奉到現在在伊瑪麗
[00:01:26.480 --> 00:01:31.280]  其實是侍奉了27年左右的時間
[00:01:31.280 --> 00:01:36.080]  期間其實有很多不同的人
[00:01:36.080 --> 00:01:40.080]  無論是主類的弟兄姊妹
[00:01:40.080 --> 00:01:43.680]  或者在神學院裡面不單是主類弟兄姊妹
[00:01:43.680 --> 00:01:46.720]  還是同學的關係
[00:01:46.720 --> 00:01:50.880]  他們都對我挺關懷的
[00:01:50.880 --> 00:01:59.840]  一直都在嘗試看我在他們的侍奉裡面可以如何彼此合作
[00:01:59.840 --> 00:02:09.600]  過去我曾經在一些機構做過他們的網絡侍功上面的一個帶頭人
[00:02:09.600 --> 00:02:21.200]  都發展了在世界上第一個所謂網絡中文聖經會讀出來的聖經版本
[00:02:21.200 --> 00:02:26.240]  雖然很可惜後來侍功停止了
[00:02:26.240 --> 00:02:33.440]  但是這個工作也啟動了不少的信徒在世界各地開展
[00:02:33.440 --> 00:02:41.120]  所以很多教會都嘗試去跟我有接觸
[00:02:41.120 --> 00:02:46.240]  試試看有沒有在侍奉上面有一些合作的機會
[00:02:46.240 --> 00:02:53.280]  或者是否上帝有他的心意在過程當中跟我一起有更多的交往
[00:02:53.280 --> 00:02:55.680]  不過很奇怪的
[00:02:55.680 --> 00:02:57.680]  有些弟兄姊妹
[00:02:57.680 --> 00:02:59.680]  特別是我的神學院的同學
[00:02:59.680 --> 00:03:01.680]  有時邀請過他們來教會
[00:03:01.680 --> 00:03:03.680]  他們會有這樣的反應
[00:03:03.680 --> 00:03:10.880]  他們會說:Ellen,在同學當中,如果講述聖經就沒什麼用
[00:03:10.880 --> 00:03:20.880]  你可以算是其中一個我們同學當中比較好的一個在解釋聖經上的侍奉
[00:03:20.880 --> 00:03:24.880]  但是你的教會這麼小
[00:03:24.880 --> 00:03:32.480]  這個教會,從我的模樣開始,我記得我接手以馬來尼的時候
[00:03:32.480 --> 00:03:38.080]  當時大約好像有32個人左右
[00:03:38.080 --> 00:03:40.880]  經過了這麼多年
[00:03:40.880 --> 00:03:44.080]  你的教會又不大,甚至越來越小
[00:03:44.080 --> 00:03:46.880]  不要浪費了你
[00:03:46.880 --> 00:03:52.480]  你去大一點的教會,視乎這樣就會有更多人聽到你的講道
[00:03:52.480 --> 00:03:54.480]  那就更好
[00:03:54.480 --> 00:03:58.080]  上帝更加使用你
[00:03:58.080 --> 00:04:04.880]  甚至曾經有個同學主動跟我聯絡了一間教會
[00:04:04.880 --> 00:04:06.880]  他自己也不去
[00:04:06.880 --> 00:04:08.880]  不過他就來找我
[00:04:08.880 --> 00:04:12.880]  他就說:Ellen,我跟那間教會已經單聲了
[00:04:12.880 --> 00:04:16.880]  那邊說你跟他接觸一下
[00:04:16.880 --> 00:04:20.880]  看看你可不可以轉去他的教會去侍奉
[00:04:20.880 --> 00:04:24.880]  其實我一直都沒有主動去找教會
[00:04:24.880 --> 00:04:30.880]  轉教會,或者去找工場
[00:04:30.880 --> 00:04:34.880]  因為我沒有,多數都是那些人看到我這種情況
[00:04:34.880 --> 00:04:38.880]  他就不知是生出憐憫之心
[00:04:38.880 --> 00:04:44.880]  還是覺得不要浪費了一個弟兄
[00:04:44.880 --> 00:04:46.880]  在某些地方可以侍奉得多一點
[00:04:46.880 --> 00:04:50.880]  在這個過程當中,有些教會聯絡我
[00:04:50.880 --> 00:04:54.880]  多數都是他們主動聯絡我的
[00:04:54.880 --> 00:04:58.880]  他們聯絡我的時候,多數我都會去跟他們聊天
[00:04:58.880 --> 00:05:02.880]  看看上帝是否有這樣的安排
[00:05:02.880 --> 00:05:04.880]  我沒有我自己的自主
[00:05:04.880 --> 00:05:06.880]  在這方面
[00:05:06.880 --> 00:05:08.880]  上帝有這樣的鋪排和安排
[00:05:08.880 --> 00:05:10.880]  我都會去
[00:05:10.880 --> 00:05:16.880]  在這個過程當中,很多時候這些教會的接觸人
[00:05:16.880 --> 00:05:18.880]  多數是教會的領袖
[00:05:18.880 --> 00:05:20.880]  他都好像一個老闆的姿勢走來跟我說
[00:05:20.880 --> 00:05:26.880]  Ellen,你離開你的教會
[00:05:26.880 --> 00:05:30.880]  而馬來尼,其實是你自己的決定
[00:05:30.880 --> 00:05:34.880]  不過,你來我們那裡就很不一樣了
[00:05:34.880 --> 00:05:38.880]  你來我那裡,我們教會就有很多的人才
[00:05:38.880 --> 00:05:44.880]  不單止人才多,而且專才也很多
[00:05:44.880 --> 00:05:50.880]  我們有很多醫生、律師、建築師
[00:05:50.880 --> 00:05:52.880]  很多的
[00:05:52.880 --> 00:05:56.880]  所以當我們可以去牧養他們的時候
[00:05:56.880 --> 00:05:58.880]  可能發揮的影響在這個世界會更大
[00:05:58.880 --> 00:06:02.880]  而且我們教會充滿神學的權威人士
[00:06:02.880 --> 00:06:06.880]  如果你來到的時候,你一定會很嚮往的
[00:06:06.880 --> 00:06:08.880]  特別有一個我們的傳道人
[00:06:08.880 --> 00:06:14.880]  他是一個很好的色經的研究學者
[00:06:14.880 --> 00:06:16.880]  如果你有來到我們當中
[00:06:16.880 --> 00:06:20.880]  一定你跟他有很大、很滿足的交流
[00:06:20.880 --> 00:06:22.880]  你真的要來了
[00:06:22.880 --> 00:06:24.880]  不然你錯過很多
[00:06:24.880 --> 00:06:28.880]  在這種背景之下
[00:06:28.880 --> 00:06:32.880]  其實這些部分教會還會請我去講道
[00:06:32.880 --> 00:06:36.880]  多數他們請我講道
[00:06:36.880 --> 00:06:38.880]  其實只是想看我說些什麼
[00:06:38.880 --> 00:06:42.880]  但我不會因為他們喜歡聽些什麼
[00:06:42.880 --> 00:06:44.880]  我就就他們喜歡聽的東西
[00:06:44.880 --> 00:06:46.880]  總之你給我一段聖經
[00:06:46.880 --> 00:06:48.880]  或者你想我選一段聖經
[00:06:48.880 --> 00:06:50.880]  我會選一段聖經解釋給你聽
[00:06:50.880 --> 00:06:54.880]  最重要的是你知道上帝想說些什麼
[00:06:54.880 --> 00:06:58.880]  不過在這個過程當中
[00:06:58.880 --> 00:07:03.880]  我也體會到開始為什麼有很多信徒在本地經常轉教會
[00:07:03.880 --> 00:07:05.880]  我在這裏不是批評轉教會
[00:07:05.880 --> 00:07:07.880]  但有他的原因
[00:07:07.880 --> 00:07:11.880]  但是在過去的歷史裏面
[00:07:11.880 --> 00:07:13.880]  我發覺我所觀察到的
[00:07:13.880 --> 00:07:15.880]  很多信徒轉教會
[00:07:15.880 --> 00:07:18.880]  都是因為慕名而去那個教會
[00:07:18.880 --> 00:07:21.880]  因為那個教會有個什麼出名的牧者
[00:07:21.880 --> 00:07:23.880]  或者那個教會有什麼出名的人物在那裏
[00:07:23.880 --> 00:07:25.880]  甚至我讀過神學院的時候
[00:07:25.880 --> 00:07:28.880]  有些同學說你來就對了Alan
[00:07:28.880 --> 00:07:31.880]  因為我們神學院就有一個這樣的神學家
