
[00:00:00.000 --> 00:00:03.600]  大英姊妹平安 十二月已經進入了
[00:00:03.600 --> 00:00:07.400]  大家都看到禮堂裏面都有佈置
[00:00:07.400 --> 00:00:09.600]  雖然我們的佈置其實都很簡單的
[00:00:09.600 --> 00:00:14.700]  但是你特別留意今日那個插花的部分
[00:00:14.700 --> 00:00:17.200]  那你看不看到插花的部分
[00:00:17.200 --> 00:00:22.300]  有一個顏色都是一個主調的顏色
[00:00:22.300 --> 00:00:24.500]  大家看到是什麼顏色
[00:00:24.500 --> 00:00:25.900]  是紫色
[00:00:25.900 --> 00:00:28.800]  原來紫色是有一個意思的
[00:00:28.800 --> 00:00:33.100]  就是代表尊貴和莊嚴
[00:00:33.100 --> 00:00:37.300]  亦都是配合我們新年
[00:00:37.300 --> 00:00:39.000]  大家覺得很奇怪
[00:00:39.000 --> 00:00:40.800]  為什麼有新年的
[00:00:40.800 --> 00:00:44.300]  原來我們在教會年曆裏面
[00:00:44.300 --> 00:00:45.800]  張霖期
[00:00:45.800 --> 00:00:49.400]  就是說在聖誕節四個主日
[00:00:49.400 --> 00:00:50.800]  就叫做張霖期
[00:00:50.800 --> 00:00:52.400]  而這個張霖期
[00:00:52.400 --> 00:00:56.300]  就是教會年的一個新年的開始
[00:00:56.300 --> 00:00:58.600]  有些人用三代經貨
[00:00:58.600 --> 00:01:01.500]  他們會是一個丙年的開始
[00:01:01.500 --> 00:01:04.100]  會在整年裏面
[00:01:04.100 --> 00:01:08.700]  是以路加福音作為他們宣講的經文
[00:01:08.700 --> 00:01:11.800]  所以我們留意到教會年
[00:01:11.800 --> 00:01:14.900]  其實就是從張霖期開始的
[00:01:14.900 --> 00:01:19.500]  張霖期這個字其實就是來自拉丁文的
[00:01:19.500 --> 00:01:23.400]  意思就是降來臨這樣的意思
[00:01:23.400 --> 00:01:27.900]  所以亦都是耶穌來臨季節的縮寫
[00:01:27.900 --> 00:01:32.300]  這個季節就是聖誕節的一個預備時期
[00:01:32.300 --> 00:01:33.700]  共有四個主日
[00:01:33.700 --> 00:01:35.700]  有盼望的意思
[00:01:35.700 --> 00:01:37.100]  其中的含義
[00:01:37.100 --> 00:01:40.900]  就是包括認識耶穌首次降臨
[00:01:40.900 --> 00:01:44.800]  並且等候主再來審判萬民
[00:01:44.800 --> 00:01:49.500]  這個亦都是我們預備迎見主再來的日子
[00:01:49.500 --> 00:01:51.700]  當中我們要有什麼態度呢
[00:01:51.700 --> 00:01:53.900]  我們就需要有一個悔改
[00:01:53.900 --> 00:01:56.300]  以及立志過聖潔生活
[00:01:56.300 --> 00:01:58.800]  這個是一個反省的時期
[00:01:58.800 --> 00:02:03.900]  我們傳統聖誕節都是一個普天同氣的日子
[00:02:03.900 --> 00:02:06.800]  今年我們的聖誕節特別有意思
[00:02:06.800 --> 00:02:09.700]  就是我們有浸禮和轉會禮
[00:02:09.700 --> 00:02:14.100]  我都很盼望弟兄姊妹都能夠為這件事禱告
[00:02:14.100 --> 00:02:15.700]  如果你時間許可
[00:02:15.700 --> 00:02:18.100]  或者你有認識的人受浸
[00:02:18.100 --> 00:02:21.000]  你更加會一起出席
[00:02:21.000 --> 00:02:24.000]  而我們亦都在這段的時期
[00:02:24.000 --> 00:02:27.500]  去有一個沉思、反思
[00:02:27.500 --> 00:02:30.300]  就是反思到我們的生命
[00:02:30.300 --> 00:02:33.700]  怎樣去預備主再來
[00:02:33.700 --> 00:02:36.100]  今天我們所讀的經文
[00:02:36.100 --> 00:02:39.000]  就是選自《路加福音》第21章
[00:02:39.000 --> 00:02:42.200]  就是張林奇第一主日的一個重要信息
[00:02:42.200 --> 00:02:44.100]  耶穌回答祂的門徒
[00:02:44.100 --> 00:02:48.500]  關於聖殿被毀和末世的問題
[00:02:48.500 --> 00:02:51.700]  是提供了對基督再來的教導
[00:02:51.700 --> 00:02:53.700]  我們從中學習
[00:02:53.700 --> 00:02:57.100]  我們在末世中應該有的態度
[00:02:57.100 --> 00:03:00.000]  其中今天我們會思想三個態度
[00:03:00.000 --> 00:03:03.100]  分別就是預備迎向苦難
[00:03:03.100 --> 00:03:04.900]  紮根神的話語
[00:03:04.900 --> 00:03:07.800]  以及我們要謹慎免於放縱
[00:03:07.800 --> 00:03:10.500]  就是讓我們一起的禱告
[00:03:10.500 --> 00:03:12.300]  賜愛主我們感謝讚美祢
[00:03:12.300 --> 00:03:14.800]  在這個張林奇的開始的時候
[00:03:14.800 --> 00:03:17.100]  我們再一次的在祢的面前
[00:03:17.100 --> 00:03:21.700]  我們去思想主降生為我們帶來的改變
[00:03:21.700 --> 00:03:24.800]  耶穌基督導誠肉身來到世間上
[00:03:24.800 --> 00:03:26.800]  就是為了我們的生命
[00:03:26.800 --> 00:03:28.900]  能夠得以與神復和
[00:03:28.900 --> 00:03:31.100]  我們的罪能夠得以赦免
[00:03:31.100 --> 00:03:32.600]  能夠得以清潔
[00:03:32.600 --> 00:03:36.300]  我們更加能夠遙望今天祢的再來
[00:03:36.300 --> 00:03:39.000]  所以主幫助我們在這個末世裡面
[00:03:39.000 --> 00:03:42.900]  有一個正確的態度去預備祢自己
[00:03:42.900 --> 00:03:45.300]  天父我們願意祢的信息
[00:03:45.300 --> 00:03:47.400]  親自的在我們當中動工
[00:03:47.400 --> 00:03:49.800]  聖靈自由的運行在我們當中
[00:03:49.800 --> 00:03:51.600]  使我們有所反思
[00:03:51.600 --> 00:03:52.700]  主我們感謝祢
[00:03:52.700 --> 00:03:54.200]  月立垂聽我們的禱告
[00:03:54.200 --> 00:03:56.700]  奉基督寶貴名字祈求
[00:03:56.700 --> 00:03:58.200]  阿們
[00:03:58.200 --> 00:04:00.800]  當我們來到這個末世的時候
[00:04:00.800 --> 00:04:03.300]  我們要保持的第一個態度
[00:04:03.300 --> 00:04:07.500]  就是我們要當預備迎向苦難
[00:04:07.500 --> 00:04:09.000]  經文就是《路加福音》
[00:04:09.000 --> 00:04:13.000]  二十一章二十五到二十八節
[00:04:13.000 --> 00:04:15.300]  日月星辰要顯出預兆
[00:04:15.300 --> 00:04:17.800]  地上的邦國亦都有困苦
[00:04:17.800 --> 00:04:21.000]  因海中波浪的響聲而惶惶不安
[00:04:21.000 --> 00:04:23.600]  人想到那個要臨到世界的事
[00:04:23.600 --> 00:04:25.700]  就都嚇得雲不附體
[00:04:25.700 --> 00:04:28.400]  因為天上的萬象都要震動
[00:04:28.400 --> 00:04:29.400]  在那個時候
[00:04:29.400 --> 00:04:32.200]  他們就會看見人只帶著能力
[00:04:32.200 --> 00:04:34.900]  和大榮耀駕運來臨
[00:04:34.900 --> 00:04:35.900]  一有這些事
[00:04:35.900 --> 00:04:38.100]  你們就當挺身昂首
[00:04:38.100 --> 00:04:41.400]  因為你們得救贖的日子近了
[00:04:41.400 --> 00:04:42.500]  在經文的裡面
[00:04:42.500 --> 00:04:45.600]  特別提到耶穌預言到末世的混亂
[00:04:45.600 --> 00:04:46.900]  二十五節那裡說
[00:04:46.900 --> 00:04:49.300]  日月星辰要顯出預兆
[00:04:49.300 --> 00:04:52.000]  地上的邦國亦都有困苦
[00:04:52.000 --> 00:04:56.400]  因海中波浪的響聲而惶惶不安
[00:04:56.400 --> 00:05:00.500]  今天我們看到世界實在是烽火處處
[00:05:00.500 --> 00:05:04.300]  這個以色列和哈馬斯的戰爭
[00:05:04.300 --> 00:05:05.600]  我們期盼
[00:05:05.600 --> 00:05:08.600]  因為在真主黨黎巴嫩那邊有和談
[00:05:08.600 --> 00:05:13.800]  這個和加沙的戰爭早日的平息
[00:05:13.800 --> 00:05:15.000]  我們亦都看到
[00:05:15.000 --> 00:05:18.500]  俄烏的戰爭已經是超過一千日了
[00:05:18.500 --> 00:05:21.100]  很快就到三年的時間
[00:05:21.100 --> 00:05:22.300]  我們亦都看到
[00:05:22.300 --> 00:05:26.300]  這個地上的邦國是有很多的混亂
[00:05:26.300 --> 00:05:30.000]  我們亦都去思想到這些徵兆
[00:05:30.000 --> 00:05:32.100]  既有自然災害
[00:05:32.100 --> 00:05:34.700]  亦都有人類社會的動盪
[00:05:34.700 --> 00:05:37.900]  國際之間的紛擾和天象的震動
[00:05:37.900 --> 00:05:40.800]  是表明世界秩序的瓦解
[00:05:40.800 --> 00:05:46.200]  反映出人類在神面前的渺小和脆弱
[00:05:46.200 --> 00:05:49.400]  不過對於我們屬神的兒女來說
[00:05:49.400 --> 00:05:53.100]  這些的徵兆並非絕望的象徵
[00:05:53.100 --> 00:05:55.800]  因為耶穌在二十七節指出
[00:05:55.800 --> 00:05:58.300]  那時他們要看見人子
[00:05:58.300 --> 00:06:02.500]  帶著能力和大榮耀嫁運來臨
[00:06:02.500 --> 00:06:05.900]  基督的再來將要結束苦難
[00:06:05.900 --> 00:06:08.200]  帶來完全的救贖
[00:06:08.200 --> 00:06:11.500]  成就神的公義和和平
[00:06:11.500 --> 00:06:13.900]  當我們有這樣的盼望的時候
[00:06:13.900 --> 00:06:17.700]  我們應有的態度就是挺身昂首
[00:06:17.700 --> 00:06:18.700]  二十八節說
[00:06:18.700 --> 00:06:21.900]  耶穌說你們就當挺身昂首
[00:06:21.900 --> 00:06:24.700]  因為你們得救贖的日子近了
[00:06:24.700 --> 00:06:28.400]  當我們面對末世的混亂的時候
[00:06:28.400 --> 00:06:30.900]  我們不是一個恐懼
[00:06:30.900 --> 00:06:34.500]  我們應該在主裡面有一個十足的信心
[00:06:34.500 --> 00:06:36.700]  這些徵兆提醒我們
[00:06:36.700 --> 00:06:40.000]  基督再來實在是近在眼前
[00:06:40.000 --> 00:06:43.400]  神的救贖計劃正在成就
[00:06:43.400 --> 00:06:45.700]  那我們就想一下
[00:06:45.700 --> 00:06:48.700]  今天我們怎樣去看待苦難呢
[00:06:48.700 --> 00:06:52.200]  末世的徵兆可能會令人害怕
[00:06:52.200 --> 00:06:56.000]  但是我們要以神的眼光看待這一切
[00:06:56.000 --> 00:06:59.400]  當我們學習到在苦難中
[00:06:59.400 --> 00:07:02.600]  靠著祂的話語就能夠站立得穩
[00:07:02.600 --> 00:07:06.100]  就好像在詩篇二十五篇第七節說
[00:07:06.100 --> 00:07:10.600]  求你不要記得我幼年的罪險和我的過犯
[00:07:10.600 --> 00:07:13.800]  耶和華求你因你的良善
[00:07:13.800 --> 00:07:16.700]  按你的慈愛紀念我
[00:07:16.700 --> 00:07:18.700]  在面對困境的時候
[00:07:18.700 --> 00:07:23.200]  我們要信靠神的良善和憐憫
[00:07:23.200 --> 00:07:27.700]  我們怎樣預備我們的心靈迎接基督的再來呢
[00:07:27.700 --> 00:07:29.500]  話說有一座小城
[00:07:29.500 --> 00:07:32.300]  城的周圍有一條寬闊的河流
[00:07:32.300 --> 00:07:34.900]  將居民和外界隔開
[00:07:34.900 --> 00:07:38.500]  城裡面的居民一直盼望建造一條橋樑
[00:07:38.500 --> 00:07:41.100]  使他們能與外界聯繫
[00:07:41.100 --> 00:07:43.100]  這個工程終於展開了
[00:07:43.100 --> 00:07:46.500]  但是建橋的工程進展緩慢
[00:07:46.500 --> 00:07:49.000]  居民逐漸就變得不耐煩
[00:07:49.000 --> 00:07:53.400]  甚至有人懷疑這條橋是否真的能夠完成
[00:07:53.400 --> 00:07:57.000]  一些人就開始將那些建橋的材料
[00:07:57.000 --> 00:07:59.500]  拿走去作其他的用途
[00:07:59.500 --> 00:08:01.900]  也有一些人放棄參與
[00:08:01.900 --> 00:08:04.900]  認為這個工程是不會有結果的
[00:08:04.900 --> 00:08:10.000]  然而有一群人他們相信這個橋的原初設計
[00:08:10.000 --> 00:08:13.200]  並且能夠根據工程師的指導
[00:08:13.200 --> 00:08:16.700]  努力維護能夠建設到這個地方
[00:08:16.700 --> 00:08:20.900]  為這條橋通行的那一天作好準備
[00:08:20.900 --> 00:08:25.000]  張林奇就好像這一座未完成的橋樑
[00:08:25.000 --> 00:08:26.900]  基督第一次的降臨
[00:08:26.900 --> 00:08:31.000]  開始了這條橋通往救恩的橋樑
[00:08:31.000 --> 00:08:34.900]  主耶穌以祂的道、祂的愛、祂的犧牲
[00:08:34.900 --> 00:08:38.600]  建立了與天父和好的道路
[00:08:38.600 --> 00:08:43.100]  然而這條橋的建造尚在進行中
[00:08:43.100 --> 00:08:45.300]  因為基督在來的時候
[00:08:45.300 --> 00:08:50.300]  祂將最終完成神角整個的計劃
[00:08:50.300 --> 00:08:52.200]  就在這個等待的時期
[00:08:52.200 --> 00:08:56.200]  我們已經好像那群相信工程的居民一樣
[00:08:56.200 --> 00:08:59.300]  以信心和盼望行事
[00:08:59.300 --> 00:09:02.800]  耶穌第一次來到世界是為了救贖我們
[00:09:02.800 --> 00:09:06.100]  使我們能夠與神重新的結連
[00:09:06.100 --> 00:09:08.200]  祂的誕生提醒我們
[00:09:08.200 --> 00:09:11.100]  神的愛和應許是可信的
[00:09:11.100 --> 00:09:12.800]  我們要時刻反思
[00:09:12.800 --> 00:09:16.300]  自己是否因祂的恩典能夠得著改變
[00:09:16.300 --> 00:09:21.000]  並且活出一個與神親密的生命
[00:09:21.000 --> 00:09:24.200]  好像那群人很努力地去建設
[00:09:24.200 --> 00:09:27.300]  我們也應該檢視自己的生命
[00:09:27.300 --> 00:09:30.300]  我們是否活在神的話語當中
[00:09:30.300 --> 00:09:33.000]  我們是否在行為和心智上
[00:09:33.000 --> 00:09:35.700]  反映著基督的樣式
[00:09:35.700 --> 00:09:37.800]  張林奇是一個提醒
[00:09:37.800 --> 00:09:41.800]  我們需要好像那群忠心守望的居民一樣
[00:09:41.800 --> 00:09:47.000]  以悔改的心態重新回到神的旨意裡面
[00:09:47.000 --> 00:09:50.300]  悔改不單單是承認過犯
[00:09:50.300 --> 00:09:52.200]  更加是轉向祂
[00:09:52.200 --> 00:09:56.100]  讓生命以信服和信靠為中心
[00:09:56.100 --> 00:10:01.500]  預備迎接基督的再臨
[00:10:01.500 --> 00:10:05.200]  另一個我們要預備的態度
[00:10:05.200 --> 00:10:09.800]  就是我們要當扎根在神的話語裡面
[00:10:09.800 --> 00:10:13.100]  經文29到33節他這樣說
[00:10:13.100 --> 00:10:15.700]  耶穌對他們說了一個比喻說
[00:10:15.700 --> 00:10:19.200]  你們看無花果樹和各樣的樹
