
[00:00:00.000 --> 00:00:02.000]  我們首先有一個禱告
[00:00:02.000 --> 00:00:04.800]  慈悲的天父 我們感謝祢
[00:00:04.800 --> 00:00:07.800]  讓我們教會有祢的愛在當中
[00:00:07.800 --> 00:00:09.800]  雖然我們不是完全的
[00:00:09.800 --> 00:00:13.500]  但祢的愛不斷地叫我們成長
[00:00:13.500 --> 00:00:15.000]  為祢侍奉
[00:00:15.000 --> 00:00:17.000]  我們今天很開心看到
[00:00:17.000 --> 00:00:19.000]  我們待會有一個猜派禮
[00:00:19.000 --> 00:00:20.500]  我們同時這段經文
[00:00:20.500 --> 00:00:24.000]  講到我們教會彼此的同心
[00:00:24.000 --> 00:00:26.300]  一同有份的參與
[00:00:26.300 --> 00:00:27.300]  幫助我們
[00:00:27.300 --> 00:00:30.300]  叫聖靈親自在我們內心工作
[00:00:30.300 --> 00:00:31.300]  我們這樣祈禱
[00:00:31.300 --> 00:00:33.300]  奉主耶穌基督的名
[00:00:33.300 --> 00:00:34.300]  阿們
[00:00:34.300 --> 00:00:37.800]  我不知道有沒有在座當中
[00:00:37.800 --> 00:00:40.300]  喜歡坐帆船
[00:00:40.300 --> 00:00:42.300]  原來帆船好像很慢
[00:00:42.300 --> 00:00:43.300]  被風吹一吹
[00:00:43.300 --> 00:00:45.300]  原來有競技比賽
[00:00:45.300 --> 00:00:50.300]  有一個人物叫Dennis Conner
[00:00:50.300 --> 00:00:55.300]  他被稱為美國杯先生
[00:00:55.300 --> 00:00:56.300]  什麼叫美國杯呢
[00:00:56.300 --> 00:01:00.300]  是一個國際的帆船競技比賽
[00:01:00.300 --> 00:01:03.300]  很多國家都會參與
[00:01:03.300 --> 00:01:07.300]  這位Dennis有個特別
[00:01:07.300 --> 00:01:08.300]  被人這樣稱呼
[00:01:08.300 --> 00:01:10.300]  必定有他特別之處
[00:01:10.300 --> 00:01:16.300]  原來他很看重專業的帆船競技
[00:01:16.300 --> 00:01:17.300]  因為一般來說
[00:01:17.300 --> 00:01:19.300]  美國人只當是業餘
[00:01:19.300 --> 00:01:22.300]  他強調在比賽之前
[00:01:22.300 --> 00:01:25.300]  有足夠的體能訓練
[00:01:25.300 --> 00:01:28.300]  訓練內力
[00:01:28.300 --> 00:01:31.300]  還有很多實習練習
[00:01:31.300 --> 00:01:32.300]  很足夠的
[00:01:32.300 --> 00:01:35.300]  所以他連續四屆獲得冠軍
[00:01:35.300 --> 00:01:38.300]  當然如果在報紙上獲得金牌
[00:01:38.300 --> 00:01:39.300]  誰獲得獎呢
[00:01:39.300 --> 00:01:42.300]  當然是這位美國杯先生
[00:01:42.300 --> 00:01:44.300]  但是他說了一句話
[00:01:44.300 --> 00:01:46.300]  其實這些成功
[00:01:46.300 --> 00:01:48.300]  絕非他自己一個人
[00:01:48.300 --> 00:01:50.300]  他提到一位隊員
[00:01:50.300 --> 00:01:54.300]  他的工作崗位就是在船艙底下
[00:01:54.300 --> 00:01:58.300]  帆船原來有很多裝置
[00:01:58.300 --> 00:02:00.300]  底下原來有很重要的工作
[00:02:00.300 --> 00:02:03.300]  這位仁兄在底下
[00:02:03.300 --> 00:02:05.300]  可能製造一些機器也好
[00:02:05.300 --> 00:02:06.300]  或者是洗腦的船
[00:02:06.300 --> 00:02:08.300]  更加好前進也好
[00:02:08.300 --> 00:02:10.300]  是沒有人看到他的
[00:02:10.300 --> 00:02:11.300]  而他也看不到
[00:02:11.300 --> 00:02:12.300]  好像一般的隊友
[00:02:12.300 --> 00:02:14.300]  那麼刺激的比賽當中
[00:02:14.300 --> 00:02:17.300]  看到旁邊所有的船
[00:02:17.300 --> 00:02:18.300]  怎樣行前行後
[00:02:18.300 --> 00:02:19.300]  怎樣接近他
[00:02:19.300 --> 00:02:21.300]  甚至乎終點的衝刺
[00:02:21.300 --> 00:02:22.300]  他都完全看不到
[00:02:22.300 --> 00:02:25.300]  他只是衷心的在船艙裏面
[00:02:25.300 --> 00:02:28.300]  給那些水不斷沖到渾身濕透
[00:02:28.300 --> 00:02:32.300]  就做了一個崗位
[00:02:32.300 --> 00:02:35.300]  其實Dennis說
[00:02:35.300 --> 00:02:37.300]  這個是成功的關鍵
[00:02:37.300 --> 00:02:39.300]  如果他們沒有這個人物
[00:02:39.300 --> 00:02:43.300]  根本我們的比賽進行也有問題
[00:02:43.300 --> 00:02:45.300]  所以我們又看看一間教會
[00:02:45.300 --> 00:02:47.300]  這間教會
[00:02:47.300 --> 00:02:51.300]  我們是一個好的成長
[00:02:51.300 --> 00:02:52.300]  在耶穌的愛裏面
[00:02:52.300 --> 00:02:54.300]  我們也有召命
[00:02:54.300 --> 00:02:57.300]  我們教會是一同的建立
[00:02:57.300 --> 00:02:59.300]  不過我們看看教會
[00:02:59.300 --> 00:03:00.300]  譬如窩福
[00:03:00.300 --> 00:03:01.300]  我們像什麼呢
[00:03:01.300 --> 00:03:03.300]  我們像不像一間戲院呢
[00:03:03.300 --> 00:03:05.300]  什麼叫戲院呢
[00:03:05.300 --> 00:03:08.300]  就是牧師像我這樣在港台
[00:03:08.300 --> 00:03:11.300]  其餘的就觀看
[00:03:11.300 --> 00:03:12.300]  如果說得好一點
[00:03:12.300 --> 00:03:14.300]  Andy今天說得很好
[00:03:14.300 --> 00:03:16.300]  我們就稱讚他
[00:03:16.300 --> 00:03:18.300]  Andy你說得好
[00:03:18.300 --> 00:03:21.300]  下次說得好一點
[00:03:21.300 --> 00:03:23.300]  如果是這樣的教會
[00:03:23.300 --> 00:03:25.300]  你想想教會的發展會怎樣呢
[00:03:25.300 --> 00:03:29.300]  大部分的人都很被動
[00:03:29.300 --> 00:03:31.300]  這不是一間教會
[00:03:31.300 --> 00:03:33.300]  教會不是一間戲院
[00:03:33.300 --> 00:03:37.300]  教會應該是Dennis Kornner的船
[00:03:37.300 --> 00:03:39.300]  我們有方向有目標
