
[00:00:00.000 --> 00:00:04.000]  今日我們繼續看上行詩第133篇
[00:00:04.000 --> 00:00:06.000]  上行詩一共有15篇
[00:00:06.000 --> 00:00:10.000]  由詩篇120到134篇
[00:00:10.000 --> 00:00:14.000]  上星期已經看到132篇了
[00:00:14.000 --> 00:00:19.000]  看到朝聖的詩人已經去到耶路撒冷
[00:00:19.000 --> 00:00:22.000]  當去到耶路撒冷的時候自然會看到聖殿
[00:00:22.000 --> 00:00:28.000]  就想到大衛要為上主建造聖殿的心願
[00:00:28.000 --> 00:00:33.000]  最後是上主幫助大衛完成他的心願
[00:00:33.000 --> 00:00:40.000]  並且答應要藉著大衛的後裔去建立上帝的國度
[00:00:40.000 --> 00:00:44.000]  這位大衛的後裔就是主耶穌基督
[00:00:44.000 --> 00:00:46.000]  他是天國的王
[00:00:46.000 --> 00:00:51.000]  而我們這些信他的人就成為了天國的子民
[00:00:51.000 --> 00:00:56.000]  不過我們現在仍然活在這個臨時的世界
[00:00:56.000 --> 00:00:59.000]  這個世界有一天都會被毀滅
[00:00:59.000 --> 00:01:02.000]  所以我叫這個世界為臨時世界
[00:01:02.000 --> 00:01:06.000]  所有信上主的人活在這個世界裏面
[00:01:06.000 --> 00:01:10.000]  我們應該怎樣去相處呢?
[00:01:10.000 --> 00:01:13.000]  今日這篇詩篇雖然很短
[00:01:13.000 --> 00:01:17.000]  但給我們一個很大的挑戰
[00:01:17.000 --> 00:01:23.000]  我相信很多人都渴望有一個幸福快樂的人生
[00:01:23.000 --> 00:01:28.000]  問題是幸福快樂的人生是怎樣的呢?
[00:01:28.000 --> 00:01:36.000]  有什麼因素令我們的人生變得幸福快樂呢?
[00:01:36.000 --> 00:01:39.000]  久不久我會看到一些研究
[00:01:39.000 --> 00:01:44.000]  說世界上最適宜居住的城市
[00:01:44.000 --> 00:01:48.000]  那些文章通常考慮的因素
[00:01:48.000 --> 00:01:51.000]  一般都包括了當地的醫療制度
[00:01:51.000 --> 00:01:56.000]  教育設施、住屋情況、空氣污染的程度
[00:01:56.000 --> 00:01:58.000]  法律的制度是否公平
[00:01:58.000 --> 00:02:01.000]  人權是否有保障等等
[00:02:01.000 --> 00:02:03.000]  我們澳洲很榮幸
[00:02:03.000 --> 00:02:08.000]  有幾個大城市都被列入前十名之內
[00:02:08.000 --> 00:02:11.000]  不過名列前茅的是新加坡
[00:02:11.000 --> 00:02:17.000]  悉尼是在一百多個城市裏面排名第五
[00:02:17.000 --> 00:02:18.000]  五名之內
[00:02:18.000 --> 00:02:24.000]  我們住在悉尼是否有幸福快樂的人生呢?
[00:02:24.000 --> 00:02:26.000]  我相信不一定
[00:02:26.000 --> 00:02:29.000]  悉尼現在的房屋價格很高
[00:02:29.000 --> 00:02:33.000]  很多人都為了住屋而憂心
[00:02:33.000 --> 00:02:36.000]  自己有了屋住就會為下一代憂心
[00:02:36.000 --> 00:02:39.000]  我們這個區的房屋十幾年前不是很貴
[00:02:39.000 --> 00:02:43.000]  但現在都要一百萬以上才可以
[00:02:43.000 --> 00:02:48.000]  去年十一月澳洲人報就報導了
[00:02:48.000 --> 00:02:53.000]  全悉尼房屋的中位價已經突破一百萬
[00:02:53.000 --> 00:02:57.000]  是澳大利亞各個城市裏面最貴的
[00:02:57.000 --> 00:03:01.000]  最近失業率又回升到超過六個百分比
[00:03:01.000 --> 00:03:04.000]  和悉尼比較當然好很多
[00:03:04.000 --> 00:03:08.000]  不過住在這裏又失業的人
[00:03:08.000 --> 00:03:12.000]  大概很難會覺得自己有幸福快樂的人生
[00:03:12.000 --> 00:03:16.000]  今日詩篇詩人來到聖殿
[00:03:16.000 --> 00:03:21.000]  亦都看到很多朝聖者都來到聖殿
[00:03:21.000 --> 00:03:24.000]  他就想到幸福快樂的人生
[00:03:24.000 --> 00:03:29.000]  其實是在乎人際關係和神人關係
[00:03:29.000 --> 00:03:32.000]  我們一齊來思想這篇詩
[00:03:32.000 --> 00:03:36.000]  第一節說弟兄姊妹和睦相處
[00:03:36.000 --> 00:03:40.000]  是多麼幸福多麼快樂
[00:03:40.000 --> 00:03:45.000]  詩人認為人的幸福不是在乎你住在哪裏
[00:03:45.000 --> 00:03:49.000]  亦都不是在乎你是否有錢
[00:03:49.000 --> 00:03:55.000]  而是在乎人與人之間有沒有和睦和諧的關係
[00:03:55.000 --> 00:03:59.000]  我記得曾經看過一個故事
[00:03:59.000 --> 00:04:01.000]  這件事發生在台灣
[00:04:01.000 --> 00:04:08.000]  有位牧師和師母去探訪一位剛去他們教會的女士
[00:04:08.000 --> 00:04:15.000]  看見她住的房子又大又座落在一個風景很美的山邊
[00:04:15.000 --> 00:04:18.000]  跟她說你真是幸福
