
[00:00:00.000 --> 00:00:06.000]  今日同大家講快樂之本
[00:00:06.000 --> 00:00:12.000]  問下大家你快唔快樂?
[00:00:12.000 --> 00:00:15.000]  當我問你快唔快樂嘅時候有人點頭
[00:00:15.000 --> 00:00:18.000]  不過好多人都係坐喺度唔郁
[00:00:18.000 --> 00:00:21.000]  咁我估好多人都話
[00:00:21.000 --> 00:00:22.000]  I don't know
[00:00:22.000 --> 00:00:24.000]  忽然之間都問我快唔快樂
[00:00:24.000 --> 00:00:26.000]  I don't know
[00:00:26.000 --> 00:00:29.000]  或者話可能都ok掛
[00:00:29.000 --> 00:00:32.000]  呢個唔知會唔會有咩大家嘅反應呢
[00:00:32.000 --> 00:00:34.000]  不過我相信可能呢
[00:00:34.000 --> 00:00:36.000]  在座裏面有啲人心裏面話
[00:00:36.000 --> 00:00:38.000]  其實我唔係好快樂
[00:00:38.000 --> 00:00:40.000]  因為做人太難
[00:00:40.000 --> 00:00:41.000]  而且呢
[00:00:41.000 --> 00:00:45.000]  時時我哋遇到令我哋好多個唔開心唔快樂嘅事
[00:00:45.000 --> 00:00:47.000]  所以你話快唔快樂
[00:00:47.000 --> 00:00:50.000]  overall我覺得媽媽地嘅啫
[00:00:50.000 --> 00:00:52.000]  ok
[00:00:52.000 --> 00:00:54.000]  咁如果我問你呢
[00:00:54.000 --> 00:00:55.000]  今日
[00:00:55.000 --> 00:00:57.000]  now
[00:00:57.000 --> 00:01:00.000]  你快唔快樂
[00:01:00.000 --> 00:01:02.000]  有人點頭我又快樂
[00:01:02.000 --> 00:01:04.000]  有好多人動我
[00:01:04.000 --> 00:01:06.000]  好多人都覺得
[00:01:06.000 --> 00:01:08.000]  I don't know
[00:01:08.000 --> 00:01:09.000]  不過
[00:01:09.000 --> 00:01:11.000]  我嚟咗啦
[00:01:11.000 --> 00:01:12.000]  咁都應該快樂
[00:01:12.000 --> 00:01:13.000]  因為點解
[00:01:13.000 --> 00:01:15.000]  如果你係基督徒你係嚟敬拜上帝
[00:01:15.000 --> 00:01:17.000]  咁你咪快樂
[00:01:17.000 --> 00:01:19.000]  都ok都快樂
[00:01:19.000 --> 00:01:20.000]  點解呢
[00:01:20.000 --> 00:01:22.000]  就算敬拜唔到上帝
[00:01:22.000 --> 00:01:24.000]  起碼見返啲朋友
[00:01:24.000 --> 00:01:25.000]  成個禮拜唔見
[00:01:25.000 --> 00:01:27.000]  如果傾下計
[00:01:27.000 --> 00:01:28.000]  我都幾開心
[00:01:28.000 --> 00:01:29.000]  點解
[00:01:29.000 --> 00:01:30.000]  因為圓咗崇拜之後
[00:01:30.000 --> 00:01:31.000]  特別第一堂圓咗之後呢
[00:01:31.000 --> 00:01:33.000]  阿師母約咗我哋去
[00:01:33.000 --> 00:01:35.000]  隔離個公園
[00:01:35.000 --> 00:01:37.000]  即係有
[00:01:37.000 --> 00:01:39.000]  pick me up
[00:01:39.000 --> 00:01:41.000]  咁都應該幾好嘅
[00:01:41.000 --> 00:01:43.000]  所以你可能
[00:01:43.000 --> 00:01:45.000]  如果我問你今日快唔快樂嘅時候
[00:01:45.000 --> 00:01:47.000]  你覺得都ok
[00:01:47.000 --> 00:01:49.000]  咁有啲人又話
[00:01:49.000 --> 00:01:51.000]  我圓咗之後就可以飲茶食點心
[00:01:51.000 --> 00:01:53.000]  咁樣點會唔開心唔快樂
[00:01:53.000 --> 00:01:55.000]  又敬拜上帝又做啲咁樣嘢
[00:01:55.000 --> 00:01:57.000]  不過會唔會呢
[00:01:57.000 --> 00:01:59.000]  講今日
[00:01:59.000 --> 00:02:01.000]  有啲人都會覺得
[00:02:01.000 --> 00:02:03.000]  我唔係好開心啫
[00:02:03.000 --> 00:02:05.000]  我唔係好快樂啫點解呢
[00:02:05.000 --> 00:02:07.000]  一起身我老公就去指我
[00:02:07.000 --> 00:02:09.000]  咁樣做咁樣
[00:02:09.000 --> 00:02:11.000]  搞到我差啲遲到
[00:02:11.000 --> 00:02:13.000]  我一睜開眼見到老婆
[00:02:13.000 --> 00:02:15.000]  佢喺我心中就暗暗沉沉
[00:02:15.000 --> 00:02:17.000]  等我耳根唔係好清靜
[00:02:17.000 --> 00:02:19.000]  心裏面唔係好安寧
[00:02:19.000 --> 00:02:20.000]  本來身為教會嘅
[00:02:20.000 --> 00:02:22.000]  忽然之間細路仔大吵大叫
[00:02:22.000 --> 00:02:24.000]  圖圈巴閉
[00:02:24.000 --> 00:02:26.000]  真係又唔肯跟我嚟教會
[00:02:26.000 --> 00:02:28.000]  好煩
[00:02:28.000 --> 00:02:30.000]  點開心快樂呢
[00:02:30.000 --> 00:02:32.000]  除此之外
[00:02:32.000 --> 00:02:34.000]  好多時候你覺得
[00:02:34.000 --> 00:02:36.000]  其實我今日一起身
[00:02:36.000 --> 00:02:38.000]  都幾無聊冇乜嘢做
[00:02:38.000 --> 00:02:40.000]  咁既然咁無聊咁無嘢做
[00:02:40.000 --> 00:02:42.000]  有人叫我去教堂
[00:02:42.000 --> 00:02:44.000]  咁我哋就行下
[00:02:44.000 --> 00:02:45.000]  我唔係成日嚟嘅
[00:02:45.000 --> 00:02:47.000]  不過既然係咁我哋坐下囉
[00:02:47.000 --> 00:02:49.000]  係咪
[00:02:52.000 --> 00:02:54.000]  咁唔知大家覺得到底你嘅生活
[00:02:54.000 --> 00:02:56.000]  快樂定唔快樂嘅呢
[00:02:56.000 --> 00:02:58.000]  乜嘢係快樂呢
[00:02:58.000 --> 00:03:00.000]  乜嘢能夠令你
[00:03:00.000 --> 00:03:02.000]  開心快樂呢
[00:03:02.000 --> 00:03:04.000]  開心係個基礎
[00:03:04.000 --> 00:03:06.000]  又係啲乜嘢嘢呢
[00:03:06.000 --> 00:03:08.000]  咁我講到快樂呢
[00:03:08.000 --> 00:03:10.000]  咁我查下字典啦
[00:03:10.000 --> 00:03:12.000]  Cretinica裏面嚟講
[00:03:12.000 --> 00:03:14.000]  講到happiness
[00:03:14.000 --> 00:03:16.000]  佢翻譯做兩個字嘅中文
[00:03:16.000 --> 00:03:18.000]  一個係快樂 一個係幸福
[00:03:18.000 --> 00:03:20.000]  happiness 你可以做快樂也好
[00:03:20.000 --> 00:03:22.000]  咁個happiness係咩意思呢
[00:03:22.000 --> 00:03:24.000]  佢話一個人
[00:03:24.000 --> 00:03:26.000]  happiness係一個人主觀地
[00:03:26.000 --> 00:03:28.000]  感到一種
[00:03:28.000 --> 00:03:30.000]  情緒幸福嘅狀態
[00:03:30.000 --> 00:03:32.000]  即係咩嚟
[00:03:32.000 --> 00:03:34.000]  即係一個主觀嘅感覺你明白啦
[00:03:34.000 --> 00:03:36.000]  感到情緒幸福喎
[00:03:36.000 --> 00:03:38.000]  咁係咩嚟㗎呢
[00:03:38.000 --> 00:03:40.000]  咁我再進一步解釋啦
[00:03:40.000 --> 00:03:42.000]  happiness 裏面嚟講
[00:03:42.000 --> 00:03:44.000]  happiness 啦
[00:03:44.000 --> 00:03:46.000]  happiness 裏面嚟講
[00:03:46.000 --> 00:03:48.000]  係講到你係一個實定嘅時刻
[00:03:48.000 --> 00:03:50.000]  你想得到嘅嘢得到咗啦
[00:03:50.000 --> 00:03:52.000]  發生咗啦
[00:03:52.000 --> 00:03:54.000]  譬如話結婚
[00:03:54.000 --> 00:03:56.000]  特定嘅時刻結婚一次嘅啫
[00:03:56.000 --> 00:03:58.000]  除非離婚再婚無得講啦
[00:03:58.000 --> 00:04:00.000]  結婚個moment開唔開心呀
[00:04:00.000 --> 00:04:02.000]  開心 三仔呢
[00:04:02.000 --> 00:04:04.000]  就係個moment開唔開心呀
[00:04:04.000 --> 00:04:06.000]  痛完之後好開心快樂啦
[00:04:06.000 --> 00:04:08.000]  升職呢仲要落頭獎呢
[00:04:08.000 --> 00:04:10.000]  一個特定嘅時刻
[00:04:10.000 --> 00:04:12.000]  你想得到嘅嘢得到
[00:04:12.000 --> 00:04:14.000]  於是呢你覺得好開心快樂啦
[00:04:14.000 --> 00:04:16.000]  咁呢就呢啲係所謂
[00:04:16.000 --> 00:04:18.000]  刻意上面嘅快樂
[00:04:18.000 --> 00:04:22.000]  但係從廣義上面嚟講嘅時候呢
[00:04:22.000 --> 00:04:24.000]  咩叫做快樂呢
[00:04:24.000 --> 00:04:26.000]  Britannica 就話
[00:04:26.000 --> 00:04:28.000]  快樂呢係一個人對自己
[00:04:28.000 --> 00:04:30.000]  嗰個嘅整體生活
[00:04:30.000 --> 00:04:32.000]  同埋成功嘅
[00:04:32.000 --> 00:04:34.000]  一個嘅評價
[00:04:34.000 --> 00:04:36.000]  ok 對自己
[00:04:36.000 --> 00:04:38.000]  呢群人做咗咁耐
[00:04:38.000 --> 00:04:40.000]  到現在覺得都做得唔錯喎
[00:04:40.000 --> 00:04:42.000]  幾滿意喎
[00:04:42.000 --> 00:04:44.000]  例子譬如話呢
[00:04:44.000 --> 00:04:46.000]  就想做一個設計師
[00:04:46.000 --> 00:04:48.000]  ok
[00:04:48.000 --> 00:04:50.000]  好開心 點解
[00:04:50.000 --> 00:04:52.000]  你爸爸媽媽話冇阻住你喎
[00:04:52.000 --> 00:04:54.000]  唔得 一直做律師 一直做醫生
[00:04:54.000 --> 00:04:56.000]  佢畀你選喎
[00:04:56.000 --> 00:04:58.000]  選擇自己去做設計師
[00:04:58.000 --> 00:05:00.000]  咁而家呢你真係成為一個設計師啦
[00:05:00.000 --> 00:05:02.000]  而且呢你仲能夠係一家
[00:05:02.000 --> 00:05:04.000]  你學務已久嘅
[00:05:04.000 --> 00:05:06.000]  好想去裏面做工嘅
[00:05:06.000 --> 00:05:08.000]  嗰個設計公司裏面
