
[00:00:00.000 --> 00:00:03.000]  今天和大家繼續去看這個教會
[00:00:03.000 --> 00:00:09.000]  是一個七教會裏面的撒迪教會
[00:00:09.000 --> 00:00:14.000]  撒迪教會我都和大家分享過好幾次了
[00:00:14.000 --> 00:00:17.000]  這個教會有什麼特色呢
[00:00:17.000 --> 00:00:21.000]  特色就是它不警醒
[00:00:21.000 --> 00:00:25.000]  因為它覺得自己是很安全的
[00:00:25.000 --> 00:00:27.000]  我曾經和大家提過
[00:00:28.000 --> 00:00:31.000]  原因不是說教會覺得自己很安全
[00:00:31.000 --> 00:00:34.000]  而是教會坐落在這個地方
[00:00:34.000 --> 00:00:36.000]  叫做撒迪這個地方
[00:00:36.000 --> 00:00:39.000]  而撒迪這個地方我曾經和大家提過
[00:00:39.000 --> 00:00:41.000]  就是在山上的城
[00:00:41.000 --> 00:00:43.000]  所以在山上的城
[00:00:43.000 --> 00:00:46.000]  在古時就是幾千年前
[00:00:46.000 --> 00:00:50.000]  因為它不是二千年前才有的這個地方
[00:00:50.000 --> 00:00:53.000]  在主前已經有這個地方
[00:00:53.000 --> 00:01:03.000]  也在歷史裏面曾經很多次被一些很強大軍力的軍隊想攻陷它
[00:01:03.000 --> 00:01:04.000]  都打不到的
[00:01:04.000 --> 00:01:05.000]  因為它在山上
[00:01:05.000 --> 00:01:07.000]  那時候你知道了
[00:01:07.000 --> 00:01:10.000]  又沒有飛機又沒有大砲又沒有直升機
[00:01:10.000 --> 00:01:12.000]  沒有那些設備
[00:01:12.000 --> 00:01:16.000]  所以要攻入這個城
[00:01:16.000 --> 00:01:18.000]  真的要走上去的
[00:01:18.000 --> 00:01:19.000]  但是沒有路
[00:01:19.000 --> 00:01:20.000]  沒有什麼路
[00:01:20.000 --> 00:01:22.000]  是懸崖峭壁
[00:01:22.000 --> 00:01:24.000]  就是因為這個緣故
[00:01:24.000 --> 00:01:25.000]  這個地方
[00:01:25.000 --> 00:01:26.000]  這個城市
[00:01:26.000 --> 00:01:27.000]  撒迪這個城市
[00:01:27.000 --> 00:01:29.000]  就是很鬆懈的
[00:01:29.000 --> 00:01:32.000]  甚至都沒有什麼防備的
[00:01:32.000 --> 00:01:36.000]  我相信在那裏做那些軍隊去
[00:01:36.000 --> 00:01:39.000]  一個城市當然有軍隊的
[00:01:39.000 --> 00:01:41.000]  他們都不會真是
[00:01:41.000 --> 00:01:44.000]  經常都在那裏很留意那個情況
[00:01:44.000 --> 00:01:48.000]  同時我都提過
[00:01:48.000 --> 00:01:49.000]  這個撒迪這個地方
[00:01:49.000 --> 00:01:50.000]  山上有個城
[00:01:50.000 --> 00:01:51.000]  山下都有個城的
[00:01:51.000 --> 00:01:52.000]  原因就是
[00:01:52.000 --> 00:01:54.000]  經過多年累月
[00:01:54.000 --> 00:01:58.000]  那個山是風吹雨打
[00:01:58.000 --> 00:02:00.000]  甚至有地震的緣故
[00:02:00.000 --> 00:02:03.000]  人口亦一路一路多的
[00:02:03.000 --> 00:02:04.000]  一個地方
[00:02:04.000 --> 00:02:05.000]  不夠住了
[00:02:05.000 --> 00:02:07.000]  所以山下又弄多一個城市
[00:02:07.000 --> 00:02:09.000]  慢慢慢慢山上的城市
[00:02:09.000 --> 00:02:10.000]  你可想而知
[00:02:10.000 --> 00:02:12.000]  真的差不多好像沒有什麼人再用了
[00:02:12.000 --> 00:02:13.000]  所以最近
[00:02:13.000 --> 00:02:18.000]  有一些的童工去土耳其旅行
[00:02:18.000 --> 00:02:20.000]  我知道他們去土耳其
[00:02:20.000 --> 00:02:22.000]  說是去七教會
[00:02:22.000 --> 00:02:24.000]  其實都沒有去完
[00:02:24.000 --> 00:02:26.000]  有些都有去的
[00:02:26.000 --> 00:02:29.000]  每一次我都說
[00:02:29.000 --> 00:02:30.000]  拍些照片給我
[00:02:30.000 --> 00:02:31.000]  拍些照片給我
[00:02:31.000 --> 00:02:32.000]  其實我都有很多照片的
[00:02:32.000 --> 00:02:33.000]  有書
[00:02:33.000 --> 00:02:35.000]  有錄影
[00:02:35.000 --> 00:02:37.000]  但是居然
[00:02:37.000 --> 00:02:38.000]  他告訴我
[00:02:38.000 --> 00:02:40.000]  去到問當地的人
[00:02:40.000 --> 00:02:41.000]  他們都好像不知道
[00:02:41.000 --> 00:02:43.000]  山上有個城的曾經
[00:02:43.000 --> 00:02:44.000]  當然了
[00:02:44.000 --> 00:02:46.000]  已經是2000年前的事了
[00:02:46.000 --> 00:02:48.000]  但是發覺
[00:02:48.000 --> 00:02:50.000]  現在還看到有個山
[00:02:50.000 --> 00:02:51.000]  是很矮的
[00:02:51.000 --> 00:02:52.000]  不是很高的了
[00:02:52.000 --> 00:02:53.000]  變了
[00:02:53.000 --> 00:02:54.000]  所以
[00:02:54.000 --> 00:02:56.000]  歷史是會將很多東西
[00:02:56.000 --> 00:02:58.000]  慢慢慢慢變化了
[00:02:58.000 --> 00:03:01.000]  這個教會
[00:03:01.000 --> 00:03:02.000]  我今天跟大家說
[00:03:02.000 --> 00:03:05.000]  是由第三章第五節第六節去看
[00:03:05.000 --> 00:03:08.000]  德性的必這樣穿白衣
[00:03:08.000 --> 00:03:10.000]  什麼叫德性呢
[00:03:10.000 --> 00:03:12.000]  德性
[00:03:12.000 --> 00:03:13.000]  就是說
[00:03:13.000 --> 00:03:16.000]  是得著救恩
[00:03:16.000 --> 00:03:18.000]  因為我們的德性不是靠自己
[00:03:18.000 --> 00:03:19.000]  如果我們以為
[00:03:19.000 --> 00:03:21.000]  我們自己可以靠自己的能力
[00:03:21.000 --> 00:03:23.000]  靠自己的堅持
[00:03:23.000 --> 00:03:27.000]  能夠過一個德性的基督徒生活
[00:03:27.000 --> 00:03:29.000]  我們是很錯誤的
[00:03:29.000 --> 00:03:31.000]  因為在我們的身體裏面
[00:03:31.000 --> 00:03:34.000]  還是有那個肉體的情慾
[00:03:34.000 --> 00:03:35.000]  眼目的情慾
[00:03:35.000 --> 00:03:36.000]  今生的驕傲
[00:03:36.000 --> 00:03:38.000]  罪性還仍然在
[00:03:38.000 --> 00:03:40.000]  我們千萬不要搞錯了
[00:03:40.000 --> 00:03:41.000]  以為說
[00:03:41.000 --> 00:03:42.000]  我信了耶穌
[00:03:42.000 --> 00:03:44.000]  我有永遠的生命在我裏面
[00:03:44.000 --> 00:03:46.000]  我就能夠
[00:03:46.000 --> 00:03:48.000]  有神的能力
[00:03:48.000 --> 00:03:50.000]  有神與我同在
[00:03:50.000 --> 00:03:52.000]  我就不會再犯罪
[00:03:52.000 --> 00:03:54.000]  絕對不是
[00:03:54.000 --> 00:03:57.000]  我想一個人信了耶穌
[00:03:57.000 --> 00:03:58.000]  之後
[00:03:58.000 --> 00:04:00.000]  不再犯罪的機會
[00:04:00.000 --> 00:04:03.000]  除非他一信耶穌
[00:04:03.000 --> 00:04:04.000]  馬上就回天賦道
[00:04:04.000 --> 00:04:05.000]  罪德赦免
[00:04:05.000 --> 00:04:06.000]  馬上就回天賦道
[00:04:06.000 --> 00:04:07.000]  那就沒得說了
[00:04:07.000 --> 00:04:09.000]  如果還在世界上活著的時候
[00:04:09.000 --> 00:04:11.000]  想沒有犯罪
[00:04:11.000 --> 00:04:12.000]  根本
[00:04:13.000 --> 00:04:14.000]  我沒聽過人
[00:04:14.000 --> 00:04:16.000]  可以說自己真的可以這樣
[00:04:16.000 --> 00:04:20.000]  但是
[00:04:20.000 --> 00:04:21.000]  我們的德性
[00:04:21.000 --> 00:04:23.000]  我們的德究
[00:04:23.000 --> 00:04:25.000]  是神的
[00:04:25.000 --> 00:04:27.000]  在那個審判裏面說
[00:04:27.000 --> 00:04:29.000]  這個人無罪
[00:04:29.000 --> 00:04:32.000]  無罪之後
[00:04:32.000 --> 00:04:34.000]  是基於什麼
[00:04:34.000 --> 00:04:36.000]  基於他的真心
[00:04:36.000 --> 00:04:38.000]  他願意悔和改
[00:04:38.000 --> 00:04:40.000]  我要強調一點
[00:04:42.000 --> 00:04:43.000]  正如我曾經提過
[00:04:43.000 --> 00:04:44.000]  很多人都悔
[00:04:44.000 --> 00:04:45.000]  但是不改
[00:04:45.000 --> 00:04:47.000]  什麼叫悔和不改
[00:04:47.000 --> 00:04:50.000]  如果我小心一點
[00:04:50.000 --> 00:04:52.000]  真的很後悔
[00:04:52.000 --> 00:04:53.000]  我自己不小心
[00:04:53.000 --> 00:04:54.000]  我小心一點
[00:04:54.000 --> 00:04:56.000]  我就不會被人發現了
[00:04:56.000 --> 00:04:57.000]  是不是
[00:04:57.000 --> 00:04:58.000]  他會悔的
[00:04:58.000 --> 00:05:00.000]  甚至都懊悔
[00:05:00.000 --> 00:05:02.000]  甚至都說
[00:05:02.000 --> 00:05:03.000]  我真是活該了
[00:05:03.000 --> 00:05:04.000]  這次
[00:05:04.000 --> 00:05:06.000]  為什麼我這次
[00:05:06.000 --> 00:05:07.000]  這麼
[00:05:07.000 --> 00:05:09.000]  保密呢
[00:05:09.000 --> 00:05:12.000]  為什麼我手機居然被人看到
[00:05:12.000 --> 00:05:14.000]  我跟人WhatsApp的對話呢
[00:05:14.000 --> 00:05:16.000]  為什麼我不加密呢
[00:05:16.000 --> 00:05:18.000]  為什麼我以為
[00:05:18.000 --> 00:05:22.000]  已經關掉所有的機器
[00:05:22.000 --> 00:05:26.000]  誰知道原來還在播放影片
[00:05:26.000 --> 00:05:30.000]  這是悔而已
[00:05:30.000 --> 00:05:31.000]  不是改
[00:05:31.000 --> 00:05:32.000]  改是什麼
[00:05:32.000 --> 00:05:33.000]  改是承認自己
[00:05:33.000 --> 00:05:35.000]  知道自己是錯
[00:05:36.000 --> 00:05:39.000]  是很願意的去改過
[00:05:39.000 --> 00:05:41.000]  但是改過
[00:05:41.000 --> 00:05:42.000]  是不是靠自己呢
[00:05:42.000 --> 00:05:43.000]  當然了
[00:05:43.000 --> 00:05:46.000]  你要真是自願去改
[00:05:46.000 --> 00:05:49.000]  但是不是靠自己的能力去改得到呢
[00:05:49.000 --> 00:05:50.000]  不是
[00:05:50.000 --> 00:05:51.000]  你靠自己
[00:05:51.000 --> 00:05:52.000]  你想
[00:05:52.000 --> 00:05:55.000]  這個是要我們自己去做的
