
[00:00:00.000 --> 00:00:04.460]  好,今天會和大家來帶去分享一個題目
[00:00:04.460 --> 00:00:09.640]  自從一百萬人上街遊行之後呢,直到今天
[00:00:09.640 --> 00:00:14.000]  大家有沒有留意到我們的特首呢,好像神隱了
[00:00:14.000 --> 00:00:16.960]  有些人就說叫歸宿了
[00:00:16.960 --> 00:00:18.440]  沒怎麼見到他
[00:00:18.440 --> 00:00:21.800]  見到他那幾次出來譴責那些暴徒,是不是?
[00:00:21.800 --> 00:00:23.800]  有清晨四點鐘
[00:00:23.800 --> 00:00:29.440]  有在那個沙田新城市廣場之後
[00:00:29.440 --> 00:00:31.960]  他又出來譴責這些暴亂的人
[00:00:31.960 --> 00:00:36.000]  但究竟他是不是隱藏了之後不做事呢?
[00:00:36.000 --> 00:00:38.000]  大家知道絕對不是
[00:00:38.000 --> 00:00:40.000]  他有些活動已經沒出席了
[00:00:40.000 --> 00:00:44.000]  每一年的書展都是由特首做開幕的嘉賓的
[00:00:44.000 --> 00:00:46.000]  但這次他沒出去
[00:00:46.000 --> 00:00:49.000]  由邱騰華來代表了他
[00:00:49.000 --> 00:00:53.800]  也看新聞的時候知道有紀律部隊在六週年紀念
[00:00:53.800 --> 00:00:55.800]  原本他是答應了做嘉賓的
[00:00:55.800 --> 00:00:58.800]  但也隱藏了
[00:00:58.800 --> 00:01:02.800]  但我們知道隱藏並不代表他沒做事
[00:01:02.800 --> 00:01:08.800]  他一定是跟一些人在想如何令社會不要再這麼撕裂
[00:01:08.800 --> 00:01:15.800]  或者會不會用什麼方法來分散市民針對他呢?
[00:01:15.800 --> 00:01:17.800]  你有沒有留意最近這一個星期
[00:01:17.800 --> 00:01:21.800]  突然之間很多官員出來說話?
[00:01:21.800 --> 00:01:24.800]  陳凡是不是失蹤很久了?
[00:01:24.800 --> 00:01:26.800]  這個星期是不是突然間找陳凡出來?
[00:01:26.800 --> 00:01:31.800]  就是告訴大家沙中線什麼時候開行
[00:01:31.800 --> 00:01:34.800]  不過紅磡線可能不會做事
[00:01:34.800 --> 00:01:36.800]  陳肇始又會宣佈
[00:01:36.800 --> 00:01:38.800]  特別是細蚊仔
[00:01:38.800 --> 00:01:41.800]  原來從幼稚園到小學都免費打疫苗
[00:01:41.800 --> 00:01:43.800]  塞進鼻子那裏
[00:01:43.800 --> 00:01:47.800]  也有黃偉倫會說
[00:01:47.800 --> 00:01:48.800]  雖然現在是這樣
[00:01:48.800 --> 00:01:51.800]  但是明日大勻我們會繼續推行
[00:01:51.800 --> 00:01:53.800]  突然之間你看到這一個星期
[00:01:53.800 --> 00:01:57.800]  很多政府的高級官員就在說他們的東西
[00:01:57.800 --> 00:02:00.800]  其實目的就是想將注意力來分散
[00:02:00.800 --> 00:02:03.800]  雖然我們見不到我們的特首
[00:02:03.800 --> 00:02:07.800]  但是我們仍然很確信是在想東西和做東西
[00:02:07.800 --> 00:02:09.800]  同樣的今天
[00:02:09.800 --> 00:02:12.800]  我們在這個社會里面或者我們個人的經歷
[00:02:12.800 --> 00:02:14.800]  有時候我們遇到一些很不開心的事
[00:02:14.800 --> 00:02:19.800]  我們好像被一些無理的剝奪或者迫害
[00:02:19.800 --> 00:02:21.800]  我們在困境當中
[00:02:21.800 --> 00:02:23.800]  我們會向神帶去呼求
[00:02:23.800 --> 00:02:25.800]  求神來幫助我們
[00:02:25.800 --> 00:02:26.800]  但是你沒有這個經歷
[00:02:26.800 --> 00:02:29.800]  就好像神沒有聽你祈禱
[00:02:29.800 --> 00:02:31.800]  神好像默然不語
[00:02:31.800 --> 00:02:34.800]  神甚至好像隱藏了這樣
[00:02:34.800 --> 00:02:37.800]  我們會問神你究竟在哪裏
[00:02:37.800 --> 00:02:42.800]  我們在質疑神是否仍然眷顧着我們
[00:02:42.800 --> 00:02:45.800]  甚至我們會看這個社會
[00:02:45.800 --> 00:02:47.800]  這個社會里面有這麼多的撕裂
[00:02:47.800 --> 00:02:49.800]  有這麼多的問題
[00:02:49.800 --> 00:02:51.800]  我們也在問神
[00:02:51.800 --> 00:02:53.800]  我們也在不斷爲這些事祈禱
[00:02:53.800 --> 00:02:55.800]  特別是在這段日子裏面
[00:02:55.800 --> 00:02:58.800]  有很多的牧者出到一些現場裏面
[00:02:58.800 --> 00:03:01.800]  爲香港求平安
[00:03:01.800 --> 00:03:05.800]  但是至少我們現在看不到有任何的改變
[00:03:05.800 --> 00:03:08.800]  究竟神是否聽我們祈禱
[00:03:08.800 --> 00:03:10.800]  有時候我們會有這個質疑
[00:03:10.800 --> 00:03:14.800]  所以今天我會和大家透過詩篇第十篇
[00:03:14.800 --> 00:03:17.800]  我發現我很少講詩篇
[00:03:17.800 --> 00:03:21.800]  這一篇詩篇成爲我們的一些提醒和鼓勵
[00:03:21.800 --> 00:03:25.800]  詩人面對到當時社會的那種惡劣
[00:03:25.800 --> 00:03:29.800]  他就在質問神你究竟在哪裏
[00:03:29.800 --> 00:03:33.800]  我們一起來讀詩篇第十篇的第一、第二兩節
[00:03:33.800 --> 00:03:35.800]  我們一起來讀出
[00:03:47.800 --> 00:03:53.800]  詩人面對當時的處境
[00:03:53.800 --> 00:03:56.800]  那些惡人不斷的惡計得逞
[00:03:56.800 --> 00:04:02.800]  他們張狂去欺負一些貧乏的人
[00:04:02.800 --> 00:04:04.800]  詩人向神來呼求
[00:04:04.800 --> 00:04:07.800]  神你應該來彰顯你的公義
[00:04:07.800 --> 00:04:10.800]  但是好像沒有任何的回應
[00:04:10.800 --> 00:04:12.800]  所以一開始他就質問神
[00:04:12.800 --> 00:04:17.800]  神啊,你爲什麼在人患難的時候隱藏起來呢?
[00:04:17.800 --> 00:04:20.800]  你好像是神隱,沒有出現
[00:04:20.800 --> 00:04:24.800]  爲什麼容忍這些罪惡不斷的發生?
[00:04:24.800 --> 00:04:26.800]  其實不僅是這一篇詩篇
[00:04:26.800 --> 00:04:28.800]  詩人有這個質疑
[00:04:28.800 --> 00:04:32.800]  其實很多時候有其他的人都同樣有這份感受
[00:04:32.800 --> 00:04:36.800]  我們再看詩篇十三篇的第一節和三十五篇的第二節
[00:04:36.800 --> 00:04:38.800]  我們一起來讀出
[00:04:38.800 --> 00:04:42.800]  「耶和華,你忘記我要到幾時呢?」
[00:04:42.800 --> 00:04:44.800]  「要到永遠嗎?」
[00:04:44.800 --> 00:04:47.800]  「你掩面不顧我要到幾時呢?」
[00:04:47.800 --> 00:04:50.800]  「耶和華,你已經看見了」
[00:04:50.800 --> 00:04:52.800]  「求你不要挨口」
[00:04:52.800 --> 00:04:54.800]  「主啊,求你不要遠離我」
[00:04:54.800 --> 00:04:56.800]  很多時候我們有這個感受
[00:04:56.800 --> 00:04:59.800]  就是爲什麼你好像沒有出手
[00:04:59.800 --> 00:05:00.800]  你是沉默不言
[00:05:00.800 --> 00:05:02.800]  你好像離我們很遠
[00:05:02.800 --> 00:05:07.800]  爲什麼容忍罪惡不斷的繼續來滋生
[00:05:07.800 --> 00:05:10.800]  原來不僅僅是他個人的經歷
[00:05:10.800 --> 00:05:12.800]  當他見到社會里面很多不公平的事
[00:05:12.800 --> 00:05:15.800]  他同樣發出這份哀求
[00:05:15.800 --> 00:05:21.800]  他見到這些惡人侵吞孤兒寡婦的地土財富
[00:05:21.800 --> 00:05:25.800]  甚至他們運用他們法律的權力
[00:05:25.800 --> 00:05:27.800]  來剝奪這些人
[00:05:27.800 --> 00:05:29.800]  他在質問神爲什麼會這樣
[00:05:29.800 --> 00:05:34.800]  第一第二節是詩人對神的質信
[00:05:34.800 --> 00:05:40.800]  第三第四節描繪這羣人爲什麼會行惡
[00:05:40.800 --> 00:05:43.800]  他們的心態是什麼一回事
[00:05:43.800 --> 00:05:46.800]  原來他們是目中無神
[00:05:46.800 --> 00:05:50.800]  我們一起來看詩篇第十篇第三第四兩節
[00:05:50.800 --> 00:05:51.800]  我們一起去讀出
[00:06:05.800 --> 00:06:11.800]  這兩節經文是很清晰地描寫一些人
[00:06:11.800 --> 00:06:15.800]  爲什麼越來越犯罪是越來越嚴重呢
[00:06:15.800 --> 00:06:18.800]  這是心態上的轉變
[00:06:18.800 --> 00:06:21.800]  開頭他們沒有離棄神
[00:06:21.800 --> 00:06:23.800]  他們都是神的子民
[00:06:23.800 --> 00:06:27.800]  但是惡人以自己的心願來自誇
[00:06:27.800 --> 00:06:29.800]  他自己想一些計劃
[00:06:29.800 --> 00:06:30.800]  但是當這些計劃
[00:06:30.800 --> 00:06:35.800]  縱使是不義但是能夠得逞
[00:06:35.800 --> 00:06:38.800]  繼續繼續去做這些事
[00:06:38.800 --> 00:06:41.800]  他就開始違背神的心願
