
[00:00:00.000 --> 00:00:04.420]  今日的講題是比較囂張的
[00:00:04.420 --> 00:00:11.340]  最妙的道 講那個要不怕醜
[00:00:11.340 --> 00:00:15.380]  不過這個最妙的道不是因為我們
[00:00:15.380 --> 00:00:16.780]  而是保羅所講的
[00:00:16.780 --> 00:00:21.300]  他說要將一個最妙的道向我們分享
[00:00:21.300 --> 00:00:25.740]  今日講的這段經文是一段大家都
[00:00:25.740 --> 00:00:32.940]  可能聽過很多次 大家耳熟能詳的一段經文
[00:00:32.940 --> 00:00:35.740]  《哥倫多前書》十三章
[00:00:35.740 --> 00:00:40.740]  我們會形容它是愛篇 因為是講愛是怎樣
[00:00:40.740 --> 00:00:46.740]  很多時候我們都會去理解 可能是講夫婦間的愛情
[00:00:46.740 --> 00:00:53.340]  很多時候在婚禮上都會常常用這段經文
[00:00:53.340 --> 00:00:56.940]  特別是講到愛是恆久忍耐
[00:00:56.940 --> 00:01:00.540]  很多大英姐妹都覺得是 愛是恆久忍耐
[00:01:00.540 --> 00:01:02.940]  我忍了我老公很多年了
[00:01:02.940 --> 00:01:08.740]  所以這段經文一定是講關於夫婦間的愛情
[00:01:08.740 --> 00:01:11.940]  但當我們看到十三章的時候
[00:01:11.940 --> 00:01:14.940]  我們又回到前面第十二章
[00:01:14.940 --> 00:01:18.740]  我們看到全章的十二章 它在講什麼
[00:01:18.740 --> 00:01:20.740]  它在講淑玲的恩賜
[00:01:20.740 --> 00:01:25.140]  它特別提到教會是基督的身體
[00:01:25.140 --> 00:01:29.340]  各有不同的恩賜 就好像身體有不同肢體一樣
[00:01:29.340 --> 00:01:33.740]  所以似乎去到第十三章講的愛篇
[00:01:33.740 --> 00:01:38.540]  保羅說要將一個最妙的道跟我們分享的時間
[00:01:38.540 --> 00:01:43.740]  似乎不是真的講一段關於夫婦間的關係
[00:01:43.740 --> 00:01:47.340]  或者一些愛情的教導
[00:01:47.340 --> 00:01:50.140]  所以我們看回前面第十二章
[00:01:50.140 --> 00:01:53.740]  保羅他就講到那些淑玲的恩賜
[00:01:53.740 --> 00:01:56.940]  因為當時的哥倫多教會
[00:01:56.940 --> 00:02:01.340]  我們都知道哥倫多教會是一間充滿很多問題的教會
[00:02:01.340 --> 00:02:03.140]  他們有分黨分派
[00:02:03.140 --> 00:02:06.140]  他們有很多淫亂的事在他們中間
[00:02:06.140 --> 00:02:09.940]  保羅他去提醒當時那班信徒
[00:02:09.940 --> 00:02:11.940]  特別當時那班哥倫多信徒
[00:02:11.940 --> 00:02:16.140]  他們認為自己有恩賜就比別人優越
[00:02:16.140 --> 00:02:17.540]  是自高自大
[00:02:17.540 --> 00:02:20.340]  這個可能也是的
[00:02:20.340 --> 00:02:22.940]  好像剛才敬拜隊 我唱歌好聽過你
[00:02:22.940 --> 00:02:27.740]  我覺得我應該要做帶領那個
[00:02:27.740 --> 00:02:32.740]  可能有些人覺得自己的恩賜好像比別人優越
[00:02:32.740 --> 00:02:34.540]  所以自高自大
[00:02:34.540 --> 00:02:38.540]  所以保羅他也提醒他們一件很重要的事
[00:02:38.540 --> 00:02:42.740]  他說聖靈才是各樣淑玲恩賜的源頭
[00:02:42.740 --> 00:02:45.540]  聖靈才是恩賜的主
[00:02:45.540 --> 00:02:49.540]  所以他要提醒這班哥倫多的信徒
[00:02:49.540 --> 00:02:52.940]  告訴他們 恩賜是神賜予的
[00:02:52.940 --> 00:02:55.540]  其實我們每一個人都只是領袖
[00:02:55.540 --> 00:02:58.140]  弟兄姊妹 既然我們都是領袖
[00:02:58.140 --> 00:03:01.140]  那又有什麼呢
[00:03:01.140 --> 00:03:03.940]  第二件事更加要提的是
[00:03:03.940 --> 00:03:06.940]  神賜予恩賜其實是要我們好好運用
[00:03:06.940 --> 00:03:08.340]  不要藏起來
[00:03:08.340 --> 00:03:13.340]  所以你看馬太福音25章14-30字的財綱的比喻
[00:03:13.340 --> 00:03:16.540]  正正是說我們有恩賜不要藏起來
[00:03:16.540 --> 00:03:17.540]  要好好運用
[00:03:17.540 --> 00:03:20.740]  並且恩賜更加重要的一件事是為了什麼呢
[00:03:20.740 --> 00:03:23.340]  就是為了要去建立教會
[00:03:23.340 --> 00:03:25.540]  所以我們各人有不同的恩賜
[00:03:25.540 --> 00:03:29.740]  我們就是為了去建立我們這個淑玲的群體
[00:03:29.740 --> 00:03:31.140]  建立教會
[00:03:31.140 --> 00:03:32.940]  而在我們弟兄姊妹之間
[00:03:32.940 --> 00:03:34.740]  我們各人有不同的恩賜的時候
[00:03:34.740 --> 00:03:37.740]  我們是不需要去比較
[00:03:37.740 --> 00:03:40.340]  更加不需要去否定
[00:03:40.340 --> 00:03:43.340]  所以保羅在第12章最後的部分
[00:03:43.340 --> 00:03:45.540]  他就吩咐當時的哥倫多信徒
[00:03:45.540 --> 00:03:47.940]  他們要追求更大的恩賜
[00:03:47.940 --> 00:03:49.340]  所以我們弟兄姊妹
[00:03:49.340 --> 00:03:50.740]  我們回來教會
[00:03:50.740 --> 00:03:52.940]  我們確實要追求更大的恩賜
[00:03:52.940 --> 00:03:55.140]  因為我們要建立教會
[00:03:55.140 --> 00:03:56.540]  然後保羅就說
[00:03:56.540 --> 00:04:00.140]  他更加要指示最妙的道給我們聽
[00:04:00.140 --> 00:04:03.340]  所以去到第13章
[00:04:03.340 --> 00:04:05.940]  他說要指示最妙的道
[00:04:05.940 --> 00:04:08.540]  但一開始他不是教我們
[00:04:08.540 --> 00:04:10.540]  怎樣有更大的恩賜
[00:04:10.540 --> 00:04:13.340]  怎樣去追求更大的恩賜
[00:04:13.340 --> 00:04:15.340]  而是他先提到
[00:04:15.340 --> 00:04:19.340]  如果你有恩賜卻是沒有愛的話
[00:04:19.340 --> 00:04:21.340]  有恩賜也是變成什麼?
[00:04:21.340 --> 00:04:23.740]  沒有意義
[00:04:23.740 --> 00:04:27.540]  他提到保羅說的是有幾種的恩賜
[00:04:27.540 --> 00:04:29.940]  包括說萬人的方言
[00:04:29.940 --> 00:04:32.740]  即是說一些不同的語言
[00:04:32.740 --> 00:04:33.740]  天使的話語
[00:04:33.740 --> 00:04:36.540]  可能是說一些我們人聽不明白的
[00:04:36.540 --> 00:04:39.340]  需要翻出來的方言
[00:04:39.340 --> 00:04:41.340]  另外還有先知講道之能
[00:04:41.340 --> 00:04:43.940]  還要明白各樣的奧秘
[00:04:43.940 --> 00:04:44.940]  有知識
[00:04:44.940 --> 00:04:46.740]  有傳遍的信能夠移生
[00:04:46.740 --> 00:04:50.340]  即是說可以行一些超自然的恩賜
[00:04:50.340 --> 00:04:52.940]  甚至你很愛主很偉大
[00:04:52.940 --> 00:04:54.940]  可以去捨己身
[00:04:54.940 --> 00:04:56.340]  去獻身自焚
[00:04:56.340 --> 00:04:58.340]  甚至可能是很壯烈的犧牲
[00:04:58.340 --> 00:04:59.940]  為主去殉道
[00:04:59.940 --> 00:05:03.740]  保羅說就算你有了這一切的恩賜
[00:05:03.740 --> 00:05:07.740]  但是如果你是沒有愛的話
[00:05:07.740 --> 00:05:11.140]  都是成了鳴的鑼響的筆
[00:05:11.140 --> 00:05:14.140]  鳴的鑼響的筆是怎麼解釋的呢?
[00:05:14.140 --> 00:05:16.140]  為什麼保羅用這個比喻呢?
[00:05:16.140 --> 00:05:17.140]  意思是這樣的
[00:05:17.140 --> 00:05:18.940]  他想表達的是
[00:05:18.940 --> 00:05:21.540]  如果那些鑼和那些筆
[00:05:21.540 --> 00:05:23.540]  只是不斷自己在打的時候
[00:05:23.540 --> 00:05:25.740]  就會出現什麼聲音?
[00:05:25.740 --> 00:05:27.340]  瓶瓶瓣瓣的聲音
[00:05:27.340 --> 00:05:29.140]  如果你沒有音樂的話
[00:05:29.140 --> 00:05:32.540]  這些瓶瓶瓣瓣的聲音是沒有意思的
[00:05:32.540 --> 00:05:35.540]  同樣地,他用這個比喻
[00:05:35.540 --> 00:05:37.540]  如果我們有很多的恩賜
[00:05:37.540 --> 00:05:39.540]  但是我們卻是沒有愛的話
[00:05:39.540 --> 00:05:41.740]  我們就好像鳴的鑼響的筆一樣
[00:05:41.740 --> 00:05:42.740]  只是瓶瓶瓣瓣
[00:05:42.740 --> 00:05:45.140]  但是我們是沒有意思、沒有意義的
[00:05:45.140 --> 00:05:47.340]  他也在說什麼呢?
[00:05:47.340 --> 00:05:48.940]  當我們有恩賜、沒有愛
[00:05:48.940 --> 00:05:50.140]  就是算不得什麼
[00:05:50.140 --> 00:05:51.740]  就是微不足道
[00:05:51.740 --> 00:05:53.340]  有恩賜、沒有愛
[00:05:53.340 --> 00:05:55.140]  仍然是跟我們怎樣呢?
[00:05:55.140 --> 00:05:57.740]  是無益、一無所獲
[00:05:57.740 --> 00:06:00.540]  所以保羅要教導哥倫多的信徒
[00:06:00.540 --> 00:06:02.940]  沒有愛的數年恩賜
[00:06:02.940 --> 00:06:04.740]  其實是沒有意義的
[00:06:04.740 --> 00:06:06.140]  算不得什麼
[00:06:06.140 --> 00:06:07.540]  沒有益處
[00:06:07.540 --> 00:06:09.740]  確實弟兄姊妹
[00:06:09.740 --> 00:06:10.940]  今天我們去想
[00:06:10.940 --> 00:06:13.540]  當我們回到教會
[00:06:13.540 --> 00:06:17.340]  我們能夠有最好的詩琴
[00:06:17.340 --> 00:06:19.340]  彈最美妙的樂聲
[00:06:19.340 --> 00:06:21.340]  我們有最好的敬拜隊
[00:06:21.340 --> 00:06:23.940]  帶領我們一個很好的敬拜
[00:06:23.940 --> 00:06:26.340]  我們有最好的音響
[00:06:26.340 --> 00:06:29.340]  我們有最高技術的音控員
[00:06:29.340 --> 00:06:32.140]  他們打powerpoint打得很準確
[00:06:32.140 --> 00:06:34.340]  我們領會也領得很好
[00:06:34.340 --> 00:06:38.540]  還有好像這麼頂級的講員
[00:06:38.540 --> 00:06:43.140]  我們覺得這些都是一間教會很吸引的原因
[00:06:43.140 --> 00:06:45.140]  但是弟兄姊妹
[00:06:45.140 --> 00:06:50.340]  這些確實真的會吸引到人回教會
[00:06:50.340 --> 00:06:52.740]  但是我從來沒有聽過人
[00:06:52.740 --> 00:06:58.340]  他會說教會因為沒有恩賜而要離開教會
[00:06:58.340 --> 00:07:00.340]  大部分不回教會的人
[00:07:00.340 --> 00:07:05.140]  都說教會是什麼?
[00:07:05.140 --> 00:07:06.140]  沒有愛心
[00:07:06.140 --> 00:07:08.340]  沒有愛
[00:07:08.340 --> 00:07:13.140]  所以我在網上搜集了幾個統計
[00:07:13.140 --> 00:07:17.740]  說五大不回教會的原因
[00:07:17.740 --> 00:07:22.140]  第一他說教會的會友經常去論斷
[00:07:22.140 --> 00:07:24.140]  或者表現偽善
[00:07:24.140 --> 00:07:29.140]  弟兄姊妹因為我們大部分的人都在職場打滾很多年
[00:07:29.140 --> 00:07:34.140]  你幫我看看你旁邊那個是不是打滾了很多年
[00:07:34.140 --> 00:07:36.140]  在職場我們很容易被訓練
[00:07:36.140 --> 00:07:39.140]  就是我們變成一個怎樣的人
[00:07:39.140 --> 00:07:42.140]  有事都是藏起來不會隨便說
[00:07:42.140 --> 00:07:45.140]  不會說人
[00:07:45.140 --> 00:07:52.140]  可能有時我們都將我們在職場的習慣帶回教會
[00:07:52.140 --> 00:07:54.140]  這樣去跟別人相處
[00:07:54.140 --> 00:07:56.140]  第二不回教會的原因
[00:07:56.140 --> 00:08:00.140]  他說感覺不到自己跟教友有聯繫
[00:08:00.140 --> 00:08:03.140]  可能我們很多時候回教會都很匆匆忙忙
[00:08:03.140 --> 00:08:05.140]  回來又很忙於侍奉
[00:08:05.140 --> 00:08:09.140]  我們崇拜完聊一會兒可能就要走了
[00:08:09.140 --> 00:08:11.140]  平時生活亦都很忙碌
[00:08:11.140 --> 00:08:15.140]  所以我們很少跟其他的弟兄姊妹有聯繫
[00:08:15.140 --> 00:08:18.140]  第三就是意見分歧
[00:08:18.140 --> 00:08:23.140]  不知為何回到教會很多時候都有不同的意見
[00:08:23.140 --> 00:08:24.140]  我們又接受不到
[00:08:24.140 --> 00:08:28.140]  我們不能像擁抱那些跟我們不同的人
[00:08:28.140 --> 00:08:30.140]  但弟兄姊妹我們回到教會
[00:08:30.140 --> 00:08:34.140]  其實真的要去學習去接受有不同意見的人
[00:08:34.140 --> 00:08:38.140]  第四就是沒有得到被慰養
[00:08:38.140 --> 00:08:41.140]  很多時候可能在講壇的訊息
[00:08:41.140 --> 00:08:43.140]  可能對很多弟兄姊妹來說
[00:08:43.140 --> 00:08:48.140]  近年最喜歡說的就是「唔到地」
[00:08:48.140 --> 00:08:50.140]  或者可能跟他們的生活無關
[00:08:50.140 --> 00:08:55.140]  最後就是他們的訊息不足
[00:08:55.140 --> 00:08:58.140]  不斷被要求去服侍
[00:08:58.140 --> 00:09:01.140]  你都知道這個會枯乾
[00:09:01.140 --> 00:09:06.140]  所以這五個現在統計
[00:09:06.140 --> 00:09:10.140]  最主要說不回教會的原因
[00:09:10.140 --> 00:09:13.140]  弟兄姊妹在這五大原因
[00:09:13.140 --> 00:09:16.140]  我們沒有找到一件事提到
[00:09:16.140 --> 00:09:19.140]  那些人不回教會是因為教會沒有恩賜
[00:09:19.140 --> 00:09:21.140]  其實這裡全部都在講
[00:09:21.140 --> 00:09:24.140]  其實教會沒有什麼?沒有愛
[00:09:24.140 --> 00:09:26.140]  所以我們明白保羅在講什麼?
[00:09:26.140 --> 00:09:30.140]  如果教會有很多恩賜
[00:09:30.140 --> 00:09:32.140]  但卻沒有愛的時候
[00:09:32.140 --> 00:09:37.140]  其實這些都是沒有意思、沒有意義
[00:09:37.140 --> 00:09:40.140]  所以保羅就要教導哥倫多的信徒
[00:09:40.140 --> 00:09:43.140]  我們不單止追求屬靈的恩賜
[00:09:43.140 --> 00:09:44.140]  更加要追求愛
[00:09:44.140 --> 00:09:46.140]  所以弟兄姊妹聽清楚
[00:09:46.140 --> 00:09:50.140]  現在不是在講我們不用追求屬靈的恩賜
[00:09:50.140 --> 00:09:51.140]  只是要追求愛
[00:09:51.140 --> 00:09:52.140]  不是在講這件事
[00:09:52.140 --> 00:09:54.140]  保羅很清楚在十二章已經在講
[00:09:54.140 --> 00:09:56.140]  我們要追求更大的恩賜
[00:09:56.140 --> 00:10:00.140]  但他告訴我們我們更加要去追求愛
[00:10:00.140 --> 00:10:05.140]  保羅其實講了更加要追求愛的原因是什麼呢?
[00:10:05.140 --> 00:10:10.140]  他告訴我們恩賜都是會過去的
[00:10:10.140 --> 00:10:14.140]  先知講道之能都會貴於無有
[00:10:14.140 --> 00:10:17.140]  說方言之能終必停止
[00:10:17.140 --> 00:10:19.140]  知識終必貴於無有
[00:10:19.140 --> 00:10:23.140]  其實今天我們有很多的恩賜
[00:10:23.140 --> 00:10:26.140]  原來將來傳會都會沒有
[00:10:26.140 --> 00:10:28.140]  但他講了一樣很重要
[00:10:28.140 --> 00:10:32.140]  他說唯有愛是永不止息
[00:10:32.140 --> 00:10:34.140]  所以他告訴我們我們更加要去追求愛
[00:10:34.140 --> 00:10:37.140]  並且保羅更加告訴我們
[00:10:37.140 --> 00:10:39.140]  其實我們現在知道的東西是很有限的
[00:10:39.140 --> 00:10:42.140]  他說先知所講的都是很有限的
[00:10:42.140 --> 00:10:45.140]  他說等下完全的主耶穌來到之後
[00:10:45.140 --> 00:10:49.140]  這些有限都會貴於無有
[00:10:49.140 --> 00:10:50.140]  等到見主耶穌的時候
[00:10:50.140 --> 00:10:53.140]  我們就會更加清楚更加明白
[00:10:53.140 --> 00:10:57.140]  其實弟兄姊妹我們必須要承認
[00:10:57.140 --> 00:10:59.140]  其實我們今天作為基督徒
[00:10:59.140 --> 00:11:02.140]  無論你言經言多少經
[00:11:02.140 --> 00:11:05.140]  無論你團契每個禮拜都回來查經
[00:11:05.140 --> 00:11:08.140]  就算你找最好的聖經學者神學家
[00:11:08.140 --> 00:11:10.140]  來幫我們查經都好
[00:11:10.140 --> 00:11:14.140]  其實我們知道的都是很有限
[00:11:14.140 --> 00:11:18.140]  早年的時候就興起
[00:11:18.140 --> 00:11:21.140]  有很多的聖經學者
[00:11:21.140 --> 00:11:25.140]  就很喜歡嘗試透過一些啟示文學
[00:11:25.140 --> 00:11:28.140]  講一些的寓言
[00:11:28.140 --> 00:11:31.140]  如果你看到這一幅圖
[00:11:31.140 --> 00:11:34.140]  你知不知道這幅圖的人是誰
[00:11:34.140 --> 00:11:37.140]  但以理書其中一個
[00:11:37.140 --> 00:11:40.140]  他在夢中見到的異象
[00:11:40.140 --> 00:11:42.140]  就是那個人像
[00:11:42.140 --> 00:11:46.140]  當時有一些聖經學者
[00:11:46.140 --> 00:11:51.140]  就嘗試透過這個人像來解一個寓言
[00:11:51.140 --> 00:11:55.140]  其中他講到這個像
[00:11:55.140 --> 00:11:58.140]  他有十隻腳趾
[00:11:58.140 --> 00:12:01.140]  那些假經學者就說
[00:12:01.140 --> 00:12:06.140]  這十隻腳趾代表歐盟的十國
[00:12:06.140 --> 00:12:08.140]  鄧小姐
[00:12:08.140 --> 00:12:10.140]  歐盟現在有多少個國
[00:12:10.140 --> 00:12:12.140]  知不知道
[00:12:12.140 --> 00:12:14.140]  27個
[00:12:14.140 --> 00:12:16.140]  都不用等主耶穌
[00:12:16.140 --> 00:12:21.140]  那十隻腳趾已經是預言錯了
[00:12:21.140 --> 00:12:23.140]  是不用等主耶穌回來
[00:12:23.140 --> 00:12:26.140]  我們都已經清楚是解錯了
[00:12:26.140 --> 00:12:29.140]  所以今天我們知道的很有限
[00:12:29.140 --> 00:12:31.140]  我們都要等待那個完全的
[00:12:31.140 --> 00:12:33.140]  當主耶穌來到的時候
[00:12:33.140 --> 00:12:36.140]  這些有限都必歸於無有
[00:12:36.140 --> 00:12:38.140]  所以我神學院有個老師
[00:12:38.140 --> 00:12:40.140]  經常跟我們說
[00:12:40.140 --> 00:12:43.140]  他很期望將來見到主耶穌的時候
[00:12:43.140 --> 00:12:45.140]  會問他一個問題
[00:12:45.140 --> 00:12:47.140]  問他什麼問題
[00:12:47.140 --> 00:12:49.140]  他一定會問主耶穌
[00:12:49.140 --> 00:12:55.140]  為什麼從來那些健康的食物都是不好吃的
[00:12:55.140 --> 00:12:58.140]  為什麼最好吃的東西都是不健康的
[00:12:58.140 --> 00:13:01.140]  他說他一定要問主耶穌
[00:13:01.140 --> 00:13:03.140]  所以鄧小姐
[00:13:03.140 --> 00:13:06.140]  今天我們知道的其實都是很有限
[00:13:06.140 --> 00:13:09.140]  我們就算在說我們有多少恩賜
[00:13:09.140 --> 00:13:11.140]  其實這些東西全部都是很有限
[00:13:11.140 --> 00:13:13.140]  還必會歸於無有
[00:13:13.140 --> 00:13:17.140]  並且保羅他更加用了兩個例子來解釋
