
[00:00:00.000 --> 00:00:02.800]  我們一起先祈禱一下
[00:00:02.800 --> 00:00:10.400]  「撒冷天父,我們感謝撒冷天父的恩典,賜賜我們有美好的天氣,有很好的地方,可以一同聚集,敬拜祢。
[00:00:10.400 --> 00:00:21.600]  我們求聖靈在我們當中,與我們同在,幫助我們明白聖餐禮主餐的意義,以致我們是帶著敬虔的心來守主餐。」
[00:00:21.600 --> 00:00:24.600]  奉耶穌基督的名,祈禱阿們。
[00:00:27.400 --> 00:00:38.200]  上星期我們思想過洗禮的意義,總括來說,洗禮是有五方面的象徵意義的。
[00:00:38.200 --> 00:00:47.600]  首先,當我們接受洗禮的時候,我們會象徵我們的生命是與基督同死,同埋葬,同復活。
[00:00:47.600 --> 00:00:58.000]  然後,也象徵我們真心願意悔改,讓主耶穌的血洗去我們的罪。
[00:00:58.000 --> 00:01:03.600]  也象徵我們從此以後正式成為天國的子民。
[00:01:03.600 --> 00:01:10.600]  更加能夠象徵我們內裡的屬靈生命被聖靈更新了。
[00:01:10.600 --> 00:01:17.600]  也是一個行動,是一個真正決志跟隨主耶穌的人的行動。
[00:01:17.600 --> 00:01:29.600]  今天我們要思想聖餐禮的意義,或者我先講講洗禮與聖餐禮這兩個禮儀的關係。
[00:01:29.600 --> 00:01:38.600]  如果洗禮是一個人接受上帝的恩典,願意成為上帝國子民接受洗禮,
[00:01:38.600 --> 00:01:42.600]  洗禮可以說是一個入門的儀式。
[00:01:42.600 --> 00:01:46.600]  一生人只要做過一次就可以了。
[00:01:46.600 --> 00:01:52.600]  有些像我們想加入澳洲成為澳大利亞公民的時候,
[00:01:52.600 --> 00:01:59.600]  我們申請之後都要參加一個儀式,拿張紙正式入籍。
[00:01:59.600 --> 00:02:03.600]  以後就可以申請澳大利亞護照了。
[00:02:03.600 --> 00:02:06.600]  所以洗禮做一次就夠了。
[00:02:06.600 --> 00:02:10.600]  但是聖餐禮就不是這樣,是經常重複做的。
[00:02:10.600 --> 00:02:15.600]  聖經沒有規定我們守聖餐禮的頻密度,
[00:02:15.600 --> 00:02:20.600]  很多華人教會都是一個月守一次聖餐,
[00:02:20.600 --> 00:02:24.600]  有些聖公會是每個禮拜都守聖餐的,
[00:02:24.600 --> 00:02:33.600]  我自己從來沒有聽過哪一間教會是一個季度或者一年才守一次聖餐的。
[00:02:33.600 --> 00:02:37.600]  為什麼我們要守聖餐呢?
[00:02:37.600 --> 00:02:42.600]  首先當然是由於主耶穌的吩咐,
[00:02:42.600 --> 00:02:48.600]  在今天的經文《哥倫多禪書》11章4-25節都有一句說話是重複的,
[00:02:48.600 --> 00:02:54.600]  「你們應當這樣做,來紀念我。」
[00:02:54.600 --> 00:03:02.600]  其實用一個餐去紀念上帝的作為是有舊約聖經的傳統的。
[00:03:02.600 --> 00:03:05.600]  摩西領了以色列人出埃及之後,
[00:03:05.600 --> 00:03:12.600]  教導以色列人從此以後要受一個逾越節紀念上主的拯救。
[00:03:12.600 --> 00:03:21.600]  然後摩西領以色列人去到河列山帶領人民和上帝納約之後,
[00:03:21.600 --> 00:03:27.600]  摩西就獻了祭物,消化祭和平安祭。
[00:03:27.600 --> 00:03:36.600]  平安祭其實就象徵我們和上帝有團契的意思。
[00:03:36.600 --> 00:03:41.600]  然後出埃及的第24章第8節就記載,
[00:03:41.600 --> 00:03:45.600]  「於是摩西拿盤裡的血灑在人民身上,說:
[00:03:45.600 --> 00:03:52.600]  『這血是上主召著他的誡命和你們納約的印記。』」
[00:03:52.600 --> 00:03:55.600]  這個血是納約的印記。
[00:03:55.600 --> 00:03:58.600]  記住,一會兒耶穌的那句話,
[00:03:58.600 --> 00:04:03.600]  今天的金句也是提到那個血是納約的印記。
[00:04:03.600 --> 00:04:05.600]  但是他納完約之後怎樣呢?
[00:04:05.600 --> 00:04:09.600]  接著九至十一節就有這樣的記載,
[00:04:09.600 --> 00:04:15.600]  「摩西阿倫拿達阿比胡連同七十個以色列的領袖都上山,
[00:04:15.600 --> 00:04:19.600]  他們看見了以色列的上帝,他們瞻望上帝,
[00:04:19.600 --> 00:04:23.600]  他們一起吃,一起喝。」
[00:04:23.600 --> 00:04:28.600]  即是他們在上帝的面前和上帝一起吃喝。
[00:04:28.600 --> 00:04:33.600]  其實平安祭是一定要在上帝面前吃的,
[00:04:33.600 --> 00:04:40.600]  表明我們天國的子民和上帝成為了一家人,
[00:04:40.600 --> 00:04:43.600]  可以和上帝一起吃喝。
[00:04:43.600 --> 00:04:47.600]  後來在利未記第七章也有記載,
[00:04:47.600 --> 00:04:54.600]  平安祭是一定要憲制者在上主的面前來吃祭肉的。
[00:04:54.600 --> 00:04:58.600]  因此聖餐禮是應該經常進行的。
[00:04:58.600 --> 00:05:03.600]  現在我想從今天的經文了解聖餐的意義。
[00:05:03.600 --> 00:05:06.600]  我們先看路加夫今天的經文,
[00:05:06.600 --> 00:05:11.600]  記載在路加夫22章14-15節,
[00:05:11.600 --> 00:05:16.600]  我們都知道耶穌和門徒吃晚餐,
[00:05:16.600 --> 00:05:21.600]  而他們吃的晚餐是逾越節的晚餐。
[00:05:21.600 --> 00:05:32.600]  這個晚餐是上帝要擊殺埃及人所有的頭生的,
[00:05:32.600 --> 00:05:35.600]  包括動物和人。
[00:05:35.600 --> 00:05:39.600]  在上帝要擊殺頭生的東西之前,
[00:05:39.600 --> 00:05:43.600]  他就吩咐猶太人要吃這個晚餐。
[00:05:43.600 --> 00:05:46.600]  過了一段時間之後,
[00:05:46.600 --> 00:05:51.600]  這個晚餐的手續就長了一些。
[00:05:51.600 --> 00:05:57.600]  我不知道有多少人知道耶穌時代的晚餐是怎樣吃的。
[00:05:57.600 --> 00:06:02.600]  這個晚餐的餐單很簡單,
[00:06:02.600 --> 00:06:04.600]  內容只有兩道菜,
[00:06:04.600 --> 00:06:06.600]  苦菜和羊肉,
[00:06:06.600 --> 00:06:08.600]  再加上麵包和酒,
[00:06:08.600 --> 00:06:10.600]  加起來只有四樣東西。
[00:06:10.600 --> 00:06:14.600]  但是程序上是長的,
[00:06:14.600 --> 00:06:17.600]  大概有十幾個程序,
[00:06:17.600 --> 00:06:19.600]  我講一講吧,
[00:06:19.600 --> 00:06:21.600]  一是祈禱開始,
