
[00:00:00.000 --> 00:00:02.000]  大家一起同心祈禱
[00:00:02.000 --> 00:00:08.340]  主我們感謝祢
[00:00:08.340 --> 00:00:10.340]  因為祢的公義
[00:00:10.340 --> 00:00:13.080]  是高過高山
[00:00:13.080 --> 00:00:15.080]  超過萬靈
[00:00:15.080 --> 00:00:18.060]  祢以祢的公義和公平
[00:00:18.060 --> 00:00:20.060]  為祢補助的基礎
[00:00:20.060 --> 00:00:22.500]  主我們都渴望
[00:00:22.500 --> 00:00:24.500]  作為祢自己的兒女
[00:00:24.500 --> 00:00:26.500]  我們都知道行公義
[00:00:26.500 --> 00:00:29.500]  行在祢自己的心意當中
[00:00:29.500 --> 00:00:31.500]  以致我們都能夠承受
[00:00:31.500 --> 00:00:33.500]  祢要賜下的恩惠
[00:00:33.500 --> 00:00:35.500]  也都將祢自己
[00:00:35.500 --> 00:00:37.500]  透過我們的行為
[00:00:37.500 --> 00:00:39.500]  傳揚出去
[00:00:39.500 --> 00:00:42.500]  主我求祢帶領今早的時間
[00:00:42.500 --> 00:00:44.500]  讓我們在聖靈的指教裏
[00:00:44.500 --> 00:00:47.500]  能夠聽到祢的說話
[00:00:47.500 --> 00:00:49.500]  明白祢的真理
[00:00:49.500 --> 00:00:52.500]  也領受祢給我們聖靈的感動
[00:00:52.500 --> 00:00:55.500]  知道在我們身處的社會
[00:00:55.500 --> 00:00:57.500]  我們身在的崗位當中
[00:00:57.500 --> 00:01:00.500]  怎麼去作公義的見證
[00:01:00.500 --> 00:01:01.500]  我們仰望祈禱
[00:01:01.500 --> 00:01:03.500]  奉耶穌聖名求
[00:01:03.500 --> 00:01:05.500]  阿門
[00:01:05.500 --> 00:01:06.500]  大家見翻開聖經
[00:01:06.500 --> 00:01:08.500]  亞摩斯書的經文
[00:01:08.500 --> 00:01:11.500]  剛才讀過的第五章
[00:01:11.500 --> 00:01:16.500]  大家知道在今年教會
[00:01:16.500 --> 00:01:18.500]  有一個中央的查聖經
[00:01:18.500 --> 00:01:22.500]  一起會看回小仙之書裏面的信息
[00:01:22.500 --> 00:01:24.500]  其中都會提及亞摩斯書
[00:01:24.500 --> 00:01:26.500]  亞摩斯書簡單來說
[00:01:26.500 --> 00:01:30.500]  是一卷很重要的小仙之書
[00:01:30.500 --> 00:01:32.500]  亞摩斯是一個很正直
[00:01:32.500 --> 00:01:35.500]  和敢言的仙子
[00:01:35.500 --> 00:01:38.500]  在他在世上的時候
[00:01:38.500 --> 00:01:41.500]  很清楚他是不畏權勢
[00:01:41.500 --> 00:01:42.500]  不畏群眾
[00:01:42.500 --> 00:01:45.500]  然後將神的話說出來
[00:01:45.500 --> 00:01:49.500]  他當時是指斥一些君王
[00:01:49.500 --> 00:01:51.500]  或者是宗教的領袖
[00:01:51.500 --> 00:01:54.500]  指出他們很多不義的地方
[00:01:54.500 --> 00:01:57.500]  當然在當時的以色列
[00:01:57.500 --> 00:01:59.500]  在國家的層面
[00:01:59.500 --> 00:02:02.500]  是一個很富強的日子
[00:02:02.500 --> 00:02:05.500]  雖然國家有錢很繁榮
[00:02:05.500 --> 00:02:08.500]  但是社會上出現了很多的罪惡
[00:02:08.500 --> 00:02:10.500]  原因就是很多人
[00:02:10.500 --> 00:02:12.500]  他們不斷尋求財富
[00:02:12.500 --> 00:02:14.500]  但是不擇手段
[00:02:14.500 --> 00:02:18.500]  帶來了很多不公不義的事情
[00:02:18.500 --> 00:02:22.500]  亞摩斯在當時不斷提醒百姓
[00:02:22.500 --> 00:02:25.500]  要留心去行公義
[00:02:25.500 --> 00:02:28.500]  去留心關心那些貧窮的人
[00:02:28.500 --> 00:02:31.500]  以致能夠討神的喜悅
[00:02:31.500 --> 00:02:33.500]  在聖經裏面你會發覺
[00:02:33.500 --> 00:02:34.500]  不單止提醒我們
[00:02:34.500 --> 00:02:37.500]  要去關懷那些貧窮的人
[00:02:37.500 --> 00:02:39.500]  還有留心去消除那些
[00:02:39.500 --> 00:02:41.500]  引致貧窮
[00:02:41.500 --> 00:02:43.500]  或者是擴大貧窮的
[00:02:43.500 --> 00:02:45.500]  那些不公義的事情
[00:02:45.500 --> 00:02:48.500]  所以今天我們稍為讀讀第五章
[00:02:48.500 --> 00:02:50.500]  如果你看回前後的經文
[00:02:50.500 --> 00:02:52.500]  你會發覺整卷的亞摩斯書
[00:02:52.500 --> 00:02:56.500]  都不斷提醒我們行公義的事情
[00:02:56.500 --> 00:02:59.500]  首先我們看第五章第四第五節
[00:02:59.500 --> 00:03:04.500]  提到提醒我們要尋求在生活上
[00:03:04.500 --> 00:03:07.500]  在生活上來聽從主
[00:03:07.500 --> 00:03:09.500]  第四節這樣說
[00:03:09.500 --> 00:03:11.500]  耶和華對以色列家者說
[00:03:11.500 --> 00:03:14.500]  尋求我就必存活
[00:03:14.500 --> 00:03:15.500]  不要去伯特利尋求我
[00:03:15.500 --> 00:03:19.500]  不要去吉格也不要去別斯巴
[00:03:19.500 --> 00:03:21.500]  因為吉格必被擄掠
[00:03:21.500 --> 00:03:24.500]  伯特利必化為烏有
[00:03:24.500 --> 00:03:26.500]  一個很重要的訊息就是
[00:03:26.500 --> 00:03:28.500]  尋求主
[00:03:28.500 --> 00:03:31.500]  去尋求一位的上帝
[00:03:31.500 --> 00:03:34.500]  不單單是去到某一些特別的地方
[00:03:34.500 --> 00:03:37.500]  伯特利、吉格、別斯巴等等
[00:03:37.500 --> 00:03:38.500]  這些地方
[00:03:38.500 --> 00:03:40.500]  以色列人他們很清楚知道
[00:03:40.500 --> 00:03:42.500]  是以前他們的先祖
[00:03:42.500 --> 00:03:44.500]  遇見神的地方
[00:03:44.500 --> 00:03:46.500]  在那些地方
[00:03:46.500 --> 00:03:49.500]  他們有一個很熟悉的歷史
[00:03:49.500 --> 00:03:52.500]  是講述到這些地方
[00:03:52.500 --> 00:03:53.500]  他們就以為
[00:03:53.500 --> 00:03:57.500]  只要他們按照他們宗教的傳統
[00:03:57.500 --> 00:04:00.500]  按照著這些禮儀去做
[00:04:00.500 --> 00:04:03.500]  就能夠滿足上帝的要求
[00:04:03.500 --> 00:04:05.500]  去到這些特別的地方
[00:04:05.500 --> 00:04:06.500]  敬拜上帝
[00:04:06.500 --> 00:04:07.500]  上帝喜悅
[00:04:07.500 --> 00:04:10.500]  那就可以得到神的賜福
[00:04:10.500 --> 00:04:11.500]  但是相對來說
[00:04:11.500 --> 00:04:12.500]  在生活上面
[00:04:12.500 --> 00:04:16.500]  他們卻是沒有聽從神的說話
[00:04:16.500 --> 00:04:19.500]  沒錯,做了一些宗教傳統的要求
[00:04:19.500 --> 00:04:23.500]  但是生活上面是違背上帝的
[00:04:23.500 --> 00:04:24.500]  或者大家跳一跳去後面
[00:04:24.500 --> 00:04:31.500]  第五章二十一節
[00:04:31.500 --> 00:04:34.500]  五章二十一節
[00:04:34.500 --> 00:04:35.500]  聖經就說
[00:04:35.500 --> 00:04:40.500]  上帝說我憎恨和厭惡你們的節期
[00:04:40.500 --> 00:04:42.500]  我不喜愛你們的節日
[00:04:42.500 --> 00:04:46.500]  雖然你們給我獻上梵祭和掃祭
[00:04:46.500 --> 00:04:47.500]  我卻不接受
[00:04:47.500 --> 00:04:50.500]  你們獻上肥美的生畜作平安祭
[00:04:50.500 --> 00:04:51.500]  我又不悅立
[00:04:51.500 --> 00:04:52.500]  一路講述
[00:04:52.500 --> 00:04:56.500]  你怎樣獻祭都不會討悅我
[00:04:56.500 --> 00:04:57.500]  二十三節
[00:04:57.500 --> 00:05:01.500]  你們唱歌的吵聲要遠離我
[00:05:01.500 --> 00:05:04.500]  我不想聽見你們的琴聲
[00:05:04.500 --> 00:05:05.500]  二十四節
[00:05:05.500 --> 00:05:09.500]  但願公正好像潮水滾流
[00:05:09.500 --> 00:05:12.500]  公義好像河水長流
[00:05:12.500 --> 00:05:13.500]  二十四節的和合本
[00:05:13.500 --> 00:05:16.500]  我們比較多弟兄姊妹讀過的
[00:05:16.500 --> 00:05:19.500]  就是為願公平如大水滾滾
[00:05:19.500 --> 00:05:22.500]  使公義如江河滔滔
[00:05:22.500 --> 00:05:23.500]  上帝告訴他們
[00:05:23.500 --> 00:05:26.500]  我不要你們那些宗教的獻祭
[00:05:26.500 --> 00:05:29.500]  我要的是你們在生活上面
[00:05:29.500 --> 00:05:32.500]  有公平有公義
[00:05:32.500 --> 00:05:34.500]  公義能夠可以展身出來
[00:05:34.500 --> 00:05:36.500]  可以實展出來
[00:05:36.500 --> 00:05:39.500]  正是神所期望的
[00:05:39.500 --> 00:05:44.500]  我們回到前面的第五節
[00:05:44.500 --> 00:05:48.500]  聖經說要尋求他
[00:05:48.500 --> 00:05:50.500]  去真正的去聽從他
[00:05:50.500 --> 00:05:52.500]  尋求主的意思就是說
[00:05:52.500 --> 00:05:55.500]  是真的留心主的心意
[00:05:55.500 --> 00:05:58.500]  然後去聽從他的心意
[00:05:58.500 --> 00:06:00.500]  這個是真正的尋求主
[00:06:00.500 --> 00:06:04.500]  否則就會面對神給人的審判
[00:06:04.500 --> 00:06:06.500]  所以你看看下面第六節
[00:06:06.500 --> 00:06:08.500]  又再次說
[00:06:08.500 --> 00:06:12.500]  他在尋求耶和華就必存活
[00:06:12.500 --> 00:06:16.500]  尋求和存活是相提並論的
[00:06:16.500 --> 00:06:18.500]  當人尋求上帝的時候
[00:06:18.500 --> 00:06:21.500]  神就可以讓恩惠臨到
[00:06:21.500 --> 00:06:22.500]  否則下面說
[00:06:22.500 --> 00:06:28.500]  讓火在約瑟加猛烈的蔓延吞滅了他們
[00:06:28.500 --> 00:06:30.500]  這裡的約瑟加是說以色列
[00:06:30.500 --> 00:06:32.500]  因為在當時的以色列
[00:06:32.500 --> 00:06:35.500]  是約瑟的兩個兒子的後代
[00:06:35.500 --> 00:06:38.500]  他們是作一個領導的地位
[00:06:38.500 --> 00:06:39.500]  所以當聖經說到約瑟的時候
[00:06:39.500 --> 00:06:42.500]  其實就是在說以色列
[00:06:42.500 --> 00:06:45.500]  聖經就提到如果他們不去尋求上帝
[00:06:45.500 --> 00:06:48.500]  就會有審判臨到
[00:06:48.500 --> 00:06:53.500]  大家再去下面第九節看看
[00:06:53.500 --> 00:06:56.500]  這裡提及審判的其中一方面
[00:06:56.500 --> 00:06:57.500]  第九節
[00:06:57.500 --> 00:07:02.500]  使他使毀滅將閃電臨到堡壘
[00:07:02.500 --> 00:07:03.500]  好像很堅固的地方
[00:07:03.500 --> 00:07:06.500]  但是神的審判臨到
[00:07:06.500 --> 00:07:10.500]  使毀滅臨到最堅固的城
[00:07:10.500 --> 00:07:14.500]  然後再跳去第十四節
[00:07:14.500 --> 00:07:15.500]  再次提及
[00:07:15.500 --> 00:07:18.500]  你們要尋求良善不要尋求邪惡
[00:07:18.500 --> 00:07:22.500]  這樣才可以存活
[00:07:22.500 --> 00:07:24.500]  又強調存活
[00:07:24.500 --> 00:07:27.500]  當他們尋求主
[00:07:27.500 --> 00:07:29.500]  生活上聽從主的吩咐
[00:07:29.500 --> 00:07:31.500]  真正尋求良善
[00:07:31.500 --> 00:07:33.500]  不是尋求邪惡的時候
[00:07:33.500 --> 00:07:36.500]  他們就可以存活了
[00:07:36.500 --> 00:07:38.500]  然後去到這一章的經文
[00:07:38.500 --> 00:07:39.500]  最後一節
[00:07:39.500 --> 00:07:41.500]  二十七節的時候
[00:07:41.500 --> 00:07:43.500]  聖經就說
[00:07:43.500 --> 00:07:45.500]  我必使你們被擄
