
[00:00:00.000 --> 00:00:06.880]  早前食環署向一個75歲的豬婆婆票控
[00:00:06.880 --> 00:00:11.640]  因為她涉嫌無牌販賣一元的紙皮
[00:00:11.640 --> 00:00:17.320]  令這位年紀老邁以十方為生的老人家惹上官非
[00:00:17.320 --> 00:00:27.000]  但之後食環署的人因為連日被多位議員及大批市民斥責他們執法無情
[00:00:27.000 --> 00:00:30.880]  更有政黨發起網上聯署
[00:00:30.880 --> 00:00:35.200]  於是食環署最後徵詢過法律意見
[00:00:35.200 --> 00:00:39.080]  包括考慮到涉事人的背景
[00:00:39.080 --> 00:00:42.560]  所以決定撤銷控罪
[00:00:42.560 --> 00:00:45.320]  另一邊廂有一個網絡紅人
[00:00:45.320 --> 00:00:46.440]  不知大家知不知道
[00:00:46.440 --> 00:00:50.040]  他不是什麼潮流教主不是什麼KOL
[00:00:50.040 --> 00:00:53.440]  而是美國一位八十多歲的法官
[00:00:53.440 --> 00:01:01.440]  叫做弗蘭克Frank Capolio
[00:01:01.440 --> 00:01:03.440]  他的影片很有趣
[00:01:03.440 --> 00:01:08.720]  拍攝這位法官如何在法庭作出裁判
[00:01:08.720 --> 00:01:15.560]  他主要處理違例泊車及超速案件
[00:01:15.560 --> 00:01:22.840]  但他判案時的畫面往往令人會心微笑
[00:01:22.840 --> 00:01:28.440]  因為判決時他總會聆聽民眾的聲音
[00:01:28.440 --> 00:01:35.520]  並且會用各種令人聽到覺得很溫暖的交換條件
[00:01:35.520 --> 00:01:38.040]  去撤銷某些罰單
[00:01:38.040 --> 00:01:43.880]  例如有一位在危地馬拉移民來到美國的女士
[00:01:43.880 --> 00:01:48.800]  因為趕著去上英文課而違規右轉了
[00:01:48.800 --> 00:01:52.280]  當法官知道她是因為想學英文
[00:01:52.280 --> 00:01:54.960]  而趕時間
[00:01:54.960 --> 00:02:01.080]  而她學英文的原因是想找到一份好工作養她的子女
[00:02:01.080 --> 00:02:03.800]  於是這位法官就跟她約定
[00:02:03.800 --> 00:02:06.600]  要她繼續好好學英文
[00:02:06.600 --> 00:02:10.280]  然後就撤銷她這些罰款
[00:02:10.280 --> 00:02:15.080]  當然有些人就會覺得這樣會搞得很混亂
[00:02:15.080 --> 00:02:17.680]  這位法官的回應是
[00:02:17.680 --> 00:02:21.880]  我能夠分辨得出哪一個人在說謊
[00:02:21.880 --> 00:02:25.080]  也知道哪一個人在絕境之中
[00:02:25.080 --> 00:02:28.120]  我既展現同情理解
[00:02:28.120 --> 00:02:33.600]  也最重要的是我們仍然表示公正
[00:02:33.600 --> 00:02:40.640]  他認為豁免那些在法條意義上犯法的人
[00:02:40.640 --> 00:02:46.440]  但是這樣的裁撥並不是不公正的
[00:02:46.440 --> 00:02:49.480]  這兩件事同樣是執法的事件
[00:02:49.480 --> 00:02:53.040]  結果雖然相同也是撤銷他們的控罪
[00:02:53.040 --> 00:02:57.120]  但是整體上的回應方式就很不同了
[00:02:57.120 --> 00:03:02.600]  我今天不是去評論這兩位人士
[00:03:02.600 --> 00:03:05.840]  或者他們的做法 哪個對 哪個錯
[00:03:05.840 --> 00:03:08.240]  但是我所想的是
[00:03:08.240 --> 00:03:13.000]  什麼驅動他們以至於他們有這樣的回應方式呢
[00:03:13.000 --> 00:03:19.200]  又或者他們這些即時反應是怎樣來的呢
[00:03:19.200 --> 00:03:21.200]  又或者可以簡單的說
[00:03:21.200 --> 00:03:25.880]  什麼信念驅動他們有這些行動呢
[00:03:25.880 --> 00:03:32.720]  人的行為是由他的信念作為人性的終極的基礎
[00:03:32.720 --> 00:03:37.160]  而去建構他的人生觀 價值觀和世界觀
[00:03:37.160 --> 00:03:40.560]  去驅動這個人作出判斷
[00:03:40.560 --> 00:03:46.200]  但同時又會受著文化 社會的期望影響他的行動
[00:03:46.200 --> 00:03:52.200]  所以若一個人的行為能夠抵得住文化和社會所帶來的衝擊
[00:03:52.200 --> 00:03:55.520]  不會人云亦云 隨波逐流的話
[00:03:55.520 --> 00:03:59.000]  背後這個信念是一個關鍵
[00:03:59.000 --> 00:04:01.320]  我相信作為基督徒的我們
[00:04:01.320 --> 00:04:05.680]  我們都會知道我們的信念就是我們的信仰
[00:04:05.680 --> 00:04:09.680]  而這個源頭就是來自於上帝的說話
[00:04:09.680 --> 00:04:13.960]  我們的生命是建立在這個神聖的基礎之上
[00:04:13.960 --> 00:04:18.040]  去建立我們的人生觀 價值觀和世界觀
[00:04:18.040 --> 00:04:22.400]  令我們將真理透過生活顯明出來
[00:04:22.400 --> 00:04:24.840]  我亦相信在座的我們
[00:04:24.840 --> 00:04:27.160]  我們都是期望我們可以這樣做
[00:04:27.160 --> 00:04:31.200]  並且在生活上實踐真理
[00:04:31.200 --> 00:04:35.200]  但往往期望和現實
[00:04:35.200 --> 00:04:38.520]  不知為何總是出現了落差
[00:04:38.520 --> 00:04:39.840]  不單止是這樣
[00:04:39.840 --> 00:04:44.760]  有時我們會覺得作為基督徒為何如此吃力
[00:04:44.760 --> 00:04:46.920]  可能在信主之前
[00:04:46.920 --> 00:04:50.440]  對犯罪不會當是一回事
[00:04:50.440 --> 00:04:52.240]  反而輕輕鬆鬆
[00:04:52.240 --> 00:04:54.640]  但信了主之後
[00:04:54.640 --> 00:04:56.000]  每一次犯罪
[00:04:56.000 --> 00:04:58.280]  內心就有很多掙扎
[00:04:58.280 --> 00:04:59.960]  並且有很大的張力
[00:04:59.960 --> 00:05:02.680]  並且好像非常厲害
[00:05:02.680 --> 00:05:04.240]  明明以前氣人
[00:05:04.240 --> 00:05:06.680]  說完是非很爽
[00:05:06.680 --> 00:05:09.080]  說完整個人都涼了
[00:05:09.080 --> 00:05:11.280]  現在說完之後
[00:05:11.280 --> 00:05:13.640]  內心的那種鬱結
[00:05:13.640 --> 00:05:15.920]  比氣人更辛苦
[00:05:15.920 --> 00:05:18.160]  這是甚麼一回事呢?
[00:05:18.160 --> 00:05:22.280]  信主不是解決了我們罪的問題嗎?
[00:05:22.280 --> 00:05:24.280]  我們已經信了主
[00:05:24.280 --> 00:05:28.040]  在地位上我們已經被稱為義
[00:05:28.040 --> 00:05:32.360]  但我們又無法抗拒罪的影響
[00:05:32.360 --> 00:05:36.120]  我們不願意當一個表面聖潔
[00:05:36.120 --> 00:05:39.120]  但實質又做不到的兩面人
[00:05:39.120 --> 00:05:40.600]  但另一方面
[00:05:40.600 --> 00:05:43.960]  我們又不能夠為了消除我們的罪疚感
[00:05:43.960 --> 00:05:46.560]  就將罪的標準放下
[00:05:46.560 --> 00:05:48.000]  然後說一句
[00:05:48.000 --> 00:05:51.560]  這些事耶穌才做到的
[00:05:51.560 --> 00:05:55.760]  這種做法只不過是掩耳盜鈴
[00:05:55.760 --> 00:06:00.000]  神為何會讓這些掙扎存在我們生命當中呢?
[00:06:00.000 --> 00:06:03.040]  我們是否應該繼續這樣掙扎下去
[00:06:03.040 --> 00:06:07.760]  還是主會幫助我們脫離這種痛苦的情況呢?
[00:06:07.760 --> 00:06:10.400]  如果主能夠救我脫離的話
[00:06:10.400 --> 00:06:13.800]  我應該怎樣才能夠成就呢?
[00:06:13.800 --> 00:06:16.320]  這也許是我們每一個基督徒
[00:06:16.320 --> 00:06:18.960]  在追求實踐信仰的過程中
[00:06:18.960 --> 00:06:20.920]  都會面對的問題
[00:06:20.920 --> 00:06:25.800]  所以盼望我們今天藉著羅馬書八章一到十一節
[00:06:25.800 --> 00:06:28.600]  為我們帶來兩個提醒
[00:06:28.600 --> 00:06:30.960]  首先要理解這個經文
[00:06:30.960 --> 00:06:36.200]  我們可能要對羅馬書的脈絡有一個簡單的概念
[00:06:36.200 --> 00:06:38.880]  你可以輕輕揭曉
[00:06:38.880 --> 00:06:42.920]  羅馬書的第一章是講述了罪的真實性
[00:06:42.920 --> 00:06:47.320]  第一章的後半部會見到有很多罪
[00:06:47.320 --> 00:06:50.840]  即是講述人犯的罪
[00:06:50.840 --> 00:06:54.280]  人在馴服和違抗之間
[00:06:54.280 --> 00:06:56.600]  選擇了叛逆上帝
[00:06:56.600 --> 00:06:58.400]  故意犯罪
[00:06:58.400 --> 00:07:02.680]  而罪的結果在第六章二十三節提及了
[00:07:02.680 --> 00:07:05.440]  罪的結果是帶來死亡
[00:07:05.440 --> 00:07:08.080]  永遠與上帝隔絕
