
[00:00:00.000 --> 00:00:03.000]  每一次在台上見到大家我都很開心
[00:00:03.000 --> 00:00:11.000]  能夠有機會講神的話語也是一個很大的福氣
[00:00:11.000 --> 00:00:19.000]  而你們也有機會能夠聽神的話語也是一個更大的福氣
[00:00:19.000 --> 00:00:26.000]  我們年紀越大就想起我們的人生
[00:00:29.000 --> 00:00:33.000]  你覺得人生是很成功還是很失敗呢
[00:00:33.000 --> 00:00:39.000]  會不會有時成功有時失敗呢
[00:00:39.000 --> 00:00:45.000]  老實說不是每天都如意
[00:00:45.000 --> 00:00:51.000]  也發覺很多事情不是我們控制範圍的
[00:00:51.000 --> 00:00:57.000]  無論你是多富有
[00:00:58.000 --> 00:01:00.000]  或者你讀了多少書
[00:01:00.000 --> 00:01:02.000]  有多少知識
[00:01:02.000 --> 00:01:05.000]  我們都不能控制我們自己的人生
[00:01:05.000 --> 00:01:09.000]  所以生命真的可以說是無常
[00:01:09.000 --> 00:01:11.000]  有起有跌
[00:01:11.000 --> 00:01:16.000]  但我們經常說人生不是很如意
[00:01:16.000 --> 00:01:20.000]  覺得很失敗
[00:01:20.000 --> 00:01:23.000]  所謂不如意是什麼意思呢
[00:01:23.000 --> 00:01:25.000]  是不如己意
[00:01:26.000 --> 00:01:28.000]  和自己的想法是不同的意思
[00:01:28.000 --> 00:01:34.000]  因為我們以自己為中心去想
[00:01:34.000 --> 00:01:39.000]  例如我們計劃了一些事情是不成事的
[00:01:39.000 --> 00:01:41.000]  我們覺得是不如意
[00:01:41.000 --> 00:01:46.000]  健康突然轉差也是不如意
[00:01:46.000 --> 00:01:51.000]  突然沒有一份工作也是不如意
[00:01:54.000 --> 00:01:56.000]  因為我們以自己為中心去想
[00:01:56.000 --> 00:02:01.000]  我們以一個熟悉的思想去想
[00:02:01.000 --> 00:02:06.000]  我們用金錢去衡量
[00:02:06.000 --> 00:02:08.000]  你的生活是否如意
[00:02:08.000 --> 00:02:13.000]  我們用你的權力
[00:02:13.000 --> 00:02:18.000]  甚至是用你的樣貌
[00:02:20.000 --> 00:02:24.000]  如果生得醜陋一點就一輩子也不如意
[00:02:24.000 --> 00:02:27.000]  如果生得醜一點會覺得一輩子都不如意
[00:02:27.000 --> 00:02:30.000]  你找一份工作也是吃虧一點
[00:02:30.000 --> 00:02:32.000]  如果你不漂亮
[00:02:32.000 --> 00:02:34.000]  可能你樣子醜一點
[00:02:34.000 --> 00:02:36.000]  工作也不是那麼如意
[00:02:36.000 --> 00:02:38.000]  這個很多人都可以告訴你是真的
[00:02:38.000 --> 00:02:40.000]  有很多人都會說這是真的
[00:02:40.000 --> 00:02:42.000]  因為人是用人的眼光去看
[00:02:42.000 --> 00:02:45.000]  因為人是用人的眼光去看
[00:02:45.000 --> 00:02:48.000]  人是用熟悉的眼光去看人
[00:02:49.000 --> 00:02:51.000]  所以其實我們是否那麼失敗呢
[00:02:51.000 --> 00:02:55.000]  用你自己的自我為中心的標準去看
[00:02:55.000 --> 00:02:57.000]  有時候真的是很失敗的
[00:02:57.000 --> 00:03:04.000]  另外有很多事情我們是控制不了的
[00:03:04.000 --> 00:03:07.000]  有些什麼是控制不了的
[00:03:07.000 --> 00:03:10.000]  你控制不了你生長在什麼家庭
[00:03:10.000 --> 00:03:15.000]  似乎是我未出世的父母已經決定了
[00:03:16.000 --> 00:03:19.000]  我是要生長在這個家庭
[00:03:19.000 --> 00:03:22.000]  我們還沒有出生的時候
[00:03:22.000 --> 00:03:24.000]  我們的父母就決定了
[00:03:24.000 --> 00:03:26.000]  我們出生在這個家庭
[00:03:26.000 --> 00:03:28.000]  為什麼我不生長在李嘉誠的家庭呢
[00:03:28.000 --> 00:03:30.000]  為什麼我不生長在李嘉誠的家庭呢
[00:03:30.000 --> 00:03:32.000]  那就真的是一輩子都無憂了
[00:03:32.000 --> 00:03:34.000]  是不是一世就無憂了
[00:03:34.000 --> 00:03:36.000]  有時候我們會這樣想的
[00:03:36.000 --> 00:03:38.000]  我們控制不了
[00:03:38.000 --> 00:03:40.000]  但是我們控制不了
[00:03:40.000 --> 00:03:42.000]  我們控制不了明天會發生什麼事
[00:03:42.000 --> 00:03:44.000]  我們也控制不了明天會發生什麼事
[00:03:45.000 --> 00:03:46.000]  健康
[00:03:46.000 --> 00:03:48.000]  特別是我們年紀越大
[00:03:48.000 --> 00:03:51.000]  健康就開始
[00:03:51.000 --> 00:03:53.000]  多多少少有些毛病會出來
[00:03:53.000 --> 00:03:57.000]  有大有小
[00:03:57.000 --> 00:03:59.000]  但是都是有問題的
[00:03:59.000 --> 00:04:03.000]  沒有人敢說我們比十年前更加健康
[00:04:03.000 --> 00:04:08.000]  一定有些老毛病會出來
[00:04:08.000 --> 00:04:11.000]  你能不能控制呢
[00:04:11.000 --> 00:04:14.000]  你控制不了
[00:04:15.000 --> 00:04:16.000]  你控制不了
[00:04:16.000 --> 00:04:18.000]  最近我和一些病人聊天
[00:04:18.000 --> 00:04:21.000]  因為我最近經常在醫院出入
[00:04:21.000 --> 00:04:25.000]  那我就沒事做
[00:04:25.000 --> 00:04:27.000]  就和一些人聊天
[00:04:27.000 --> 00:04:29.000]  有些人就說
[00:04:29.000 --> 00:04:31.000]  為什麼要我生病呢
[00:04:31.000 --> 00:04:33.000]  為什麼會是我病呢
[00:04:33.000 --> 00:04:35.000]  我經常做運動
[00:04:35.000 --> 00:04:37.000]  我又不挑食物
[00:04:37.000 --> 00:04:39.000]  我也不挑食
[00:04:39.000 --> 00:04:41.000]  我又沒有壓力
[00:04:41.000 --> 00:04:43.000]  我結了婚老公養我
[00:04:44.000 --> 00:04:45.000]  我結了婚老公就養我
[00:04:45.000 --> 00:04:47.000]  我有什麼壓力呢
[00:04:47.000 --> 00:04:49.000]  為什麼會病呢
[00:04:49.000 --> 00:04:51.000]  為什麼不是那個病呢
[00:04:51.000 --> 00:04:53.000]  為什麼要是我呢
[00:04:53.000 --> 00:04:55.000]  為什麼會是我病呢
[00:04:55.000 --> 00:04:57.000]  控制不了的
[00:04:57.000 --> 00:04:59.000]  所以有時我們覺得人生很失敗就是這個意思
[00:04:59.000 --> 00:05:01.000]  所以我們會覺得人生很失敗就是這個意思
[00:05:01.000 --> 00:05:03.000]  就是不如己意
[00:05:03.000 --> 00:05:05.000]  很多事情就不如意
[00:05:05.000 --> 00:05:07.000]  很多事情都不如意
[00:05:07.000 --> 00:05:09.000]  另外我們覺得我們很無助
[00:05:09.000 --> 00:05:11.000]  因為我們控制不了我們的將來
[00:05:13.000 --> 00:05:14.000]  另外我們覺得我們很無助
[00:05:14.000 --> 00:05:16.000]  因為我們控制不了
[00:05:16.000 --> 00:05:18.000]  今天和大家講一個話題
[00:05:18.000 --> 00:05:20.000]  和得勝有關
[00:05:20.000 --> 00:05:22.000]  今天和大家講的話題
[00:05:22.000 --> 00:05:24.000]  是和得勝有關
[00:05:24.000 --> 00:05:26.000]  聖經經常叫我們過一個得勝的生活
[00:05:26.000 --> 00:05:28.000]  聖經經常叫我們過一個得勝的生活
