
[00:00:00.000 --> 00:00:02.880]  我們今天回到《路加福音》的分享
[00:00:02.880 --> 00:00:06.500]  今天的經文是第十四章一至二十四節
[00:00:06.500 --> 00:00:07.680]  我們今天的題目是
[00:00:07.680 --> 00:00:11.960]  從筵席中和筵席的比喻
[00:00:11.960 --> 00:00:14.340]  看天國的價值觀
[00:00:14.340 --> 00:00:16.040]  我們說到筵席
[00:00:16.040 --> 00:00:17.660]  我第一時間就想起
[00:00:17.660 --> 00:00:21.360]  喝酒、喝宴
[00:00:21.360 --> 00:00:24.060]  去喝宴就有人喜歡
[00:00:24.060 --> 00:00:25.980]  就有人不喜歡
[00:00:25.980 --> 00:00:26.720]  喜歡的
[00:00:26.720 --> 00:00:30.160]  很多東西吃,很豐富
[00:00:30.160 --> 00:00:31.760]  不喜歡的就說
[00:00:31.760 --> 00:00:34.140]  吃得太久了
[00:00:34.140 --> 00:00:37.060]  吃完都很晚了
[00:00:37.060 --> 00:00:39.300]  不過最近這幾年
[00:00:39.300 --> 00:00:41.600]  有些喝宴是下午的
[00:00:41.600 --> 00:00:42.760]  大家知不知道?
[00:00:42.760 --> 00:00:44.040]  有沒有去過?
[00:00:44.040 --> 00:00:45.680]  我覺得感覺不錯
[00:00:45.680 --> 00:00:47.840]  如果不用上班的日子
[00:00:47.840 --> 00:00:49.760]  喝完之後走出去
[00:00:49.760 --> 00:00:52.200]  全日好像還有很多時間用
[00:00:52.200 --> 00:00:54.840]  今天梁牧師就去了外面
[00:00:54.840 --> 00:00:56.360]  主持婚禮
[00:00:56.360 --> 00:00:59.240]  接著就有一個下午的婚宴
[00:00:59.240 --> 00:01:00.680]  我真的覺得
[00:01:00.680 --> 00:01:02.280]  挺好的
[00:01:02.280 --> 00:01:03.540]  不過
[00:01:03.540 --> 00:01:04.680]  原來
[00:01:04.680 --> 00:01:08.140]  筵席不只是放酒一樣
[00:01:08.140 --> 00:01:11.160]  筵席可以有很多不同的形式
[00:01:11.160 --> 00:01:13.040]  但是究竟香港人
[00:01:13.040 --> 00:01:17.820]  一般什麼時候會請客
[00:01:17.820 --> 00:01:19.980]  真的舉行一些筵席呢?
[00:01:19.980 --> 00:01:23.240]  主要通常都是有喜事發生
[00:01:23.240 --> 00:01:24.300]  什麼喜事呢?
[00:01:24.300 --> 00:01:26.600]  例如婚宴
[00:01:26.600 --> 00:01:28.780]  生日
[00:01:28.780 --> 00:01:30.360]  百日宴
[00:01:30.360 --> 00:01:32.680]  滿月
[00:01:32.680 --> 00:01:35.080]  結婚週年
[00:01:35.080 --> 00:01:37.240]  升職
[00:01:37.240 --> 00:01:38.140]  看看他什麼身份
[00:01:38.140 --> 00:01:39.360]  可能都會放下酒
[00:01:39.360 --> 00:01:42.920]  不然你都說請吃飯
[00:01:42.920 --> 00:01:45.240]  還有很多商業的活動
[00:01:45.240 --> 00:01:48.120]  很多時候都會有一些宴會的
[00:01:48.120 --> 00:01:50.640]  不過中國人還有
[00:01:50.640 --> 00:01:53.040]  如果完了一枝白絲之後
[00:01:53.040 --> 00:01:55.340]  有時都會有一些筵席
[00:01:55.340 --> 00:01:57.220]  彼此關心一下
[00:01:57.220 --> 00:01:58.720]  慰問一下
[00:01:58.720 --> 00:02:00.120]  說到婚宴
[00:02:00.120 --> 00:02:02.000]  我就想起一件趣事
[00:02:02.000 --> 00:02:04.840]  關於我們的主任牧師梁牧師
[00:02:04.840 --> 00:02:08.960]  說他的語言當然要先問他
[00:02:08.960 --> 00:02:11.260]  他有一次去過婚禮
[00:02:11.260 --> 00:02:13.360]  婚宴很開心
[00:02:13.360 --> 00:02:14.180]  去到
[00:02:14.180 --> 00:02:15.620]  給低人情
[00:02:15.620 --> 00:02:19.300]  坐下來想找一些相熟的人聊聊天
[00:02:19.300 --> 00:02:20.600]  一看
[00:02:20.600 --> 00:02:22.900]  沒有一個人認識
[00:02:22.900 --> 00:02:24.900]  連一個也沒有
[00:02:24.900 --> 00:02:26.820]  大家猜到什麼了
[00:02:26.820 --> 00:02:27.860]  是不是你笑
[00:02:27.860 --> 00:02:30.720]  他去錯地方了
[00:02:30.720 --> 00:02:31.280]  是不是
[00:02:31.280 --> 00:02:32.880]  去錯地方
[00:02:32.880 --> 00:02:33.460]  你猜怎樣
[00:02:33.460 --> 00:02:35.120]  當然是起來離開
[00:02:35.120 --> 00:02:37.740]  你猜他有沒有拿回人情
[00:02:37.740 --> 00:02:39.540]  June你真是聰明
[00:02:39.540 --> 00:02:41.520]  你都很了解我們的牧師
[00:02:41.520 --> 00:02:42.320]  他當然沒有
[00:02:42.320 --> 00:02:43.760]  還不趕快離開
[00:02:43.760 --> 00:02:44.660]  這麼遠
[00:02:44.660 --> 00:02:45.840]  當然沒有拿回人情
[00:02:45.840 --> 00:02:47.480]  去回對的地方
[00:02:47.480 --> 00:02:50.080]  當然是做雙份人情
[00:02:50.080 --> 00:02:51.400]  我就在想
[00:02:51.400 --> 00:02:54.300]  為什麼都只是飲宴
[00:02:54.300 --> 00:02:55.660]  都給了人情
[00:02:55.660 --> 00:02:57.680]  都是吃類似的東西
[00:02:57.680 --> 00:03:01.360]  那就坐下來吃完
[00:03:01.360 --> 00:03:02.940]  但是
[00:03:02.940 --> 00:03:05.220]  當然不會這樣做
[00:03:05.220 --> 00:03:06.600]  因為你去飲
[00:03:06.600 --> 00:03:08.700]  你想想你為什麼去飲
[00:03:08.700 --> 00:03:11.900]  是因為主人家是誰
[00:03:11.900 --> 00:03:13.940]  如果你都不認識他
[00:03:13.940 --> 00:03:16.020]  或者你跟他不是很熟
[00:03:16.020 --> 00:03:16.900]  又或者
[00:03:16.900 --> 00:03:19.780]  你其實都不是很重視主人家
[00:03:19.780 --> 00:03:21.700]  你猜你會不會去飲呢
[00:03:21.700 --> 00:03:23.660]  我就不會了
[00:03:23.660 --> 00:03:24.900]  所以
[00:03:24.900 --> 00:03:28.700]  他走是很自然的事
[00:03:28.700 --> 00:03:29.980]  想到這裡
[00:03:29.980 --> 00:03:32.940]  我覺得似乎跟我們今天要看幾個
[00:03:32.940 --> 00:03:36.180]  筵席的比喻有些關係
[00:03:36.180 --> 00:03:39.100]  究竟這些筵席的主人是誰
[00:03:39.100 --> 00:03:41.780]  什麼人應該去赴會
[00:03:41.780 --> 00:03:44.860]  在看這些筵席的比喻之前
[00:03:44.860 --> 00:03:46.220]  我就跟大家看一下
[00:03:46.220 --> 00:03:49.460]  究竟耶穌在什麼情況下
[00:03:49.460 --> 00:03:52.420]  說這三個比喻好不好
[00:03:52.420 --> 00:03:53.660]  原來
[00:03:53.660 --> 00:03:56.180]  都是在一個筵席上面
[00:03:56.180 --> 00:03:58.020]  耶穌說這些比喻的
[00:03:58.020 --> 00:03:59.700]  我今天用的聖經是
[00:03:59.700 --> 00:04:01.580]  和修版的聖經
[00:04:01.580 --> 00:04:05.460]  我先請大家跟我讀下面六節聖經
[00:04:19.460 --> 00:04:47.260]  原來耶穌是接受法利塞人的領袖的邀請
[00:04:47.260 --> 00:04:49.300]  去那個筵席的
[00:04:49.300 --> 00:04:50.620]  代表什麼呢
[00:04:50.620 --> 00:04:54.940]  耶穌其實沒有拒絕和法利塞人對話的
[00:04:54.940 --> 00:04:57.100]  不過法利塞人的動機
[00:04:57.100 --> 00:04:59.580]  都是找機會去窺探耶穌
[00:04:59.580 --> 00:05:02.940]  看看能不能抓到他的痛腳
[00:05:02.940 --> 00:05:04.980]  耶穌知道他們的心意
[00:05:04.980 --> 00:05:07.380]  就直接主動提出
[00:05:07.380 --> 00:05:11.180]  安息日治病的問題
[00:05:11.180 --> 00:05:14.060]  什麼是患水腫病呢
[00:05:14.060 --> 00:05:16.740]  如果按現在的醫學來說
[00:05:16.740 --> 00:05:19.740]  我們相信估計應該是心臟
[00:05:19.740 --> 00:05:21.300]  或者腎臟
[00:05:21.300 --> 00:05:23.540]  或者肝臟出現了問題
[00:05:23.540 --> 00:05:26.180]  所表現出來的症狀
[00:05:26.180 --> 00:05:31.820]  不過當時的猶太人認為這是不潔的病
[00:05:31.820 --> 00:05:34.980]  他們相信是因為那些患病的人
[00:05:34.980 --> 00:05:36.700]  心裡面的情慾
[00:05:36.700 --> 00:05:39.060]  而被上帝懲罰
[00:05:39.060 --> 00:05:42.940]  耶穌在安息日醫治不潔的人
[00:05:42.940 --> 00:05:46.500]  其實他是要宗教領袖反省一下
[00:05:46.500 --> 00:05:49.500]  聖潔和不潔的看法
[00:05:49.500 --> 00:05:51.340]  在第三節他就問
[00:05:51.340 --> 00:05:54.580]  安息日治病合不合法
[00:05:54.580 --> 00:05:56.500]  其實意思是說
[00:05:56.500 --> 00:06:00.300]  合乎立法的要求嗎
[00:06:00.300 --> 00:06:02.620]  耶穌在這裡不是和他們討論
[00:06:02.620 --> 00:06:04.500]  安息日可不可以做工
[00:06:04.500 --> 00:06:06.180]  耶穌在這裡是和他們說
[00:06:06.180 --> 00:06:09.060]  安息日可不可以治病
[00:06:09.060 --> 00:06:12.740]  原來舊約聖經沒有說過
[00:06:12.740 --> 00:06:16.100]  安息日是不可以治病的
[00:06:16.100 --> 00:06:20.940]  而正正在《路加福音》上一章聖經第十三章第十六節
[00:06:20.940 --> 00:06:22.860]  耶穌已經清楚說出
[00:06:22.860 --> 00:06:27.660]  在安息日釋放那個被撒旦捆綁了18年的女人
[00:06:27.660 --> 00:06:30.340]  是應該的
[00:06:30.340 --> 00:06:31.300]  去到第五節
[00:06:31.300 --> 00:06:33.180]  耶穌更加用個比喻
[00:06:33.180 --> 00:06:34.900]  如果你的兒子
[00:06:34.900 --> 00:06:37.620]  或者你的牛在安息日掉了進水井
[00:06:37.620 --> 00:06:40.180]  你夠不夠呢
[00:06:40.180 --> 00:06:44.100]  兒子和牛對他們來說是他們的產業
[00:06:44.100 --> 00:06:47.740]  如果你們對那個產業都這麼緊張的話
[00:06:47.740 --> 00:06:52.780]  你們是不是應該要去關顧
[00:06:52.780 --> 00:06:57.220]  群體裏面虛弱或者卑微的人呢
[00:06:57.220 --> 00:06:59.140]  他們知道自己利虧
[00:06:59.140 --> 00:07:00.900]  所以在第六節
[00:07:00.900 --> 00:07:05.900]  他們就對這些事不能反駁了
[00:07:05.900 --> 00:07:08.540]  耶穌在法理塞人的筵席上面
[00:07:08.540 --> 00:07:11.700]  就在挑戰宗教領袖的權威
[00:07:11.700 --> 00:07:16.340]  其實逆轉了他們對安息日的態度
[00:07:16.340 --> 00:07:18.300]  不過耶穌去到第七節
[00:07:18.300 --> 00:07:20.700]  就見到原來請來的賓客
[00:07:20.700 --> 00:07:23.420]  全部都在選擇守衛座的
[00:07:23.420 --> 00:07:27.180]  於是耶穌就開始用三個筵席的比喻
[00:07:27.180 --> 00:07:29.660]  去對這些宗教領袖
[00:07:29.660 --> 00:07:33.940]  教導他們三個末世天國的價值觀
[00:07:33.940 --> 00:07:38.460]  逆轉他們做事的方法和原則
[00:07:38.460 --> 00:07:40.420]  第一個筵席的比喻
[00:07:40.420 --> 00:07:43.100]  耶穌要教我們甚麼呢
[00:07:43.100 --> 00:07:46.100]  謙卑者必被升高
[00:07:46.100 --> 00:07:49.380]  驕傲者必被降為卑
[00:07:49.380 --> 00:07:51.860]  我請大家讀下面四節聖經好嗎
[00:07:51.860 --> 00:07:53.020]  一二三
[00:08:10.420 --> 00:08:29.740]  (聖經)
[00:08:29.740 --> 00:08:31.300]  謝謝大家
[00:08:31.300 --> 00:08:34.700]  原來當時筵席的座位安排
[00:08:34.700 --> 00:08:38.500]  是反映主人對賓客是否認識
[00:08:38.500 --> 00:08:40.780]  而多數同一個社會階層
[00:08:40.780 --> 00:08:43.500]  或者經濟狀況差不多的人
[00:08:43.500 --> 00:08:45.660]  就會一起坐的
[00:08:45.660 --> 00:08:47.420]  而守衛是甚麼意思
[00:08:47.420 --> 00:08:51.300]  守衛是筵席中最重要的位置
[00:08:51.300 --> 00:08:55.180]  通常是留給最有地位的人坐的
[00:08:55.180 --> 00:08:58.220]  而法理塞人特徵之一
[00:08:58.220 --> 00:09:00.820]  他們就最喜歡坐守衛
[00:09:00.820 --> 00:09:03.180]  等人來服侍他們
[00:09:03.180 --> 00:09:04.500]  所以在第九節
[00:09:04.500 --> 00:09:07.460]  耶穌就提到你坐錯位的時候
[00:09:07.460 --> 00:09:09.820]  被人請你離開守衛
[00:09:09.820 --> 00:09:15.220]  於是就要羞羞愧愧地去到末位
[00:09:15.220 --> 00:09:16.620]  其實正所謂
[00:09:16.620 --> 00:09:18.260]  面就別人給
[00:09:18.260 --> 00:09:19.820]  架就怎樣
[00:09:19.820 --> 00:09:21.460]  自己丟的
[00:09:21.460 --> 00:09:24.420]  不過其實不是以前是這樣的
[00:09:24.420 --> 00:09:26.660]  現在我們的婚宴
[00:09:26.660 --> 00:09:28.900]  都有分主家席
[00:09:28.900 --> 00:09:31.620]  有分和主家熟一點的
[00:09:31.620 --> 00:09:33.500]  就坐近一點主家席
[00:09:33.500 --> 00:09:34.660]  沒那麼熟的
[00:09:34.660 --> 00:09:36.580]  就坐遠一點的主家席
[00:09:36.580 --> 00:09:39.060]  大部份的婚宴都有這樣安排
[00:09:39.060 --> 00:09:41.220]  你不會亂坐的
[00:09:41.220 --> 00:09:42.220]  你都不是主人家
[00:09:42.220 --> 00:09:44.580]  你會不會坐在主家席上
[00:09:44.580 --> 00:09:48.500]  肯定被人叫你起身
[00:09:48.500 --> 00:09:51.900]  不過耶穌用這個比喻
[00:09:51.900 --> 00:09:55.780]  不是想教導人用善的禮儀
[00:09:55.780 --> 00:10:00.980]  而是在批評法理塞人的驕傲
[00:10:00.980 --> 00:10:02.340]  告訴他們
[00:10:02.340 --> 00:10:06.620]  驕傲就必定會受到上帝的審判
