
[00:00:00.000 --> 00:00:02.000]  我們同心吐槓
[00:00:02.000 --> 00:00:04.000]  天父我們多謝你
[00:00:04.000 --> 00:00:07.000]  讓我們能夠有你的話語
[00:00:07.000 --> 00:00:09.000]  可以在當中學習
[00:00:09.000 --> 00:00:12.000]  也讓你的話語滋潤我們的心
[00:00:12.000 --> 00:00:15.000]  主 當我們打開你的話語的時候
[00:00:15.000 --> 00:00:17.000]  願意你的靈就在我們當中
[00:00:17.000 --> 00:00:19.000]  向我們每一個人說話
[00:00:19.000 --> 00:00:22.000]  教導我們 帶領我們進入真理
[00:00:22.000 --> 00:00:24.000]  我們吐槓奉耶穌基督的名求
[00:00:24.000 --> 00:00:26.000]  阿們
[00:00:26.000 --> 00:00:28.000]  大兄姊妹早晨
[00:00:28.000 --> 00:00:31.000]  不知道有多少人看過這套電影
[00:00:31.000 --> 00:00:34.000]  《神偷奶爸》
[00:00:34.000 --> 00:00:37.000]  《Despicable Two》這套卡通
[00:00:37.000 --> 00:00:39.000]  或者你未看過
[00:00:39.000 --> 00:00:42.000]  你都會知道裡面有個卡通角色
[00:00:42.000 --> 00:00:46.000]  那個人物叫做小黃人 Minions
[00:00:46.000 --> 00:00:49.000]  小黃人是一班黃色的
[00:00:49.000 --> 00:00:52.000]  有機體組成的團隊
[00:00:52.000 --> 00:00:54.000]  裡面有些是單眼
[00:00:54.000 --> 00:00:55.000]  有些雙眼
[00:00:55.000 --> 00:00:58.000]  有些只有幾條頭髮 有些沒有頭髮
[00:00:58.000 --> 00:01:00.000]  他們穿著工作服
[00:01:00.000 --> 00:01:02.000]  戴著護目鏡
[00:01:02.000 --> 00:01:05.000]  他們有自己的語言
[00:01:05.000 --> 00:01:08.000]  他們最擅長的就是唱歌和跳舞
[00:01:08.000 --> 00:01:11.000]  他們的群體意識非常強
[00:01:11.000 --> 00:01:14.000]  不過電影幾集之後
[00:01:14.000 --> 00:01:18.000]  到了《神偷奶爸2》《Despicable Two》的時候
[00:01:18.000 --> 00:01:21.000]  他們被壞人打了一支毒針
[00:01:21.000 --> 00:01:25.000]  這支叫做PX41的變種針
[00:01:25.000 --> 00:01:28.000]  打了之後就變成紫色
[00:01:28.000 --> 00:01:32.000]  左邊那些小紫人
[00:01:32.000 --> 00:01:34.000]  那些小紫人很邪惡的
[00:01:34.000 --> 00:01:37.000]  他們有狂野的髮型
[00:01:37.000 --> 00:01:38.000]  還有大大隻牙
[00:01:38.000 --> 00:01:40.000]  看到什麼都吃的
[00:01:40.000 --> 00:01:42.000]  要打那些解藥的針
[00:01:42.000 --> 00:01:45.000]  才會變回可愛的小黃人
[00:01:45.000 --> 00:01:49.000]  很多時候我想我們就想像自己
[00:01:49.000 --> 00:01:54.000]  是處身於小黃人這個歡樂的世界
[00:01:54.000 --> 00:01:57.000]  大家一起過著群體生活
[00:01:57.000 --> 00:02:00.000]  有時候都愉快挺好玩的
[00:02:00.000 --> 00:02:02.000]  不過我就想
[00:02:02.000 --> 00:02:05.000]  其實我們都誤會了
[00:02:05.000 --> 00:02:07.000]  因為我們早就接受了
[00:02:07.000 --> 00:02:11.000]  我們在這裏出生 在這裏學習和生活的世界
[00:02:11.000 --> 00:02:13.000]  這是什麼世界呢
[00:02:13.000 --> 00:02:15.000]  這個世界是聖經形容為
[00:02:15.000 --> 00:02:19.000]  「全地都臥在那惡者的手下」
[00:02:19.000 --> 00:02:20.000]  一個這樣的世界
[00:02:20.000 --> 00:02:21.000]  也就是說
[00:02:21.000 --> 00:02:26.000]  就好像我們早就接受了小紫人的世界
[00:02:26.000 --> 00:02:28.000]  是一個充滿邪惡
[00:02:28.000 --> 00:02:30.000]  好像小紫人那樣
[00:02:30.000 --> 00:02:31.000]  看到什麼都吃
[00:02:31.000 --> 00:02:34.000]  吃極都不飽的世界
[00:02:34.000 --> 00:02:36.000]  我們都是其中的一份子
[00:02:36.000 --> 00:02:38.000]  甚至我們不察覺的
[00:02:38.000 --> 00:02:41.000]  我們連自己中了毒是紫色的
[00:02:41.000 --> 00:02:42.000]  其實都不知道
[00:02:42.000 --> 00:02:46.000]  我們是很需要耶穌基督的救恩
[00:02:46.000 --> 00:02:48.000]  就好像打解藥那樣
[00:02:48.000 --> 00:02:52.000]  就將小紫人變回小黃人
[00:02:52.000 --> 00:02:54.000]  不過很可惜
[00:02:54.000 --> 00:02:56.000]  我們都沒有這些小黃人那麼幸福
[00:02:56.000 --> 00:03:00.000]  可以很清晰地看到是黃色還是紫色
[00:03:00.000 --> 00:03:04.000]  因為在這個顛倒了的世界裏面
[00:03:04.000 --> 00:03:06.000]  即使我們接受了耶穌基督
[00:03:06.000 --> 00:03:08.000]  我們都未完全
[00:03:08.000 --> 00:03:11.000]  我們都仍然會感染這個世界的惡習
[00:03:11.000 --> 00:03:15.000]  我們是需要靠著上帝的恩典繼續成長
[00:03:15.000 --> 00:03:17.000]  今天的經文
[00:03:17.000 --> 00:03:21.000]  就到《雅各書》三章十三至十八節
[00:03:21.000 --> 00:03:24.000]  剛才大家讀了
[00:03:24.000 --> 00:03:28.000]  這裏正正是指出了我們處事為人
[00:03:28.000 --> 00:03:30.000]  有兩種不同的智慧
[00:03:30.000 --> 00:03:32.000]  或者善或者惡
[00:03:32.000 --> 00:03:34.000]  需要你去分得出
[00:03:34.000 --> 00:03:36.000]  以及是做得到的
[00:03:36.000 --> 00:03:38.000]  剛才讀了你有沒有留意
[00:03:38.000 --> 00:03:40.000]  我們再看看經文
[00:03:40.000 --> 00:03:44.000]  經文講到你們中間是誰有智慧有見識的
[00:03:44.000 --> 00:03:49.000]  他就應當在智慧的溫柔上面顯出他的善行
[00:03:49.000 --> 00:03:52.000]  然後第十四節就講第一種
[00:03:52.000 --> 00:03:56.000]  第一種就是心裏面懷著苦毒的疾悼和紛爭
[00:03:56.000 --> 00:03:58.000]  這些人我們就不可以自誇
[00:03:58.000 --> 00:04:02.000]  亦都不可以講大話來抵擋真理
[00:04:02.000 --> 00:04:06.000]  這種的智慧不是從上頭而來
[00:04:06.000 --> 00:04:09.000]  是屬地的屬情慾的屬鬼魔的
[00:04:09.000 --> 00:04:11.000]  在哪裏有疾悼和紛爭
[00:04:11.000 --> 00:04:14.000]  在哪裏有擾亂和各樣的壞事
[00:04:14.000 --> 00:04:18.000]  接著去到十七節就另一種智慧
[00:04:18.000 --> 00:04:21.000]  唯獨是從上頭而來的智慧
[00:04:21.000 --> 00:04:23.000]  先是清潔後來和平
[00:04:23.000 --> 00:04:26.000]  溫良柔順滿有憐憫多結善果
[00:04:26.000 --> 00:04:28.000]  沒有偏見沒有假冒
[00:04:28.000 --> 00:04:30.000]  而且使人和平的
[00:04:30.000 --> 00:04:34.000]  是用和平所栽種的異果
[00:04:34.000 --> 00:04:39.000]  雅各這一段文字是針對當時的一個背景
