
[00:00:00.000 --> 00:00:02.000]  大家好
[00:00:02.000 --> 00:00:04.760]  中秋已經過了
[00:00:04.760 --> 00:00:08.220]  真是秋天的良宜
[00:00:08.220 --> 00:00:09.180]  在這裡
[00:00:09.180 --> 00:00:10.520]  我們的人生
[00:00:10.520 --> 00:00:14.520]  都是不斷要繼續更新、改變、學習
[00:00:14.520 --> 00:00:17.020]  今天學習的功課
[00:00:17.020 --> 00:00:19.820]  我想大家可能都學了很久
[00:00:19.820 --> 00:00:24.620]  就是使人和睦的人有福了
[00:00:24.620 --> 00:00:29.660]  因為他們必稱為神的兒女
[00:00:29.660 --> 00:00:32.380]  我就受這一節的經文
[00:00:32.380 --> 00:00:35.340]  都頗大影響的
[00:00:35.340 --> 00:00:36.840]  可能你不是頗相信
[00:00:36.840 --> 00:00:46.300]  不過我真的很積極來實踐使人和睦的其中一樣
[00:00:46.300 --> 00:00:51.340]  我最喜歡做和事佬
[00:00:51.340 --> 00:00:54.060]  做和事佬其實很危險的
[00:00:54.060 --> 00:00:56.140]  特別在街上做
[00:00:56.140 --> 00:01:00.220]  你都知道有時候被人砍的是和事佬
[00:01:00.220 --> 00:01:02.720]  不久之前在新光戲院附近
[00:01:02.720 --> 00:01:05.480]  我就看到一幕這樣的情況
[00:01:05.480 --> 00:01:07.680]  有一個阿伯
[00:01:07.680 --> 00:01:09.100]  我叫他做阿伯
[00:01:09.100 --> 00:01:10.780]  他真的比我老
[00:01:10.780 --> 00:01:12.600]  就追著一個年輕人
[00:01:12.600 --> 00:01:14.520]  在那裡不停地罵
[00:01:14.520 --> 00:01:16.160]  罵什麼呢?
[00:01:16.160 --> 00:01:19.280]  罵為什麼你踩到我
[00:01:19.280 --> 00:01:22.240]  你不跟我說對不起
[00:01:22.240 --> 00:01:25.160]  說了是可以算了
[00:01:25.160 --> 00:01:29.840]  但那個阿伯一直罵一直追
[00:01:29.840 --> 00:01:34.720]  直到最後是伸一腳踢那個年輕人
