
[00:00:00.000 --> 00:00:02.880]  我本來今天應該有個台
[00:00:02.880 --> 00:00:05.480]  是三十幾個人上來的 四袋
[00:00:05.480 --> 00:00:07.640]  不過有些要上班 有些要上學
[00:00:07.640 --> 00:00:09.920]  我請我媽咪醫生來
[00:00:09.920 --> 00:00:15.480]  扶著她的就是我弟妹
[00:00:15.480 --> 00:00:18.120]  我另外一個弟弟是醫生
[00:00:18.120 --> 00:00:19.720]  今天要上班
[00:00:19.720 --> 00:00:22.120]  這個這麼漂亮的是我媳婦
[00:00:22.120 --> 00:00:25.600]  漂亮嗎
[00:00:25.600 --> 00:00:27.200]  像不像香港小姐
[00:00:29.800 --> 00:00:31.440]  我真是很好
[00:00:31.440 --> 00:00:36.280]  我每年被邀請來都是復活節來的
[00:00:36.280 --> 00:00:38.080]  復活節的訊息是什麼
[00:00:38.080 --> 00:00:40.120]  主耶穌復活了
[00:00:40.120 --> 00:00:42.720]  我是在五十年前
[00:00:42.720 --> 00:00:44.160]  知道主耶穌已經復活了
[00:00:44.160 --> 00:00:45.800]  改變我的生命
[00:00:45.800 --> 00:00:47.600]  現在五十年之後
[00:00:47.600 --> 00:00:50.280]  我是蔡家四代
[00:00:50.280 --> 00:00:52.160]  全部信了主
[00:00:52.160 --> 00:00:58.480]  因為我沒法子想像
[00:00:58.480 --> 00:01:00.640]  因為神喜歡祝福全家
[00:01:00.640 --> 00:01:03.400]  今天本來他們每人都可以講半個鐘
[00:01:03.400 --> 00:01:08.640]  但是我給他們每人講一句感恩
[00:01:08.640 --> 00:01:10.960]  因為今天的主題是全家蒙福
[00:01:10.960 --> 00:01:13.480]  神想祝福全家
[00:01:13.480 --> 00:01:14.880]  一個都不少
[00:01:14.880 --> 00:01:16.480]  所以我見很多
[00:01:16.480 --> 00:01:17.760]  真的是全家來
[00:01:17.760 --> 00:01:19.280]  有一個爸爸上次來
[00:01:19.280 --> 00:01:20.480]  這次媽媽都來
[00:01:20.480 --> 00:01:21.160]  真是很好
[00:01:21.160 --> 00:01:22.120]  很多都全家來
[00:01:22.120 --> 00:01:23.400]  我們祝福你們
[00:01:23.400 --> 00:01:24.480]  多謝你
[00:01:24.480 --> 00:01:28.480]  請問我媽媽八十七歲靚不靚
[00:01:28.480 --> 00:01:30.000]  (靚)
[00:01:30.000 --> 00:01:33.880]  愈來愈靚
[00:01:33.880 --> 00:01:35.600]  你講一句感恩的說話
[00:01:35.600 --> 00:01:37.120]  我感謝天父
[00:01:37.120 --> 00:01:40.880]  我們全家都慶祝我們在蒙福
[00:01:40.880 --> 00:01:43.600]  Amen
[00:01:43.600 --> 00:01:46.160]  她以為自己在講廣東話
[00:01:46.160 --> 00:01:53.920]  她是昆明加寧波加廣東話加起來的
[00:01:53.920 --> 00:01:54.960]  她說感謝主
[00:01:54.960 --> 00:01:56.160]  我全家信主
[00:01:56.160 --> 00:01:58.080]  全家都蒙福
[00:01:58.080 --> 00:01:59.120]  這個又是這麼靚
[00:01:59.120 --> 00:02:01.920]  我們蔡家四兄弟姐妹最靚就是這個
[00:02:01.920 --> 00:02:07.200]  我帶著我們蔡家四代
[00:02:07.200 --> 00:02:09.600]  三十一位成員的祝福給大家
[00:02:09.600 --> 00:02:11.200]  第三十一位
[00:02:11.200 --> 00:02:12.880]  就是我的女兒
[00:02:12.880 --> 00:02:14.440]  肚裏面的嬰兒
[00:02:14.440 --> 00:02:16.840]  這個星期會出生的
[00:02:16.840 --> 00:02:18.240]  我親家都在
[00:02:18.240 --> 00:02:19.360]  我們很開心
[00:02:19.360 --> 00:02:21.600]  是不是全世界最美麗的婆婆
[00:02:23.600 --> 00:02:26.720]  她不讓我孫子叫她姑婆
[00:02:26.720 --> 00:02:28.080]  她不叫她姑婆
[00:02:28.080 --> 00:02:29.280]  她叫姑姑好了
[00:02:29.280 --> 00:02:32.800]  搞到我們的輩分亂成這樣
[00:02:32.800 --> 00:02:35.520]  這個是我最小的弟弟
[00:02:35.520 --> 00:02:36.400]  我和他出街
[00:02:36.400 --> 00:02:38.080]  個個以為是我的兒子
[00:02:38.080 --> 00:02:45.520]  我就為我們家族的第三十位感恩
[00:02:45.520 --> 00:02:47.880]  他就是我的孫子
[00:02:47.880 --> 00:02:50.320]  現在七個月大
[00:02:50.320 --> 00:02:51.760]  很開心
[00:02:51.760 --> 00:02:52.720]  感謝主
[00:02:54.560 --> 00:02:56.960]  大家好
[00:02:56.960 --> 00:02:58.000]  我叫美萍
[00:02:58.000 --> 00:03:00.960]  我是嫁入來蔡家的
[00:03:00.960 --> 00:03:02.240]  我嫁入來蔡家
[00:03:02.240 --> 00:03:03.440]  我是很有祝福
[00:03:03.440 --> 00:03:04.320]  很多祝福
[00:03:04.320 --> 00:03:07.680]  因為蔡家上上下下很疼我
[00:03:07.680 --> 00:03:10.560]  特別在我十年前我病的時候
[00:03:10.560 --> 00:03:12.400]  我很感受到蔡家
[00:03:12.400 --> 00:03:13.360]  我老爺奶奶
[00:03:13.360 --> 00:03:14.400]  他們很疼我
[00:03:14.400 --> 00:03:15.200]  很照顧我
[00:03:15.200 --> 00:03:17.280]  特別是每天的探望
[00:03:17.280 --> 00:03:19.440]  照顧和祈禱
[00:03:19.440 --> 00:03:20.720]  給我很多祝福
[00:03:20.720 --> 00:03:21.440]  很多支持
[00:03:21.440 --> 00:03:23.040]  這個是我很感恩很感恩的
[00:03:24.560 --> 00:03:26.160]  你知道嗎
[00:03:26.160 --> 00:03:28.320]  她有幾年不能走
[00:03:28.320 --> 00:03:31.280]  看東西傷視線
[00:03:31.280 --> 00:03:34.160]  我要推輪椅推她去看醫生
[00:03:34.160 --> 00:03:38.400]  生孖仔的時候幾乎沒命
[00:03:38.400 --> 00:03:40.240]  血壓飆升
[00:03:40.240 --> 00:03:42.320]  肝臟都有問題
[00:03:42.320 --> 00:03:44.560]  急急推進去手術室
[00:03:44.560 --> 00:03:46.160]  推進去手術室之後
[00:03:46.160 --> 00:03:47.440]  醫生說都很危險
[00:03:47.440 --> 00:03:49.680]  結果真的有些東西入肺
[00:03:49.680 --> 00:03:51.440]  因為沒有預備
[00:03:51.440 --> 00:03:53.520]  做完手術之後
[00:03:53.520 --> 00:03:55.520]  走得站得
[00:03:55.520 --> 00:03:57.040]  走得跳得
[00:03:57.040 --> 00:03:59.280]  醫生都說不知為何
[00:03:59.280 --> 00:04:02.480]  他要知道我們的天父是誰
[00:04:02.480 --> 00:04:05.520]  好多謝你
[00:04:05.520 --> 00:04:10.960]  (掌聲)
[00:04:10.960 --> 00:04:15.280]  你一路吃一路吃
[00:04:15.280 --> 00:04:16.000]  不要緊
[00:04:16.000 --> 00:04:18.160]  今天我知道會慢一點
[00:04:18.160 --> 00:04:19.600]  我很開心
[00:04:19.600 --> 00:04:25.600]  2000年前
[00:04:25.600 --> 00:04:27.920]  公元30年
[00:04:27.920 --> 00:04:30.880]  猶太人正月15號
[00:04:30.880 --> 00:04:33.440]  耶穌釘十字架
[00:04:33.440 --> 00:04:34.960]  當日的人以為
[00:04:34.960 --> 00:04:39.600]  這個好像閃電出現的
[00:04:39.600 --> 00:04:42.400]  終於結束
[00:04:42.400 --> 00:04:46.720]  但是第三天他復活
[00:04:46.720 --> 00:04:49.360]  然後門徒見到
