
[00:00:00.000 --> 00:00:01.360]  弟兄姊妹你們好
[00:00:01.360 --> 00:00:03.200]  今天分享的題目是
[00:00:03.200 --> 00:00:06.560]  五旬節 教會誕生的新季節
[00:00:06.560 --> 00:00:10.080]  在士道行傳二章一至二十一節
[00:00:10.080 --> 00:00:13.680]  接續上星期杜牧師的訊息
[00:00:13.680 --> 00:00:17.360]  在開始前我想和大家分享一個小故事
[00:00:17.360 --> 00:00:22.000]  話說我之前買了一個新的高科技
[00:00:22.000 --> 00:00:23.920]  新時代的高科技產品
[00:00:23.920 --> 00:00:25.440]  大家看不看得到
[00:00:25.440 --> 00:00:27.440]  Zoom過來看到
[00:00:27.440 --> 00:00:32.720]  它是一個無線充電器加一個喇叭
[00:00:32.720 --> 00:00:35.280]  是一個很新的科技產品
[00:00:35.280 --> 00:00:38.320]  從來以前電話充電要用充電線
[00:00:38.320 --> 00:00:40.720]  這個無線充電器厲害的地方
[00:00:40.720 --> 00:00:42.720]  就是它不需要充電線
[00:00:42.720 --> 00:00:46.720]  只要放一個電話在電話上就會充電
[00:00:46.720 --> 00:00:49.360]  但我發現了一個很奇怪的問題
[00:00:49.360 --> 00:00:52.160]  以前充電時可以聽電話
[00:00:52.160 --> 00:00:54.000]  但如果用這個無線充電器
[00:00:54.000 --> 00:00:57.680]  你聽電話要像我這樣拿著電話聽
[00:00:57.680 --> 00:01:01.600]  我發現這個所謂的新科技很奇怪
[00:01:01.600 --> 00:01:04.640]  我想說的是在科技世界
[00:01:04.640 --> 00:01:08.400]  我們不停進入一個又一個的新時代
[00:01:08.400 --> 00:01:10.800]  我們以前用電話線上網
[00:01:10.800 --> 00:01:12.800]  有沒有人試過用電話線上網
[00:01:12.800 --> 00:01:15.760]  即是你上上下下網有人打給你會斷的
[00:01:15.760 --> 00:01:18.560]  舉手的都是一些很老的年紀很大的
[00:01:18.560 --> 00:01:21.440]  現在去到56M也是很舊了
[00:01:21.440 --> 00:01:24.240]  去到寬頻去到無線上網
[00:01:24.240 --> 00:01:27.120]  電話同樣的以前是由2G的網絡
[00:01:27.120 --> 00:01:30.720]  去到3G去到4G現在去到5G
[00:01:30.720 --> 00:01:32.560]  遲些去到正G那裡
[00:01:32.560 --> 00:01:36.880]  以前我們用寄信跟人溝通
[00:01:36.880 --> 00:01:38.720]  到用call機留言
[00:01:38.720 --> 00:01:40.400]  去到現在每人一部手機
[00:01:40.400 --> 00:01:43.600]  甚至用zoom去跟人見面
[00:01:43.600 --> 00:01:45.920]  每進入一個新的時代
[00:01:45.920 --> 00:01:48.160]  人類都會用新的形態
[00:01:48.160 --> 00:01:52.560]  新的生活習慣去轉變和適應
[00:01:52.560 --> 00:01:54.400]  在歷史裡面的教會
[00:01:54.400 --> 00:01:56.160]  神的子民都是一樣
[00:01:56.160 --> 00:01:58.320]  每進入一個新的時代
[00:01:58.320 --> 00:02:00.000]  進入一個新的季節
[00:02:00.000 --> 00:02:02.240]  他們就會用新的形態
[00:02:02.240 --> 00:02:05.200]  新的生活習慣去轉變
[00:02:05.200 --> 00:02:08.320]  為了要繼續去見證神
[00:02:08.320 --> 00:02:10.320]  由以前的族長時期
[00:02:10.320 --> 00:02:11.840]  到在埃及做奴隸
[00:02:11.840 --> 00:02:13.120]  到在史詩時期
[00:02:13.120 --> 00:02:14.240]  獵王時期
[00:02:14.240 --> 00:02:15.840]  到亡國秘魯
[00:02:15.840 --> 00:02:17.280]  到耶穌出現
[00:02:17.280 --> 00:02:19.120]  去到新約教會
[00:02:19.120 --> 00:02:21.120]  去到近代教會歷史
[00:02:21.120 --> 00:02:23.040]  去到我們今時今日
[00:02:23.040 --> 00:02:24.400]  每一個時期
[00:02:24.400 --> 00:02:28.240]  神的子民都會因著外在的環境轉變
[00:02:28.240 --> 00:02:30.240]  逼迫 戰爭
[00:02:30.240 --> 00:02:33.520]  被動地要去適應一個新的季節
[00:02:33.520 --> 00:02:36.800]  用新的形態去繼續見證神
[00:02:36.800 --> 00:02:38.480]  其實我們應該都很明白
[00:02:38.480 --> 00:02:39.920]  在過去半年
[00:02:39.920 --> 00:02:41.440]  在疫情的期間
[00:02:41.440 --> 00:02:44.080]  教會用新的形態去聚會
[00:02:44.080 --> 00:02:45.280]  去繼續見證神
[00:02:45.280 --> 00:02:46.480]  可能你和我也有份的
[00:02:46.480 --> 00:02:47.760]  在網上去相遇
[00:02:47.760 --> 00:02:48.480]  去看崇拜
[00:02:48.480 --> 00:02:50.080]  去小組
