
[00:00:00.000 --> 00:00:02.800]  今天要來跟你談談家中的事
[00:00:02.800 --> 00:00:04.800]  是因為在這段經文裡面
[00:00:04.800 --> 00:00:08.400]  他提到這群人他們都在聖殿來侍奉
[00:00:08.400 --> 00:00:10.400]  這群人來聖殿侍奉
[00:00:10.400 --> 00:00:15.800]  那他們在整個家中來辦理神殿的事務
[00:00:15.800 --> 00:00:20.600]  就是他們特別這群人是來辦理神家裡面的事情
[00:00:20.600 --> 00:00:23.600]  那到底大衛在提到這些事情的時候
[00:00:23.600 --> 00:00:26.200]  有沒有一些原則我們可以來使用
[00:00:26.200 --> 00:00:28.200]  有沒有一些原則我們可以來思想
[00:00:28.200 --> 00:00:31.200]  那這是我們今天要跟弟兄們來分享的
[00:00:31.200 --> 00:00:34.200]  那這一段經文我把它分成兩個段落
[00:00:34.200 --> 00:00:40.200]  第一節到第六節我分成一個段落
[00:00:40.200 --> 00:00:41.200]  因為第一節裡面
[00:00:41.200 --> 00:00:45.200]  第一節他說大衛和眾首領分派亞薩西曼
[00:00:45.200 --> 00:00:49.200]  並約頓頓的子孫彈琴鼓瑟敲靶唱歌
[00:00:49.200 --> 00:00:52.200]  剛供旨的人數記在下面
[00:00:52.200 --> 00:00:55.200]  第六節是這樣的
[00:00:55.200 --> 00:00:59.200]  他說他們父親子孫在耶和華的殿唱歌
[00:00:59.200 --> 00:01:02.200]  敲靶彈琴鼓瑟辦理神殿的事務
[00:01:02.200 --> 00:01:04.200]  這是跟講西曼的
[00:01:04.200 --> 00:01:07.200]  但是後面是說亞薩 約頓頓 西曼
[00:01:07.200 --> 00:01:10.200]  都是王所命令的
[00:01:10.200 --> 00:01:13.200]  他用兩個詞來包裹在一起
[00:01:13.200 --> 00:01:16.200]  他說大衛和首領分派他們來服侍
[00:01:16.200 --> 00:01:20.200]  他說他們的服侍亞薩 約頓頓 西曼
[00:01:20.200 --> 00:01:22.200]  都是王所命令的
[00:01:22.200 --> 00:01:25.200]  所以第一個我就要跟弟兄妹來分享
[00:01:25.200 --> 00:01:35.200]  就是他們是出於簡選可以一起侍奉
[00:01:35.200 --> 00:01:40.200]  是王跟眾領袖他們來挑選
[00:01:40.200 --> 00:01:42.200]  我相信他們有禱告
[00:01:42.200 --> 00:01:44.200]  因為這是神殿裡面的事務
[00:01:44.200 --> 00:01:45.200]  而這些人都是立位人
[00:01:45.200 --> 00:01:46.200]  如果你要看
[00:01:46.200 --> 00:01:50.200]  你可以對照前面幾張的家譜裡面
[00:01:50.200 --> 00:01:51.200]  有提到立位的家譜的時候
[00:01:51.200 --> 00:01:54.200]  他們的名字都在上面
[00:01:54.200 --> 00:01:56.200]  所以你會看見一個很重要的事情
[00:01:56.200 --> 00:01:58.200]  是幫助我們去來思想
[00:01:58.200 --> 00:02:02.200]  原來領袖的團隊讓我們有機會來侍奉
[00:02:02.200 --> 00:02:05.200]  在教會裡面其實有很多服侍的機會
[00:02:05.200 --> 00:02:10.200]  就好像我們這次我們在四川
[00:02:10.200 --> 00:02:12.200]  在做一些志願服務的時候
[00:02:12.200 --> 00:02:14.200]  我們有一些家訪的行動
[00:02:14.200 --> 00:02:16.200]  而這些家訪行動我們就看見
[00:02:16.200 --> 00:02:18.200]  那些小朋友他們跟我們一起來
[00:02:18.200 --> 00:02:24.200]  來家訪的時候他們有他們做的事情
[00:02:24.200 --> 00:02:25.200]  他們有一些團隊
[00:02:25.200 --> 00:02:27.200]  他說有一個孩子說
[00:02:27.200 --> 00:02:29.200]  我知道這附近的路
[00:02:29.200 --> 00:02:32.200]  每一家我都明白我負責帶路
[00:02:32.200 --> 00:02:34.200]  然後他負責帶路的時候
[00:02:34.200 --> 00:02:35.200]  他說我負責帶路
[00:02:35.200 --> 00:02:37.200]  而且告訴我們要去哪幾家
[00:02:37.200 --> 00:02:38.200]  他把名字唸出來
[00:02:38.200 --> 00:02:39.200]  他說好那我們順序是這樣
[00:02:39.200 --> 00:02:41.200]  這樣這樣這樣這樣這樣
[00:02:41.200 --> 00:02:42.200]  他就安排了
[00:02:42.200 --> 00:02:44.200]  所以他一安排的結果
[00:02:44.200 --> 00:02:47.200]  我們就省了很多繞路的行程
[00:02:47.200 --> 00:02:49.200]  我記得我們第一年去做家訪的時候
[00:02:49.200 --> 00:02:51.200]  我們花了多久的時間呢
[00:02:51.200 --> 00:02:53.200]  我們花了將近快三天的時間
[00:02:53.200 --> 00:02:56.200]  我們把大概二十幾個戶探完
[00:02:56.200 --> 00:02:58.200]  你知道今年我們花了多少
[00:02:58.200 --> 00:02:59.200]  我們花了一天半的時間
[00:02:59.200 --> 00:03:01.200]  我本來預留是兩天的時間
[00:03:01.200 --> 00:03:03.200]  要把大概四十幾戶探完
[00:03:03.200 --> 00:03:06.200]  我們今年只花了一天半的時間
[00:03:06.200 --> 00:03:07.200]  然後就結束了
[00:03:07.200 --> 00:03:09.200]  他說怎麼會那麼快
[00:03:09.200 --> 00:03:12.200]  因為有人在那裡待
[00:03:12.200 --> 00:03:14.200]  每一組都有一些小志願者
[00:03:14.200 --> 00:03:16.200]  他們就說我們來安排
[00:03:16.200 --> 00:03:17.200]  我們把名單給他
[00:03:17.200 --> 00:03:18.200]  他說我們來安排
[00:03:18.200 --> 00:03:19.200]  就可以這樣走這樣走
[00:03:19.200 --> 00:03:20.200]  然後這樣很順
[00:03:20.200 --> 00:03:22.200]  這樣走完了
[00:03:22.200 --> 00:03:24.200]  所以我們就一家一家就探完完了
[00:03:24.200 --> 00:03:27.200]  每一個人都有機會來服侍
[00:03:27.200 --> 00:03:28.200]  所以在我們安排裡面
[00:03:28.200 --> 00:03:30.200]  所以如果那個領袖團隊
[00:03:30.200 --> 00:03:31.200]  如果我們的童工
[00:03:31.200 --> 00:03:33.200]  他說不行我來安排
[00:03:33.200 --> 00:03:35.200]  那就完了
[00:03:35.200 --> 00:03:37.200]  他說他們說要來安排
[00:03:37.200 --> 00:03:38.200]  我就給他安排
[00:03:38.200 --> 00:03:41.200]  那有一個小隊有一個孩子
[00:03:41.200 --> 00:03:44.200]  他說我負責照相
[00:03:44.200 --> 00:03:46.200]  他就很興奮
[00:03:46.200 --> 00:03:47.200]  每一次我們去家訪的時候
[00:03:47.200 --> 00:03:48.200]  他就拍照
[00:03:48.200 --> 00:03:49.200]  他就照相
[00:03:49.200 --> 00:03:51.200]  他說他就負責這件事情
[00:03:51.200 --> 00:03:53.200]  他就很快樂地負責這件事
[00:03:53.200 --> 00:03:56.200]  每一個人都有機會來服侍
[00:03:56.200 --> 00:03:58.200]  我們需要來回應
[00:03:58.200 --> 00:04:00.200]  我們需要一起來思考
[00:04:00.200 --> 00:04:03.200]  所以這裡大衛跟首領
[00:04:03.200 --> 00:04:06.200]  他們就來安排亞薩西曼
[00:04:06.200 --> 00:04:08.200]  跟耶都論的子孫們
[00:04:08.200 --> 00:04:10.200]  他們可以勾勾歌唱
[00:04:10.200 --> 00:04:11.200]  勾勾彈琴 勾勾敬拜
[00:04:11.200 --> 00:04:17.200]  他們來在上帝面前來侍奉他
[00:04:17.200 --> 00:04:19.200]  神在做一些工作
[00:04:19.200 --> 00:04:23.200]  讓我們可以一起來服侍
[00:04:23.200 --> 00:04:24.200]  一起來思想
[00:04:24.200 --> 00:04:26.200]  怎麼在神家當中
[00:04:26.200 --> 00:04:28.200]  一起來回應上帝所要做的事
[00:04:28.200 --> 00:04:30.200]  所以這裡提告領袖團隊
[00:04:30.200 --> 00:04:33.200]  讓我們有機會侍奉的一個意思
[00:04:33.200 --> 00:04:34.200]  其實更深層的意思
[00:04:34.200 --> 00:04:36.200]  是來告訴我們說
[00:04:36.200 --> 00:04:38.200]  上帝真的給我們很多機會
[00:04:38.200 --> 00:04:39.200]  來服侍他
[00:04:39.200 --> 00:04:41.200]  只要我們願意
[00:04:41.200 --> 00:04:42.200]  我們就可以進入
[00:04:42.200 --> 00:04:45.200]  那個檢選的命令裡面
[00:04:45.200 --> 00:04:46.200]  我越來越知道
[00:04:46.200 --> 00:04:51.200]  不是神說誰好 神要用誰
[00:04:51.200 --> 00:04:53.200]  神是一直願意讓那個
[00:04:53.200 --> 00:04:55.200]  一個人 神就用他
[00:04:55.200 --> 00:04:57.200]  所以只要他說他願意
[00:04:57.200 --> 00:05:01.200]  就有一個服侍的機會為他開啟
[00:05:01.200 --> 00:05:02.200]  所以有時候我們的想法是
[00:05:02.200 --> 00:05:04.200]  原來是好像我們要安排一個
[00:05:04.200 --> 00:05:06.200]  蘿蔔一個坑我們來主持規劃
[00:05:06.200 --> 00:05:08.200]  但是後來發現不是
[00:05:08.200 --> 00:05:10.200]  其實還有一個更深的原則是
[00:05:10.200 --> 00:05:12.200]  當一個人願意起來服侍
[00:05:12.200 --> 00:05:15.200]  神就會打開一個路
[00:05:15.200 --> 00:05:16.200]  讓他能夠進入
[00:05:16.200 --> 00:05:19.200]  侍奉的機會裡面來服侍他
[00:05:19.200 --> 00:05:20.200]  所以我想這是我們
[00:05:20.200 --> 00:05:22.200]  一起來學習 一起來成長
[00:05:22.200 --> 00:05:26.200]  第二個 這裡提到一件事情
[00:05:26.200 --> 00:05:30.200]  就是我們的侍奉是被認定的
[00:05:30.200 --> 00:05:32.200]  所以當每一個人在服侍的時候
[00:05:32.200 --> 00:05:34.200]  你要確定這件事情
[00:05:34.200 --> 00:05:37.200]  這是上帝量給我的服侍
[00:05:37.200 --> 00:05:40.200]  我想亞煞 西曼跟耶路頓
[00:05:40.200 --> 00:05:41.200]  他們在服侍
[00:05:41.200 --> 00:05:43.200]  還有他們的子孫在服侍的時候
[00:05:43.200 --> 00:05:44.200]  他們說這是大胃王
[00:05:44.200 --> 00:05:46.200]  告訴我們要服侍的
[00:05:46.200 --> 00:05:50.200]  所以我們肯定這是我們侍奉
[00:05:50.200 --> 00:05:52.200]  所以在我們服侍的過程當中
[00:05:52.200 --> 00:05:54.200]  我想幫助我們來學習一件事
[00:05:54.200 --> 00:05:56.200]  就是我們知道我們服侍
[00:05:56.200 --> 00:05:59.200]  到底哪一些是我們應該做的
[00:05:59.200 --> 00:06:01.200]  我們要去回應他的
[00:06:01.200 --> 00:06:02.200]  這裡很清楚的
[00:06:02.200 --> 00:06:06.200]  他們有彈琴的 有鼓瑟 有恰巴 有唱歌
[00:06:06.200 --> 00:06:10.200]  他們透過這些來做敬拜的侍奉
[00:06:10.200 --> 00:06:12.200]  每一個人都很清楚認定
[00:06:12.200 --> 00:06:14.200]  這是我的服侍
[00:06:14.200 --> 00:06:17.200]  所以我就來服侍
[00:06:17.200 --> 00:06:19.200]  很清楚的認定
[00:06:19.200 --> 00:06:21.200]  在我們的服侍的裡頭
[00:06:21.200 --> 00:06:23.200]  所以我們需要回應主
[00:06:23.200 --> 00:06:25.200]  幫助我們來清楚明白
[00:06:25.200 --> 00:06:32.200]  有時候我在想
[00:06:32.200 --> 00:06:34.200]  教會歷史當中那些人物
[00:06:34.200 --> 00:06:37.200]  他們到底是怎麼樣來侍奉的
[00:06:37.200 --> 00:06:44.200]  莫迪他在美國帶進去復興
[00:06:44.200 --> 00:06:46.200]  他甚至到了英國
[00:06:46.200 --> 00:06:49.200]  讓劍橋七傑他們開始回應上帝
[00:06:49.200 --> 00:06:51.200]  他們後來出來服侍
[00:06:51.200 --> 00:06:55.200]  莫迪帶來英美兩國很多的復興跟影響
[00:06:55.200 --> 00:06:56.200]  很多人問莫迪先生說
[00:06:56.200 --> 00:06:59.200]  莫迪你怎麼這麼厲害
[00:06:59.200 --> 00:07:02.200]  你呼召就很多人來絕緻
[00:07:02.200 --> 00:07:03.200]  很多人願意被你吸進來
[00:07:03.200 --> 00:07:05.200]  很多人就願意來
[00:07:05.200 --> 00:07:07.200]  投身在神國的侍奉裡面
[00:07:07.200 --> 00:07:09.200]  他說我剛剛有秘訣
[00:07:09.200 --> 00:07:11.200]  我的秘訣就在
[00:07:11.200 --> 00:07:12.200]  我後面有一個團隊
[00:07:12.200 --> 00:07:14.200]  那團隊就是
[00:07:14.200 --> 00:07:17.200]  剛我在服侍的時候就為我搞告
[00:07:17.200 --> 00:07:18.200]  有一個隱藏的團隊
[00:07:18.200 --> 00:07:20.200]  是別人看不見
[00:07:20.200 --> 00:07:21.200]  是別人不知道的
[00:07:21.200 --> 00:07:22.200]  但是他明白
[00:07:22.200 --> 00:07:25.200]  我們都一起被選來服侍上帝
[00:07:25.200 --> 00:07:29.200]  二十世紀最偉大的佈道家
[00:07:29.200 --> 00:07:31.200]  格里漢
[00:07:31.200 --> 00:07:32.200]  有人說只有格里漢
[00:07:32.200 --> 00:07:34.200]  看見格里漢或看見他的同伴
[00:07:34.200 --> 00:07:36.200]  唱歌 彈琴
[00:07:36.200 --> 00:07:38.200]  看見他有一個團隊站在服侍
[00:07:38.200 --> 00:07:39.200]  但是我後來思想
[00:07:39.200 --> 00:07:42.200]  他真正的團隊不在台上了
[00:07:42.200 --> 00:07:44.200]  他真正的團隊在哪裡
[00:07:44.200 --> 00:07:45.200]  他每一年
[00:07:45.200 --> 00:07:46.200]  他每一次要到一個地方
[00:07:46.200 --> 00:07:48.200]  去辦一個佈道會的時候
[00:07:48.200 --> 00:07:50.200]  他會派空工
[00:07:50.200 --> 00:07:52.200]  圈到岡地的城市裡面
[00:07:52.200 --> 00:07:54.200]  招聚宗教會的牧者
[00:07:54.200 --> 00:07:56.200]  空工一起來搞告
[00:07:56.200 --> 00:07:57.200]  搞告以後
[00:07:57.200 --> 00:07:59.200]  他又來說我們有一個計畫
[00:07:59.200 --> 00:08:00.200]  我們要培訓一個計畫
[00:08:00.200 --> 00:08:03.200]  叫安德烈的侍奉的計畫
[00:08:03.200 --> 00:08:05.200]  就是我們希望有一些人
[00:08:05.200 --> 00:08:07.200]  願意成為一個安德烈
[00:08:07.200 --> 00:08:09.200]  他們可以來做陪坦的侍奉
[00:08:09.200 --> 00:08:10.200]  因為他們來做陪坦
[00:08:10.200 --> 00:08:11.200]  所以我們需要
[00:08:11.200 --> 00:08:12.200]  有一個裝備給他們
[00:08:12.200 --> 00:08:13.200]  所以可不可以在教會
[00:08:13.200 --> 00:08:14.200]  徵召一群人
[00:08:14.200 --> 00:08:16.200]  願意一起來接受這個裝備
[00:08:16.200 --> 00:08:18.200]  另外這些願意來做安德烈
[00:08:18.200 --> 00:08:20.200]  侍奉的這些弟兄姊妹
[00:08:20.200 --> 00:08:22.200]  我們還恢復給他們任務
[00:08:22.200 --> 00:08:23.200]  還有許多人
[00:08:23.200 --> 00:08:25.200]  他們有一些帶導的名單
[00:08:25.200 --> 00:08:26.200]  他們可以提出來
[00:08:26.200 --> 00:08:27.200]  大家一起來搞告
[00:08:27.200 --> 00:08:31.200]  在一年前
[00:08:31.200 --> 00:08:34.200]  真正的團隊在這裡
[00:08:34.200 --> 00:08:35.200]  因為格陽牧師說
[00:08:35.200 --> 00:08:37.200]  他說我的步道
[00:08:37.200 --> 00:08:38.200]  不是大型的步道
[00:08:38.200 --> 00:08:39.200]  你們說
[00:08:39.200 --> 00:08:41.200]  我的是大型的步道會
[00:08:41.200 --> 00:08:42.200]  他說你說錯了
[00:08:42.200 --> 00:08:45.200]  我的步道是個人的步道會
[00:08:45.200 --> 00:08:47.200]  個人步道的步道會
[00:08:47.200 --> 00:08:48.200]  那什麼意思
[00:08:48.200 --> 00:08:49.200]  他說所有
[00:08:49.200 --> 00:08:51.200]  每次我只是打造一個平台
[00:08:51.200 --> 00:08:53.200]  讓許多人在這個聚會當中
[00:08:53.200 --> 00:08:54.200]  他們有機會
[00:08:54.200 --> 00:08:55.200]  願意來舉手
[00:08:55.200 --> 00:08:57.200]  決是說他們要認識主
[00:08:57.200 --> 00:08:58.200]  他們要接受主
[00:08:58.200 --> 00:09:00.200]  當他們呼召到台前來說
[00:09:00.200 --> 00:09:02.200]  這一群當地的教會的孔工
[00:09:02.200 --> 00:09:04.200]  這些陪談員
[00:09:04.200 --> 00:09:06.200]  他們才是真正跟他們
[00:09:06.200 --> 00:09:10.200]  把訊息 把福音講更清楚
[00:09:10.200 --> 00:09:12.200]  再帶他們做一次決是搞告
[00:09:12.200 --> 00:09:13.200]  然後繼續跟進了
[00:09:13.200 --> 00:09:17.200]  他說重要的才是這群人
[00:09:17.200 --> 00:09:21.200]  我的步道會是個人的步道會
[00:09:21.200 --> 00:09:23.200]  是個人談到的步道會
[00:09:23.200 --> 00:09:26.200]  不是大型的講台的步道會
[00:09:26.200 --> 00:09:27.200]  這是格里漢牧師說的
[00:09:27.200 --> 00:09:28.200]  他團隊在哪裡
[00:09:28.200 --> 00:09:32.200]  他團隊原來在當地的城市
[00:09:32.200 --> 00:09:33.200]  一起服事
[00:09:33.200 --> 00:09:34.200]  這群人為什麼
[00:09:34.200 --> 00:09:35.200]  但是名字
[00:09:35.200 --> 00:09:37.200]  當然只有格里漢的名字
[00:09:37.200 --> 00:09:39.200]  但是所有這些無名
[00:09:39.200 --> 00:09:40.200]  願意來傳福音的人
