
[00:00:00.000 --> 00:00:02.000]  很快和大家再看第一節
[00:00:30.000 --> 00:00:32.000]  很象徵化的
[00:00:32.000 --> 00:00:33.840]  所以你看到他裡面
[00:00:33.840 --> 00:00:35.280]  智慧行間
[00:00:35.280 --> 00:00:36.560]  你要能夠理解到
[00:00:36.560 --> 00:00:38.720]  究竟他想表達什麼
[00:00:38.720 --> 00:00:41.520]  否則我們就會錯過了
[00:00:41.520 --> 00:00:43.520]  錯過了他裡面的意思
[00:00:43.520 --> 00:00:46.160]  很簡單地說
[00:00:46.160 --> 00:00:49.280]  耶穌基督是在教會當中的
[00:00:49.280 --> 00:00:51.280]  耶穌基督不是高高在上
[00:00:51.280 --> 00:00:53.280]  坐在父神的右邊
[00:00:53.280 --> 00:00:56.400]  像我們說的不吃人間煙火
[00:00:56.400 --> 00:00:58.400]  不知道你們在做什麼
[00:00:58.400 --> 00:01:01.520]  但主耶穌基督是落區的
[00:01:01.520 --> 00:01:06.320]  甚至他是去到弟兄姊妹當中
[00:01:06.320 --> 00:01:08.320]  所以他很明白
[00:01:08.320 --> 00:01:11.280]  知道他們究竟是發生什麼事
[00:01:11.280 --> 00:01:13.280]  其實你再想深一層
[00:01:13.280 --> 00:01:16.000]  主耶穌基督是無所不知的
[00:01:16.000 --> 00:01:18.560]  他是否需要落到他中間
[00:01:18.560 --> 00:01:20.960]  才能夠體察到他們呢
[00:01:20.960 --> 00:01:23.920]  政府的官就要
[00:01:23.920 --> 00:01:25.920]  但主耶穌根本不需要
[00:01:25.920 --> 00:01:29.040]  為了讓我們能夠明白了解的時候
[00:01:29.040 --> 00:01:31.040]  他就這樣形容
[00:01:31.040 --> 00:01:33.760]  他在七個燈台中間行走
[00:01:33.760 --> 00:01:35.760]  好了,到了第二節
[00:01:35.760 --> 00:01:37.760]  還有第三節
[00:01:37.760 --> 00:01:40.320]  我知道你的行為勞碌忍耐
[00:01:40.320 --> 00:01:42.640]  也知道你不容忍惡人
[00:01:42.640 --> 00:01:45.920]  你也曾察驗那自稱為使徒
[00:01:45.920 --> 00:01:47.280]  卻不是使徒的
[00:01:47.280 --> 00:01:49.280]  看出他們是假的
[00:01:49.280 --> 00:01:51.280]  你能忍耐,曾為我的命
[00:01:51.280 --> 00:01:53.280]  勞苦而不困倦
[00:01:53.280 --> 00:01:56.080]  我以前也和大家說過
[00:01:56.080 --> 00:01:59.120]  我們為什麼要看啟示錄的七個教會呢
[00:01:59.120 --> 00:02:01.840]  我們為什麼要讀啟示錄呢
[00:02:01.840 --> 00:02:03.840]  我們為什麼要讀聖經呢
[00:02:03.840 --> 00:02:05.840]  就是因為我們透過
[00:02:05.840 --> 00:02:07.840]  神藉著啟示錄
[00:02:07.840 --> 00:02:08.960]  聖經
[00:02:08.960 --> 00:02:11.680]  去讓我們明白神的心意
[00:02:11.680 --> 00:02:13.680]  我們作為一個教會
[00:02:13.680 --> 00:02:15.680]  究竟一個教會
[00:02:15.680 --> 00:02:17.680]  有什麼是要做
[00:02:17.680 --> 00:02:20.160]  才能夠榮耀神呢
[00:02:20.160 --> 00:02:22.720]  究竟一個教會有什麼不好做
[00:02:22.720 --> 00:02:24.720]  才能夠榮耀神呢
[00:02:24.720 --> 00:02:26.720]  所以在這裡
[00:02:26.720 --> 00:02:28.720]  我想和大家用時間看看
[00:02:28.720 --> 00:02:30.720]  我知道你的行為
[00:02:30.720 --> 00:02:32.000]  勞碌忍耐
[00:02:32.000 --> 00:02:34.000]  這些全部都是主耶穌基督
[00:02:34.000 --> 00:02:36.000]  去讚賞他們的
[00:02:36.000 --> 00:02:38.720]  行為、勞碌、忍耐
[00:02:38.720 --> 00:02:40.720]  其實行為、勞碌、忍耐
[00:02:40.720 --> 00:02:43.440]  首先我先提一下行為
[00:02:43.440 --> 00:02:47.200]  這個行為是解「行事為人」
[00:02:47.200 --> 00:02:49.920]  我們的信仰很強調
[00:02:49.920 --> 00:02:53.760]  我們有一個名稱叫「因信稱義」
[00:02:53.760 --> 00:02:57.120]  因信得永生
[00:02:57.120 --> 00:02:59.920]  信耶穌得永生
[00:02:59.920 --> 00:03:01.920]  很多年前我聽說
[00:03:01.920 --> 00:03:03.920]  有一間教會
[00:03:03.920 --> 00:03:05.920]  信耶穌得永生
[00:03:05.920 --> 00:03:07.920]  誰知道「永」字少了一點
[00:03:07.920 --> 00:03:09.920]  可能沒有橫向畫
[00:03:09.920 --> 00:03:12.640]  「生」字又沒有了一劃
[00:03:12.640 --> 00:03:14.640]  結果變成什麼
[00:03:14.640 --> 00:03:16.640]  信耶穌得水牛
[00:03:16.640 --> 00:03:18.640]  有沒有聽過
[00:03:18.640 --> 00:03:20.640]  香港真的有這樣發生
[00:03:20.640 --> 00:03:22.640]  可能打風打脫了那些字
[00:03:22.640 --> 00:03:24.640]  信耶穌得水牛
[00:03:24.640 --> 00:03:26.640]  真的很搞笑
[00:03:26.640 --> 00:03:28.640]  我們說信耶穌就得到永遠的生命
[00:03:28.640 --> 00:03:30.640]  很多時候人們問
[00:03:30.640 --> 00:03:32.640]  我啊
[00:03:32.640 --> 00:03:34.640]  信耶穌
[00:03:34.640 --> 00:03:36.640]  遲一點吧
[00:03:36.640 --> 00:03:38.640]  最近才有人問我
[00:03:38.640 --> 00:03:40.640]  遲到什麼時候
[00:03:40.640 --> 00:03:42.640]  遲到我離開這個世界
[00:03:42.640 --> 00:03:44.640]  最後的階段
[00:03:44.640 --> 00:03:46.640]  我就信耶穌了
[00:03:46.640 --> 00:03:48.640]  信耶穌就得永生
[00:03:48.640 --> 00:03:50.640]  所以我要在這個世界上
[00:03:50.640 --> 00:03:52.640]  繼續做我想做的事
[00:03:52.640 --> 00:03:54.640]  繼續我自己的生活
[00:03:54.640 --> 00:03:56.640]  直到我離開這個世界之前
[00:03:56.640 --> 00:03:58.640]  少少時間
[00:03:58.640 --> 00:04:00.640]  我就信耶穌了
[00:04:00.640 --> 00:04:02.640]  其實
[00:04:02.640 --> 00:04:04.640]  一個人如果有這樣的思維
[00:04:04.640 --> 00:04:06.640]  他真的當神是傻的
[00:04:06.640 --> 00:04:08.640]  當神是很愚蠢的
[00:04:08.640 --> 00:04:10.640]  當神是看不到他的內心的
[00:04:10.640 --> 00:04:12.640]  是不是
[00:04:12.640 --> 00:04:14.640]  所以
[00:04:14.640 --> 00:04:16.640]  我們有時候
[00:04:16.640 --> 00:04:18.640]  有句說話
[00:04:18.640 --> 00:04:20.640]  不是中國人的
[00:04:20.640 --> 00:04:22.640]  聰明笨伯
[00:04:22.640 --> 00:04:24.640]  聰明笨伯
[00:04:24.640 --> 00:04:26.640]  其實我也不知道為什麼叫聰明笨伯
[00:04:26.640 --> 00:04:28.640]  好像是很聰明
[00:04:28.640 --> 00:04:30.640]  其實真的非常愚蠢
[00:04:30.640 --> 00:04:32.640]  也有些人說
[00:04:32.640 --> 00:04:34.640]  我見過有些人
