
[00:00:00.000 --> 00:00:03.600]  感謝神 我想就像劉牧師所講的
[00:00:03.600 --> 00:00:06.100]  當我們憑着信心前進
[00:00:06.100 --> 00:00:09.600]  就會看見神所創造的機會
[00:00:09.600 --> 00:00:12.100]  當我們抓住神所給的機會
[00:00:12.100 --> 00:00:16.000]  就能夠進入神所敞開的門
[00:00:16.000 --> 00:00:17.800]  我想在歷史歷代以來
[00:00:17.800 --> 00:00:21.700]  有許多人就憑着信心抓住機會
[00:00:21.700 --> 00:00:25.400]  爲神來成就極大的事情
[00:00:25.400 --> 00:00:28.200]  在1940年代的中國
[00:00:28.200 --> 00:00:32.100]  是一個戰爭跟貧窮的時代
[00:00:32.100 --> 00:00:35.600]  有一位牧師名叫鮑勃皮爾斯
[00:00:35.600 --> 00:00:37.200]  他在中國宣教的時候
[00:00:37.200 --> 00:00:42.100]  看見無數生活在貧困當中的孩子
[00:00:42.100 --> 00:00:45.800]  當他看見一位小女孩手腕上面的血跡
[00:00:45.800 --> 00:00:48.500]  知道那是她被賣掉之後
[00:00:48.500 --> 00:00:51.600]  這個手上留下的傷痕
[00:00:51.600 --> 00:00:54.800]  這一幕就深深刺痛他的心
[00:00:54.800 --> 00:00:56.600]  他想要帶來改變
[00:00:56.600 --> 00:00:58.800]  但是當時有人就對他說
[00:00:58.800 --> 00:01:02.500]  你一個人能改變什麼
[00:01:02.500 --> 00:01:04.600]  這一句話就像一桶冰水
[00:01:04.600 --> 00:01:07.700]  要澆洗他心中的熱情
[00:01:07.700 --> 00:01:10.200]  但皮爾斯牧師沒有被擊倒
[00:01:10.200 --> 00:01:13.800]  他反而向神發出一個著名的禱告
[00:01:13.800 --> 00:01:20.700]  他說願我的心因那些破碎的事物而破碎
[00:01:20.700 --> 00:01:22.500]  而這一份承諾
[00:01:22.500 --> 00:01:26.400]  他創辦了世界展望會
[00:01:26.400 --> 00:01:30.600]  這個最初只是爲了救援孤兒的小小組織
[00:01:30.600 --> 00:01:35.700]  如今成爲世界上最大的慈善機構之一
[00:01:35.700 --> 00:01:40.600]  在近百個國家服務數百萬個人
[00:01:40.600 --> 00:01:41.700]  弟兄姊妹
[00:01:41.700 --> 00:01:43.800]  有多少時候我們也因爲
[00:01:43.800 --> 00:01:47.400]  你一個人能改變什麼的這種話
[00:01:47.400 --> 00:01:50.400]  而放棄夢想呢
[00:01:50.400 --> 00:01:53.500]  當拒絕和貶低的聲音攻擊我們
[00:01:53.500 --> 00:01:56.100]  我們就誤以爲自己不重要
[00:01:56.100 --> 00:02:00.200]  我們沒有能力爲神成就偉大的事情
[00:02:00.200 --> 00:02:03.700]  教會有時候也會陷入這樣的自我懷疑
[00:02:03.700 --> 00:02:04.700]  想想看
[00:02:04.700 --> 00:02:07.500]  相比彎曲的非基督徒數目
[00:02:07.500 --> 00:02:11.100]  基督徒只是社區中的少數
[00:02:11.100 --> 00:02:15.200]  那麼基督徒之間是否也瀰漫一種無力感
[00:02:15.200 --> 00:02:17.200]  有多少基督徒充滿沮喪
[00:02:17.200 --> 00:02:21.400]  覺得說我們能改變什麼
[00:02:21.400 --> 00:02:23.400]  但歷史不斷地向我們證明
[00:02:23.400 --> 00:02:27.800]  真正的力量不在於人數多寡
[00:02:27.800 --> 00:02:31.700]  而在於神對人的應許
[00:02:31.700 --> 00:02:36.300]  那一句你一個人能改變什麼的質疑
[00:02:36.300 --> 00:02:38.700]  從來不是終點
[00:02:38.700 --> 00:02:40.700]  而是起點
[00:02:40.700 --> 00:02:42.700]  他挑戰我們去證明
[00:02:42.700 --> 00:02:47.600]  神的力量遠遠大過任何人的渺小
[00:02:47.600 --> 00:02:49.200]  因爲我們的神
[00:02:49.200 --> 00:02:53.300]  是喜歡以寡及重的神
[00:02:53.300 --> 00:02:58.800]  要知道這個力量雖小卻能成就大事的原則
[00:02:58.800 --> 00:03:02.200]  是聖經反覆不斷出現的主題
[00:03:02.200 --> 00:03:07.200]  今天我們將看看啓示錄七教會當中的第六間教會
[00:03:07.200 --> 00:03:10.000]  那是一間力量雖小
[00:03:10.000 --> 00:03:14.300]  卻能成就大事的教會
[00:03:14.300 --> 00:03:16.000]  在啓示錄三章第七節說
[00:03:16.000 --> 00:03:19.900]  你要寫信給非拉帖非教會的使者說
[00:03:19.900 --> 00:03:24.200]  那聖潔真實拿着大衛鑰匙開了就沒有人能關
[00:03:24.200 --> 00:03:27.300]  關了就沒有人能開的說
[00:03:27.300 --> 00:03:29.800]  非拉帖非Felodovia
[00:03:29.800 --> 00:03:33.800]  這個名字的意思是弟兄之愛
[00:03:33.800 --> 00:03:38.300]  這個名字是來自於一個當時備受尊崇的領袖
[00:03:38.300 --> 00:03:42.300]  他對兄弟的忠誠就感動當時所有人
[00:03:42.300 --> 00:03:45.900]  所以非拉帖非就就此得名
[00:03:45.900 --> 00:03:49.600]  這一座城市是位在不同文化的交匯點
[00:03:49.600 --> 00:03:55.100]  當時的亞歷山大大帝爲了讓整個世界都希臘化
[00:03:55.100 --> 00:04:02.100]  就使用非拉帖非這個城市來實現那個文化統一的目標
[00:04:02.100 --> 00:04:06.300]  所以在當時盛行的希臘文化跟異教的背景下面
[00:04:06.300 --> 00:04:08.100]  基督徒是絕對的少數
[00:04:08.100 --> 00:04:14.800]  但更糟糕的是他們還受到自己猶太弟兄的排擠
[00:04:14.800 --> 00:04:19.600]  有一些的猶太教徒毫不留情的就嘲笑非拉帖非的基督徒
[00:04:19.600 --> 00:04:24.000]  認爲他們是不被神所愛的一羣人
[00:04:24.000 --> 00:04:27.600]  這是不是很像今天基督徒的處境
[00:04:27.600 --> 00:04:30.700]  我們面臨價值觀扭曲的社會
[00:04:30.700 --> 00:04:36.300]  世俗文化透過網路手機自媒體已經深入家庭
[00:04:36.300 --> 00:04:39.500]  進入我們所愛的兒女當中
[00:04:39.500 --> 00:04:45.200]  身爲基督徒我相信許多人都能夠感受那種無力感
[00:04:45.200 --> 00:04:48.700]  那麼在這一種時刻耶穌會怎麼講
[00:04:48.700 --> 00:04:55.200]  祂會如何安慰我們這一羣感到渺小和無力的信徒呢
[00:04:55.200 --> 00:04:59.700]  首先祂提醒我們要繼續依靠祂
[00:04:59.700 --> 00:05:04.600]  跟你說要繼續依靠耶穌
[00:05:04.600 --> 00:05:08.100]  在你感到軟弱無力的時候要繼續依靠耶穌
[00:05:08.100 --> 00:05:11.000]  因爲祂是信使的
[00:05:11.000 --> 00:05:17.300]  在啓示錄三章七節說那聖潔真實的說
[00:05:17.300 --> 00:05:21.400]  耶穌的回答是啓示錄當中最強而有力的應許之一
[00:05:21.400 --> 00:05:25.400]  祂說我是聖潔真實的
[00:05:25.400 --> 00:05:31.000]  意思是說祂所說的跟做的沒有任何的矛盾
[00:05:31.000 --> 00:05:33.800]  祂向費拉鐵非教會的信徒來證明
[00:05:33.800 --> 00:05:38.600]  你們完全可以相信耶穌因爲祂是神
[00:05:38.600 --> 00:05:40.600]  這個時候你可能會想
[00:05:40.600 --> 00:05:48.100]  爲什麼耶穌還要對一羣已經相信祂的人來證明自己呢
[00:05:48.100 --> 00:05:51.200]  這個問題有一個非常棒的答案
[00:05:51.200 --> 00:05:53.800]  那就是每個基督徒的生命
[00:05:53.800 --> 00:06:01.000]  都需要神不斷地向他們重申祂的愛與祂的同在
[00:06:01.000 --> 00:06:07.300]  在我小時候我的母親常常會夾帶我去她的公司上班
[00:06:07.300 --> 00:06:13.200]  我就躲在辦公桌下面去玩耍
[00:06:13.200 --> 00:06:15.300]  當我的母親離開辦公桌的時候
[00:06:15.300 --> 00:06:18.200]  我就說媽媽媽媽
[00:06:18.200 --> 00:06:22.200]  而我的母親總會說我在這裏啊
[00:06:22.200 --> 00:06:28.300]  然後過幾秒鐘我還會聽見她遠遠的聲音說我還在
[00:06:28.300 --> 00:06:34.200]  那句我還在讓我心裏就安定下來
[00:06:34.200 --> 00:06:37.000]  而在我們信仰生活也是一樣
[00:06:37.000 --> 00:06:41.100]  有時候我們對神的信心堅定不移
[00:06:41.100 --> 00:06:46.600]  但有時候懷疑會像陰影一樣就爬進我們的心
[00:06:46.600 --> 00:06:49.700]  我們會感到極度的軟弱和不確定
[00:06:49.700 --> 00:06:53.700]  我們會感到害怕不知道神裏在哪裏
[00:06:53.700 --> 00:06:59.100]  但耶穌總是會不斷地告訴我們說我還在
[00:06:59.100 --> 00:07:03.500]  如果今天你來到這裏感到筋疲力盡
[00:07:03.500 --> 00:07:08.400]  你覺得自己在信仰的道路上孤軍奮戰
[00:07:08.400 --> 00:07:14.700]  現在耶穌也正對你說我還在
[00:07:14.700 --> 00:07:16.700]  無論你身處何種困境
[00:07:16.700 --> 00:07:20.200]  請記得耶穌值得信賴
[00:07:20.200 --> 00:07:23.700]  祂是那位聖潔真實的主
[00:07:23.700 --> 00:07:27.300]  祂是那位愛你的主
[00:07:27.300 --> 00:07:29.600]  我們要繼續依靠祂
[00:07:29.600 --> 00:07:33.500]  因爲祂也掌握你的未來
[00:07:33.500 --> 00:07:35.200]  在啓示錄三章第七節說
[00:07:35.200 --> 00:07:38.700]  那拿着大衛的鑰匙開了就沒有人能關
[00:07:38.700 --> 00:07:42.900]  關了就沒有人能開的說
[00:07:42.900 --> 00:07:46.200]  這一段話充滿無與倫比的力量
[00:07:46.200 --> 00:07:48.900]  它向我們揭示一個真理
[00:07:48.900 --> 00:07:53.800]  就是不管你所遭遇的環境有多麼困難
[00:07:53.800 --> 00:07:57.500]  不管你的周圍有多麼敵視你的信仰
[00:07:57.500 --> 00:08:00.500]  不管我們正面臨多大的阻力
[00:08:00.500 --> 00:08:02.300]  神都可以透過我們
[00:08:02.300 --> 00:08:05.000]  透過教會去成就一些
[00:08:05.000 --> 00:08:09.000]  無法被世界阻擋的事情
[00:08:09.000 --> 00:08:14.700]  因爲耶穌正是掌握我們未來鑰匙的那一位
[00:08:14.700 --> 00:08:17.400]  祂能夠爲我們打開對的門
[00:08:17.400 --> 00:08:19.700]  關上錯的門
[00:08:19.700 --> 00:08:22.700]  祂可以爲我們開啓新的機會
[00:08:22.700 --> 00:08:27.900]  祂也可以爲我們那些需要終結的事物關上門
[00:08:27.900 --> 00:08:31.400]  比如在我們生命當中那些成就的捆綁
[00:08:31.400 --> 00:08:34.600]  跟殘留的傷痛
[00:08:34.600 --> 00:08:36.600]  當我們感到軟弱孤單
[00:08:36.600 --> 00:08:39.900]  甚至被過去的陰影所困的時候
[00:08:39.900 --> 00:08:46.700]  請記得耶穌不僅是那值得信賴聖潔真實之主
[00:08:46.700 --> 00:08:51.000]  而且祂擁有你未來的鑰匙
[00:08:51.000 --> 00:08:52.800]  許多時候我們陷入困境
[00:08:52.800 --> 00:08:55.400]  總是習慣性的耗盡我們的精力
[00:08:55.400 --> 00:08:57.000]  極度的掙扎
[00:08:57.000 --> 00:09:00.400]  想要用自己的力量尋找出路
[00:09:00.400 --> 00:09:03.200]  但弟兄姊妹事實上
[00:09:03.200 --> 00:09:05.200]  在你的困境當中
[00:09:05.200 --> 00:09:13.000]  你最需要的是回到神面前的力量
[00:09:13.000 --> 00:09:19.000]  因爲鑰匙在祂的手中解答在祂的旨意裏面
[00:09:19.000 --> 00:09:22.800]  你所需要的不是什麼自救的方案
[00:09:22.800 --> 00:09:25.100]  而是你要依靠神的能力
[00:09:25.100 --> 00:09:27.300]  因爲祂掌握你的未來
[00:09:27.300 --> 00:09:32.600]  這是我們最大安全感跟得勝的確具
[00:09:32.600 --> 00:09:38.300]  而且我們知道神知道我們現在的困境
[00:09:38.300 --> 00:09:39.800]  在啓示錄三章八節說
[00:09:39.800 --> 00:09:42.400]  我知道你的行爲你略有一點力量
[00:09:42.400 --> 00:09:47.100]  也曾遵守我的道沒有棄絕我的名
[00:09:47.100 --> 00:09:48.800]  這句話對菲拉鐵非教會
[00:09:48.800 --> 00:09:51.900]  以及現在正處於掙扎的我們
[00:09:51.900 --> 00:09:54.200]  是巨大的安慰跟肯定
[00:09:54.200 --> 00:09:58.200]  耶穌對你說我知道
[00:09:58.200 --> 00:10:00.800]  神知道你一切的行爲
[00:10:00.800 --> 00:10:04.100]  祂知道你的忠心跟堅守
[00:10:04.100 --> 00:10:09.500]  祂也知道你現在所面臨的掙扎跟需要
[00:10:09.500 --> 00:10:12.700]  天堂不需要設立一個龐大的客服中心
[00:10:12.700 --> 00:10:15.300]  來接聽你的投訴電話
[00:10:15.300 --> 00:10:18.200]  因爲神早已在你開口之前
[00:10:18.200 --> 00:10:21.600]  就完全知道你的一切
[00:10:21.600 --> 00:10:23.300]  親愛的弟兄姊妹
[00:10:23.300 --> 00:10:24.300]  你有沒有發現
[00:10:24.300 --> 00:10:27.400]  現在你打電話給任何一家企業的客服
[00:10:27.400 --> 00:10:31.800]  你要跟真人說上話越來越困難
[00:10:31.800 --> 00:10:33.300]  想象一下
[00:10:33.300 --> 00:10:37.200]  如果萬一天堂有客服部門
[00:10:37.200 --> 00:10:40.700]  那會是多麼令人沮喪的場景
[00:10:40.700 --> 00:10:43.900]  感謝您向天父禱告
[00:10:43.900 --> 00:10:46.000]  請從以下的選項選擇
[00:10:46.000 --> 00:10:48.600]  按1進行一般請求
[00:10:48.600 --> 00:10:50.700]  按2獻上感恩
[00:10:50.700 --> 00:10:52.200]  按3認罪
[00:10:52.200 --> 00:10:53.900]  按4祈求醫治
[00:10:53.900 --> 00:10:57.200]  按666投訴魔鬼
[00:10:57.200 --> 00:11:01.900]  按0等候天使專員接聽你的禱告
[00:11:01.900 --> 00:11:03.900]  然後你焦急的聽了天使
[00:11:03.900 --> 00:11:08.200]  錄製了哈雷路亞頌反覆重播一小時
[00:11:08.200 --> 00:11:10.200]  最後時得到一個語音說
[00:11:10.200 --> 00:11:14.200]  對不起所有的天使正在忙線中
[00:11:14.200 --> 00:11:16.400]  你前面還有一億五千萬的禱告
[00:11:16.400 --> 00:11:17.600]  等待回覆
[00:11:17.600 --> 00:11:19.600]  請稍後我們天使專員會
[00:11:19.600 --> 00:11:22.800]  儘快接聽您的禱告
[00:11:22.800 --> 00:11:24.600]  更慘的是你還聽到
[00:11:24.600 --> 00:11:26.100]  現在不是上班時間
[00:11:26.100 --> 00:11:28.700]  請週一上午九點再打來
[00:11:28.700 --> 00:11:32.200]  週日是我們的安息日
[00:11:32.200 --> 00:11:38.400]  我相信我們都被這種冰冷漫長的客服電話折磨過
[00:11:38.400 --> 00:11:41.000]  但是這種情況在信實的神那裏
[00:11:41.000 --> 00:11:43.700]  絕對不會發生
[00:11:43.700 --> 00:11:47.100]  當我們聽到耶穌說我知道
[00:11:47.100 --> 00:11:49.300]  不僅僅是一個信息的傳遞
[00:11:49.300 --> 00:11:51.900]  更是一個穩固的答案
[00:11:51.900 --> 00:11:53.800]  在我們禱告發出之前
[00:11:53.800 --> 00:11:56.300]  神已知道一切
[00:11:56.300 --> 00:12:00.800]  你所面臨的侍奉職場婚姻家庭疾病
[00:12:00.800 --> 00:12:02.400]  各種挑戰
[00:12:02.400 --> 00:12:06.800]  神已經知道並早有預備
[00:12:06.800 --> 00:12:09.400]  因爲祂是信實的
[00:12:09.400 --> 00:12:11.500]  祂掌握你的未來
[00:12:11.500 --> 00:12:14.100]  祂知道你的一切
[00:12:14.100 --> 00:12:18.900]  你所要做的就是繼續依靠祂
[00:12:18.900 --> 00:12:20.300]  然後第二個很重要的
[00:12:20.300 --> 00:12:22.300]  繼續跟隨祂
[00:12:22.300 --> 00:12:27.100]  跟你旁邊說繼續跟隨耶穌
[00:12:27.100 --> 00:12:31.500]  在啓示錄三章第八節說我知道你的行爲你略有一點力量
[00:12:31.500 --> 00:12:34.900]  也曾遵守我的道沒有棄絕我的名
[00:12:34.900 --> 00:12:35.700]  看啊
[00:12:35.700 --> 00:12:39.100]  我在你面前給你一個敞開的門
[00:12:39.100 --> 00:12:43.500]  是無人能關的
[00:12:43.500 --> 00:12:46.900]  飛拉鐵飛教會是一個力量微小的教會
[00:12:46.900 --> 00:12:49.400]  是一間自己沒法開門
[00:12:49.400 --> 00:12:53.200]  連想關門都辦不到的教會
[00:12:53.200 --> 00:12:56.900]  但耶穌說要繼續依靠繼續跟隨
[00:12:56.900 --> 00:13:03.500]  因爲耶穌已經打開一扇敞開的無人能關的門
[00:13:03.500 --> 00:13:05.600]  這扇門是什麼
[00:13:05.600 --> 00:13:09.800]  在新約聖經裏面耶穌曾提到他自己是門
[00:13:09.800 --> 00:13:11.500]  在約翰福音十章第七節說
[00:13:11.500 --> 00:13:13.000]  所以耶穌又對他說
[00:13:13.000 --> 00:13:15.000]  我實實在在地告訴你們
[00:13:15.000 --> 00:13:19.500]  我就是羊的門
[00:13:19.500 --> 00:13:25.300]  所以耶穌爲在困境當中跟隨他的人所開的門
[00:13:25.300 --> 00:13:29.300]  不是通往世界的成功之門
[00:13:29.300 --> 00:13:34.700]  而是通往與他更深關係的門
[00:13:34.700 --> 00:13:37.900]  因爲只有這個牢固的關係
[00:13:37.900 --> 00:13:44.500]  才能給基督徒跨越困境的那個平安跟力量
[00:13:44.500 --> 00:13:47.100]  而另一個層面
[00:13:47.100 --> 00:13:48.900]  這個新約也提到說
[00:13:48.900 --> 00:13:54.300]  這扇門是指福音的影響力
[00:13:54.300 --> 00:13:56.400]  在哥林多後書二章十二節說
[00:13:56.400 --> 00:13:59.600]  我從前爲基督的福音到了特羅亞
[00:13:59.600 --> 00:14:04.700]  主也爲我開了門
[00:14:04.700 --> 00:14:06.200]  換句話說
[00:14:06.200 --> 00:14:09.500]  對於跟隨基督的門徒
[00:14:09.500 --> 00:14:11.900]  耶穌爲我們所開的門
[00:14:11.900 --> 00:14:17.300]  不僅僅是勝過困境的那個力量
[00:14:17.300 --> 00:14:21.100]  更是一個神聖的使命
[00:14:21.100 --> 00:14:24.400]  就是在任何的軟弱跟艱難當中
[00:14:24.400 --> 00:14:29.700]  仍要持續發揮福音的影響力
[00:14:29.700 --> 00:14:31.300]  在彼得前書二章九節說
[00:14:31.300 --> 00:14:33.000]  唯有你們是被揀選的族類
[00:14:33.000 --> 00:14:34.200]  是有君尊的祭祀
[00:14:34.200 --> 00:14:35.700]  是聖潔的國度
[00:14:35.700 --> 00:14:37.700]  是屬神的子民
[00:14:37.700 --> 00:14:39.600]  要叫你們宣揚
[00:14:39.600 --> 00:14:42.800]  那召你們出黑暗
[00:14:42.800 --> 00:14:48.400]  入奇妙光明者的美德
[00:14:48.400 --> 00:14:50.800]  但是你可能會困惑
[00:14:50.800 --> 00:14:52.500]  牧師啊
[00:14:52.500 --> 00:14:55.300]  我在困境當中
[00:14:55.300 --> 00:14:58.600]  怎麼同時發揮影響力啊
[00:14:58.600 --> 00:15:01.500]  這個順序是不是錯了
[00:15:01.500 --> 00:15:05.500]  難道神不應該先解決我的難處
[00:15:05.500 --> 00:15:10.700]  我纔有餘力去服事嗎
[00:15:10.700 --> 00:15:12.600]  錯了
[00:15:12.600 --> 00:15:14.200]  弟兄姊妹
[00:15:14.200 --> 00:15:17.900]  一個人是否擁有力量
[00:15:17.900 --> 00:15:21.600]  從來不在於他所面臨的問題
[00:15:21.600 --> 00:15:25.100]  是否得到解決
[00:15:25.100 --> 00:15:28.300]  有沒有聽過無病呻吟啊
[00:15:28.300 --> 00:15:29.700]  就是明明沒有問題
[00:15:29.700 --> 00:15:31.600]  但渾身乏力
[00:15:31.600 --> 00:15:34.900]  唉聲嘆氣的人對嗎
[00:15:34.900 --> 00:15:37.900]  所以一個人力量的強弱
[00:15:37.900 --> 00:15:43.300]  並不在於他所遭遇問題的難度
[00:15:43.300 --> 00:15:48.300]  而在於他承諾的強度
[00:15:48.300 --> 00:15:49.900]  在關係當中
[00:15:49.900 --> 00:15:52.600]  雙方的承諾越強
[00:15:52.600 --> 00:15:55.200]  關係就越緊密
