
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,早
[00:00:02.000 --> 00:00:07.000]  如果我給三樣東西你選
[00:00:07.000 --> 00:00:09.000]  要說我給三個東西給你挑
[00:00:09.000 --> 00:00:14.000]  在這三樣當中,你要剔除一項
[00:00:14.000 --> 00:00:18.000]  在這三個東西當中,你要剔除一項
[00:00:18.000 --> 00:00:20.000]  那你們會選什麼呢?
[00:00:20.000 --> 00:00:22.000]  你會選哪一種?
[00:00:22.000 --> 00:00:24.000]  大家先選一樣,你會選哪一種?
[00:00:24.000 --> 00:00:28.000]  你會是剔除家人
[00:00:28.000 --> 00:00:30.000]  你會先剔除家人
[00:00:30.000 --> 00:00:31.000]  財富
[00:00:31.000 --> 00:00:32.000]  財富
[00:00:32.000 --> 00:00:34.000]  還是我們所信的東西
[00:00:34.000 --> 00:00:36.000]  還是我們所信的東西
[00:00:36.000 --> 00:00:40.000]  選第二的舉手,中間那個
[00:00:40.000 --> 00:00:42.000]  中間的第二個舉手
[00:00:42.000 --> 00:00:44.000]  好多了,那就是說大部分人
[00:00:44.000 --> 00:00:46.000]  都是放棄了財富
[00:00:46.000 --> 00:00:48.000]  很多人都會先放棄財富
[00:00:48.000 --> 00:00:51.000]  不過如果是叫你在家人和信仰當中去選擇
[00:00:51.000 --> 00:00:53.000]  很多人會在這裏拗頭
[00:00:53.000 --> 00:00:56.000]  但是在家人和信仰當中選擇
[00:00:56.000 --> 00:00:58.000]  很多人會抓破頭
[00:00:58.000 --> 00:01:03.000]  因為我們要思想人生命裏面
[00:01:03.000 --> 00:01:05.000]  哪一樣東西是最珍貴呢?
[00:01:05.000 --> 00:01:07.000]  因為我們要思想在人生裏面
[00:01:07.000 --> 00:01:09.000]  哪一個東西是最珍貴的
[00:01:09.000 --> 00:01:14.000]  最近我看了一個洗衣粉的廣告
[00:01:14.000 --> 00:01:16.000]  我最近看了一個洗衣粉的廣告
[00:01:16.000 --> 00:01:18.000]  覺得很有意思
[00:01:18.000 --> 00:01:21.000]  那個廣告裏面的明星
[00:01:21.000 --> 00:01:24.000]  那個廣告裏面的明星
[00:01:24.000 --> 00:01:28.000]  是拿一件白衣服出來去擦
[00:01:28.000 --> 00:01:31.000]  他就拿一件白色的衣服去擦
[00:01:31.000 --> 00:01:35.000]  因為這個白衣上面有一塊污漬
[00:01:35.000 --> 00:01:38.000]  因為白衣服上面有一些髒的污漬
[00:01:38.000 --> 00:01:40.000]  怎樣擦都擦不掉
[00:01:40.000 --> 00:01:42.000]  怎麼擦也擦不乾淨
[00:01:42.000 --> 00:01:44.000]  怎麼辦呢?
[00:01:44.000 --> 00:01:46.000]  最後他這樣說
[00:01:46.000 --> 00:01:48.000]  他最後怎麼這樣說?
[00:01:48.000 --> 00:01:50.000]  我的人生怎麼辦呢?
[00:01:50.000 --> 00:01:52.000]  他說我的人生怎麼辦呢?
[00:01:52.000 --> 00:01:53.000]  有沒有聽到這一句?
[00:01:53.000 --> 00:01:55.000]  很嚴重
[00:01:55.000 --> 00:01:58.000]  一件衣服對他來說這麼寶貴
[00:01:58.000 --> 00:02:01.000]  一件衣服對他來講真的那麼寶貴嗎?
[00:02:01.000 --> 00:02:03.000]  於是我就想
[00:02:03.000 --> 00:02:09.000]  如果我在三樣裏面我會選剩一樣的話
[00:02:09.000 --> 00:02:13.000]  我就會選信仰
[00:02:13.000 --> 00:02:17.000]  因為這個是關乎個人的生命的
[00:02:17.000 --> 00:02:19.000]  因為這個是關乎個人的生命的
[00:02:19.000 --> 00:02:23.000]  但是必須要我所知的生命
[00:02:23.000 --> 00:02:25.000]  我的信仰這個生命
[00:02:25.000 --> 00:02:27.000]  是一定要有神在我們的內心裏面
[00:02:27.000 --> 00:02:31.000]  而這個信仰生命一定要神在我們心裏面
[00:02:31.000 --> 00:02:33.000]  不是一種傳統的信仰
[00:02:33.000 --> 00:02:34.000]  不是一個傳統的信仰
[00:02:34.000 --> 00:02:36.000]  不是燒香拜佛那種
[00:02:36.000 --> 00:02:37.000]  不是燒香拜佛那樣
[00:02:37.000 --> 00:02:40.000]  你是知道神在我們內心
[00:02:40.000 --> 00:02:42.000]  而是知道神在我們內心
[00:02:42.000 --> 00:02:44.000]  換句話說我個人認為
[00:02:44.000 --> 00:02:46.000]  屬靈生命是最寶貴的
[00:02:46.000 --> 00:02:49.000]  換句話說我個人認為
[00:02:49.000 --> 00:02:51.000]  屬靈生命是最寶貴的
[00:02:51.000 --> 00:02:54.000]  我們的屬靈生命是很寶貴的
[00:02:54.000 --> 00:02:56.000]  我們的屬靈生命是很寶貴的
[00:02:56.000 --> 00:03:00.000]  因為當有神活在我們生命裏面的時候
[00:03:00.000 --> 00:03:02.000]  因為當有神活在我們生命裏面的時候
[00:03:02.000 --> 00:03:05.000]  我們可以得享永恆的福樂
[00:03:05.000 --> 00:03:09.000]  因為神告訴我們我們可以得享永恆的福樂
[00:03:09.000 --> 00:03:11.000]  今天我要問一問大家
[00:03:11.000 --> 00:03:13.000]  今天我要問大家
[00:03:13.000 --> 00:03:17.000]  正如洗衣粉廣告一樣
[00:03:17.000 --> 00:03:19.000]  正如洗衣粉廣告一樣
[00:03:19.000 --> 00:03:22.000]  我們個人的屬靈生命有沒有污跡呢?
[00:03:22.000 --> 00:03:26.000]  我們個人的屬靈生命有沒有污跡呢?
[00:03:26.000 --> 00:03:30.000]  如果你的生命好像一件白衣的話
[00:03:30.000 --> 00:03:32.000]  如果你的生命好像一件白衣服的話
[00:03:32.000 --> 00:03:34.000]  上面有沒有污跡呢?
[00:03:34.000 --> 00:03:36.000]  到底上面有沒有髒的污跡呢?
[00:03:36.000 --> 00:03:38.000]  所以我們就要問
[00:03:38.000 --> 00:03:42.000]  如果我們最珍貴的屬靈生命出現了污跡
[00:03:42.000 --> 00:03:44.000]  如果我們最珍貴的屬靈生命出現了污跡
[00:03:44.000 --> 00:03:48.000]  如果我們最珍貴的屬靈生命出現了污跡
[00:03:48.000 --> 00:03:50.000]  或者是有瑕疵的話
[00:03:50.000 --> 00:03:51.000]  我們要怎麼辦呢?
[00:03:51.000 --> 00:03:53.000]  在今天第一段的經文裏面
[00:03:53.000 --> 00:03:57.000]  史陶寶羅對菲律賓教會的信徒有這樣的教導
[00:03:57.000 --> 00:03:59.000]  今天在第一段的經文
[00:03:59.000 --> 00:04:03.000]  史陶寶羅對菲律賓教會的人有這樣的一個教導
[00:04:03.000 --> 00:04:09.000]  反所行的都不要發怨言起爭論
[00:04:09.000 --> 00:04:12.000]  使你們無可指責,成事無為
[00:04:12.000 --> 00:04:14.000]  在這彎曲薄茂的世代
[00:04:14.000 --> 00:04:16.000]  做神無瑕疵的兒女
[00:04:16.000 --> 00:04:18.000]  你們顯在這世代中
[00:04:18.000 --> 00:04:20.000]  好像明光照耀
[00:04:20.000 --> 00:04:22.000]  將生命的道表明出來
[00:04:22.000 --> 00:04:23.000]  叫我在基督的日子
[00:04:23.000 --> 00:04:25.000]  豪誇我沒有空跑
[00:04:25.000 --> 00:04:29.000]  也沒有徒勞
[00:04:29.000 --> 00:04:33.000]  如果要尋找屬靈生命中的污點或者瑕疵
[00:04:33.000 --> 00:04:36.000]  如果我們要尋找屬靈生命中的污點或者瑕疵
[00:04:36.000 --> 00:04:40.000]  首先我們要知道為什麼我們弄髒了
[00:04:40.000 --> 00:04:43.000]  我們要先知道為什麼會弄髒了
[00:04:43.000 --> 00:04:46.000]  我們要首先找出那個污染源
[00:04:46.000 --> 00:04:49.000]  我們必須要先找出那個污染的源
[00:04:49.000 --> 00:04:54.000]  現在我們嘗試在經文裏面找出幾樣東西
[00:04:54.000 --> 00:04:57.000]  我們嘗試在經文裏面找出幾個事情
[00:04:57.000 --> 00:05:00.000]  是使得我們屬靈生命出現瑕疵的東西
[00:05:00.000 --> 00:05:03.000]  是會讓我們屬靈生命出現瑕疵的東西
[00:05:03.000 --> 00:05:05.000]  第一就是自我中心
[00:05:05.000 --> 00:05:06.000]  第二就是自我中心
[00:05:06.000 --> 00:05:07.000]  經文就是說
[00:05:07.000 --> 00:05:11.000]  十四節凡所行的都不要發怨言起爭論
[00:05:11.000 --> 00:05:12.000]  十四節裏面講
[00:05:12.000 --> 00:05:17.000]  凡所行的都不要發怨言起爭論
[00:05:17.000 --> 00:05:19.000]  記得兩三日前
[00:05:19.000 --> 00:05:22.000]  就是兩三天之前
[00:05:22.000 --> 00:05:24.000]  我們去醫院探訪
[00:05:24.000 --> 00:05:26.000]  我們去醫院那邊去探訪
[00:05:26.000 --> 00:05:28.000]  探完訪之後我坐車回來教會
[00:05:28.000 --> 00:05:32.000]  我探訪以後坐車回來教會
[00:05:32.000 --> 00:05:36.000]  在中途站的時候有一對夫婦想下車
[00:05:36.000 --> 00:05:39.000]  中途的時候有一對夫婦要下車
[00:05:39.000 --> 00:05:42.000]  這樣司機就停在路邊
[00:05:42.000 --> 00:05:44.000]  司機就停在路邊
[00:05:44.000 --> 00:05:45.000]  打開了門
[00:05:45.000 --> 00:05:46.000]  把門打開了
[00:05:46.000 --> 00:05:48.000]  那個人就很不高興
[00:05:48.000 --> 00:05:50.000]  那個人就很不高興
[00:05:50.000 --> 00:05:53.000]  司機你怎樣讓人下車的
[00:05:53.000 --> 00:05:56.000]  司機你怎樣讓人這樣下車的
[00:05:56.000 --> 00:05:59.000]  前面剛剛有欄杆
[00:05:59.000 --> 00:06:01.000]  前面剛剛有欄杆
[00:06:01.000 --> 00:06:04.000]  在那裏埋怨司機
[00:06:04.000 --> 00:06:06.000]  在那裏埋怨司機
[00:06:06.000 --> 00:06:10.000]  司機就聽到他講髒話
[00:06:10.000 --> 00:06:13.000]  司機就聽到他講髒話
[00:06:13.000 --> 00:06:16.000]  關上了門又不開車
[00:06:16.000 --> 00:06:18.000]  把門關上了但是不開車
[00:06:18.000 --> 00:06:22.000]  幾乎兩個人就想打架
[00:06:22.000 --> 00:06:24.000]  差不多要打架的樣子
[00:06:24.000 --> 00:06:27.000]  但是那個太太一直勸阻他
[00:06:27.000 --> 00:06:30.000]  但是那個太太一直勸阻他
[00:06:30.000 --> 00:06:32.000]  各有各的理由
[00:06:32.000 --> 00:06:33.000]  各人有各人的理由
[00:06:33.000 --> 00:06:36.000]  司機就想方便他早點下車
[00:06:36.000 --> 00:06:41.000]  就在站後小說的位置開門給他
[00:06:41.000 --> 00:06:44.000]  因為那個司機希望讓他們早點下車
[00:06:44.000 --> 00:06:47.000]  站後一點的地方就讓他們可以開門
[00:06:47.000 --> 00:06:48.000]  讓他們下車
[00:06:48.000 --> 00:06:49.000]  但是那個男人就覺得
[00:06:49.000 --> 00:06:51.000]  你這樣讓我下去不是很危險嗎
[00:06:51.000 --> 00:06:53.000]  然後那個男的就覺得
[00:06:53.000 --> 00:06:55.000]  你這樣讓我下去不是很危險嗎
