
[00:00:00.000 --> 00:00:03.200]  很高興和大家一起分享
[00:00:03.200 --> 00:00:08.000]  這次我們會探討一個課題
[00:00:08.000 --> 00:00:11.000]  就是講偽證
[00:00:11.000 --> 00:00:14.000]  還是正義呢
[00:00:14.000 --> 00:00:18.000]  現在我們踏入了一個新的階段
[00:00:18.000 --> 00:00:20.000]  上兩次我們看到
[00:00:20.000 --> 00:00:23.000]  蘇羅在戰死沙場
[00:00:23.000 --> 00:00:29.000]  很不幸連約拿丹和他另外的兄弟都被殺
[00:00:29.000 --> 00:00:34.000]  蘇羅死了所以大衛就可以作王了
[00:00:34.000 --> 00:00:37.000]  但是我們要知道原來大衛剛剛登基的時候
[00:00:37.000 --> 00:00:40.000]  並不能夠統一了全國
[00:00:40.000 --> 00:00:43.000]  因為當中是有南北對峙的
[00:00:43.000 --> 00:00:48.000]  北邊有一個偽政府所以叫偽證的出現
[00:00:48.000 --> 00:00:50.000]  而在這些過程上
[00:00:50.000 --> 00:00:54.000]  特別下個星期我們也看到政治上的虛偽
[00:00:54.000 --> 00:00:58.000]  我從而學習如何面對今天政治上的詭秘
[00:00:58.000 --> 00:01:01.000]  其實整個內容是很長的
[00:01:01.000 --> 00:01:03.000]  本來我很想一次過跟大家看
[00:01:03.000 --> 00:01:05.000]  但是因為我們這個是查經
[00:01:05.000 --> 00:01:10.000]  我很想弟兄姊妹對聖經的真理是多一點的了解
[00:01:10.000 --> 00:01:13.000]  特別有時候我們對一些經文不是很熟悉
[00:01:13.000 --> 00:01:15.000]  所以我就會分兩部分
[00:01:15.000 --> 00:01:18.000]  第一就是講到虛偽的政權
[00:01:18.000 --> 00:01:23.000]  第二就是下個星期就講到政治上的虛偽
[00:01:23.000 --> 00:01:30.000]  所以記住現在是大衛一個新的開點 開始的人
[00:01:30.000 --> 00:01:32.000]  但是最終統一了全國
[00:01:32.000 --> 00:01:37.000]  好 我們先來看看虛偽的政權是怎樣的
[00:01:37.000 --> 00:01:40.000]  我們先來看一段經文
[00:01:40.000 --> 00:01:45.000]  《十字記》第二章第八到第十一節
[00:01:45.000 --> 00:01:50.000]  我們請Yvonne和我們讀出這四節的經文
[00:01:50.000 --> 00:01:54.000]  《數羅的元帥尼爾的兒子阿尼爾
[00:01:54.000 --> 00:01:59.000]  曾將數羅的兒子伊斯波切帶過河到馬哈廉
[00:01:59.000 --> 00:02:06.000]  立他作王 至利基列 阿舒利 耶斯列 伊伐連 變亞敏和以色列眾人
[00:02:06.000 --> 00:02:11.000]  數羅的兒子伊斯波切登基的時候年四十歲
[00:02:11.000 --> 00:02:15.000]  作以色列王兩年 唯獨由大家歸從大衛
[00:02:15.000 --> 00:02:20.000]  大衛在希伯倫作由大家的王共七年零六個月》
[00:02:20.000 --> 00:02:27.000]  短短四節經文就已經將當時的政治局勢很呃要的告訴我了
[00:02:27.000 --> 00:02:33.000]  數羅有一個兒子 他叫伊斯波切 他是最小的兒子
[00:02:33.000 --> 00:02:38.000]  他就沒有上陣打仗 所以就仍然活著
[00:02:38.000 --> 00:02:44.000]  第十節指出他登基的時候就是四十年 年四十歲
[00:02:44.000 --> 00:02:47.000]  其實這個就不是很正確的
[00:02:47.000 --> 00:02:53.000]  根據歷代至上第八章三十三節和第九章十三節所記載
[00:02:53.000 --> 00:02:58.000]  伊斯波切就應該是數羅最小的兒子
[00:02:58.000 --> 00:03:02.000]  而大衛和約拿丹的年齡有一定的差距
[00:03:02.000 --> 00:03:06.000]  我們看《肝膽相照》的時候已經看過了
[00:03:06.000 --> 00:03:10.000]  其實約拿丹是比大衛大 不過不會大很多
[00:03:10.000 --> 00:03:16.000]  我已經說一個大過一個人 他要去欣賞給他年紀小的人
[00:03:16.000 --> 00:03:19.000]  果實不容易 但是約拿丹做到這樣的事情
[00:03:19.000 --> 00:03:23.000]  那時候大衛和約拿丹的年齡有一定的差距
[00:03:23.000 --> 00:03:28.000]  而伊斯波切是數羅最小的兒子
[00:03:28.000 --> 00:03:34.000]  大衛登基的時候三十歲 所以伊斯波切就應該沒有四十歲
[00:03:34.000 --> 00:03:41.000]  否則也不會那麼容易被元帥壓尼爾協天子以令諸侯去擺弄
[00:03:41.000 --> 00:03:47.000]  有聖經學者就會說 四十歲這個意思其實就是新史的偏贊手法
[00:03:47.000 --> 00:03:51.000]  是什麼意思呢 就是符合當時統治的標準
[00:03:51.000 --> 00:03:56.000]  大家想一想 摩西多少歲 一百二十歲
[00:03:56.000 --> 00:03:59.000]  是不是真的一百二十歲這麼齊整呢
[00:03:59.000 --> 00:04:07.000]  他在埃及頭是四十年 接著在抗野流亡的時候 四十年
[00:04:07.000 --> 00:04:12.000]  後來被神呼召 他帶領先人出埃及的時候又是四十年
[00:04:12.000 --> 00:04:15.000]  剛剛完整的四十年
[00:04:15.000 --> 00:04:20.000]  好 耶穌的家譜要留意的時候 是有三個十四代的
[00:04:20.000 --> 00:04:24.000]  十四代 十四代 十四代 只有三個部份的
[00:04:24.000 --> 00:04:30.000]  列祖在埃及圍爐是多少年呢 是四百年
[00:04:30.000 --> 00:04:33.000]  但是如果你回顧《仕途行尊》就說是四百三十年
[00:04:33.000 --> 00:04:35.000]  那就是說什麼呢
[00:04:35.000 --> 00:04:41.000]  原來有時候他們都會用一個四十或者一個完整的數字去說的
[00:04:41.000 --> 00:04:43.000]  很簡單的舉個例子
[00:04:43.000 --> 00:04:48.000]  談戀愛的時候 兩夫婦手牽手 就是男女朋友
[00:04:48.000 --> 00:04:53.000]  結了婚的時候 丈夫多數走得快
[00:04:53.000 --> 00:04:57.000]  太太就走在後面 所以叫丈夫丈夫 一丈之夫
[00:04:57.000 --> 00:05:03.000]  就是說 哇 怎麼搞的 離一丈這麼遠 一丈是十尺的
[00:05:03.000 --> 00:05:05.000]  那究竟那個距離是不是真的有十尺呢
[00:05:05.000 --> 00:05:09.000]  不是的 但是我們習慣了 離一丈這麼遠
[00:05:09.000 --> 00:05:13.000]  你幾十歲人啊 不要走這麼快 好不好
[00:05:13.000 --> 00:05:19.000]  然後碰到 幾十歲人 那可能他只是三十多四十歲而已
[00:05:19.000 --> 00:05:23.000]  但是幾十歲就好像一個整數 所以留意到聖經裡面
[00:05:23.000 --> 00:05:26.000]  很多時候都用四十作為一個開始的
[00:05:26.000 --> 00:05:31.000]  好了 我們來看看厄尼爾和尼爾是什麼樣的關係
[00:05:31.000 --> 00:05:36.000]  原來厄尼爾和蘇羅是堂兄弟的關係
[00:05:36.000 --> 00:05:44.000]  那個時候阿別有兩個兒子 基士 他就生了蘇羅
[00:05:44.000 --> 00:05:48.000]  那蘇羅有幾個兒子 他最小的兒子就是伊斯波切
[00:05:48.000 --> 00:05:54.000]  基士的兄弟 就是尼爾 尼爾的兒子就是厄尼爾
[00:05:54.000 --> 00:06:01.000]  所以你留意到的時候 伊斯波切和厄尼爾是什麼關係呢
[00:06:01.000 --> 00:06:07.000]  厄尼爾就是他的叔叔 伊斯波切就是他的侄子
[00:06:07.000 --> 00:06:12.000]  就好像大衛和約厄都是有親屬關係的
[00:06:12.000 --> 00:06:18.000]  可能我們忘記了這件事 大衛他是什麼呢
[00:06:18.000 --> 00:06:27.000]  約厄是他的外甥 所以你留意到 厄尼爾就為蘇羅
[00:06:27.000 --> 00:06:32.000]  因為他們是堂兄弟 就立下了很多汗馬功勞
[00:06:32.000 --> 00:06:36.000]  是蘇羅身邊的猛將都是元帥來的
[00:06:36.000 --> 00:06:40.000]  去幫助蘇羅東征西討 當蘇羅陣亡的時候
[00:06:40.000 --> 00:06:47.000]  厄尼爾就執掌了軍權 他就帶領部屬撤離了家鄉
[00:06:47.000 --> 00:06:54.000]  跟基比亞去了馬哈廉這個地方
[00:06:54.000 --> 00:07:03.000]  因為河西的以色列人已經佔據了他們的城邑
[00:07:03.000 --> 00:07:08.000]  所以他只可以遷都 《十字記》上第31章第7節
[00:07:08.000 --> 00:07:18.000]  那邊並約但河西的以色列人 見以色列軍兵逃跑
[00:07:18.000 --> 00:07:22.000]  蘇羅和他兒子都死了 有酒氣盛逃跑
[00:07:22.000 --> 00:07:25.000]  菲律師人便來住在其中
[00:07:25.000 --> 00:07:29.000]  因為打敗仗 所以走了 去了別的地方
[00:07:29.000 --> 00:07:35.000]  就好像當天管理中國的時候 在中華民國準戒城
[00:07:35.000 --> 00:07:40.000]  但後來因為群眾造反了某個程度
[00:07:40.000 --> 00:07:46.000]  造反成功 蔣介石就要帶著一群人去台灣
[00:07:46.000 --> 00:07:49.000]  這個就是這樣 他們打敗仗
[00:07:49.000 --> 00:07:53.000]  菲律師人要佔據他們的地方 就逃走了
[00:07:53.000 --> 00:07:56.000]  他就在那裡治理基列地
[00:07:56.000 --> 00:08:00.000]  說到基列地就是指到外約但河的以色列地
[00:08:00.000 --> 00:08:08.000]  即是早期 留便 加德 馬拿西 半支派的人所佔領的地土
[00:08:08.000 --> 00:08:12.000]  在約書人第22章第9節記載了這件事
[00:08:12.000 --> 00:08:16.000]  大家可以到時拿筆記來看
[00:08:16.000 --> 00:08:21.000]  這個選址很重要 因為可以避開菲律師人
[00:08:21.000 --> 00:08:25.000]  而且還有一幫人可以擁護他們
[00:08:25.000 --> 00:08:28.000]  所以選址是很重要
[00:08:28.000 --> 00:08:31.000]  正如當年我們帶領命運堂的時候
[00:08:31.000 --> 00:08:36.000]  神都很奇妙地讓我們去大埔中心的隔離
[00:08:36.000 --> 00:08:40.000]  很近 是市中心 在大園村裡面
[00:08:40.000 --> 00:08:43.000]  結果我們人數可以不斷地增加
[00:08:43.000 --> 00:08:46.000]  如果你去了偏僻的村落就反而出了問題
[00:08:46.000 --> 00:08:51.000]  當中有很多的便亞人和以色列人有參與
[00:08:51.000 --> 00:08:59.000]  昔日 掃羅曾經救過基列亞比人 招聚了33萬人
[00:08:59.000 --> 00:09:04.000]  去攻打阿門人 得勝之後就管理了基列亞比
[00:09:04.000 --> 00:09:08.000]  所以我們可以看到為什麼他會走到這個地方
[00:09:08.000 --> 00:09:10.000]  我們再看回這一段經文
[00:09:10.000 --> 00:09:14.000]  撒姆爾記上第11章第8到第9節 還有第11節
[00:09:14.000 --> 00:09:21.000]  掃羅再比息數點他們 以色列人有30萬 猶大人有3萬
[00:09:21.000 --> 00:09:26.000]  中人對那使者說 你們要回覆基列亞比人說
[00:09:26.000 --> 00:09:29.000]  明日太陽更午的時候 你們必得解救
[00:09:29.000 --> 00:09:33.000]  使者回去告訴亞比人 他們就歡喜了
[00:09:33.000 --> 00:09:36.000]  第二日 掃羅將百姓分為三隊
