
[00:00:00.000 --> 00:00:01.300]  各位頂姐妹早安
[00:00:01.300 --> 00:00:02.300]  (早安)
[00:00:02.300 --> 00:00:03.700]  各位爸爸早安
[00:00:03.700 --> 00:00:04.700]  (早安)
[00:00:04.700 --> 00:00:06.100]  爸爸有點不認我
[00:00:06.100 --> 00:00:07.100]  爸爸早安
[00:00:07.100 --> 00:00:11.100]  父親節快樂平安
[00:00:11.100 --> 00:00:14.100]  弟兄姊妹今天我們跟大家分享一段題目
[00:00:14.100 --> 00:00:17.300]  是亂世的父親
[00:00:17.300 --> 00:00:18.900]  父親
[00:00:18.900 --> 00:00:21.300]  其實真的很難想
[00:00:21.300 --> 00:00:23.300]  很多父親節的經文
[00:00:23.300 --> 00:00:25.800]  聖經裡面以前都講過了
[00:00:25.800 --> 00:00:28.100]  今天講什麼父親節的信息呢
[00:00:28.300 --> 00:00:33.100]  我就想起《馬拉基書》這一段經文
[00:00:33.100 --> 00:00:34.300]  我們看下一節
[00:00:34.300 --> 00:00:38.600]  《馬拉基書》四章五至六節我們一起再讀
[00:00:38.600 --> 00:00:43.600]  看啊!耶和華大兒可畏之日未到以前
[00:00:43.600 --> 00:00:48.100]  我必差遣先知以利亞到你們那裡去
[00:00:48.100 --> 00:00:51.300]  他必使父親的心轉向兒女
[00:00:51.300 --> 00:00:53.800]  兒女的心轉向父親
[00:00:53.800 --> 00:00:56.300]  免得我來就坐遍地
[00:00:57.800 --> 00:00:59.800]  今天這一段經文
[00:00:59.800 --> 00:01:01.800]  有個父親的字出現
[00:01:01.800 --> 00:01:03.800]  那也算是應父親節
[00:01:03.800 --> 00:01:05.800]  但是今天這一段經文
[00:01:05.800 --> 00:01:07.800]  不只是跟父親說的
[00:01:07.800 --> 00:01:09.800]  今天這一段經文
[00:01:09.800 --> 00:01:12.800]  是給我們每一個人
[00:01:12.800 --> 00:01:14.800]  無論你是不是父親
[00:01:14.800 --> 00:01:17.800]  神的說話今天都要臨到你生命當中
[00:01:17.800 --> 00:01:19.800]  我們一起低頭
[00:01:19.800 --> 00:01:20.800]  我們再一次禱告
[00:01:20.800 --> 00:01:23.800]  預備我們的心領受神對我們的說話
[00:01:27.800 --> 00:01:30.800]  這副求祢的聖靈在我們心裡工作
[00:01:30.800 --> 00:01:36.800]  幫我們衝開我們心裡很多的綑綁
[00:01:36.800 --> 00:01:39.800]  讓我們能夠專心一意
[00:01:39.800 --> 00:01:42.800]  現在這一刻我們去到神的面前
[00:01:42.800 --> 00:01:44.800]  開我們的耳朵
[00:01:44.800 --> 00:01:46.800]  開我們的眼 開我們的心
[00:01:46.800 --> 00:01:49.800]  聽下神對我們的提醒
[00:01:49.800 --> 00:01:52.800]  鼓勵 教導 督責
[00:01:52.800 --> 00:01:53.800]  天上的父親
[00:01:53.800 --> 00:01:56.800]  我們求祢幫助我們每一個
[00:01:56.800 --> 00:01:59.800]  都能夠在祢面前經歷
[00:01:59.800 --> 00:02:01.800]  天父祢對我們的教導
[00:02:01.800 --> 00:02:03.800]  禱告奉耶穌基督的性命求
