
[00:00:00.000 --> 00:00:05.800]  我順便看看今天有多少朋友是第一次來聽聽
[00:00:05.800 --> 00:00:08.800]  甚麼叫生命的軟片,有甚麼軟片
[00:00:08.800 --> 00:00:10.600]  我不是說像那些簡秦那樣
[00:00:10.600 --> 00:00:13.300]  好像同樣的軟片,即是無意會飛
[00:00:13.300 --> 00:00:15.300]  他是第一次聽類似的
[00:00:15.300 --> 00:00:17.500]  有沒有這樣的朋友可以舉手看看
[00:00:17.500 --> 00:00:20.500]  有嗎?有呀有呀,好多呀都有,不錯呀
[00:00:20.500 --> 00:00:25.500]  你一會兒當然要多謝請你來的那個朋友
[00:00:25.500 --> 00:00:28.500]  因為他不單請你吃飯
[00:00:28.500 --> 00:00:32.500]  他簡直是顧念你,很愛你,顧念你
[00:00:32.500 --> 00:00:36.500]  顧念你們,一會兒聽聽我的故事
[00:00:36.500 --> 00:00:40.500]  你就知道為甚麼是這麼難得,這麼大的祝福
[00:00:40.500 --> 00:00:43.500]  我可以說,很多朋友會說
[00:00:43.500 --> 00:00:48.500]  咦,例如如果沒有留意我成為基督徒
[00:00:48.500 --> 00:00:52.500]  他們見到我出來唱歌,他們會第一反應是
[00:00:52.500 --> 00:00:56.500]  為甚麼你出來唱歌呀,你不是挺好的嗎
[00:00:56.500 --> 00:01:00.500]  上呼教子呀,你知不知道我有多少小朋友呀
[00:01:00.500 --> 00:01:03.500]  四個呀,我有四個小朋友,不過都大了
[00:01:03.500 --> 00:01:05.500]  最大都是大學生來的
[00:01:05.500 --> 00:01:12.500]  那些朋友說,你又不受醫藥,你出來唱歌呀
[00:01:12.500 --> 00:01:16.500]  其實,因為你看我昨天才看到報紙
[00:01:16.500 --> 00:01:20.500]  原來在我同一個年代,80年代
[00:01:20.500 --> 00:01:24.500]  有一班藝人,包括甚麼,芬妮呀
[00:01:24.500 --> 00:01:28.500]  Annabel,林志玲,他們搞一個叫麗花皇宮的表演
[00:01:28.500 --> 00:01:32.500]  可能有些朋友會以為,你是不是出來表演呀
[00:01:32.500 --> 00:01:37.500]  我可以說,應該怎麼說呢
[00:01:37.500 --> 00:01:42.500]  我去娛樂圈的時候,我真的放下咪高峰不唱了
[00:01:42.500 --> 00:01:45.500]  因為當時我有一個很欣賞的歌手
[00:01:45.500 --> 00:01:48.500]  是一個日本歌手,叫做山口拔維
[00:01:48.500 --> 00:01:51.500]  我那些朋友已經在現場了
[00:01:51.500 --> 00:01:56.500]  我是很記得在演唱會,當他唱完最後一首歌
[00:01:56.500 --> 00:02:00.500]  他就是Deville,不再唱,放下咪高峰
[00:02:00.500 --> 00:02:03.500]  然後很Grand,很靚,扮扮在後頭
[00:02:03.500 --> 00:02:06.500]  我當時心裡很感動,我在想
[00:02:06.500 --> 00:02:09.500]  好,我不唱,我都要好像他那樣
[00:02:09.500 --> 00:02:12.500]  放下咪高峰就不唱了,那就重新引退
[00:02:12.500 --> 00:02:16.500]  但我慢慢想到,我自己順了主之後
[00:02:16.500 --> 00:02:21.500]  其實我再出來出CD,很大的困難
[00:02:21.500 --> 00:02:25.500]  因為神說,你再出去唱詩歌
[00:02:25.500 --> 00:02:29.500]  我心裡說,不用吧,我雖然信耶穌
[00:02:29.500 --> 00:02:32.500]  我在教會就可以了,要我出來唱詩歌
[00:02:32.500 --> 00:02:36.500]  神說,你再出來唱歌
[00:02:36.500 --> 00:02:39.500]  不是站在你自己的舞台
[00:02:39.500 --> 00:02:43.500]  你是榮耀我的名字,再出來唱
[00:02:43.500 --> 00:02:47.500]  所以我順了主,我出來了
[00:02:47.500 --> 00:02:51.500]  去很多地方,我可以說是例行點便
[00:02:51.500 --> 00:02:52.500]  你真的想不到
[00:02:52.500 --> 00:02:56.500]  我九月份剛才載了一些朋友從加拿大回來
[00:02:56.500 --> 00:03:00.500]  我在美國加拿大做了十幾場的報道會
[00:03:00.500 --> 00:03:05.500]  剛好早兩個月,三月我去了澳洲,新西蘭
[00:03:05.500 --> 00:03:09.500]  四月那時才從四川中國回來
[00:03:09.500 --> 00:03:14.500]  讓我看到很多生命在不同地方的需要
[00:03:14.500 --> 00:03:20.500]  我這次回來,每去一個地方都給我一個很大的負擔
[00:03:20.500 --> 00:03:24.500]  我發覺原來很多人還未認識耶穌
[00:03:24.500 --> 00:03:30.500]  在他們未認識耶穌的時候,生命是很多解不開的結
[00:03:30.500 --> 00:03:34.500]  因為每天我們面對生命,其實有很多煩惱
[00:03:34.500 --> 00:03:37.500]  但找不到一個出路
[00:03:37.500 --> 00:03:40.500]  所以我的心更加有負擔
[00:03:40.500 --> 00:03:43.500]  很想分享我的慵懶
[00:03:43.500 --> 00:03:47.500]  想不想聽我為何信耶穌到春暝的時刻
[00:03:47.500 --> 00:03:49.500]  不如我做一個簡單的祈禱
[00:03:49.500 --> 00:03:52.500]  各位在吃東西的,可以停一停,我們一起做簡單的祈禱
[00:03:52.500 --> 00:04:01.500]  至愛的天父,主耶穌基督,聖靈,感謝祢
[00:04:01.500 --> 00:04:07.500]  感謝祢今天將我帶到香港振信會的福音餐會
[00:04:07.500 --> 00:04:14.500]  感謝祢讓我見到很多朋友,有相識的,有第一次見面的
[00:04:14.500 --> 00:04:20.500]  神啊,我相信每一次我們的相聚都不會是偶然
[00:04:20.500 --> 00:04:24.500]  神啊,我求祢,今天祢親自揀選的孩子
[00:04:24.500 --> 00:04:27.500]  是祢有說話跟他講
[00:04:27.500 --> 00:04:30.500]  在這個簡短的短短二三十分鐘裏
[00:04:30.500 --> 00:04:33.500]  求主祢親自打開他們的心
[00:04:33.500 --> 00:04:39.500]  讓他們有耳能聽,用他們的心來和應
[00:04:39.500 --> 00:04:45.500]  因為認識祢才是我們生命唯一的出路
[00:04:45.500 --> 00:04:48.500]  有祢是生命一生的祝福
[00:04:48.500 --> 00:04:50.500]  求主祢恩公我的口
[00:04:50.500 --> 00:04:54.500]  將我認識祢之後,我的生命裏面
[00:04:54.500 --> 00:04:58.500]  我不再勞苦受煩,我有平安喜樂
[00:04:58.500 --> 00:05:02.500]  能夠讓他們看到我們的神是多麼慈愛
[00:05:02.500 --> 00:05:04.500]  是創造宇宙萬物的主
[00:05:04.500 --> 00:05:06.500]  感謝主,你聽我的禱告
[00:05:06.500 --> 00:05:09.500]  感謝主,你閱立我們的禱告
[00:05:09.500 --> 00:05:12.500]  求祢今天真的打開連恩點裏面
