
[00:00:00.000 --> 00:00:02.660]  主要是我們奉耶穌的名去宣告祢坐著為王
[00:00:02.660 --> 00:00:04.260]  在我們當中掌權
[00:00:04.260 --> 00:00:07.180]  祢不單止在宿命的角度掌權
[00:00:07.180 --> 00:00:09.820]  祢在今天的世界也都掌權
[00:00:09.820 --> 00:00:12.920]  在我們生活每一個領域都掌權
[00:00:12.920 --> 00:00:14.780]  在我們人生都掌權
[00:00:14.780 --> 00:00:16.620]  我們宣告耶穌基督在我們當中
[00:00:16.620 --> 00:00:18.220]  祢臨到我們當中的時候
[00:00:18.220 --> 00:00:19.740]  主要是祢掌管一切
[00:00:19.740 --> 00:00:21.020]  祢跟我們講說話
[00:00:21.020 --> 00:00:22.740]  今天我們奉祢的名去宣告
[00:00:22.740 --> 00:00:24.340]  我們不是聽人的說話
[00:00:24.340 --> 00:00:27.420]  是聽耶穌基督祢親自跟我們心靈講的說話
[00:00:27.420 --> 00:00:29.180]  祢的真理臨到我們當中
[00:00:29.180 --> 00:00:31.220]  我們要奉耶穌的名去宣告一切不屬於耶穌
[00:00:31.220 --> 00:00:33.460]  黑暗勢力離開我們這個地方
[00:00:33.460 --> 00:00:37.220]  由主讓我們每一位頂姐妹都分別為聖貴向祢
[00:00:37.220 --> 00:00:38.900]  我們同心讚美祢
[00:00:38.900 --> 00:00:39.580]  信服祢
[00:00:39.580 --> 00:00:40.740]  聽著祢的聲音
[00:00:40.740 --> 00:00:42.340]  多謝祢聽我們的禱告
[00:00:42.340 --> 00:00:44.060]  奉耶穌基督得勝的名
[00:00:44.060 --> 00:00:44.540]  Amen
[00:00:44.540 --> 00:00:45.540]  頂姐妹請坐
[00:00:45.540 --> 00:00:49.860]  有一本書叫做
[00:00:49.860 --> 00:00:53.260]  《天堂上遇見的五個人》
[00:00:53.260 --> 00:00:59.140]  這本書講述一個83歲的遊樂場機械維修員Eddie
[00:00:59.140 --> 00:01:04.380]  Eddie一生都覺得自己人生毫無意義
[00:01:04.380 --> 00:01:07.580]  一輩子都在做一些他不喜歡做的事情
[00:01:07.580 --> 00:01:09.860]  他更加埋怨他爸爸
[00:01:09.860 --> 00:01:14.300]  留下給他的就是一些不開心的童年回憶
[00:01:14.300 --> 00:01:16.460]  一些父子的關係
[00:01:16.460 --> 00:01:19.900]  他更加覺得自己的生命沒有價值
[00:01:19.900 --> 00:01:23.100]  假如從來都沒有出生可能更好
[00:01:23.100 --> 00:01:24.940]  直至有一天
[00:01:24.940 --> 00:01:28.780]  遊樂場的機動遊戲機件發生故障
[00:01:28.780 --> 00:01:31.580]  Eddie為了拯救一個小女孩
[00:01:31.580 --> 00:01:33.220]  犧牲了自己的生命
[00:01:33.220 --> 00:01:34.620]  進入天堂
[00:01:34.620 --> 00:01:37.500]  他在天堂上遇見五個人
[00:01:37.500 --> 00:01:39.620]  這五個人幫助Eddie
[00:01:39.620 --> 00:01:42.180]  去擴闊他之前的人生
[00:01:42.180 --> 00:01:44.340]  在他見到更多的真相
[00:01:44.340 --> 00:01:46.580]  看見當中的大圖畫
[00:01:46.580 --> 00:01:51.940]  以致Eddie能夠放下很多心靈的重擔
[00:01:51.940 --> 00:01:54.980]  我看完這本書之後有三個體會
[00:01:54.980 --> 00:01:56.460]  第一個體會就是
[00:01:56.460 --> 00:01:59.460]  原來人與人之間的生命
[00:01:59.460 --> 00:02:01.860]  是互相關聯
[00:02:01.860 --> 00:02:03.980]  互相影響的
[00:02:03.980 --> 00:02:06.260]  Eddie以為他自己
[00:02:06.260 --> 00:02:10.140]  犧牲他自己拯救的小女孩進入天堂
[00:02:10.140 --> 00:02:13.420]  但他在天堂上遇見的第一個人跟他說
[00:02:13.420 --> 00:02:14.940]  在他很久很久之前
[00:02:14.940 --> 00:02:17.420]  在他完全不知道的情況下
[00:02:17.420 --> 00:02:18.980]  原來這個人
[00:02:18.980 --> 00:02:21.700]  是當年為了拯救他
[00:02:21.700 --> 00:02:23.660]  犧牲了自己的生命
[00:02:23.660 --> 00:02:27.100]  原來人與人之間的生命是有很多連繫的
[00:02:27.100 --> 00:02:30.380]  Eddie覺得他自己一生都沒有價值、沒有用
[00:02:30.380 --> 00:02:33.940]  但他在天堂上遇見的第五個人告訴他
[00:02:33.940 --> 00:02:37.980]  原來Eddie一生去維修那些機械
[00:02:37.980 --> 00:02:41.540]  令那些機動遊戲運作正常
[00:02:41.540 --> 00:02:45.300]  原來正在拯救保護著
[00:02:45.300 --> 00:02:49.380]  成千上萬玩機動遊戲的小朋友
[00:02:49.380 --> 00:02:54.060]  原來人的生命是一路一路互相影響、互相連繫
[00:02:54.060 --> 00:02:55.340]  第二個體會
[00:02:55.340 --> 00:02:58.780]  就是原來人的認知是這麼有限的
[00:02:58.780 --> 00:03:03.620]  Eddie一直在埋怨、責備、指責、怪責
[00:03:03.620 --> 00:03:05.620]  他當兵的時候
[00:03:05.620 --> 00:03:08.660]  軍隊的隊長開槍射傷他的腳
[00:03:08.660 --> 00:03:10.860]  以至他以後的日子裡
[00:03:10.860 --> 00:03:12.620]  不停地走路
[00:03:12.620 --> 00:03:15.660]  但他在天堂上遇見的第二個人告訴他
[00:03:15.660 --> 00:03:18.620]  原來當年他的隊長開槍打傷他的腳
[00:03:18.620 --> 00:03:19.900]  是為了救他
[00:03:19.900 --> 00:03:20.940]  如果他不打傷他的腳
[00:03:20.940 --> 00:03:23.740]  他再踏前一步就會被炸彈炸死
[00:03:23.740 --> 00:03:26.700]  Eddie一生都在怪責他爸爸
[00:03:26.700 --> 00:03:28.140]  對他非常苛刻
[00:03:28.140 --> 00:03:30.300]  他童年一點都不開心
[00:03:30.300 --> 00:03:31.820]  他爸爸經常喝酒
[00:03:31.820 --> 00:03:33.860]  以至到最後
[00:03:33.860 --> 00:03:36.540]  因為寒冬的時間可能喝酒掉進水裡
[00:03:36.540 --> 00:03:38.980]  染上肺炎過身
[00:03:38.980 --> 00:03:43.500]  但他在天堂上遇見的第三個人告訴他
[00:03:43.500 --> 00:03:46.700]  原來他爸爸心裡面有說不出的愛
[00:03:46.700 --> 00:03:49.740]  他爸爸的死亡原來是在寒冬裡
[00:03:49.740 --> 00:03:52.380]  為了拯救他遇溺的朋友
[00:03:52.380 --> 00:03:53.780]  跳下水來救他
[00:03:53.780 --> 00:03:55.380]  因而著涼
[00:03:55.380 --> 00:03:58.860]  染上肺炎離開這個世界
[00:03:58.860 --> 00:04:00.220]  第三個體會
[00:04:00.220 --> 00:04:02.980]  原來人與人之間的生命
[00:04:02.980 --> 00:04:06.900]  是互相纏在一起
[00:04:06.900 --> 00:04:08.180]  錯綜複雜
[00:04:08.180 --> 00:04:10.380]  構成一幅大圖畫
[00:04:10.380 --> 00:04:13.540]  但沒有一個人能夠看見這幅大圖畫
[00:04:13.540 --> 00:04:16.100]  我相信唯有全知全能的神
[00:04:16.100 --> 00:04:17.580]  掌管一切的主
[00:04:17.580 --> 00:04:18.900]  才能看見
[00:04:18.900 --> 00:04:22.860]  完全明白這幅大圖畫
[00:04:22.860 --> 00:04:24.340]  這三個體會
[00:04:24.340 --> 00:04:25.540]  與我們今天所說的
[00:04:25.540 --> 00:04:31.380]  馬太福音的拜子比喻的訊息非常相似
[00:04:31.380 --> 00:04:35.140]  我先要和大家解釋一下什麼是拜子
[00:04:35.140 --> 00:04:41.220]  拜子其實表面上與墨子差不多
[00:04:41.220 --> 00:04:44.380]  原來在古代的巴勒斯坦
[00:04:44.380 --> 00:04:46.900]  他們主要的農作物是墨
[00:04:46.900 --> 00:04:49.860]  不像我們在香港吃慣的稻米
[00:04:49.860 --> 00:04:52.540]  泰國米、越南米
[00:04:52.540 --> 00:04:54.860]  或者中國南部有很多種米
[00:04:54.860 --> 00:04:57.220]  在古代的巴勒斯坦
[00:04:57.220 --> 00:04:58.980]  他們是種墨的
[00:04:58.980 --> 00:05:00.020]  墨田
[00:05:00.020 --> 00:05:04.460]  拜子與墨子的外觀是很相似的
[00:05:04.460 --> 00:05:07.580]  但他看上去的顏色
[00:05:07.580 --> 00:05:10.980]  比墨子更加灰暗
[00:05:10.980 --> 00:05:12.020]  大家看不看得到這幅圖
[00:05:12.020 --> 00:05:12.780]  看得到嗎
[00:05:12.780 --> 00:05:14.300]  我看不到
[00:05:14.300 --> 00:05:18.420]  墨子是很被他們灰暗的
[00:05:18.420 --> 00:05:21.820]  而這個拜子有另一個名字
[00:05:21.820 --> 00:05:23.140]  叫做毒墨
[00:05:23.140 --> 00:05:24.260]  即是有毒的毒
[00:05:24.260 --> 00:05:25.660]  為什麼叫毒墨呢
[00:05:25.660 --> 00:05:27.500]  原來吃了那些拜子
[00:05:27.500 --> 00:05:28.820]  你會頭暈
[00:05:28.820 --> 00:05:30.100]  產生幻覺
[00:05:30.100 --> 00:05:30.780]  又會嘔吐
[00:05:30.780 --> 00:05:32.460]  又會嘔吐
[00:05:32.460 --> 00:05:36.220]  還有拜子的味道是苦的
[00:05:36.220 --> 00:05:36.900]  換句話說
[00:05:36.900 --> 00:05:39.500]  如果你將那些拜子與墨子混在一起
[00:05:39.500 --> 00:05:41.700]  讓他在田裡一起生長
[00:05:41.700 --> 00:05:44.260]  到收割的時候又不分開他
[00:05:44.260 --> 00:05:48.540]  當時那些墨子是用來磨成麵包的
[00:05:48.540 --> 00:05:51.140]  所以如果混在一起磨成粉
[00:05:51.140 --> 00:05:52.020]  那些粉是苦的
[00:05:52.020 --> 00:05:53.620]  大家有沒有吃過苦的麵包
[00:05:53.620 --> 00:05:54.700]  大家都不想吃
[00:05:54.700 --> 00:05:55.220]  換句話說
