
[00:00:00.000 --> 00:00:01.220]  聽之每早晨
[00:00:01.220 --> 00:00:04.840]  很慶幸能夠再次回到您在崇拜的時間
[00:00:04.840 --> 00:00:07.320]  和大家一起分享神的說話
[00:00:07.320 --> 00:00:09.140]  讓您聆聽主道以先
[00:00:09.140 --> 00:00:11.100]  讓我們一起低頭禱告
[00:00:11.100 --> 00:00:13.780]  仰望在我們的主、我們的神的面前
[00:00:13.780 --> 00:00:14.840]  七位恩主多謝您
[00:00:14.840 --> 00:00:20.440]  讓我們能夠再次回到您寶貴的說話面前學習
[00:00:20.440 --> 00:00:23.760]  求恩主您的聖靈幫助我們
[00:00:23.760 --> 00:00:26.520]  能夠認識您是怎樣的神
[00:00:26.520 --> 00:00:29.980]  讓我們也能夠認定您是我們的主
[00:00:29.980 --> 00:00:31.380]  求您的幫助
[00:00:31.380 --> 00:00:32.440]  Amen
[00:00:32.440 --> 00:00:33.940]  各位弟兄姊妹
[00:00:33.940 --> 00:00:38.640]  今天我們會再次回到約爾書的第一章
[00:00:38.640 --> 00:00:44.640]  我們今天會一起同心看第一章的第八節至第十節
[00:00:44.640 --> 00:00:46.880]  今天所說的題目就是
[00:00:46.880 --> 00:00:50.520]  「復甦神子民的第二擊」
[00:00:50.520 --> 00:00:55.260]  The Spiritual CPR for the People of the Lord
[00:00:55.260 --> 00:00:59.800]  好 讓我們再次在聽主的道理之前
[00:00:59.800 --> 00:01:02.940]  我們一起看看這段經文說些什麼
[00:01:02.940 --> 00:01:06.000]  我們一起再次同心打開聖經
[00:01:06.000 --> 00:01:10.240]  我們一起去先讀約爾書的第一章
[00:01:10.240 --> 00:01:12.580]  第八節至第十節
[00:01:12.580 --> 00:01:19.300]  承繼著上一個主人我們先說的第五至第七節之後
[00:01:19.300 --> 00:01:24.820]  我們開始說第二個上帝對猶太國的行動
[00:01:24.820 --> 00:01:27.000]  我們先看看這段經文說些什麼
[00:01:27.000 --> 00:01:32.300]  我們會一起打開經文去先讀中文版本的和合版本
[00:01:32.300 --> 00:01:36.240]  然後我會為大家讀出New English Translation的版本
[00:01:36.240 --> 00:01:37.940]  好 讓我們一起打開聖經
[00:01:37.940 --> 00:01:39.600]  一起去讀這段經文
[00:01:39.600 --> 00:01:45.180]  約爾書的第一章第八節至第十節
[00:01:45.180 --> 00:01:51.680]  「我的民啊,你當哀號,將處女束腰麻布
[00:01:51.680 --> 00:01:59.680]  為幼年的丈夫哀號,掃祭和點祭從耶華的殿中斷絕
[00:01:59.680 --> 00:02:06.540]  侍奉耶華的祭司都悲哀,田荒涼地悲哀
[00:02:06.540 --> 00:02:13.140]  因為五谷毀壞,身走肝竭,猶也缺乏」
[00:02:13.140 --> 00:02:15.180]  New English Translation
[00:02:15.180 --> 00:02:24.380]  Well, like a young virgin clothed in shag cloth, lamenting the death of her husband-to-be
[00:02:24.380 --> 00:02:32.180]  No one brings grain offerings or drink offerings to the temple of the Lord any more
[00:02:32.180 --> 00:02:37.580]  So the priests, those who serve the Lord, are in mourning
[00:02:37.580 --> 00:02:41.680]  The crops of the fields have been destroyed
[00:02:41.680 --> 00:02:46.780]  The ground is in mourning, because grain has perished
[00:02:46.780 --> 00:02:55.180]  The fresh wine has dried up, the olive oil lingers」
[00:02:55.180 --> 00:03:00.780]  在英語裏面有一個字眼叫 Cardiopulmonary Resuscitation
[00:03:00.780 --> 00:03:03.680]  簡稱CPR
[00:03:03.680 --> 00:03:08.680]  中文翻譯為心肺復甦法
[00:03:08.680 --> 00:03:16.180]  通常是指一些醫生經常急救時的統稱
[00:03:16.180 --> 00:03:20.680]  其中一個行動就是心外壓
[00:03:20.680 --> 00:03:25.680]  我相信大家看電視、看電影
[00:03:25.680 --> 00:03:29.180]  甚至可能你自己也曾經上過訓練班
[00:03:29.180 --> 00:03:33.180]  去學習怎樣做這個CPR心肺復甦法
[00:03:33.180 --> 00:03:36.680]  其中一個環節就是做心外壓
[00:03:36.680 --> 00:03:42.680]  我認識不少我的舊同學、師兄、師姐
[00:03:42.680 --> 00:03:48.180]  他們都是做醫生或者急救醫護方面的工作
[00:03:48.180 --> 00:03:50.680]  有一次我們聊天
[00:03:50.680 --> 00:03:57.680]  問到究竟這些CPR是怎樣做的呢?
[00:03:57.680 --> 00:03:59.680]  他們就這樣分享
[00:03:59.680 --> 00:04:05.180]  原來有時候當這些緊急情況的時候
[00:04:05.180 --> 00:04:07.680]  他們要實踐這個急救的方法
[00:04:07.680 --> 00:04:11.180]  最有效的方法是怎樣的呢?
[00:04:11.180 --> 00:04:15.180]  有時候甚至不是只是好像我們所說的做心外壓
[00:04:15.180 --> 00:04:21.180]  在心臟的中間或者胸口中間去做一些按壓
[00:04:21.180 --> 00:04:28.180]  而是要很粗暴地壓在病人的心口
[00:04:28.180 --> 00:04:32.180]  可能最有效的至少要壓的時候
[00:04:32.180 --> 00:04:36.180]  是要壓低兩吋的位置左右
[00:04:36.180 --> 00:04:41.680]  兩吋其實如果你想一想是多麼深的距離
[00:04:41.680 --> 00:04:44.680]  對於一個人在胸口這樣壓兩吋下去
[00:04:44.680 --> 00:04:50.180]  他說因此可能在做這個心外壓的過程裏面
[00:04:50.180 --> 00:04:55.180]  會造成病人的胸骨的短節
[00:04:55.180 --> 00:04:57.680]  有時候甚至可能在壓的時候
[00:04:57.680 --> 00:05:00.680]  可能壓到裏面有些器官
[00:05:00.680 --> 00:05:04.180]  可能甚至會在血管爆裂
[00:05:04.180 --> 00:05:08.180]  務求要為了盡快將這個心臟
[00:05:08.180 --> 00:05:11.180]  重新使它可以自己跳動
[00:05:11.180 --> 00:05:14.180]  這些情況是在所不計的了
[00:05:14.180 --> 00:05:17.680]  所以他說做這些心肺復甦法的時候
[00:05:17.680 --> 00:05:19.180]  可能你看到的現象
[00:05:19.180 --> 00:05:22.180]  那個人可能壓的時候會吐血
[00:05:22.180 --> 00:05:26.180]  或者甚至他的胸骨爆裂等等的情況
[00:05:26.180 --> 00:05:30.680]  今天我們想借著這個心肺復甦法
[00:05:30.680 --> 00:05:33.180]  來做一個比喻
[00:05:33.180 --> 00:05:35.180]  讓我們去明白一下
[00:05:35.180 --> 00:05:40.680]  究竟上帝是怎樣向他的子民下手
[00:05:40.680 --> 00:05:43.180]  下手到一個怎樣的程度
[00:05:43.180 --> 00:05:48.180]  而使到他的子民可以在屬靈的上面
[00:05:48.180 --> 00:05:50.680]  可以重新復甦
[00:05:50.680 --> 00:05:54.680]  使到他們可以有一個迴轉的動力
[00:05:54.680 --> 00:05:57.680]  《約爾書》我們在上文已經說過了
[00:05:57.680 --> 00:06:01.680]  從第五節至第十二節是一個整個大段
[00:06:01.680 --> 00:06:07.180]  是上帝連續用了三種不同的情況
[00:06:07.180 --> 00:06:09.680]  向不同的受眾
[00:06:09.680 --> 00:06:13.180]  去藉著先知約爾去提醒他們
[00:06:13.180 --> 00:06:15.680]  上帝要做一些功夫在他們身上
[00:06:15.680 --> 00:06:19.680]  今天我們就來看到第八節至第十節
[00:06:19.680 --> 00:06:24.180]  神怎樣去復甦神子民的第二擊
[00:06:24.180 --> 00:06:26.680]  Spiritual CPR
[00:06:26.680 --> 00:06:28.680]  For the people of God
[00:06:28.680 --> 00:06:30.680]  讓我們一起去看看
[00:06:30.680 --> 00:06:36.180]  真是神怎樣挖空我們一切的心思、意念
[00:06:36.180 --> 00:06:39.680]  能夠讓我們可以重新歸到祂的裏面
[00:06:39.680 --> 00:06:44.180]  而不是仍然依傍著自己的罪性
[00:06:44.180 --> 00:06:46.680]  而去發展一下我們的人生
[00:06:46.680 --> 00:06:48.680]  我們先看回這段經文
[00:06:48.680 --> 00:06:52.180]  我們會分為三個部份去看的
[00:06:52.180 --> 00:06:57.180]  第一個部份就是第一章的第八節
[00:06:57.180 --> 00:07:02.180]  我們再次看回這一節的經文說些什麼
[00:07:02.180 --> 00:07:04.180]  這一節的經文這樣說
[00:07:04.180 --> 00:07:07.180]  「我的民,你當哀號
[00:07:07.180 --> 00:07:11.680]  將處女腰束麻布
[00:07:11.680 --> 00:07:14.680]  為幼年的丈夫哀號
[00:07:14.680 --> 00:07:17.180]  Wear like a young virgin
[00:07:17.180 --> 00:07:20.680]  Clothed in sad cloth
[00:07:20.680 --> 00:07:25.680]  Lamenting the death of her husband-to-be」
[00:07:25.680 --> 00:07:29.680]  神的子民最大的一個問題是什麼呢?
[00:07:29.680 --> 00:07:33.180]  就是連自己都不自覺自己是有問題
[00:07:33.180 --> 00:07:37.680]  覺得自己在靈性的上面挺好
[00:07:37.680 --> 00:07:41.680]  所以我又做足上帝要我們做的規矩
[00:07:41.680 --> 00:07:45.180]  我們就覺得我們其實不錯
[00:07:45.180 --> 00:07:48.180]  不過其實在上帝的眼裏面
