
[00:00:00.000 --> 00:00:02.760]  好,我們再一次禱告
[00:00:02.760 --> 00:00:04.000]  在我們剛才說到
[00:00:04.000 --> 00:00:08.140]  天父,我們感謝你再一次
[00:00:08.140 --> 00:00:11.560]  知道在這個美好的佳節的日子
[00:00:11.560 --> 00:00:15.320]  我們不單止來享受這個節日的氣氛
[00:00:15.320 --> 00:00:20.980]  我們更加想到祢給我們無比的大愛
[00:00:20.980 --> 00:00:26.000]  讓我們在這些感恩章林和聖誕節期間
[00:00:26.000 --> 00:00:28.600]  讓我們去更加愛祢的家
[00:00:28.600 --> 00:00:33.000]  也更加照著祢的吩咐
[00:00:33.000 --> 00:00:35.560]  在這些時候去見證祢的愛
[00:00:35.560 --> 00:00:37.840]  願意主你自己親自的保守
[00:00:37.840 --> 00:00:39.140]  帶領我們以下時間
[00:00:39.140 --> 00:00:43.640]  讓聖靈都在我們心中再一次做感動的工作
[00:00:43.640 --> 00:00:45.440]  讓我們明白祢的心意
[00:00:45.440 --> 00:00:46.800]  奉耶穌基督的名
[00:00:46.800 --> 00:00:53.380]  十九世紀德國最卓越的政治家
[00:00:53.380 --> 00:00:57.740]  如果大家可能聽過叫做鐵血宰相
[00:00:57.740 --> 00:01:01.600]  有沒有人聽過這個綽號?
[00:01:01.600 --> 00:01:06.320]  這是一個非常出名的德國政治家
[00:01:06.320 --> 00:01:10.920]  他的名字叫做Bismarck
[00:01:10.920 --> 00:01:15.660]  但嘆息的就是他自己在人生晚期的時候
[00:01:15.660 --> 00:01:16.700]  他說數算一下
[00:01:16.700 --> 00:01:19.800]  回想他一生快樂的時間
[00:01:19.800 --> 00:01:20.740]  一生裏面
[00:01:20.740 --> 00:01:21.920]  一生喔
[00:01:21.920 --> 00:01:23.040]  快樂的時間
[00:01:23.040 --> 00:01:23.880]  加起來
[00:01:23.880 --> 00:01:27.420]  你猜有多少小時?
[00:01:27.420 --> 00:01:28.240]  72小時
[00:01:28.240 --> 00:01:32.140]  誰說有72小時?
