
[00:00:00.000 --> 00:00:02.640]  請姊妹早晨
[00:00:02.640 --> 00:00:05.520]  近年隨著科技進步
[00:00:05.520 --> 00:00:08.720]  手機和網絡都很流行
[00:00:08.720 --> 00:00:12.440]  我想在座每一位都帶著一部
[00:00:12.440 --> 00:00:15.520]  不單止人人都有一機在手
[00:00:15.520 --> 00:00:17.880]  而且人人揸機
[00:00:17.880 --> 00:00:20.840]  行街搭車都揸緊機
[00:00:20.840 --> 00:00:25.840]  連去餐廳都通常手機食先
[00:00:25.840 --> 00:00:27.440]  網絡流行話
[00:00:27.440 --> 00:00:30.000]  正所謂有圖有真相
[00:00:30.000 --> 00:00:31.880]  有時不單止圖
[00:00:31.880 --> 00:00:34.040]  還有片
[00:00:34.040 --> 00:00:39.880]  幫我們好似能夠看清楚事情的真相
[00:00:39.880 --> 00:00:41.440]  不過我就諗
[00:00:41.440 --> 00:00:44.320]  係咪真係有圖有真相
[00:00:44.320 --> 00:00:49.000]  網絡裏面有一張圖係咁
[00:00:49.000 --> 00:00:52.280]  就咁睇你會有咩反應呢
[00:00:52.280 --> 00:00:53.800]  會唔會覺得
[00:00:53.800 --> 00:00:56.240]  嗰個少女點解咁
[00:00:56.240 --> 00:00:59.680]  唔讓座比嗰個大肚婆
[00:00:59.680 --> 00:01:01.360]  咁都唔讓座
[00:01:01.360 --> 00:01:03.480]  好似唔係幾妥喎
[00:01:03.480 --> 00:01:06.040]  其實真相係點嘅呢
[00:01:06.040 --> 00:01:10.360]  原來係咁嘅
[00:01:10.360 --> 00:01:14.560]  好多時我哋以為眼前嘅真相
[00:01:14.560 --> 00:01:17.280]  就係我哋所明白
[00:01:17.280 --> 00:01:20.720]  但可能我哋其實只係睇到一部分
[00:01:20.720 --> 00:01:22.560]  又或者我哋誤會咗
[00:01:22.560 --> 00:01:25.560]  背後嘅意義同埋動機
[00:01:25.560 --> 00:01:28.640]  有圖都唔一定有真相
[00:01:28.640 --> 00:01:32.000]  有唔少嘅真相甚至係真理
[00:01:32.000 --> 00:01:34.600]  其實係眼睇唔到
[00:01:34.600 --> 00:01:36.960]  我唔知道你平時生活
[00:01:36.960 --> 00:01:40.760]  係咪都係憑住眼所見嘅呢
[00:01:40.760 --> 00:01:42.400]  我哋有時都會覺得
[00:01:42.400 --> 00:01:44.160]  我哋都知啦
[00:01:44.160 --> 00:01:45.640]  做咗咁多年人啦
[00:01:45.640 --> 00:01:47.400]  識得揀
[00:01:47.400 --> 00:01:50.440]  定係我哋會返返去問下
[00:01:50.440 --> 00:01:53.240]  其實背後嘅真相係點呢
[00:01:53.240 --> 00:01:56.320]  聖經究竟點樣教我哋嘅呢
[00:01:56.320 --> 00:01:58.560]  喺神嘅手裏面
[00:01:58.560 --> 00:01:59.760]  嗰個真相
[00:01:59.760 --> 00:02:00.800]  我哋嘅神
[00:02:00.800 --> 00:02:03.920]  叫我哋點樣行我哋每一日嘅路嘅呢
[00:02:03.920 --> 00:02:06.200]  今日我哋讀到去
[00:02:06.200 --> 00:02:09.840]  哥林多後書四章十六節
[00:02:09.840 --> 00:02:12.560]  至到五章十三節嗰度
[00:02:12.560 --> 00:02:14.160]  我哋會一齊去睇下
[00:02:14.160 --> 00:02:16.520]  究竟保羅所講嘅
[00:02:16.520 --> 00:02:20.000]  眼見得到同埋眼見唔到
[00:02:20.000 --> 00:02:23.920]  喺世上同埋死後未見嘅
[00:02:23.920 --> 00:02:26.080]  超越咗我哋眼所見嘅
[00:02:26.080 --> 00:02:28.320]  睇唔到嘅真相
[00:02:28.320 --> 00:02:30.600]  其實我哋就係要按呢個真相
[00:02:30.600 --> 00:02:33.680]  呢個真理嚟到行事為人
[00:02:33.680 --> 00:02:35.800]  我哋係憑住信心
[00:02:35.800 --> 00:02:38.480]  去過呢個真實嘅生活
[00:02:38.480 --> 00:02:41.360]  呢段經文其實係非常之豐富
[00:02:41.360 --> 00:02:45.320]  我哋會將佢分為幾個段落嚟到去讀
[00:02:45.320 --> 00:02:50.120]  我哋先睇四章十六節至到五章一節
[00:03:15.320 --> 00:03:17.480]  所見的是暫時的
[00:03:17.480 --> 00:03:20.840]  所不見的是永遠的
[00:03:20.840 --> 00:03:22.600]  我們原知道
[00:03:22.600 --> 00:03:26.080]  我們這地上的帳盤若拆毀了
[00:03:26.080 --> 00:03:27.640]  必得神所造
[00:03:27.640 --> 00:03:29.560]  不是人手所造
[00:03:29.560 --> 00:03:33.400]  在天上永存的房屋
[00:03:33.400 --> 00:03:35.240]  大家都認識保羅
[00:03:35.240 --> 00:03:38.080]  保羅喺佢嘅生涯裏面
[00:03:38.080 --> 00:03:41.280]  充滿咗困難同埋苦難
[00:03:41.280 --> 00:03:42.800]  佢做嘅全道工作
[00:03:42.800 --> 00:03:46.000]  佢曾經坐監被顛打
[00:03:46.000 --> 00:03:49.000]  佢去到最痛苦嘅情況底下
[00:03:49.000 --> 00:03:52.040]  佢都仍然好似經文咁樣講
[00:03:52.040 --> 00:03:55.320]  佢話外體雖然毀壞
[00:03:55.320 --> 00:03:58.960]  內心卻一天生死一天
[00:03:58.960 --> 00:04:02.040]  因為佢哋相信嘅係呢個眼前
[00:04:02.040 --> 00:04:04.640]  自暫自輕嘅苦楚
[00:04:04.640 --> 00:04:06.680]  係要為我哋成就
[00:04:06.680 --> 00:04:10.880]  那極重無比永遠嘅榮耀
[00:04:10.880 --> 00:04:13.360]  保羅講到永遠嘅榮耀
[00:04:13.360 --> 00:04:15.520]  係嗰個眼睇唔到嘅
[00:04:15.520 --> 00:04:17.040]  係將來嘅
[00:04:17.040 --> 00:04:21.360]  所以保羅喺呢度繼續去解說
[00:04:21.360 --> 00:04:27.320]  佢話因為我哋唔係睇所見嘅
[00:04:27.320 --> 00:04:30.880]  而係所不見嘅
[00:04:30.880 --> 00:04:34.640]  所見嘅只係暫時嘅
[00:04:34.640 --> 00:04:38.680]  所不見嘅就係永遠
[00:04:38.680 --> 00:04:40.920]  保羅用咗地上嘅象棚
