
[00:00:00.000 --> 00:00:05.000]  今天我們看耶穌基督所行的另外一個神蹟
[00:00:05.000 --> 00:00:09.120]  這個神蹟是記載在《馬太福音》第十七章
[00:00:09.120 --> 00:00:14.200]  第二十四節至二十七節
[00:00:14.200 --> 00:00:17.120]  這個神蹟的特別地方
[00:00:17.120 --> 00:00:21.720]  就是我們留意差不多絕大部份耶穌所行的神蹟
[00:00:21.720 --> 00:00:24.680]  都是為幫助別人的需要
[00:00:24.680 --> 00:00:26.680]  解決人的困難
[00:00:26.680 --> 00:00:28.680]  所以耶穌行神蹟
[00:00:30.480 --> 00:00:33.320]  耶穌很少行神蹟是為自己的
[00:00:33.320 --> 00:00:36.640]  但是這個神蹟就例外了
[00:00:36.640 --> 00:00:41.160]  耶穌行一個神蹟為了自己
[00:00:41.160 --> 00:00:45.320]  可以有錢和彼得一起交稅
[00:00:45.320 --> 00:00:50.240]  所以這是特別的一個例子
[00:00:50.240 --> 00:00:53.160]  請聽我讀完這一段經文
[00:00:53.160 --> 00:00:54.960]  經文說:道了加伯隆
[00:00:54.960 --> 00:00:57.520]  有收丁稅的人來見彼得
[00:00:57.520 --> 00:01:00.960]  說:「你們的先生不納丁稅嗎?」
[00:01:00.960 --> 00:01:03.960]  彼得說:「納,他進了屋子」
[00:01:03.960 --> 00:01:05.960]  耶穌先向他說:
[00:01:05.960 --> 00:01:07.960]  「西門,你的意思如何?」
[00:01:07.960 --> 00:01:12.400]  「世上的君王向誰徵收關稅丁稅?」
[00:01:12.400 --> 00:01:15.600]  「是向自己的兒子呢?是向外人呢?」
[00:01:15.600 --> 00:01:17.440]  彼得說:「是向外人」
[00:01:17.440 --> 00:01:21.760]  耶穌說:「既然如此,兒子就可以免稅了」
[00:01:21.760 --> 00:01:24.320]  「但恐怕觸犯他們」
[00:01:24.320 --> 00:01:29.840]  這個細字說:「恐怕成為他們的絆腳石」
[00:01:29.840 --> 00:01:34.040]  「你且往海邊去釣魚」
[00:01:34.040 --> 00:01:37.640]  「把先釣上來的魚拿起來」
[00:01:37.640 --> 00:01:39.160]  「開了他的口」
[00:01:39.160 --> 00:01:46.480]  「彼得一塊錢可以拿去給他們作你我的稅銀」
[00:01:46.480 --> 00:01:51.480]  耶穌交稅
[00:01:51.480 --> 00:01:57.400]  很特別的一種交稅的情況
[00:01:57.400 --> 00:02:00.960]  這裡說耶穌到了加伯隆
[00:02:00.960 --> 00:02:09.600]  加伯隆是耶穌基督在加利利湖一帶傳福音工作的一個基地
[00:02:09.600 --> 00:02:12.120]  所以加伯隆住在那裡
[00:02:12.120 --> 00:02:15.040]  帶門徒出去周圍傳福音
[00:02:15.040 --> 00:02:20.040]  然後又回到加伯隆
[00:02:20.040 --> 00:02:24.240]  今次耶穌又和門徒回到加伯隆的地方
[00:02:24.240 --> 00:02:28.760]  因為過了他們交丁稅的時候
[00:02:28.760 --> 00:02:30.480]  所以有人質問彼得:
[00:02:30.480 --> 00:02:33.520]  「你的老師他交不交稅?」
[00:02:33.520 --> 00:02:34.280]  「交不交丁稅?」
[00:02:34.280 --> 00:02:38.440]  丁稅是聖殿稅
[00:02:38.440 --> 00:02:44.040]  是二十歲以上的猶太人都要交的一種稅
[00:02:44.040 --> 00:02:49.880]  來維持聖殿一切的需要
[00:02:49.880 --> 00:02:52.840]  這個就是丁稅
[00:02:52.840 --> 00:02:57.640]  「你老師交不交丁稅?」
[00:02:57.640 --> 00:03:04.560]  其實他們是想知道耶穌基督為何還未交稅
[00:03:04.560 --> 00:03:07.960]  耶穌會不會要避稅呢?
[00:03:07.960 --> 00:03:11.560]  耶穌會不會要逃稅呢?
[00:03:11.560 --> 00:03:13.840]  彼得一聽見這個問題就說:「交」
[00:03:13.840 --> 00:03:15.160]  他都沒有問過耶穌基督
[00:03:15.160 --> 00:03:17.160]  他說:「交,一定交」
[00:03:17.160 --> 00:03:19.400]  我相信因為以往的歷史裡面
[00:03:19.400 --> 00:03:23.440]  耶穌都很準時一定是交稅的
[00:03:23.440 --> 00:03:26.160]  耶穌是一個好公民
[00:03:26.160 --> 00:03:26.760]  一定交稅
[00:03:26.760 --> 00:03:32.640]  所以彼得就順口說:「交,一定交」
[00:03:32.640 --> 00:03:35.840]  他之所以未交是因為他去了全部
[00:03:35.840 --> 00:03:37.360]  現在才回來
[00:03:37.360 --> 00:03:39.960]  所以未曾交
[00:03:39.960 --> 00:03:44.840]  但是當彼得進屋的時候
[00:03:44.840 --> 00:03:47.880]  耶穌知道發生什麼事就先問他:
[00:03:47.880 --> 00:03:55.280]  「究竟一個君王是向誰徵收稅項呢?」
[00:03:55.280 --> 00:03:59.200]  你知道君王跟今天的總統
[00:03:59.200 --> 00:04:01.400]  今天的首相不同
[00:04:01.400 --> 00:04:07.080]  昔日的君王征服了一塊土地之後
[00:04:07.080 --> 00:04:09.880]  他成為一國的君王之後
[00:04:09.880 --> 00:04:13.640]  那個國家的一切是屬於他的
[00:04:13.640 --> 00:04:18.960]  他對所有人有生殺之權
[00:04:18.960 --> 00:04:21.840]  所有一切都是屬於他的
[00:04:21.840 --> 00:04:25.400]  所以要徵收稅項
[00:04:25.400 --> 00:04:27.480]  向誰徵收呢?
[00:04:27.480 --> 00:04:30.080]  向他的百姓
[00:04:30.080 --> 00:04:32.080]  因為向他自己的子女
[00:04:32.080 --> 00:04:33.160]  自己的家人
[00:04:33.160 --> 00:04:40.240]  當然不是向自己的家人
[00:04:40.240 --> 00:04:41.960]  所以耶穌說:
[00:04:41.960 --> 00:04:45.920]  「你都知道君王徵稅是向外人」
[00:04:45.920 --> 00:04:47.920]  「不是向自己的子女」
[00:04:47.920 --> 00:04:51.040]  「我既然是萬王之王」
[00:04:51.040 --> 00:04:54.920]  「我既然是神的兒子」
[00:04:54.920 --> 00:04:59.320]  「照理我是不用交稅的」
[00:04:59.320 --> 00:05:05.560]  「但是為了不要叛島」
[00:05:05.560 --> 00:05:09.480]  「成為這些人的絆腳石」
[00:05:09.480 --> 00:05:14.160]  「你去釣魚」
[00:05:14.160 --> 00:05:16.920]  「你一下釣的時候」
[00:05:16.920 --> 00:05:19.360]  「第一條魚你拿上來」
[00:05:19.360 --> 00:05:22.640]  「就有足夠的錢」
[00:05:22.640 --> 00:05:26.920]  「給你和我去交稅」
[00:05:26.920 --> 00:05:28.320]  耶穌為什麼要這樣交稅?
[00:05:28.320 --> 00:05:32.160]  是不是祂和門徒窮到真的沒錢呢?
[00:05:32.160 --> 00:05:34.080]  我相信也不是的
[00:05:34.080 --> 00:05:36.560]  因為耶穌經常有一群婦女
[00:05:36.560 --> 00:05:39.120]  和其他敬田愛神的人
[00:05:39.120 --> 00:05:44.440]  來支持、維持她們生活上的需要
[00:05:44.440 --> 00:05:47.160]  所以她們有財政的
[00:05:47.160 --> 00:05:51.160]  拿著錢籠的就是猶大
[00:05:51.160 --> 00:05:57.200]  所以我相信她們不會說錢剛剛用完
[00:05:57.200 --> 00:05:59.080]  她們不是豐富
[00:05:59.080 --> 00:06:02.560]  但是我想神供應她們一切的需要
[00:06:02.560 --> 00:06:04.280]  在這個情況之下
[00:06:04.280 --> 00:06:06.680]  耶穌叫彼得去釣魚
[00:06:06.680 --> 00:06:09.120]  為什麼叫彼得去釣魚呢?
[00:06:09.120 --> 00:06:10.120]  很簡單的理由
[00:06:10.120 --> 00:06:12.040]  就是因為祂是一個漁夫
[00:06:12.040 --> 00:06:13.800]  如果是一個牧羊人
[00:06:13.800 --> 00:06:16.360]  或者耶穌叫你去抗夜樹
[00:06:16.360 --> 00:06:20.480]  你會見到一隻羊
[00:06:20.480 --> 00:06:22.320]  但是彼得是漁夫
[00:06:22.320 --> 00:06:26.920]  就叫他去釣魚
[00:06:26.920 --> 00:06:30.120]  為什麼要這樣來交稅呢?
[00:06:30.120 --> 00:06:33.080]  如果他們真的錢籠裏面有錢的
[00:06:33.080 --> 00:06:38.600]  我相信一個很重要的訊息
[00:06:38.600 --> 00:06:41.360]  就是要讓彼得知道
[00:06:41.360 --> 00:06:44.360]  讓他的門徒知道
[00:06:44.360 --> 00:06:46.560]  甚至是我們知道
[00:06:46.560 --> 00:06:49.480]  他就好像他這裏所說的
[00:06:49.480 --> 00:06:50.960]  他是神的兒子
[00:06:50.960 --> 00:06:54.840]  是永生神的兒子
[00:06:54.840 --> 00:06:57.800]  他就是神
[00:06:57.800 --> 00:06:58.920]  本來他不用交稅
[00:06:58.920 --> 00:06:59.840]  但是為了要交稅
[00:06:59.840 --> 00:07:01.600]  他行一個神蹟
[00:07:01.600 --> 00:07:04.800]  證明他自己的身份
[00:07:04.800 --> 00:07:06.360]  他的地位
[00:07:06.360 --> 00:07:10.680]  同時也要幫助這些質疑他的人
[00:07:10.680 --> 00:07:16.000]  不要讓這些人跌倒
[00:07:16.000 --> 00:07:17.960]  我們留意這裏說到
