
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹 早安
[00:00:02.000 --> 00:00:05.200]  今天讓我從另一個角度
[00:00:05.200 --> 00:00:10.200]  帶大家來看看《獵王記下》第21至23章的記載
[00:00:10.200 --> 00:00:16.200]  王或領袖如何在神的手中成為一個忠心的僕人
[00:00:16.200 --> 00:00:21.200]  而我們作為老百姓又如何可以成為神忠心的僕人呢?
[00:00:21.200 --> 00:00:25.800]  南非的黑人民權領袖曼德拉
[00:00:25.800 --> 00:00:28.000]  在1990年2月
[00:00:28.200 --> 00:00:30.400]  當他在監獄獲釋時
[00:00:30.400 --> 00:00:32.200]  他曾經這樣說
[00:00:32.200 --> 00:00:36.200]  「我站在你們面前不是要做先知
[00:00:36.200 --> 00:00:39.600]  而是要成為南非人民的謙卑僕人」
[00:00:39.600 --> 00:00:45.000]  後來他成為了南非首任的民選總統
[00:00:45.000 --> 00:00:47.600]  有一次他回應別人問他
[00:00:47.600 --> 00:00:50.800]  「你想別人將來怎樣紀念你呢?」
[00:00:50.800 --> 00:00:52.400]  他就說
[00:00:52.400 --> 00:00:56.600]  「我希望死了之後在我墓碑上寫一句說話
[00:00:56.800 --> 00:01:00.800]  埋葬在這裡的人已經盡了他自己的職責」
[00:01:00.800 --> 00:01:06.200]  今天我的講題是一代忠僕
[00:01:06.200 --> 00:01:09.400]  首先第一點想和大家思想的就是
[00:01:09.400 --> 00:01:12.000]  我們要為主作忠僕
[00:01:12.000 --> 00:01:15.800]  其實不同的崗位有不同的服侍的向度
[00:01:15.800 --> 00:01:18.600]  主耶穌在世界上生活的時候
[00:01:18.600 --> 00:01:20.600]  也有不同的服侍的向度
[00:01:20.600 --> 00:01:23.200]  在專業上
[00:01:23.400 --> 00:01:28.600]  當他在三十歲之前還未做傳福音的時候
[00:01:28.600 --> 00:01:30.000]  他是做木匠的
[00:01:30.000 --> 00:01:33.600]  他就用木匠的專業去服侍周圍的人
[00:01:33.600 --> 00:01:37.000]  我們今天也應該用我們的專業
[00:01:37.000 --> 00:01:38.800]  去服侍我們周圍的人
[00:01:38.800 --> 00:01:41.000]  如果你是會計師
[00:01:41.000 --> 00:01:42.600]  你是教師
[00:01:42.600 --> 00:01:44.800]  你是社工
[00:01:44.800 --> 00:01:46.800]  你就在你的崗位裏面去服侍
[00:01:46.800 --> 00:01:49.200]  即使是家庭主婦
[00:01:49.200 --> 00:01:52.000]  只是在家裏照顧你的丈夫
[00:01:52.000 --> 00:01:54.000]  你的兒女或者照顧上一代
[00:01:54.000 --> 00:01:55.400]  都是一個服侍
[00:01:55.400 --> 00:01:59.000]  不只是在教會裏面的崗位才是服侍
[00:01:59.000 --> 00:02:02.800]  有些人說教書是良心工
[00:02:02.800 --> 00:02:04.200]  社工是良心工
[00:02:04.200 --> 00:02:07.600]  我覺得就算在茶餐廳裏面洗碗的阿姐
[00:02:07.600 --> 00:02:09.200]  也是良心工
[00:02:09.200 --> 00:02:10.800]  因為如果洗碗不乾淨
[00:02:10.800 --> 00:02:11.800]  拿來吃東西
[00:02:11.800 --> 00:02:13.200]  其實很容易食物中毒
[00:02:13.200 --> 00:02:14.600]  所以其實每一個工作
[00:02:14.600 --> 00:02:15.800]  都可以是良心工
[00:02:15.800 --> 00:02:18.000]  只要我們盡了自己的本份去做
[00:02:18.000 --> 00:02:21.600]  在主耶穌基督在世界上生活的時候
[00:02:21.600 --> 00:02:22.800]  給我們看到一個榜樣
[00:02:22.800 --> 00:02:24.200]  在祂的專業上
[00:02:24.200 --> 00:02:26.000]  可以是一個服侍
[00:02:26.000 --> 00:02:27.800]  主耶穌基督在社會裏面
[00:02:27.800 --> 00:02:29.400]  也是關心社會
[00:02:29.400 --> 00:02:32.800]  《路加福音》第四章十八節記載
[00:02:32.800 --> 00:02:35.200]  主耶穌基督引用舊約的聖經
[00:02:35.200 --> 00:02:39.800]  這個經文已經應驗在祂自己身上
[00:02:39.800 --> 00:02:41.000]  那裏提到
[00:02:41.000 --> 00:02:42.600]  祂洗鼻腦的得釋放
[00:02:42.600 --> 00:02:44.200]  黑眼的得看見
[00:02:44.200 --> 00:02:45.800]  受壓制的得自由
[00:02:45.800 --> 00:02:49.200]  我們今天也要學習主耶穌基督的榜樣
[00:02:49.200 --> 00:02:50.600]  聽祂的教導
[00:02:50.800 --> 00:02:52.400]  做好心的撒瑪利亞人
[00:02:52.400 --> 00:02:54.000]  關心有需要的人
[00:02:54.000 --> 00:02:57.000]  在傳福音的事情上
[00:02:57.000 --> 00:03:00.800]  主耶穌基督當然也是盡了祂的本份
[00:03:00.800 --> 00:03:04.400]  這是祂服侍一個很大的範疇
[00:03:04.400 --> 00:03:08.000]  祂周圍去傳道
[00:03:08.000 --> 00:03:10.400]  去跟人說天國的道理
[00:03:10.400 --> 00:03:11.600]  讓人去認識神
[00:03:11.600 --> 00:03:12.600]  認識救恩
[00:03:12.600 --> 00:03:16.200]  今天我們教會做海外的宣教工作
[00:03:16.200 --> 00:03:18.600]  我們參全部去支持宣教士
[00:03:18.600 --> 00:03:19.400]  為他們禱告
[00:03:19.400 --> 00:03:21.000]  甚至我們猜孫教士出去
[00:03:21.000 --> 00:03:24.200]  我們也做本地的福音事工
[00:03:24.200 --> 00:03:26.200]  我們有平安夜的報道會
[00:03:26.200 --> 00:03:27.600]  有街頭的報道
[00:03:27.600 --> 00:03:29.400]  我們不同的弟兄姊妹
[00:03:29.400 --> 00:03:30.200]  在不同的崗位
[00:03:30.200 --> 00:03:31.200]  不同的群體裏面
[00:03:31.200 --> 00:03:33.000]  我們都可以跟人去傳福音
[00:03:33.000 --> 00:03:35.800]  甚至在肉身上
[00:03:35.800 --> 00:03:37.200]  在物質上
[00:03:37.200 --> 00:03:39.000]  主耶穌基督也有服侍
[00:03:39.000 --> 00:03:41.800]  祂曾經用五餅二魚餵飽五千人
[00:03:41.800 --> 00:03:44.000]  祂也餵門徒洗腳
[00:03:44.000 --> 00:03:46.400]  記不記得
[00:03:46.400 --> 00:03:48.000]  在加利利海邊
[00:03:48.200 --> 00:03:49.600]  當他復活了之後
[00:03:49.600 --> 00:03:51.600]  但是門徒好像一時之間
[00:03:51.600 --> 00:03:52.800]  都未能夠接受到
[00:03:52.800 --> 00:03:53.800]  給得很灰心
[00:03:53.800 --> 00:03:55.400]  帶著其他門徒
[00:03:55.400 --> 00:03:57.200]  去海邊打魚
[00:03:57.200 --> 00:03:58.400]  但是打不到
[00:03:58.400 --> 00:04:00.400]  整晚又累又餓
[00:04:00.400 --> 00:04:03.000]  主耶穌基督為他們預備食物
[00:04:03.000 --> 00:04:04.200]  預備早餐
[00:04:04.200 --> 00:04:07.400]  我們今天教會的弟兄姊妹
[00:04:07.400 --> 00:04:09.200]  特別是關顧部的弟兄姊妹
[00:04:09.200 --> 00:04:11.200]  很多時候在教會聚會聚餐裏面
[00:04:11.200 --> 00:04:13.200]  為我們預備飯餐、膳食
[00:04:13.200 --> 00:04:15.200]  我們教會的幹事同工
[00:04:15.200 --> 00:04:16.800]  也經常為我們預備食物
[00:04:16.800 --> 00:04:17.600]  打點一切
[00:04:18.000 --> 00:04:19.400]  這些都是盡上本份
[00:04:19.400 --> 00:04:20.800]  這些都是服侍
[00:04:20.800 --> 00:04:25.000]  我們看看《史獨行傳》第十三章三十六節
[00:04:25.000 --> 00:04:26.600]  印給大家
[00:04:26.600 --> 00:04:30.200]  「大衛在逝的時候
[00:04:30.200 --> 00:04:32.600]  遵行了神的旨意就遂了」
[00:04:32.600 --> 00:04:35.200]  當然這裡只要「遂了」的意思就是死了
[00:04:35.200 --> 00:04:37.600]  「或作」就是另一個譯本
[00:04:37.600 --> 00:04:40.000]  「大衛按神的旨意
[00:04:40.000 --> 00:04:43.000]  服侍了他那一世的人就遂了」
[00:04:43.000 --> 00:04:45.000]  原來在神的眼中看
[00:04:45.000 --> 00:04:47.400]  這個那麼顯赫的大衛王
[00:04:48.200 --> 00:04:50.200]  他也只不過是神差派來
[00:04:50.200 --> 00:04:51.800]  服侍當世代的人
[00:04:51.800 --> 00:04:54.000]  他按神的旨意
[00:04:54.000 --> 00:04:56.200]  服侍他那一世的人就遂了
[00:04:56.200 --> 00:04:58.400]  我們要盡本份
[00:04:58.400 --> 00:05:01.000]  服侍我們這一世的人
[00:05:01.000 --> 00:05:03.400]  服侍我們應該服侍的人
[00:05:03.400 --> 00:05:07.200]  服侍人數的多寡不重要
[00:05:07.200 --> 00:05:09.200]  最重要是盡了本份
[00:05:09.200 --> 00:05:11.000]  有些人服侍多些
[00:05:11.000 --> 00:05:14.600]  譬如我們在《獵王記》上下看到的皇帝
[00:05:15.000 --> 00:05:18.000]  或者摩西的領袖
[00:05:18.000 --> 00:05:19.400]  他們帶領很多人
[00:05:19.400 --> 00:05:21.000]  他們服侍很多人
[00:05:21.000 --> 00:05:23.400]  有些人服侍少些
[00:05:23.400 --> 00:05:25.600]  就算是信心之父阿伯拉罕
[00:05:25.600 --> 00:05:26.600]  他也服侍很少人
[00:05:26.600 --> 00:05:28.600]  可能只在他的家庭 家族裡
[00:05:28.600 --> 00:05:32.800]  《路加夫音》第十二章四十八節說
[00:05:32.800 --> 00:05:35.000]  「多給誰就向誰多取
[00:05:35.000 --> 00:05:37.200]  多託誰就向誰多要」
[00:05:37.200 --> 00:05:39.200]  神給每一個人
[00:05:39.200 --> 00:05:41.600]  他的恩賜
[00:05:41.600 --> 00:05:42.600]  他的背景
[00:05:42.600 --> 00:05:44.400]  他的成長都很不同
[00:05:44.800 --> 00:05:48.200]  但神都是向每一個人問責
[00:05:48.200 --> 00:05:50.000]  多給誰就向誰多取
[00:05:50.000 --> 00:05:52.000]  多託誰就向誰多要
