
[00:00:00.000 --> 00:00:02.120]  我們低頭做一個禱告
[00:00:02.120 --> 00:00:04.060]  主耶穌我們來到祢面前
[00:00:04.060 --> 00:00:09.360]  求祢將聖靈的光照在我們心中
[00:00:09.360 --> 00:00:13.520]  以致我們生命中能夠彰顯基督的形象
[00:00:13.520 --> 00:00:15.600]  今日一段聽道的時間
[00:00:15.600 --> 00:00:17.600]  求祢的光 祢的愛
[00:00:17.600 --> 00:00:20.320]  大大繞貫在我們的內心
[00:00:20.320 --> 00:00:22.360]  交託禱告奉耶穌基督的名
[00:00:22.360 --> 00:00:27.320]  說說哥林多又是溫故知新
[00:00:27.320 --> 00:00:31.520]  我都忘了上次跟大家說哥林多後書是何時的事
[00:00:31.520 --> 00:00:38.720]  總之哥林多後書是保羅其中一本最心痛的書
[00:00:38.720 --> 00:00:40.320]  心痛的原因
[00:00:40.320 --> 00:00:42.320]  其實我們看第一章就知道
[00:00:42.320 --> 00:00:46.120]  保羅在第一章提到
[00:00:46.120 --> 00:00:49.920]  他其實曾經病過
[00:00:49.920 --> 00:00:52.120]  病到差不多致死
[00:00:52.120 --> 00:00:57.720]  不過在這樣的光景他來到哥林多教會服侍他們
[00:00:57.720 --> 00:00:59.320]  不過都感謝神
[00:00:59.320 --> 00:01:00.920]  哥林多教會招待他
[00:01:00.920 --> 00:01:01.720]  感謝神
[00:01:01.720 --> 00:01:03.720]  他脫離了這個差不多要死
[00:01:03.720 --> 00:01:07.320]  雖然我們不太清楚到底他是不是真的病
[00:01:07.320 --> 00:01:08.320]  或者什麼原因
[00:01:08.320 --> 00:01:10.320]  總之他說他差不多致死
[00:01:10.320 --> 00:01:13.520]  不過如果是病的話
[00:01:13.520 --> 00:01:16.720]  這個都不是保羅最所謂深刻的地方
[00:01:16.720 --> 00:01:18.120]  第一章下半段
[00:01:18.120 --> 00:01:22.120]  第二章就是上次跟你們說的那篇
[00:01:22.120 --> 00:01:26.120]  其實是說哥林多的人和保羅的關係
[00:01:26.120 --> 00:01:28.120]  有一個很大的衝突
[00:01:28.120 --> 00:01:34.320]  保羅曾經說過要去哥林多教會
[00:01:34.320 --> 00:01:37.320]  不過後來保羅沒有去
[00:01:37.320 --> 00:01:40.320]  所以這是一個原因
[00:01:40.320 --> 00:01:41.920]  可能還有其他的原因
[00:01:41.920 --> 00:01:46.920]  所以哥林多的人就在質疑保羅的動機
[00:01:46.920 --> 00:01:48.920]  我上次跟你說過
[00:01:48.920 --> 00:01:51.920]  有些人可能你跟他說什麼
[00:01:51.920 --> 00:01:53.920]  他都會說yes,好啊
[00:01:53.920 --> 00:01:56.920]  不過轉頭他就不記得跟你說了什麼
[00:01:56.920 --> 00:01:58.920]  你叫他做什麼他都會說做啊
[00:01:58.920 --> 00:01:59.920]  好啊,明天幫你做
[00:01:59.920 --> 00:02:01.920]  然後你三個星期之後見到他
[00:02:01.920 --> 00:02:04.520]  做了沒有?你跟我提過嗎?
[00:02:04.520 --> 00:02:05.920]  不記得了,sorry
[00:02:05.920 --> 00:02:08.720]  那些人就會覺得保羅是不是這樣的人?
[00:02:08.720 --> 00:02:09.920]  亂吹的
[00:02:09.920 --> 00:02:11.920]  保羅的答案第一就是
[00:02:11.920 --> 00:02:14.920]  基督裡面所有的應許在基督裡面都是真的
[00:02:14.920 --> 00:02:16.920]  第二,保羅進一步就解釋
[00:02:16.920 --> 00:02:21.920]  其實他不來就是因為他不想要所謂confrontation
[00:02:21.920 --> 00:02:24.920]  就是要有一些對峙的局面
[00:02:24.920 --> 00:02:26.920]  我們又不太知道詳細的內容
[00:02:26.920 --> 00:02:29.920]  不過哥林多前書第五章就提到
[00:02:29.920 --> 00:02:34.920]  有人跟他們的繼母去同睡
[00:02:34.920 --> 00:02:36.920]  應該就是發生性關係
[00:02:36.920 --> 00:02:38.920]  不知道是不是在說這個人
[00:02:38.920 --> 00:02:39.920]  總之他提到
[00:02:39.920 --> 00:02:41.920]  保羅在哥林多後書提到
[00:02:41.920 --> 00:02:43.920]  就說有人犯了一些罪
[00:02:43.920 --> 00:02:47.920]  他已經在書上提過了
[00:02:47.920 --> 00:02:50.920]  他不想真人來處理
[00:02:50.920 --> 00:02:53.920]  他親自去處理這個人犯罪的問題
[00:02:53.920 --> 00:02:56.920]  因為這樣對他太心傷了
[00:02:56.920 --> 00:02:57.920]  可以這麼說
[00:02:57.920 --> 00:02:59.920]  Taxing 英文這個字
[00:02:59.920 --> 00:03:01.920]  就是用他太多精力了
[00:03:01.920 --> 00:03:06.920]  所以他希望哥林多人自己先處理這個弟兄
[00:03:06.920 --> 00:03:07.920]  他才來
[00:03:07.920 --> 00:03:09.920]  他給了這個理由
[00:03:09.920 --> 00:03:11.920]  為什麼他說來又不來
[00:03:11.920 --> 00:03:13.920]  接著就去到我們
[00:03:13.920 --> 00:03:18.920]  其實這段某程度是從三章第七節開始
[00:03:18.920 --> 00:03:22.920]  就開始說到保羅繼續說他的ministry
[00:03:22.920 --> 00:03:24.920]  他的侍奉
[00:03:24.920 --> 00:03:28.920]  保羅為什麼會開始說他的侍奉呢?
[00:03:28.920 --> 00:03:33.920]  其實哥林多後書某程度是保羅的一個
[00:03:33.920 --> 00:03:34.920]  所謂apologetic
[00:03:34.920 --> 00:03:37.920]  他自己的一個護教
[00:03:37.920 --> 00:03:39.920]  不過是在護他自己
[00:03:39.920 --> 00:03:44.920]  也是他宣告他清白的良心
[00:03:44.920 --> 00:03:46.920]  你知道整本哥林多前書
[00:03:46.920 --> 00:03:47.920]  哥林多後書
[00:03:47.920 --> 00:03:50.920]  都是面對哥林多人對他的一些指責
[00:03:50.920 --> 00:03:53.920]  包括他動機有問題
[00:03:53.920 --> 00:03:56.920]  包括他討好哥林多人
[00:03:56.920 --> 00:03:58.920]  其實是不是為了哥林多人能夠給錢他呢?
[00:03:58.920 --> 00:03:59.920]  諸如此類
[00:03:59.920 --> 00:04:00.920]  可能有不同的指控
[00:04:00.920 --> 00:04:02.920]  我們都不清楚了
[00:04:02.920 --> 00:04:04.920]  所以他要去表白
[00:04:04.920 --> 00:04:07.920]  到底他在做什麼
[00:04:07.920 --> 00:04:09.920]  所以三章七節
[00:04:09.920 --> 00:04:13.920]  他說乃用字刻在石頭上
[00:04:13.920 --> 00:04:15.920]  屬死的字奉上者有榮光
[00:04:15.920 --> 00:04:20.920]  我們一會兒再說屬死的字奉
[00:04:20.920 --> 00:04:23.920]  不過總之三章七節就開始說侍奉這個字
[00:04:23.920 --> 00:04:24.920]  ministry
[00:04:24.920 --> 00:04:26.920]  英文就翻譯成ministry這個字
[00:04:26.920 --> 00:04:28.920]  其實這段經文
[00:04:28.920 --> 00:04:32.920]  侍奉這個字出現了很多次
[00:04:32.920 --> 00:04:35.920]  也在哥林多後書出現了十二次
[00:04:35.920 --> 00:04:36.920]  侍奉這個字
[00:04:36.920 --> 00:04:38.920]  希臘文就是diakonia
[00:04:38.920 --> 00:04:40.920]  有些人可能聽過這個字
[00:04:40.920 --> 00:04:43.920]  為什麼這個diakonia或者侍奉
[00:04:43.920 --> 00:04:45.920]  出現這麼多次在哥林多後書
[00:04:45.920 --> 00:04:47.920]  就是保羅在這裡解釋
