
[00:00:00.000 --> 00:00:03.040]  今日呢我哋繼續呢一個Worship嘅Series
[00:00:03.040 --> 00:00:06.440]  我哋睇下教會嘅敬拜
[00:00:06.440 --> 00:00:11.240]  由頭到尾聖經呢到底點樣去追蹤呢一個嘅主題
[00:00:11.240 --> 00:00:14.400]  我哋講過呢話聖經呢開始同埋結蹤
[00:00:14.400 --> 00:00:17.080]  都話畀我哋聽呢係一個好重要嘅名題
[00:00:17.080 --> 00:00:18.240]  就係敬拜
[00:00:18.240 --> 00:00:20.400]  上帝去創造我哋就係敬拜
[00:00:20.400 --> 00:00:22.400]  上帝畀我哋將來都係敬拜
[00:00:22.400 --> 00:00:24.600]  喺新天新地亦都係一個敬拜
[00:00:24.600 --> 00:00:28.120]  我哋睇過呢詩篇第八篇一首敬拜嘅詩篇
[00:00:28.120 --> 00:00:31.720]  同埋我哋睇過創世紀第二章
[00:00:31.720 --> 00:00:35.240]  開頭嘅時候上帝創造人嘅時候佢嘅心意係啲乜嘢呢
[00:00:35.240 --> 00:00:36.680]  就係要我哋去敬拜
[00:00:36.680 --> 00:00:38.120]  亦都睇過回眸
[00:00:38.120 --> 00:00:41.960]  即係我哋一路去到追蹤呢一個聖經嘅故事嘅時候
[00:00:41.960 --> 00:00:43.840]  你發現以色列人
[00:00:43.840 --> 00:00:47.520]  畀上帝去拯救離開埃及嘅時候
[00:00:47.520 --> 00:00:52.440]  佢哋去到呢一個嘅曠野咁多年
[00:00:52.440 --> 00:00:54.160]  上帝呢係住喺佢中間
[00:00:54.160 --> 00:00:57.760]  讓佢哋能夠有敬拜嘅生活
[00:00:57.760 --> 00:01:01.720]  嗰個住嘅記號或者住嘅方式
[00:01:01.720 --> 00:01:03.760]  就係一個回眸嘅方式
[00:01:03.760 --> 00:01:06.520]  你記得回眸係乜嘢形狀
[00:01:06.520 --> 00:01:07.680]  長方形嘅係咪
[00:01:07.680 --> 00:01:11.200]  裏面亦都係一個乜嘢形
[00:01:11.200 --> 00:01:13.480]  長方再有一個正方形冇錯
[00:01:13.480 --> 00:01:16.960]  即係其實回眸呢就係一個嘅帳幕嚟嘅
[00:01:16.960 --> 00:01:22.920]  係即係耶和華帶住佢嘅軍隊帶住佢嘅子民
[00:01:22.920 --> 00:01:26.920]  喺呢個嘅曠野嗰度行走嘅時候
[00:01:26.920 --> 00:01:29.680]  一路嘅嚟到去引領住佢哋
[00:01:29.680 --> 00:01:30.640]  by the way
[00:01:30.640 --> 00:01:32.520]  個回眸嘅形狀其實就好似
[00:01:32.520 --> 00:01:35.480]  埃及王打仗嘅時候佢嘅帳幕嚟嘅啫
[00:01:35.480 --> 00:01:38.040]  咁所以呢以色列人出咗埃及之後
[00:01:38.040 --> 00:01:40.040]  耶和華話畀佢聽我住喺你中間
[00:01:40.040 --> 00:01:42.760]  就唔係再係法老係你嘅主宰
[00:01:42.760 --> 00:01:43.920]  我係你嘅主宰
[00:01:43.920 --> 00:01:45.480]  我係耶和華你嘅主
[00:01:45.480 --> 00:01:47.160]  你只係聽我講
[00:01:47.160 --> 00:01:50.600]  根據我嘅心意根據我嘅道理
[00:01:50.600 --> 00:01:53.840]  嚟到去組織你自己嘅生活
[00:01:53.840 --> 00:01:55.280]  咁咪今次呢我哋繼續落去啦
[00:01:55.280 --> 00:01:57.560]  你知道佢哋以色列人
[00:01:57.560 --> 00:02:01.760]  完咗呢一個嘅曠野嘅路程嘅時候
[00:02:01.760 --> 00:02:03.840]  佢哋就進入咗加厘地
[00:02:03.840 --> 00:02:05.960]  咁所以呢多年之後呢佢哋就
[00:02:05.960 --> 00:02:06.960]  settle down咗
[00:02:06.960 --> 00:02:07.920]  安定咗
[00:02:07.920 --> 00:02:10.600]  然之後呢就有聯合嘅王國出現
[00:02:10.600 --> 00:02:12.440]  聯合王國第一個王係邊個
[00:02:12.440 --> 00:02:13.680]  蘇羅係咪
[00:02:13.680 --> 00:02:15.280]  第二個呢
[00:02:15.280 --> 00:02:16.240]  蘇羅因為唔合格
[00:02:16.240 --> 00:02:18.840]  所以要話炒咗佢係咪
[00:02:18.840 --> 00:02:20.360]  跟住呢就係邊個
[00:02:20.360 --> 00:02:21.400]  大衛啦係咪
[00:02:21.400 --> 00:02:23.440]  一個合成心意嘅王
[00:02:23.440 --> 00:02:25.920]  然之後呢大衛之後就係邊個
[00:02:25.920 --> 00:02:26.920]  所羅門冇錯
[00:02:26.920 --> 00:02:28.680]  係蘇羅大衛同埋所羅門
[00:02:28.680 --> 00:02:31.320]  跟住呢就發生咩事
[00:02:31.320 --> 00:02:34.240]  跟住就有人敗家
[00:02:34.240 --> 00:02:36.800]  跟住呢就將呢個國度呢分成呢
[00:02:36.800 --> 00:02:37.920]  南與北
[00:02:37.920 --> 00:02:39.680]  係咪呢個就係分裂嘅
[00:02:39.680 --> 00:02:42.320]  王朝嘅時候就出現
[00:02:42.320 --> 00:02:44.720]  咁所以我哋今日睇到呢呢一個嘅
[00:02:44.720 --> 00:02:47.960]  所羅門執政嘅時候
[00:02:47.960 --> 00:02:48.800]  佢做咗啲乜嘢
[00:02:48.800 --> 00:02:51.080]  當然佢最出名嘅做咗嘅就係
[00:02:51.080 --> 00:02:52.600]  第一個盛典
[00:02:52.600 --> 00:02:54.600]  因為大衛係冇份
[00:02:54.600 --> 00:02:55.680]  去到見盛典嘅
[00:02:55.680 --> 00:02:57.520]  上帝話唔使你見盛典
[00:02:57.520 --> 00:02:59.560]  你個仔要為我見盛典
[00:02:59.560 --> 00:03:00.720]  所以所羅門呢
[00:03:00.720 --> 00:03:01.960]  喺執政嘅期間
[00:03:01.960 --> 00:03:05.400]  佢就建立呢個第一盛典
[00:03:05.400 --> 00:03:08.920]  所謂第一個First Temple
[00:03:08.920 --> 00:03:10.880]  所羅門嘅執政聖經裏面
[00:03:10.880 --> 00:03:13.560]  有好多嘅詳述
[00:03:13.560 --> 00:03:15.280]  有成十一章咁多
[00:03:15.280 --> 00:03:17.240]  如果你有聖經呢打開去到
[00:03:17.240 --> 00:03:19.320]  聶王紀常
[00:03:19.320 --> 00:03:21.400]  第一至到第十一章
[00:03:21.400 --> 00:03:23.840]  我哋大概睇一睇呢啲篇幅
[00:03:23.840 --> 00:03:25.520]  好多時我哋睇到所羅門嘅時候
[00:03:25.520 --> 00:03:27.280]  呢個唔係陌生嘅一個人嚟㗎
[00:03:27.280 --> 00:03:28.120]  係咪
[00:03:28.120 --> 00:03:29.600]  唔單止係
[00:03:29.600 --> 00:03:33.480]  教會基督徒對所羅門唔陌生
[00:03:33.480 --> 00:03:36.280]  其實喺出面唔返教會嘅人
[00:03:36.280 --> 00:03:38.440]  佢哋都可能聽過Solomon
[00:03:38.440 --> 00:03:40.160]  即係所羅門呢個嘅禍
[00:03:40.160 --> 00:03:41.000]  係咪
[00:03:41.000 --> 00:03:42.560]  無論係時代雜誌呀
[00:03:42.560 --> 00:03:44.000]  或者一啲出名嘅
[00:03:44.000 --> 00:03:46.960]  一啲嘅媒體呀
[00:03:46.960 --> 00:03:48.120]  有陣時都會講下
[00:03:48.120 --> 00:03:49.080]  所羅門嘅
[00:03:49.080 --> 00:03:50.160]  話搵到啲乜嘢呀
[00:03:50.160 --> 00:03:51.840]  所羅門嘅角度呀等等
[00:03:51.840 --> 00:03:53.280]  係一個好出名嘅王
[00:03:53.280 --> 00:03:57.040]  咁係喺聖經裏面有好多詳細嘅記載
[00:03:57.040 --> 00:03:59.680]  講到呢所羅門嘅
[00:03:59.680 --> 00:04:01.800]  國度㗎
[00:04:01.800 --> 00:04:04.240]  如果你諗起所羅門嘅時候
[00:04:04.240 --> 00:04:05.920]  大家可能諗起
[00:04:05.920 --> 00:04:08.200]  我哋都幾鍾意呢個人㗎係咪
[00:04:08.200 --> 00:04:09.240]  啱呀
[00:04:09.240 --> 00:04:12.280]  因為佢有啲咩值得我哋鍾意
[00:04:12.280 --> 00:04:15.160]  佢個樣係點我哋唔知呀係咪
[00:04:15.160 --> 00:04:17.120]  總之佢好多
[00:04:17.120 --> 00:04:19.400]  嘅威水使呀係咪
[00:04:19.400 --> 00:04:21.320]  你諗諗一個君王
[00:04:21.320 --> 00:04:23.720]  需要有啲乜嘢
[00:04:23.720 --> 00:04:26.560]  一個君王治理一個嘅國家
[00:04:26.560 --> 00:04:27.880]  一個嘅社會
[00:04:27.880 --> 00:04:28.880]  佢應該要有啲乜嘢
[00:04:28.880 --> 00:04:30.160]  佢要有智慧
[00:04:30.160 --> 00:04:31.280]  係咪
[00:04:31.280 --> 00:04:31.760]  係咪
[00:04:31.760 --> 00:04:34.000]  唔似我哋今日好多啲政客
[00:04:34.000 --> 00:04:35.040]  個個都冇智慧㗎
[00:04:35.040 --> 00:04:37.560]  古今中外呀全部都係㗎
[00:04:37.560 --> 00:04:39.400]  搞乜鬼呀喺度
[00:04:39.400 --> 00:04:41.640]  應該要有智慧係咪
[00:04:41.640 --> 00:04:44.160]  因為要做一個明君
[00:04:44.160 --> 00:04:46.200]  管理一個國家當然要有啲乜
[00:04:46.200 --> 00:04:47.920]  國防呀係咪
[00:04:47.920 --> 00:04:49.640]  軍事上嘅嘢
[00:04:49.640 --> 00:04:52.120]  或者外交嘅政策
[00:04:52.120 --> 00:04:55.600]  有財財務上面嘅需要
[00:04:55.600 --> 00:04:58.320]  係咪財源
[00:04:58.320 --> 00:05:00.160]  我哋睇睇有冇啲嘅聖經
[00:05:00.160 --> 00:05:03.720]  點樣去描述所羅門
[00:05:03.720 --> 00:05:05.200]  我有個命題㗎
[00:05:05.200 --> 00:05:07.680]  我哋可能好鍾意所羅門
[00:05:07.680 --> 00:05:09.200]  但如果你睇一睇下嘅時候呢
[00:05:09.200 --> 00:05:11.600]  你發現聖經嘅作者話畀你聽
[00:05:11.600 --> 00:05:14.760]  其實唔好咁鍾意佢
[00:05:14.760 --> 00:05:15.560]  點解咁講呢
[00:05:15.560 --> 00:05:17.720]  我哋睇下少少聖經先
[00:05:17.720 --> 00:05:19.840]  第一段四章二十九節
[00:05:19.840 --> 00:05:21.960]  呢度講到所羅門嘅邊方面呢
[00:05:21.960 --> 00:05:24.000]  佢話上帝賜畀所羅門極大嘅智慧
[00:05:24.000 --> 00:05:27.440]  同埋聰明廣闊嘅心如同海沙咁多
[00:05:27.440 --> 00:05:29.720]  所羅門嘅智慧超過所有東方人嘅智慧
[00:05:29.720 --> 00:05:31.040]  同埋埃及人一切嘅智慧
[00:05:31.040 --> 00:05:33.200]  嘩 犀利真係
[00:05:33.200 --> 00:05:34.480]  佢嘅智慧勝過萬人
[00:05:34.480 --> 00:05:37.920]  佢嘅名聲係全片列國㗎
[00:05:37.920 --> 00:05:40.040]  作真言三千句
[00:05:40.040 --> 00:05:43.320]  試過一千零五首
[00:05:43.320 --> 00:05:45.560]  係咪好嘢
[00:05:45.560 --> 00:05:46.840]  唔係一千首
[00:05:46.840 --> 00:05:49.080]  再多五首
[00:05:49.080 --> 00:05:50.320]  多唔多
[00:05:50.320 --> 00:05:53.400]  呢個就係代表一個明君嘅描述嚟㗎
[00:05:53.400 --> 00:05:55.880]  一個嘅好嘅君主
[00:05:55.880 --> 00:05:58.040]  就需要有智慧
[00:05:58.040 --> 00:06:02.880]  智慧呢度甚至係超過其他人
[00:06:02.880 --> 00:06:05.840]  然之後呢十章第二十六節
[00:06:05.840 --> 00:06:09.400]  所羅門聚集戰車同埋騎兵
[00:06:09.400 --> 00:06:11.040]  一千四百兩戰車
[00:06:11.040 --> 00:06:13.880]  一萬二千名嘅騎兵
[00:06:13.880 --> 00:06:16.560]  安置在屯車城
[00:06:16.560 --> 00:06:18.280]  喺耶路撒冷王那裡
[00:06:18.280 --> 00:06:22.640]  王在耶路撒冷洗銀紙多如石頭
[00:06:22.640 --> 00:06:24.800]  嘩 真係巴閉
[00:06:24.800 --> 00:06:26.800]  你出去見到啲石
[00:06:26.800 --> 00:06:28.280]  多如石頭
[00:06:28.280 --> 00:06:30.480]  周圍都見到
[00:06:30.480 --> 00:06:32.480]  香柏木
[00:06:32.480 --> 00:06:34.920]  多如這個謝菲拉
[00:06:34.920 --> 00:06:38.360]  謝菲拉係以色列巴勒斯坦地其中一個嘅區域
[00:06:38.360 --> 00:06:41.960]  專係出一種樹叫喪樹
[00:06:41.960 --> 00:06:44.280]  多過佢哋本地嘅喪樹
[00:06:44.280 --> 00:06:45.600]  香柏木係邊度嚟㗎
[00:06:45.600 --> 00:06:47.760]  喺以色列境外北邊
[00:06:47.760 --> 00:06:49.520]  黎巴嫩嗰度斬嗰啲木
[00:06:49.520 --> 00:06:51.560]  然之後浮啲木落去地中海
[00:06:51.560 --> 00:06:53.600]  落到去以色列呢個地方
[00:06:53.600 --> 00:06:55.240]  多到嗰個地步點呀
[00:06:55.240 --> 00:06:57.200]  多到我哋嗰啲嘢樹
[00:06:57.200 --> 00:06:58.440]  多過我啲嘢樹
[00:06:58.440 --> 00:07:02.600]  所羅門嘅馬係從埃及同埋科威雲來嘅埃及喺南邊
[00:07:02.600 --> 00:07:05.080]  科威就喺北邊而家土耳其嘅地方
[00:07:05.080 --> 00:07:07.320]  王嘅商人定價
[00:07:07.320 --> 00:07:11.200]  從科威呢個地方買嚟㗎
[00:07:11.200 --> 00:07:12.320]  好多嘅馬
[00:07:12.320 --> 00:07:13.880]  好多嘅戰車
[00:07:13.880 --> 00:07:16.880]  每部戰車點樣介紹等等
[00:07:16.880 --> 00:07:18.520]  呢度講到國防
[00:07:18.520 --> 00:07:22.160]  講到佢嘅資源同埋財務
[00:07:22.160 --> 00:07:24.760]  仲有啲乜嘢呢
[00:07:24.760 --> 00:07:27.720]  就喺呢度 十一章第三節
[00:07:27.720 --> 00:07:29.600]  十一章第三節
[00:07:29.600 --> 00:07:30.400]  係喇 下面
[00:07:30.400 --> 00:07:36.360]  佢娶咗七百個嘅公主同埋三百個嘅妃嬪
[00:07:36.360 --> 00:07:38.840]  犀利呀嘛
[00:07:38.840 --> 00:07:41.760]  一個都搞唔掂
[00:07:41.760 --> 00:07:44.200]  七百個唔係呀
[00:07:44.200 --> 00:07:46.680]  仲要多三百個嘅
[00:07:46.680 --> 00:07:48.920]  即係佢後宮有幾多人呀嘛
[00:07:48.920 --> 00:07:53.920]  by the way 呢啲嘢唔係淨係色慾嘅問題
[00:07:53.920 --> 00:07:56.080]  一個王點解有咁多妃嬪呀
[00:07:56.080 --> 00:07:57.840]  因為嗰啲妃嬪係邊度嚟嘅
[00:07:57.840 --> 00:08:00.000]  喺周圍鄰國嚟㗎嘛
[00:08:00.000 --> 00:08:02.840]  我哋以前中國四大美人都有
[00:08:02.840 --> 00:08:06.920]  嗰啲都係走去鄰邦嫁佢出去
[00:08:06.920 --> 00:08:08.800]  係外交政策嚟㗎
[00:08:08.800 --> 00:08:13.280]  即係話佢同鄰邦全部都有一個Depromise
[00:08:13.280 --> 00:08:15.200]  Depromise
[00:08:15.200 --> 00:08:19.640]  我哋講咗智慧有兵馬有財源有外交
[00:08:19.640 --> 00:08:22.160]  亦都有乜嘢呢
[00:08:22.160 --> 00:08:25.720]  以前當時嘅王一定要有聖殿
[00:08:25.720 --> 00:08:30.520]  係王去到起最重要嘅聖殿
[00:08:30.520 --> 00:08:33.280]  咁當然喺以色列國裏面只係得一個聖殿
[00:08:33.280 --> 00:08:34.200]  得一個廟
[00:08:34.200 --> 00:08:36.040]  就係耶和華嘅聖殿
[00:08:36.040 --> 00:08:37.120]  有圖有真相呀
[00:08:37.120 --> 00:08:40.000]  呢度畀一個假嘅圖畀你
[00:08:40.000 --> 00:08:42.360]  啲人Reconstruct返嘅
[00:08:42.360 --> 00:08:47.360]  佢話左上角就係大衛城嘅一個嘅Model
[00:08:47.360 --> 00:08:49.200]  大衛城嘅牆牆喺山上面
[00:08:49.200 --> 00:08:53.880]  最上最上嗰個地方就係聖殿同埋皇宮嘅地方
[00:08:53.880 --> 00:08:57.720]  右邊嗰個就係聖殿
[00:08:57.720 --> 00:08:59.120]  鎖羅門第一個嘅聖殿
[00:08:59.120 --> 00:09:00.960]  門口向邊呀
[00:09:00.960 --> 00:09:01.960]  向東冇錯喇
[00:09:01.960 --> 00:09:06.600]  前面呢就係一個嘅銅門同埋有個嘅祭壇
[00:09:06.600 --> 00:09:09.160]  然後入到去呢個聖殿裏面
[00:09:09.160 --> 00:09:09.920]  就係長方形
[00:09:09.920 --> 00:09:12.520]  然後裏面有一個正方形至成所為
[00:09:12.520 --> 00:09:16.280]  呢個係一個好輝煌嘅聖殿嚟嘅
[00:09:16.280 --> 00:09:17.720]  並且呢左下角
[00:09:17.720 --> 00:09:22.040]  你見到呢有一個嘅橫切面
[00:09:22.040 --> 00:09:23.760]  劏開佢話畀你聽
[00:09:23.760 --> 00:09:26.320]  你見到裏面中間嗰個地方
[00:09:26.320 --> 00:09:27.960]  係咪有隻嘢喺度呀
[00:09:27.960 --> 00:09:29.720]  嗰隻叫咩名
[00:09:29.720 --> 00:09:30.800]  基路柏冇錯喇
[00:09:30.800 --> 00:09:31.720]  大家好聰明喇
[00:09:31.720 --> 00:09:32.520]  講咗幾次喇
[00:09:32.520 --> 00:09:34.400]  佢係守邊度嘅
[00:09:34.400 --> 00:09:36.240]  係守住耶和華寶座
[00:09:36.240 --> 00:09:40.000]  守住聖所呢個地方嘅
[00:09:40.000 --> 00:09:41.120]  咁所以呢你見到呢
[00:09:41.120 --> 00:09:44.960]  喺聖經描述所有門嘅執政嘅時候
[00:09:44.960 --> 00:09:48.880]  唔單止話佢有錢有智慧同埋有兵馬等等
[00:09:48.880 --> 00:09:50.720]  特別講到呢好多嘅篇幅
[00:09:50.720 --> 00:09:54.800]  係講佢建造聖殿
[00:09:54.800 --> 00:09:57.800]  第六章
[00:09:57.800 --> 00:09:58.960]  第六章好得意
[00:09:58.960 --> 00:10:01.840]  成章就係講建聖殿
[00:10:01.840 --> 00:10:03.720]  嗰啲擺設呀
[00:10:03.720 --> 00:10:05.920]  金呀銀呀等等
[00:10:05.920 --> 00:10:08.240]  開頭第一節
[00:10:08.240 --> 00:10:10.080]  佢講到一個年份
[00:10:10.080 --> 00:10:13.880]  然之後第六章最尾嘅時候又講返一個年份
[00:10:13.880 --> 00:10:15.440]  係講乜嘢呀
[00:10:15.440 --> 00:10:18.680]  佢話以色列人出埃及
[00:10:18.680 --> 00:10:21.280]  四百八十年
[00:10:21.280 --> 00:10:22.760]  終於嚟到呢度喇
[00:10:22.760 --> 00:10:24.080]  佢哋開工
[00:10:24.080 --> 00:10:27.400]  去建造耶和華的殿
[00:10:27.400 --> 00:10:31.520]  即係話出埃及流浪咗咁耐
[00:10:31.520 --> 00:10:35.120]  幾時先真正出咗埃及
[00:10:35.120 --> 00:10:37.160]  唔係過紅海嗰下
[00:10:37.160 --> 00:10:40.000]  過咗咁多年佢哋終於settle down
[00:10:40.000 --> 00:10:41.640]  能夠耶和華住喺佢哋中間
[00:10:41.640 --> 00:10:44.080]  佢哋能夠有一個敬拜嘅生活
[00:10:44.080 --> 00:10:45.640]  就係到鎖門嘅時候
[00:10:45.640 --> 00:10:48.240]  所以咁多年以嚟都係出緊埃及嘅
[00:10:48.240 --> 00:10:50.320]  入咗監牢都算係出埃及
[00:10:50.320 --> 00:10:52.640]  直到佢哋開工建聖殿嘅時候
[00:10:52.640 --> 00:10:55.840]  終於完結Exodus
[00:10:55.840 --> 00:10:57.760]  終於離開咗埃及呢個地方
[00:10:57.760 --> 00:10:59.400]  終於離開咗法祿
[00:10:59.400 --> 00:11:03.120]  我哋龜耶和華作佢嘅聖文你都敬拜佢
[00:11:03.120 --> 00:11:04.480]  呢個就係聖殿
[00:11:04.480 --> 00:11:06.000]  有嘅目的
[00:11:06.000 --> 00:11:06.960]  然之後最尾嘅時候
[00:11:06.960 --> 00:11:09.400]  六章三十七至到三十八節
[00:11:09.400 --> 00:11:13.400]  在位嘅第四年西伏元
[00:11:13.400 --> 00:11:16.800]  立咗耶和華殿嘅根基
[00:11:16.800 --> 00:11:18.200]  所以由頭到尾佢就話畀你聽
[00:11:18.200 --> 00:11:20.720]  整個聖殿裏面嗰啲嘅細節
[00:11:20.720 --> 00:11:22.160]  嗰啲嘅details
[00:11:22.160 --> 00:11:23.480]  呢啲對我哋現代人嚟講
[00:11:23.480 --> 00:11:25.280]  可能我覺得好悶嘅
[00:11:25.280 --> 00:11:27.120]  但係喺當時嘅人嚟講
[00:11:27.120 --> 00:11:29.200]  係一啲好重要嘅report嚟
[00:11:29.200 --> 00:11:31.200]  就等於我哋嘉士大會裏面
[00:11:31.200 --> 00:11:33.200]  有一啲好重要嘅report
[00:11:33.200 --> 00:11:36.080]  事工嘅report或者財務上面嘅report
[00:11:36.080 --> 00:11:37.720]  你聽完嗰啲report嘅時候
[00:11:37.720 --> 00:11:40.440]  你覺得呢個值得讚美主
[00:11:40.440 --> 00:11:42.240]  因為喺我哋中間
[00:11:42.240 --> 00:11:43.880]  耶和華住喺我哋裏面
[00:11:43.880 --> 00:11:46.280]  有聖殿被建立起嚟
[00:11:46.280 --> 00:11:47.960]  呢個王就係所羅門
[00:11:47.960 --> 00:11:50.280]  就係佢建造第一個嘅聖殿
[00:11:50.280 --> 00:11:53.600]  所以第二段就係二至到第十節
[00:11:53.600 --> 00:11:55.040]  佢就講基本嘅結構
[00:11:55.040 --> 00:11:57.240]  嗰啲內殿外殿等等
[00:11:57.240 --> 00:11:58.760]  嗰啲尺碼等等
[00:11:58.760 --> 00:12:01.040]  然之後呢到第四段
[00:12:01.040 --> 00:12:04.440]  又講返呢個嘅設計
[00:12:04.440 --> 00:12:08.840]  裏面金紙 銀有幾多
[00:12:08.840 --> 00:12:11.120]  拜託昨晚我search
[00:12:11.120 --> 00:12:13.480]  金呢個字
[00:12:13.480 --> 00:12:15.040]  最多喺邊度出現
[00:12:15.040 --> 00:12:16.400]  就喺呢度
[00:12:16.400 --> 00:12:17.960]  好多金
[00:12:17.960 --> 00:12:20.080]  因為你發現個作者
[00:12:20.080 --> 00:12:22.280]  去描述個聖殿嘅時候
[00:12:22.280 --> 00:12:24.320]  嘩 金光燦爛
[00:12:24.320 --> 00:12:26.520]  等於你入咗鑽石譜嘅時候
[00:12:26.520 --> 00:12:28.760]  你望唔到其他嘢
[00:12:28.760 --> 00:12:31.880]  你只望到啲幾卡嗰啲 嗰啲鑽石
[00:12:31.880 --> 00:12:34.320]  金光閃閃
[00:12:34.320 --> 00:12:36.880]  所羅門執政就係做咗一樣嘢
[00:12:36.880 --> 00:12:38.840]  喺中間夾住嘅係幾節
[00:12:38.840 --> 00:12:40.480]  十一節到十三節
[00:12:40.480 --> 00:12:44.120]  就話警告所羅門
[00:12:44.120 --> 00:12:47.640]  好 你已經建咗呢個聖殿
[00:12:47.640 --> 00:12:48.880]  論到你建呢個聖殿
[00:12:48.880 --> 00:12:50.240]  如果
[00:12:50.240 --> 00:12:51.560]  condition嚟㗎
[00:12:51.560 --> 00:12:53.160]  條件具
[00:12:53.160 --> 00:12:55.480]  如果你遵行我嘅律例
[00:12:55.480 --> 00:12:56.360]  我嘅典章話
[00:12:56.360 --> 00:12:58.200]  聽從我一切嘅誡明話
[00:12:58.200 --> 00:13:00.120]  幸在其中我必
[00:13:00.120 --> 00:13:01.360]  應驗
[00:13:01.360 --> 00:13:02.800]  我向大衛所講嘅嘢
[00:13:02.800 --> 00:13:04.000]  喂
[00:13:04.000 --> 00:13:06.280]  我必住喺以色列人中間
[00:13:06.280 --> 00:13:09.080]  並不丟棄我嘅百姓以色列
[00:13:09.080 --> 00:13:11.040]  所以有咗呢個聖殿嘅時候
[00:13:11.040 --> 00:13:12.960]  咦 呢個耶和華
[00:13:12.960 --> 00:13:14.800]  就同佢講
[00:13:14.800 --> 00:13:16.360]  ok 你開始敬拜我
[00:13:16.360 --> 00:13:17.400]  不過
[00:13:17.400 --> 00:13:19.760]  有一個嘅條件
[00:13:19.760 --> 00:13:21.880]  就係整個生命都要敬拜
[00:13:21.880 --> 00:13:23.000]  喂
[00:13:23.000 --> 00:13:24.480]  有個warning
[00:13:24.480 --> 00:13:26.400]  我哋咁樣介紹咗所羅門嘅時候
[00:13:26.400 --> 00:13:28.920]  我哋發現都幾鍾意佢 係咪
[00:13:28.920 --> 00:13:30.000]  但慢慢睇落去嘅時候
