
[00:00:00.000 --> 00:00:04.000]  好,弟兄姊妹,平安,我們再一次低頭祈禱
[00:00:04.000 --> 00:00:08.000]  天父,我們多謝你給我們的說話
[00:00:08.000 --> 00:00:11.000]  願你再一次用你的說話教導我們
[00:00:11.000 --> 00:00:14.000]  除了給我們有聆聽的耳朵,亦都在當中
[00:00:14.000 --> 00:00:17.000]  我們真是好像剛才所讀那年的聖經
[00:00:17.000 --> 00:00:19.000]  我們是成為你的羊
[00:00:19.000 --> 00:00:22.000]  因為唯有你的羊才聽你的聲音
[00:00:22.000 --> 00:00:23.000]  其他人就聽不見
[00:00:23.000 --> 00:00:26.000]  我們這樣禱告,奉天下屬基督的名祈求
[00:00:26.000 --> 00:00:27.000]  阿們
[00:00:28.000 --> 00:00:31.000]  好,今天繼續講一項方第十章
[00:00:31.000 --> 00:00:34.000]  這個討論當中
[00:00:34.000 --> 00:00:37.000]  基本上整章都是講到耶穌
[00:00:37.000 --> 00:00:39.000]  講到祂是牧羊人
[00:00:39.000 --> 00:00:43.000]  而跟從祂的人就是祂的羊
[00:00:43.000 --> 00:00:45.000]  在講這一段聖經的時候
[00:00:45.000 --> 00:00:47.000]  首先你要明白一個背景
[00:00:47.000 --> 00:00:51.000]  主耶穌講到我是好牧人
[00:00:51.000 --> 00:00:54.000]  或者跟從祂的人是祂的羊的時候
[00:00:56.000 --> 00:00:58.000]  對於我們來說
[00:00:58.000 --> 00:01:01.000]  講到羊的時候好像很有詩意
[00:01:01.000 --> 00:01:07.000]  好像很有情調
[00:01:07.000 --> 00:01:10.000]  但是其實對於猶太人來說
[00:01:10.000 --> 00:01:16.000]  講到羊和牧人的關係
[00:01:16.000 --> 00:01:22.000]  必然會想起大衛
[00:01:22.000 --> 00:01:25.000]  大衛其中一篇很出名的詩篇
[00:01:25.000 --> 00:01:28.000]  耶穌說我的牧者我必不自缺
[00:01:28.000 --> 00:01:30.000]  那篇我就不讀了
[00:01:30.000 --> 00:01:33.000]  大家都應該非常熟悉
[00:01:33.000 --> 00:01:36.000]  但是大衛講到
[00:01:36.000 --> 00:01:38.000]  那篇詩篇之所以這麼出名
[00:01:38.000 --> 00:01:41.000]  就是講到神就是祂的牧者
[00:01:41.000 --> 00:01:46.000]  但是當大衛成為了皇帝的時候
[00:01:46.000 --> 00:01:52.000]  他也稱祂的子民是祂的羊
[00:01:52.000 --> 00:01:57.000]  所以他用牧羊人和羊的關係
[00:01:57.000 --> 00:02:01.000]  就似乎成為了
[00:02:01.000 --> 00:02:03.000]  以色列人很深的印象就是
[00:02:03.000 --> 00:02:07.000]  神就是那個皇
[00:02:07.000 --> 00:02:10.000]  跟從祂的人就是祂的羊
[00:02:10.000 --> 00:02:14.000]  而用羊和牧人
[00:02:14.000 --> 00:02:18.000]  很明顯其實就不是單是講一個比喻
[00:02:18.000 --> 00:02:23.000]  是話中有話背後講到天國
[00:02:23.000 --> 00:02:26.000]  這就是約翰有趣的地方
[00:02:26.000 --> 00:02:28.000]  看約翰福音有趣的地方
[00:02:28.000 --> 00:02:33.000]  約翰福音總是能夠用別的說話
[00:02:33.000 --> 00:02:36.000]  講其他福音書所講的內容
[00:02:36.000 --> 00:02:37.000]  但是是不同的
[00:02:37.000 --> 00:02:40.000]  約翰福音講五比二的時候
[00:02:40.000 --> 00:02:43.000]  講到耶穌吃我的肉汗我的血
[00:02:43.000 --> 00:02:47.000]  其實話中有話是講到聖餐
[00:02:47.000 --> 00:02:50.000]  所以約翰福音沒有講設立主餐
[00:02:50.000 --> 00:02:53.000]  後來一大段耶穌和門徒講論的時候
[00:02:53.000 --> 00:02:55.000]  都沒有講設立主餐
[00:02:55.000 --> 00:02:57.000]  只有講洗腳
[00:02:57.000 --> 00:02:59.000]  同樣的一樣
[00:02:59.000 --> 00:03:02.000]  在其他福音書中用了不同的篇幅
[00:03:02.000 --> 00:03:06.000]  講到有關神的國這個觀念
[00:03:06.000 --> 00:03:08.000]  神的國度是怎樣
[00:03:08.000 --> 00:03:12.000]  神的國度有什麼人是屬於神的國
[00:03:12.000 --> 00:03:14.000]  約翰福音有提過一次神的國
[00:03:14.000 --> 00:03:17.000]  就是在尼古底母去問耶穌的時候
[00:03:17.000 --> 00:03:19.000]  說人若不重生就不能見神的國
[00:03:19.000 --> 00:03:21.000]  或者不能進神的國
[00:03:21.000 --> 00:03:24.000]  接著就沒有講到一大堆
[00:03:24.000 --> 00:03:26.000]  關於天國的比喻那些沒有講過
[00:03:26.000 --> 00:03:28.000]  譬如你看馬太福音第十章
[00:03:28.000 --> 00:03:30.000]  講到天國比喻那些全部
[00:03:30.000 --> 00:03:31.000]  約翰福音好像
[00:03:31.000 --> 00:03:32.000]  接著自此之後
[00:03:32.000 --> 00:03:35.000]  隻字不提怎麼講神的國
[00:03:35.000 --> 00:03:40.000]  但其實在第十章今天我們所看這一章
[00:03:40.000 --> 00:03:46.000]  講到羊和牧羊這些討論和比喻當中
[00:03:46.000 --> 00:03:52.000]  其實話中有說是講到神的國
[00:03:52.000 --> 00:03:55.000]  神就是那個天國的王
[00:03:55.000 --> 00:03:59.000]  就好像牧羊人就像大衛他看自己
[00:03:59.000 --> 00:04:01.000]  就是以色列的牧羊人一樣
[00:04:01.000 --> 00:04:02.000]  你記得大衛在舊約的聖經的時候
[00:04:02.000 --> 00:04:05.000]  有一次就是
[00:04:05.000 --> 00:04:08.000]  就是掃點問數神懲罰他的時候
[00:04:08.000 --> 00:04:10.000]  他就求大衛
[00:04:10.000 --> 00:04:13.000]  他說神就是你赦免那些羊
[00:04:13.000 --> 00:04:14.000]  大衛不是用人的
[00:04:14.000 --> 00:04:15.000]  不是用他的子民
