
[00:00:00.000 --> 00:00:02.000]  「除你以外還經誰」
[00:00:02.000 --> 00:00:04.500]  我們用這個題目去思考
[00:00:04.500 --> 00:00:07.200]  十戒裏頭的四戒裏
[00:00:07.200 --> 00:00:09.000]  究竟上帝的精髓
[00:00:09.000 --> 00:00:12.800]  要我們明白、了解的是甚麼事情呢?
[00:00:12.800 --> 00:00:15.400]  我們看《春艾及記》二十章
[00:00:15.400 --> 00:00:17.500]  今天我們特別去看看
[00:00:17.500 --> 00:00:21.500]  上帝在十戒在西乃山上
[00:00:21.500 --> 00:00:24.900]  跟摩西吩咐他的話語的時候
[00:00:24.900 --> 00:00:26.000]  一開手
[00:00:26.000 --> 00:00:28.000]  他說了一句這樣的說話
[00:00:28.000 --> 00:00:29.500]  聖嬰這樣說
[00:00:29.500 --> 00:00:32.500]  「神吩咐這一切的話說」
[00:00:32.500 --> 00:00:34.300]  「我是耶穌說你的神」
[00:00:34.300 --> 00:00:39.500]  「曾將你從埃及地圍爐之家領出來」
[00:00:39.500 --> 00:00:40.700]  四戒裏面
[00:00:40.700 --> 00:00:44.000]  他講到上帝吩咐摩西
[00:00:44.000 --> 00:00:45.600]  吩咐這一群
[00:00:45.600 --> 00:00:49.500]  剛剛從埃及被帶出來
[00:00:49.500 --> 00:00:52.100]  已經三個月一群子民
[00:00:52.100 --> 00:00:54.800]  上帝要展現他自己是誰
[00:00:54.800 --> 00:00:57.200]  並且讓這群子民百姓知道
[00:00:57.200 --> 00:01:01.600]  他跟他的關係和他在他們生命裏面的期盼
[00:01:01.600 --> 00:01:04.000]  他一開手就去宣講
[00:01:04.000 --> 00:01:05.400]  他自己是誰
[00:01:05.400 --> 00:01:08.200]  他說「我是耶穌說」
[00:01:08.200 --> 00:01:13.100]  其實人是沒有辦法能夠真真正正認識神
[00:01:13.100 --> 00:01:16.500]  我們只是被造之物又何有能力曉得
[00:01:16.500 --> 00:01:19.500]  這位創造主是何等偉大
[00:01:19.500 --> 00:01:21.200]  我們用我們的頭腦
[00:01:21.200 --> 00:01:24.300]  無論多聰明睿智
[00:01:24.300 --> 00:01:27.800]  無論我們都只是想到地散的事物
[00:01:27.800 --> 00:01:31.500]  但上帝他與人親近
[00:01:31.500 --> 00:01:33.100]  他將他自己展現出來
[00:01:33.100 --> 00:01:35.100]  他說「我是耶穌說」
[00:01:35.100 --> 00:01:41.400]  「我是那位納約並且向你們守約施持我的神」
[00:01:41.400 --> 00:01:47.800]  他是那位從梗古到永遠永不改變的神
[00:01:47.800 --> 00:01:51.600]  神在這句說話不單止停在他介紹他自己
[00:01:51.600 --> 00:01:55.600]  他更提到他與這群以色列民的關係
[00:01:55.600 --> 00:02:01.000]  他說「我是你的神」
[00:02:01.000 --> 00:02:04.800]  「我邀請你們進入我的賜福和國度當中」
[00:02:04.800 --> 00:02:06.400]  「我作你的神」
[00:02:06.400 --> 00:02:08.000]  「成為你的隱蔽」
[00:02:08.000 --> 00:02:09.900]  「成為你最大的依靠」
[00:02:09.900 --> 00:02:13.200]  他更提到他與這群以色列民的關係
[00:02:13.200 --> 00:02:16.400]  他說「我將你們從埃及之地」
[00:02:16.400 --> 00:02:18.300]  「那個被稱為圍爐之家」
[00:02:18.300 --> 00:02:20.600]  「你記不記得你們有多苦」
[00:02:20.600 --> 00:02:23.400]  「在那個苦境裡我拎你們出來」
[00:02:23.400 --> 00:02:25.600]  這是神的作為
[00:02:25.600 --> 00:02:28.600]  當上帝吩咐並且曉得
[00:02:28.600 --> 00:02:32.600]  頂姐妹,神是否在那個時空才開始與人納約?
[00:02:32.600 --> 00:02:37.900]  我想再次重溫我們在開始進入出埃及記的時候
[00:02:37.900 --> 00:02:39.600]  我曾經提及過
[00:02:39.600 --> 00:02:43.600]  其實上帝是一位主動與人納約的神
[00:02:43.600 --> 00:02:45.600]  神在創造的時候
[00:02:45.600 --> 00:02:47.900]  大家記不記得在《創世紀》一章
[00:02:47.900 --> 00:02:51.600]  他與亞當說,這位第一個人
[00:02:51.600 --> 00:02:54.300]  「你要生養眾多,遍滿全地」
[00:02:54.300 --> 00:02:55.300]  並且要怎樣?
[00:02:55.300 --> 00:02:57.100]  「管理這個大地」
[00:02:57.100 --> 00:03:01.300]  他將一個權賦予給人類
[00:03:01.300 --> 00:03:03.900]  讓我們能夠管理這個大地
[00:03:03.900 --> 00:03:05.800]  他在人群當中
[00:03:05.800 --> 00:03:09.200]  他選擇揀選了阿巴拉罕
[00:03:09.200 --> 00:03:12.600]  在十二章及十五章《創世紀》當中
[00:03:12.600 --> 00:03:14.200]  上帝對阿巴拉罕
[00:03:14.200 --> 00:03:18.000]  在當時無子無後裔的一個人當中
[00:03:18.000 --> 00:03:19.000]  他對他說
[00:03:19.000 --> 00:03:21.600]  「你的後裔要如海邊的沙
[00:03:21.600 --> 00:03:24.000]  天上的星藍一朵」
[00:03:24.000 --> 00:03:26.200]  阿巴拉罕憑信相信
[00:03:26.200 --> 00:03:27.700]  上帝並且告訴他
[00:03:27.700 --> 00:03:31.400]  「我今天要將這個地土賜給你」
[00:03:31.400 --> 00:03:33.400]  神揀選一個人
[00:03:33.400 --> 00:03:35.200]  他成為一個民族
[00:03:35.200 --> 00:03:38.700]  這個民族為了賜福給萬族
[00:03:38.700 --> 00:03:41.000]  神揀選一個國度
[00:03:41.000 --> 00:03:44.400]  為了賜福給萬國
[00:03:44.400 --> 00:03:47.300]  上帝在他與人納約的旅程中
[00:03:47.300 --> 00:03:51.200]  其實是在展現他在我們當中的計劃
[00:03:51.200 --> 00:03:54.800]  以及他的國度是怎樣展現的
[00:03:54.800 --> 00:03:57.900]  進入出埃及記之前
[00:03:57.900 --> 00:04:00.900]  還有一個約神向人納
[00:04:00.900 --> 00:04:03.300]  那個就是與瓦割納的約
[00:04:03.300 --> 00:04:06.900]  當時瓦割住在那個地方有寄貨
[00:04:06.900 --> 00:04:09.900]  但神一早就將他的兒子約失
[00:04:09.900 --> 00:04:12.200]  因為被賣的這個動作
[00:04:12.200 --> 00:04:14.200]  是神賜福的方法
[00:04:14.200 --> 00:04:15.900]  帶了他去埃及
[00:04:15.900 --> 00:04:20.200]  後來他輾轉被榮升為一個宰相
[00:04:20.200 --> 00:04:23.200]  並且用他在神面前領受的方法
[00:04:23.200 --> 00:04:24.200]  告訴埃及王
[00:04:24.200 --> 00:04:26.100]  怎樣逃避寄貨
[00:04:26.100 --> 00:04:27.600]  亦因為這樣
[00:04:27.600 --> 00:04:30.900]  他能夠有機會與他的兄弟相遇
[00:04:30.900 --> 00:04:33.200]  並且邀請瓦割他的父親
[00:04:33.200 --> 00:04:35.200]  整個民族移居
[00:04:35.200 --> 00:04:38.100]  來到埃及江山地居住
[00:04:38.100 --> 00:04:40.100]  當時神與瓦割說
[00:04:40.100 --> 00:04:42.100]  這位年老的瓦割
[00:04:42.100 --> 00:04:44.600]  他不知道應該怎樣做好不好
[00:04:44.600 --> 00:04:46.600]  他也不知道應該怎樣做
[00:04:46.600 --> 00:04:49.100]  神就向他再次納約告訴他
[00:04:49.100 --> 00:04:51.100]  你放心,你儘管去
[00:04:51.100 --> 00:04:52.400]  四百年之後
[00:04:52.400 --> 00:04:54.100]  我會再一次將你的民族
[00:04:54.100 --> 00:04:59.100]  帶回歸向我所應去的迦南地之中
[00:04:59.100 --> 00:05:04.100]  等於每個神是主動施恩並且納約的神
[00:05:04.100 --> 00:05:06.100]  神是一位
[00:05:06.100 --> 00:05:08.100]  不僅是教我們要做這些事
[00:05:08.100 --> 00:05:12.600]  不要做這些事的一個教法官
[00:05:12.600 --> 00:05:14.100]  他也不是那個
[00:05:14.100 --> 00:05:16.100]  需要你擦鞋、毛紙式
[00:05:16.100 --> 00:05:21.100]  要你膜拜他的一位低級的神
[00:05:21.100 --> 00:05:23.100]  他一早在他的創造之中
[00:05:23.100 --> 00:05:26.100]  他就指引我們明白、知道
[00:05:26.100 --> 00:05:28.100]  在生命與民族之中
[00:05:28.100 --> 00:05:33.600]  很多呈現他們歷史顛簸的旅程當中
[00:05:33.600 --> 00:05:38.100]  不斷地回應著上帝在生命之中的計劃
[00:05:38.100 --> 00:05:41.100]  來到今天我們去談十誡
[00:05:41.100 --> 00:05:42.600]  我想提醒大家
[00:05:42.600 --> 00:05:44.100]  今天我不是跟你說
[00:05:44.100 --> 00:05:47.100]  應該做些甚麼、不應該做些甚麼
[00:05:47.100 --> 00:05:48.600]  因為那樣東西
[00:05:48.600 --> 00:05:51.100]  其實你能夠認識神的
[00:05:51.100 --> 00:05:54.100]  你知道那不是重點
[00:05:54.100 --> 00:05:57.100]  重點是上帝與人納約
[00:05:57.100 --> 00:05:59.600]  上帝邀請以色列民
[00:05:59.600 --> 00:06:02.100]  做一個他榮美的見證
[00:06:02.100 --> 00:06:03.600]  他在十九章說
[00:06:03.600 --> 00:06:06.100]  「我將你們背在鷹的翅膀」
[00:06:06.100 --> 00:06:08.100]  「並且將你們帶來歸我」
[00:06:08.100 --> 00:06:11.600]  「我要叫你們作祭司的國度」
[00:06:11.600 --> 00:06:13.100]  「聖潔的國民」
[00:06:13.100 --> 00:06:14.600]  「去將我的榮耀」
[00:06:14.600 --> 00:06:16.600]  「是上帝的榮耀能夠展現出來」
[00:06:16.600 --> 00:06:21.100]  「讓萬國因此能夠認識這位神」
[00:06:21.100 --> 00:06:23.600]  在一個這樣的大前提下
[00:06:23.600 --> 00:06:27.100]  上帝要吩咐這班子民百姓如何生活
