
[00:00:00.000 --> 00:00:01.560]  請姊妹平安
[00:00:01.560 --> 00:00:07.700]  有一些國家年輕人是要服兵役的
[00:00:07.700 --> 00:00:11.080]  當他們去到軍隊之中的時候
[00:00:11.080 --> 00:00:14.220]  他們的長官會要求他們記錄
[00:00:14.220 --> 00:00:19.340]  一些自己的反省、思考、想法
[00:00:19.340 --> 00:00:23.600]  大家都知道當兵要去戰場上
[00:00:23.600 --> 00:00:31.140]  有可能會戰死沙場
[00:00:31.140 --> 00:00:33.160]  所以其中一項要求
[00:00:33.160 --> 00:00:35.500]  長官會要求他們寫下
[00:00:35.500 --> 00:00:40.900]  有什麼人和事是對你自己最重要的
[00:00:40.900 --> 00:00:43.440]  可能這個人是他的伴侶
[00:00:43.440 --> 00:00:46.140]  可能是你的父母
[00:00:46.140 --> 00:00:52.160]  可能是你的子女
[00:00:52.160 --> 00:00:54.580]  長官的目的就是想知道
[00:00:54.580 --> 00:00:56.740]  有什麼人和事
[00:00:56.740 --> 00:01:01.340]  你可以為之生、為之死
[00:01:01.340 --> 00:01:03.580]  你是為誰而活
[00:01:03.580 --> 00:01:07.900]  為什麼而生、為什麼而死呢
[00:01:07.900 --> 00:01:10.620]  有些人是為了伴侶
[00:01:10.620 --> 00:01:12.060]  有些人為了自己
[00:01:12.060 --> 00:01:14.100]  有些人為了下一代
[00:01:14.100 --> 00:01:16.220]  或者有些人不以為意地
[00:01:16.220 --> 00:01:20.060]  為了金錢、為了權力
[00:01:20.060 --> 00:01:21.380]  我不知道你有沒有想過
[00:01:21.380 --> 00:01:24.820]  你要怎樣用你有限的年日
[00:01:24.820 --> 00:01:26.380]  去做一些什麼
[00:01:26.380 --> 00:01:30.580]  你願意為之生、為之死的事呢
[00:01:30.580 --> 00:01:32.580]  我想無論你有沒有信仰也好
[00:01:32.580 --> 00:01:34.180]  你是否信耶穌也好
[00:01:34.180 --> 00:01:37.940]  每個人都需要為自己回答這個問題
[00:01:37.940 --> 00:01:39.660]  尤其是我們都發現
[00:01:39.660 --> 00:01:42.300]  我們的人生年日有限
[00:01:42.300 --> 00:01:45.740]  正所謂人生有幾多個十年
[00:01:45.740 --> 00:01:47.580]  我們更加要決定
[00:01:47.580 --> 00:01:50.540]  怎樣去善用有限的年日
[00:01:50.540 --> 00:01:53.380]  去做一些有價值的事
[00:01:53.380 --> 00:01:56.620]  上星期劉牧師就在這個台上
[00:01:56.620 --> 00:02:00.740]  施聲力竭地罵人
[00:02:00.740 --> 00:02:02.820]  我站在外面
[00:02:02.820 --> 00:02:03.980]  我有一點不明白
[00:02:03.980 --> 00:02:08.100]  為什麼劉牧師罵人大家這麼開心呢
[00:02:08.100 --> 00:02:10.660]  後來有些弟兄姊妹就說
[00:02:10.660 --> 00:02:12.700]  罵得好
[00:02:12.700 --> 00:02:14.100]  讓我想想
[00:02:14.100 --> 00:02:17.020]  我想你不是有些自虐狂
[00:02:17.020 --> 00:02:18.820]  喜歡被人罵的
[00:02:18.820 --> 00:02:20.620]  我更加不希望
[00:02:20.620 --> 00:02:22.820]  你只是覺得很過癮
[00:02:22.820 --> 00:02:24.540]  牧師罵人
[00:02:24.540 --> 00:02:28.060]  認為牧師可能只是在罵旁邊的人
[00:02:28.060 --> 00:02:29.140]  你快點聽吧
[00:02:29.140 --> 00:02:31.260]  牧師在罵你
[00:02:31.260 --> 00:02:36.260]  我希望你其實是願意被神去觸動
[00:02:36.260 --> 00:02:40.420]  願意被真理的道去挑戰你
[00:02:40.420 --> 00:02:44.940]  願意去毀身做主的門徒
[00:02:44.940 --> 00:02:51.020]  主耶穌是否你為之生 為之死的對象呢
[00:02:51.020 --> 00:02:52.740]  我們今天讀的經文
[00:02:52.740 --> 00:02:54.620]  是大家很熟悉的經文
[00:02:54.620 --> 00:02:56.300]  剛才大家都讀過
[00:02:56.300 --> 00:02:59.300]  或者你都揭開了你的聖經
[00:02:59.300 --> 00:03:00.540]  你揭開了的話
[00:03:00.540 --> 00:03:03.140]  你會比較容易去對照
[00:03:03.140 --> 00:03:07.100]  上文或者路加的鋪排是怎樣
[00:03:07.100 --> 00:03:13.620]  我們的經文在路加福音9章23至25節
[00:03:13.620 --> 00:03:18.860]  我會和大家看看路加怎樣組織這段經文
[00:03:18.860 --> 00:03:20.820]  在經文之前
[00:03:20.820 --> 00:03:26.580]  上文是說一件耶穌所行的神蹟
[00:03:26.580 --> 00:03:28.780]  就是五餅二魚的神蹟
[00:03:28.780 --> 00:03:31.980]  在9章10節開始記載
[00:03:31.980 --> 00:03:35.300]  於是耶穌行完五餅二魚的神蹟
[00:03:35.300 --> 00:03:37.500]  很多人跟著耶穌
[00:03:37.500 --> 00:03:41.900]  因為跟著祂有飯吃
[00:03:41.900 --> 00:03:43.660]  像我們今天這樣
[00:03:43.660 --> 00:03:46.220]  正如我們很多人都知道
[00:03:46.220 --> 00:03:47.860]  耶穌是有能力的
[00:03:47.860 --> 00:03:50.260]  於是我們很多人跟著祂
[00:03:50.260 --> 00:03:51.420]  不過我想一下
[00:03:51.420 --> 00:03:54.540]  我們跟著耶穌是為了甚麼呢
[00:03:54.540 --> 00:03:56.940]  是否因為像這班人一樣
[00:03:56.940 --> 00:04:01.380]  耶穌可以滿足我們的禱福
[00:04:01.380 --> 00:04:02.180]  有飯吃
[00:04:02.180 --> 00:04:05.140]  可以滿足我們一些需要呢
[00:04:05.140 --> 00:04:07.060]  很多人跟著耶穌
[00:04:07.060 --> 00:04:11.700]  不過不是每個人都真正跟隨祂
[00:04:11.700 --> 00:04:15.260]  經文當很多人跟著耶穌的時候
[00:04:15.260 --> 00:04:19.260]  路加的記載就轉向另一個片段
[00:04:19.260 --> 00:04:22.700]  就是耶穌自己一個人去禱告
[00:04:22.700 --> 00:04:24.540]  耶穌一個人禱告的時候
[00:04:24.540 --> 00:04:28.780]  祂和祂最親密的門徒在一起
[00:04:28.780 --> 00:04:30.740]  祂問了一個問題
[00:04:30.740 --> 00:04:35.140]  就在第9章20至22節
[00:04:35.140 --> 00:04:38.740]  耶穌說「你們說我是誰」
[00:04:38.740 --> 00:04:40.980]  你們說我是誰呢
[00:04:40.980 --> 00:04:45.700]  這段話是耶穌和祂最親密的門徒說的
[00:04:45.700 --> 00:04:47.980]  於是彼得就回答祂
[00:04:47.980 --> 00:04:49.620]  彼得答對了
[00:04:49.620 --> 00:04:53.340]  祂說「你是神所立的基督」
[00:04:53.340 --> 00:04:56.060]  於是耶穌就吩咐他們
[00:04:56.060 --> 00:04:59.340]  不可以將這件事告訴其他人
[00:04:59.340 --> 00:05:00.660]  為甚麼呢
[00:05:00.660 --> 00:05:03.740]  因為祂要信服父神的心意
[00:05:03.740 --> 00:05:06.220]  包括按照父神的時間
[00:05:06.220 --> 00:05:09.100]  去經歷十字架受苦的路
[00:05:09.100 --> 00:05:12.300]  所以祂將接下來
[00:05:12.300 --> 00:05:16.780]  最大十字架這條路的奧秘
[00:05:16.780 --> 00:05:20.020]  告訴祂最親近的門徒
[00:05:20.020 --> 00:05:23.220]  人子必須要受很多苦
[00:05:23.220 --> 00:05:27.100]  被長老、祭司長和民事氣絕
[00:05:27.100 --> 00:05:28.580]  並且被殺
[00:05:28.580 --> 00:05:30.180]  第三天復活
[00:05:30.180 --> 00:05:32.500]  這是我們信仰的核心
[00:05:32.500 --> 00:05:33.780]  最終極的
[00:05:33.780 --> 00:05:38.100]  耶穌要完成的一件事
[00:05:38.100 --> 00:05:41.980]  記載完耶穌和門徒這段說話
[00:05:41.980 --> 00:05:44.500]  到了第23節
[00:05:44.500 --> 00:05:50.260]  耶穌又轉回向眾人說話
[00:05:50.260 --> 00:05:53.420]  祂要對著那些因為各種各樣原因
[00:05:53.420 --> 00:05:54.940]  去跟著祂的人
[00:05:54.940 --> 00:05:56.900]  那班群眾
[00:05:56.900 --> 00:06:01.140]  說明跟隨祂是要付代價的
[00:06:01.140 --> 00:06:07.060]  是要捨己天天背起十字架去跟隨祂
[00:06:07.060 --> 00:06:09.620]  我想其實五餅二月的群眾
[00:06:09.620 --> 00:06:11.700]  都好像我們這樣
[00:06:11.700 --> 00:06:13.140]  我們聚集一齊
[00:06:13.140 --> 00:06:15.540]  我們聽耶穌的教導
[00:06:15.540 --> 00:06:17.620]  我們親身經歷
[00:06:17.620 --> 00:06:22.060]  耶穌在我們身上的一些很特別的作為
[00:06:22.060 --> 00:06:25.300]  有時可能我們生活上的需要得到應允
[00:06:25.300 --> 00:06:28.060]  又或者我們的祈禱得到應允
[00:06:28.060 --> 00:06:29.820]  於是乎我們回應
[00:06:29.820 --> 00:06:32.100]  我們願意信耶穌
[00:06:32.100 --> 00:06:35.780]  但是原來耶穌還有更美好的心意
[00:06:35.780 --> 00:06:39.460]  祂是要呼召我們成為真正的門徒
[00:06:39.460 --> 00:06:42.500]  在祂身邊的那些最親密的門徒
[00:06:42.500 --> 00:06:47.220]  捨己天天背起十字架去跟隨祂
[00:06:47.220 --> 00:06:50.060]  這句說話是跟眾人說
[00:06:50.060 --> 00:06:51.380]  也就是說
[00:06:51.380 --> 00:06:56.300]  向我們每一個來到祂面前的人來說
[00:06:56.300 --> 00:06:59.420]  對於當時的眾人來說
[00:06:59.420 --> 00:07:03.460]  耶穌所說的背十字架是很特別的
[00:07:03.460 --> 00:07:05.580]  在一個羅馬文化當中
[00:07:05.580 --> 00:07:08.340]  對判死刑的犯人的刑罰
[00:07:08.340 --> 00:07:14.420]  犯人要將十字架的刑具背到刑場
[00:07:14.420 --> 00:07:19.220]  又或者套用我們比較現代的說法
[00:07:19.220 --> 00:07:20.980]  如果你要做我的門徒
[00:07:20.980 --> 00:07:26.460]  你就要將自己的頭放在吊頸的頸圈裏面
[00:07:26.460 --> 00:07:30.220]  耶穌對我們的呼召是很激烈的
[00:07:30.220 --> 00:07:31.580]  很激進的
[00:07:31.580 --> 00:07:33.540]  是要叫人完完全全
[00:07:33.540 --> 00:07:39.820]  很絕對地放下我們自己的利益和好處
[00:07:39.820 --> 00:07:40.900]  我想一想
[00:07:40.900 --> 00:07:43.900]  其實究竟我們正在放下些甚麼呢?
[00:07:43.900 --> 00:07:46.020]  其實我想在神的角度
[00:07:46.020 --> 00:07:49.220]  我們沒有甚麼可以放下的
[00:07:49.220 --> 00:07:53.100]  因為其實我們所有的一切都是從神而來
[00:07:53.100 --> 00:07:58.180]  甚至乎我們看來最寶貴擁有的東西
[00:07:58.180 --> 00:07:59.740]  以至生命
[00:07:59.740 --> 00:08:02.820]  都不在我們自己的手裏
[00:08:02.820 --> 00:08:05.540]  當時耶穌已經預期到
[00:08:05.540 --> 00:08:08.820]  自己上了十字架之後
[00:08:08.820 --> 00:08:11.220]  門徒將會受到迫害
[00:08:11.220 --> 00:08:13.380]  於是在這裏
[00:08:13.380 --> 00:08:15.180]  祂說到跟隨他
[00:08:15.180 --> 00:08:19.580]  不是當時猶太人想像中跟著拉比
[00:08:19.580 --> 00:08:22.980]  跟著他學習的說法
[00:08:22.980 --> 00:08:25.660]  而是祂挑戰跟隨他的人
[00:08:25.660 --> 00:08:27.820]  將他們所有的放下
[00:08:27.820 --> 00:08:33.620]  去跟隨一個會上十字架的彌賽亞
[00:08:33.620 --> 00:08:36.700]  為之生 為之死
[00:08:36.700 --> 00:08:39.900]  耶穌今日呼召我們每一個人去跟隨他
[00:08:39.900 --> 00:08:44.300]  不是一種每個星期回來崇拜的習慣
[00:08:44.300 --> 00:08:46.620]  不是一種回來聚會
[00:08:46.620 --> 00:08:50.940]  然後回家過自己生活的習慣
[00:08:50.940 --> 00:08:54.100]  祂是挑戰我們放下我們自己
[00:08:54.100 --> 00:09:01.300]  去每一天走這條十字架犧牲的道路
[00:09:01.300 --> 00:09:02.700]  有一個故事是這樣的
[00:09:02.700 --> 00:09:05.300]  有一個女孩叫Mary
[00:09:05.300 --> 00:09:06.700]  她快要結婚了
[00:09:06.700 --> 00:09:08.900]  她的男朋友叫Michael
[00:09:08.900 --> 00:09:11.700]  他寫信給Michael
[00:09:11.700 --> 00:09:14.700]  他說:親愛的Michael
[00:09:14.700 --> 00:09:17.580]  我很想 我很願意嫁給你
[00:09:17.580 --> 00:09:20.020]  真的好像美夢成真一樣
[00:09:20.020 --> 00:09:21.300]  很感謝你
[00:09:21.300 --> 00:09:23.780]  不過還有一些細節
[00:09:23.780 --> 00:09:26.300]  我很想讓你知道
[00:09:26.300 --> 00:09:29.300]  其實我還有幾個男朋友
[00:09:29.300 --> 00:09:32.220]  老實說
[00:09:32.220 --> 00:09:33.900]  其實有十個
[00:09:33.900 --> 00:09:36.940]  他們多數都沒有什麼
[00:09:36.940 --> 00:09:43.220]  不過我可不可以繼續跟John和Peter交往呢?
[00:09:43.220 --> 00:09:46.220]  我想我真的在談戀愛
[00:09:46.220 --> 00:09:51.900]  否則我從來不會為一個人放棄這麼多男朋友
[00:09:51.900 --> 00:09:54.860]  我媽媽說:你找到我
[00:09:54.860 --> 00:09:56.500]  你真的很幸運
[00:09:56.500 --> 00:09:57.900]  還有一件事
[00:09:57.900 --> 00:10:02.140]  如果你答應我可以住在這間大屋
[00:10:02.140 --> 00:10:04.180]  我就會接受你的求婚
[00:10:04.180 --> 00:10:06.900]  因為這裡我有很好的鄰居
[00:10:06.900 --> 00:10:09.100]  又有我很喜歡做的事
[00:10:09.100 --> 00:10:13.740]  也有一些我很想服侍的人
[00:10:13.740 --> 00:10:15.940]  我在這裡很開心很快樂
[00:10:15.940 --> 00:10:18.980]  我想你也想我開心
[00:10:18.980 --> 00:10:21.860]  所以結婚之後你可以隨時來看我
[00:10:21.860 --> 00:10:23.700]  知道你一定會明白的
[00:10:23.700 --> 00:10:26.980]  我很期待我們快些訂一個婚期
[00:10:26.980 --> 00:10:29.060]  我們快些結婚
[00:10:29.060 --> 00:10:32.020]  下款是永遠愛你
[00:10:32.020 --> 00:10:33.620]  生死相許的
[00:10:33.620 --> 00:10:36.020]  Mary
[00:10:36.020 --> 00:10:38.260]  我恐怕我們有時的祈禱
[00:10:38.260 --> 00:10:40.580]  都是向神求很多東西的
[00:10:40.580 --> 00:10:42.460]  我們列出很多條件
[00:10:42.460 --> 00:10:44.900]  希望祂會迎合我們
[00:10:44.900 --> 00:10:49.180]  又或者我們很想求神的心意
[00:10:49.180 --> 00:10:51.540]  其實我們很想評估一下
[00:10:51.540 --> 00:10:54.060]  究竟神在我身上的旨意
[00:10:54.060 --> 00:10:55.580]  是否可以祭祀
[00:10:55.580 --> 00:10:57.980]  讓我想清楚是甚麼
[00:10:57.980 --> 00:11:01.460]  然後再決定是否跟進
[00:11:01.460 --> 00:11:04.180]  其實當我們這樣想的時候
[00:11:04.180 --> 00:11:07.260]  我們信不信得過神呢?
[00:11:07.260 --> 00:11:09.300]  我不知道如果你是Michael
[00:11:09.300 --> 00:11:12.620]  你會不會娶Mary
[00:11:12.620 --> 00:11:14.820]  你會怎樣反應
[00:11:14.820 --> 00:11:18.340]  我想正常地我們會有些保留
[00:11:18.340 --> 00:11:21.740]  但如果你仍然會考慮娶Mary
[00:11:21.740 --> 00:11:23.860]  或者再跟祂談一下
[00:11:23.860 --> 00:11:26.860]  或者你等祂一下
[00:11:26.860 --> 00:11:30.100]  這樣你一定很愛對方
[00:11:30.100 --> 00:11:32.620]  愛我們的主耶穌就是這樣
[00:11:32.620 --> 00:11:35.940]  祂面對我們的小信甚至不信
[00:11:35.940 --> 00:11:37.660]  面對我們很多的掙扎
[00:11:37.660 --> 00:11:39.180]  很多的要求
[00:11:39.180 --> 00:11:42.940]  一方面祂不能夠縱容我們
[00:11:42.940 --> 00:11:46.260]  但同時祂也願意等我們
[00:11:46.260 --> 00:11:48.980]  等我們去回轉去跟隨祂
[00:11:48.980 --> 00:11:53.340]  等我們每一天去成長多一點
[00:11:53.340 --> 00:11:55.060]  明白多一點
[00:11:55.060 --> 00:11:58.380]  願意去毀身多一點
[00:11:58.380 --> 00:11:59.740]  或者我們會想一下
[00:11:59.740 --> 00:12:02.580]  背起十字架跟隨主
[00:12:02.580 --> 00:12:04.740]  也不容易的
[00:12:04.740 --> 00:12:08.260]  可能就是為主受苦的意思
[00:12:08.260 --> 00:12:11.500]  跟隨主的確是包括在苦難當中
[00:12:11.500 --> 00:12:13.100]  去堅持信服
[00:12:13.100 --> 00:12:15.860]  在你明知會有痛苦的時候
[00:12:15.860 --> 00:12:19.140]  你仍然堅持走這個真理
[00:12:19.140 --> 00:12:21.820]  但這個想法還不夠全面
[00:12:21.820 --> 00:12:24.500]  因為我們不單在受苦的時候
[00:12:24.500 --> 00:12:26.020]  去背起十字架
[00:12:26.020 --> 00:12:28.580]  而是在我們平安順利
[00:12:28.580 --> 00:12:31.460]  你覺得蒙福的環境當中
[00:12:31.460 --> 00:12:35.540]  你也同樣要背起十字架跟隨主
[00:12:35.540 --> 00:12:37.620]  因為耶穌是要我們
[00:12:37.620 --> 00:12:40.700]  天天背起祂的十字架
[00:12:40.700 --> 00:12:43.700]  天天包括困難的時候
[00:12:43.700 --> 00:12:47.380]  也包括了順境和快樂的時候
[00:12:47.380 --> 00:12:50.540]  原文的地方是「天天」這個字
[00:12:50.540 --> 00:12:52.780]  是一個持續進行式
[00:12:52.780 --> 00:12:55.300]  即是說在我們每一天的生活裡
[00:12:55.300 --> 00:12:56.940]  每一天、每一刻
[00:12:56.940 --> 00:12:59.180]  其實我們都要實踐神的道
[00:12:59.180 --> 00:13:05.100]  走這條捨己、犧牲去愛人的路
[00:13:05.100 --> 00:13:08.100]  對於我們一些生活豐足的人
[00:13:08.100 --> 00:13:10.820]  死亡就是失去自己
[00:13:10.820 --> 00:13:14.620]  但是第二十四到第二十五節
[00:13:14.620 --> 00:13:19.180]  給我們一個完全不同的死亡面貌
[00:13:19.180 --> 00:13:20.500]  這裡說到
[00:13:20.500 --> 00:13:23.100]  凡是要救自己生命的
[00:13:23.100 --> 00:13:25.140]  就必喪掉生命
[00:13:25.140 --> 00:13:27.660]  凡為我喪掉生命的
[00:13:27.660 --> 00:13:29.540]  就必救了生命
[00:13:29.540 --> 00:13:32.980]  人若賺得全世界卻喪了自己
[00:13:32.980 --> 00:13:34.380]  賠償自己
[00:13:34.380 --> 00:13:36.780]  有什麼益處呢?
[00:13:36.780 --> 00:13:40.260]  「賺得」、「賠償」這些字眼
[00:13:40.260 --> 00:13:42.020]  我們今天很明白的
[00:13:42.020 --> 00:13:46.340]  因為是一些商業社會交易的一些比喻
[00:13:46.340 --> 00:13:47.900]  「賺得」、「賠償」
[00:13:47.900 --> 00:13:52.580]  正正就是我們賬簿上的正負兩極
[00:13:52.580 --> 00:13:54.700]  我們很想擁有一些東西
[00:13:54.700 --> 00:13:56.100]  擁有一些財富
[00:13:56.100 --> 00:13:58.300]  擁有一些我們眼見到的東西
[00:13:58.300 --> 00:14:01.300]  似乎給我們有一種安全感
[00:14:01.300 --> 00:14:04.380]  但是「賠償」這個死亡的領域
[00:14:04.380 --> 00:14:08.180]  就正正顯示出財富或者物質
[00:14:08.180 --> 00:14:10.060]  眼見到的東西
[00:14:10.060 --> 00:14:11.780]  帶來的安全感
[00:14:11.780 --> 00:14:15.100]  只是一種虛幻的假象
[00:14:15.100 --> 00:14:17.180]  相比起這個世界
[00:14:17.180 --> 00:14:19.180]  和地上個人利益
[00:14:19.180 --> 00:14:21.220]  所給予我們的東西
[00:14:21.220 --> 00:14:23.460]  耶穌對我們的呼召
[00:14:23.460 --> 00:14:25.500]  是從捨棄生命
[00:14:25.500 --> 00:14:27.940]  從而得到生命
[00:14:27.940 --> 00:14:29.780]  得到這個世界上
[00:14:29.780 --> 00:14:32.380]  沒有其他任何東西
[00:14:32.380 --> 00:14:35.980]  可以給予我們這個生命
[00:14:35.980 --> 00:14:39.220]  對於我們這些有限制的人來說
[00:14:39.220 --> 00:14:41.660]  其實物質是很重要的
[00:14:41.660 --> 00:14:45.060]  死亡的確是我們不可以控制的事實
[00:14:45.060 --> 00:14:46.740]  但是做耶穌的門徒
[00:14:46.740 --> 00:14:50.940]  正正就是要接受這個信心的挑戰
[00:14:50.940 --> 00:14:53.700]  耶穌挑戰我們放下這些
[00:14:53.700 --> 00:14:56.500]  我們覺得可以抓得緊的東西
[00:14:56.500 --> 00:14:58.700]  而去跟隨祂
[00:14:58.700 --> 00:15:03.420]  耶穌扭轉了我們整個的視野和邏輯
[00:15:03.420 --> 00:15:04.980]  祂扭轉了我們的視野
[00:15:04.980 --> 00:15:07.300]  是用祂很真實的
[00:15:07.300 --> 00:15:09.060]  祂復活的行動
[00:15:09.060 --> 00:15:11.980]  祂讓我們看到在祂身上
[00:15:11.980 --> 00:15:17.700]  生命不是受到物質或者死亡所限制的
[00:15:17.700 --> 00:15:20.140]  大約在五、六年前
[00:15:20.140 --> 00:15:22.140]  當我在愛丁堡讀書的時候
[00:15:22.140 --> 00:15:24.860]  我在當地一間華人教會
[00:15:24.860 --> 00:15:27.220]  是義務的牧羊
[00:15:27.220 --> 00:15:29.060]  當時他們沒有傳道人
[00:15:29.060 --> 00:15:30.700]  所以除了講道之外
[00:15:30.700 --> 00:15:32.980]  基本上甚麼都會幫忙
[00:15:32.980 --> 00:15:36.380]  包括帶一個學生團契
[00:15:36.380 --> 00:15:41.180]  給我有機會很近距離地接觸一班留學生
[00:15:41.180 --> 00:15:44.220]  後來我畢業 他們又畢業
[00:15:44.220 --> 00:15:46.860]  他們就回來香港工作
[00:15:46.860 --> 00:15:49.740]  雖然我沒有甚麼機會跟他們見面
[00:15:49.740 --> 00:15:50.780]  時間也不多
[00:15:50.780 --> 00:15:54.620]  但是我們在手機、WhatsApp
[00:15:54.620 --> 00:15:56.660]  多得現代的科技
