
[00:00:00.000 --> 00:00:02.200]  醫生只做一件事
[00:00:02.200 --> 00:00:05.000]  這個題目聽起來就有點怪怪的
[00:00:05.000 --> 00:00:08.000]  醫生那麼多事怎麼可能只做一件事呢
[00:00:08.000 --> 00:00:12.000]  所以這是一個相當奇怪的題目
[00:00:12.000 --> 00:00:14.000]  不過呢
[00:00:14.000 --> 00:00:16.000]  最近這幾年呢
[00:00:16.000 --> 00:00:18.000]  有一個相當奇怪的現象
[00:00:18.000 --> 00:00:20.000]  就是很多大公司啊
[00:00:20.000 --> 00:00:21.000]  很多醫院啊
[00:00:21.000 --> 00:00:22.000]  學校啊
[00:00:22.000 --> 00:00:27.000]  都打出來在他們的網站上一個使命宣言
[00:00:27.000 --> 00:00:31.000]  我們的醫院的使命是這樣子
[00:00:31.000 --> 00:00:34.000]  我們的公司的使命是這樣子
[00:00:34.000 --> 00:00:35.000]  等等
[00:00:35.000 --> 00:00:38.000]  連教會也有很多大教會都有一個使命的
[00:00:38.000 --> 00:00:41.000]  請問太古城堂有沒有一個使命打出來的
[00:00:41.000 --> 00:00:42.000]  大家都會背的
[00:00:42.000 --> 00:00:43.000]  有沒有
[00:00:43.000 --> 00:00:44.000]  還沒有啊
[00:00:44.000 --> 00:00:46.000]  我在的時候還沒有
[00:00:46.000 --> 00:00:49.000]  我看看
[00:00:49.000 --> 00:00:50.000]  很好啊
[00:00:50.000 --> 00:00:52.000]  也寫得很漂亮啊
[00:00:52.000 --> 00:00:53.000]  心意根深
[00:00:53.000 --> 00:00:55.000]  做好臨時
[00:00:55.000 --> 00:00:58.000]  啊那有一個使命是好的啊
[00:00:58.000 --> 00:01:02.000]  那麼但是還有一個
[00:01:02.000 --> 00:01:04.000]  還有個現象啊
[00:01:04.000 --> 00:01:09.000]  就是最近有一本很暢銷的書叫標杆人生
[00:01:09.000 --> 00:01:12.000]  香港很多人應該看過這個美國牧師寫的
[00:01:12.000 --> 00:01:14.000]  在中國大陸很多人買的
[00:01:14.000 --> 00:01:17.000]  很多非基督徒都買的啊
[00:01:17.000 --> 00:01:19.000]  那本書叫標杆人生
[00:01:19.000 --> 00:01:23.000]  那本書裏面的講到人生有五個目標的啊
[00:01:23.000 --> 00:01:27.000]  我自己認爲的五個目標太難太難記了
[00:01:27.000 --> 00:01:30.000]  最好有一個目標就就行了啊
[00:01:30.000 --> 00:01:35.000]  那麼其實我二十年前我去了澳洲
[00:01:35.000 --> 00:01:36.000]  一年之後呢
[00:01:36.000 --> 00:01:38.000]  有人問我是不是啊
[00:01:38.000 --> 00:01:40.000]  你適應了澳洲的生活沒有
[00:01:40.000 --> 00:01:42.000]  我說我來的第一天就是就適應了
[00:01:42.000 --> 00:01:43.000]  哎
[00:01:43.000 --> 00:01:44.000]  你那麼快啊
[00:01:44.000 --> 00:01:47.000]  你知道我爲什麼來的第一天就適應了
[00:01:47.000 --> 00:01:49.000]  因爲我有使命
[00:01:49.000 --> 00:01:51.000]  我是帶着使命到澳洲去的
[00:01:51.000 --> 00:01:53.000]  你有使命就很容易適應的
[00:01:53.000 --> 00:01:55.000]  你的適應能力會很強的
[00:01:55.000 --> 00:01:57.000]  保羅他到處就傳福音
[00:01:57.000 --> 00:01:58.000]  他後會說哎呀
[00:01:58.000 --> 00:02:00.000]  這裏的天氣我不適應了
[00:02:00.000 --> 00:02:00.000]  哎
[00:02:00.000 --> 00:02:02.000]  這裏的飯菜我也不適應啊
[00:02:02.000 --> 00:02:03.000]  而且這裏要坐牢的
[00:02:03.000 --> 00:02:04.000]  在菲律比的時候
[00:02:04.000 --> 00:02:05.000]  他被人抓了去坐牢
[00:02:05.000 --> 00:02:07.000]  他有沒有他有沒有說
[00:02:07.000 --> 00:02:08.000]  哎呀
[00:02:08.000 --> 00:02:11.000]  監獄的環境我不適應啊
[00:02:11.000 --> 00:02:12.000]  他沒有不適應了
[00:02:12.000 --> 00:02:13.000]  很快就適應了
[00:02:13.000 --> 00:02:14.000]  爲什麼呢
[00:02:14.000 --> 00:02:15.000]  有使命
[00:02:15.000 --> 00:02:16.000]  是完全不同的
[00:02:16.000 --> 00:02:18.000]  好
[00:02:18.000 --> 00:02:20.000]  那我們今天要看看
[00:02:20.000 --> 00:02:22.000]  這個所謂啊
[00:02:22.000 --> 00:02:23.000]  一件事啊
[00:02:23.000 --> 00:02:24.000]  是什麼東西呢
[00:02:24.000 --> 00:02:27.000]  其實聖經的一共三次提到一件事
[00:02:27.000 --> 00:02:29.000]  一個就是我們剛纔讀的瑪利亞
[00:02:29.000 --> 00:02:32.000]  耶穌說瑪利亞已經選上了
[00:02:32.000 --> 00:02:36.000]  那個上好的福分
[00:02:36.000 --> 00:02:37.000]  他說
[00:02:37.000 --> 00:02:39.000]  真正需要的只有一件事
[00:02:39.000 --> 00:02:40.000]  瑪利亞
[00:02:40.000 --> 00:02:41.000]  這就把他選上了
[00:02:41.000 --> 00:02:44.000]  那麼另外兩次是什麼時候呢
[00:02:44.000 --> 00:02:47.000]  一次就是在詩篇27篇第四節那裏
[00:02:47.000 --> 00:02:49.000]  大衛在這說
[00:02:49.000 --> 00:02:52.000]  他說有一件事我求過耶和華
[00:02:52.000 --> 00:02:53.000]  我還要尋求
[00:02:53.000 --> 00:02:56.000]  我要一生一世住在耶和華的殿裏
[00:02:56.000 --> 00:02:59.000]  瞻仰他的榮美
[00:02:59.000 --> 00:03:02.000]  這是大衛的一件事啊
[00:03:02.000 --> 00:03:04.000]  那麼除了這個以外呢
[00:03:04.000 --> 00:03:07.000]  還有另外一個人也講到一件事
[00:03:07.000 --> 00:03:09.000]  可能你們都都知道
[00:03:09.000 --> 00:03:11.000]  這個人就是保羅
[00:03:11.000 --> 00:03:14.000]  他在菲利比書第三章十三四節那裏
[00:03:14.000 --> 00:03:15.000]  他這樣說
[00:03:15.000 --> 00:03:16.000]  弟兄們
[00:03:16.000 --> 00:03:18.000]  我不以爲自己已經得着了
[00:03:18.000 --> 00:03:21.000]  我只有一件事就是忘記背後努力
[00:03:21.000 --> 00:03:24.000]  面前向着標杆
[00:03:24.000 --> 00:03:25.000]  竭力追求
[00:03:25.000 --> 00:03:27.000]  爲了得着神在基督耶穌裏
[00:03:27.000 --> 00:03:31.000]  召我往上去得的獎賞
[00:03:31.000 --> 00:03:35.000]  那麼假如你三段經文都去查考一下呢
[00:03:35.000 --> 00:03:38.000]  你就發現那一件是什麼事情啊
[00:03:38.000 --> 00:03:40.000]  好像三個人都不一樣啊
[00:03:40.000 --> 00:03:43.000]  而且他每一次講了那件事都講得好像很模糊
[00:03:43.000 --> 00:03:45.000]  不是太清楚
[00:03:45.000 --> 00:03:48.000]  到底那是件什麼事情啊
[00:03:48.000 --> 00:03:51.000]  其實我們等一下再去看一看啊
[00:03:51.000 --> 00:03:52.000]  他們那一件事呢
[00:03:52.000 --> 00:03:54.000]  你發現是他們三個都不同的
[00:03:54.000 --> 00:03:55.000]  爲什麼呢
[00:03:55.000 --> 00:03:57.000]  因爲人人的個性是不同的
[00:03:57.000 --> 00:03:59.000]  人人的背景是不同的
[00:03:59.000 --> 00:04:01.000]  人人的經驗是不同的
[00:04:01.000 --> 00:04:05.000]  所以他們三個人有三個不同的一件事
[00:04:05.000 --> 00:04:06.000]  假如你問我呢
[00:04:06.000 --> 00:04:09.000]  我就會說他們的那一件事
