
[00:00:00.000 --> 00:00:01.760]  頂節目早晨
[00:00:01.760 --> 00:00:05.020]  在三月底開始就是這個所謂聖週
[00:00:05.020 --> 00:00:06.720]  這個Holy Week
[00:00:06.720 --> 00:00:08.520]  在我們基督徒的calendar
[00:00:08.520 --> 00:00:10.000]  或者我們的日曆裡面
[00:00:10.000 --> 00:00:12.660]  這個禮拜是非常重要
[00:00:12.660 --> 00:00:16.360]  因為這個禮拜是耶穌最後的一個禮拜
[00:00:16.360 --> 00:00:17.600]  我們叫它Holy Week
[00:00:17.600 --> 00:00:19.960]  或者叫它Passion Week
[00:00:19.960 --> 00:00:21.900]  Passion意思就是suffering
[00:00:21.900 --> 00:00:23.460]  就是受苦的意思
[00:00:23.460 --> 00:00:26.420]  耶穌在地上的生命
[00:00:26.420 --> 00:00:27.520]  最後的一個星期
[00:00:27.520 --> 00:00:28.900]  最後的七天
[00:00:28.900 --> 00:00:32.500]  聖經裡面居然是用最多的篇幅
[00:00:32.500 --> 00:00:34.740]  最多的份量去記載
[00:00:34.740 --> 00:00:35.540]  你想一想
[00:00:35.540 --> 00:00:37.380]  你人生裡面如果是
[00:00:37.380 --> 00:00:38.300]  說得不好聽
[00:00:38.300 --> 00:00:39.440]  你剩下一個星期
[00:00:39.440 --> 00:00:41.940]  剩下這個星期你會去哪裡?
[00:00:41.940 --> 00:00:43.100]  喝茶、吃東西
[00:00:43.100 --> 00:00:44.200]  去多不多?
[00:00:44.200 --> 00:00:45.380]  是不是?
[00:00:45.380 --> 00:00:47.580]  最後一個星期你應該怎麼過?
[00:00:47.580 --> 00:00:51.540]  這個就是福音書想聚焦去告訴我們
[00:00:51.540 --> 00:00:53.240]  耶穌在祂生平裡面
[00:00:53.240 --> 00:00:54.180]  最後一個星期
[00:00:54.180 --> 00:00:55.440]  最重要的一個星期
[00:00:55.440 --> 00:00:56.680]  到底祂做了什麼?
[00:00:56.680 --> 00:00:58.340]  在祂開始傳道的時候
[00:00:58.340 --> 00:00:59.880]  祂不斷提醒門徒
[00:00:59.880 --> 00:01:02.040]  提醒教會做什麼?
[00:01:02.040 --> 00:01:05.680]  祂說人子一定會上耶路撒冷
