
[00:00:00.000 --> 00:00:09.340]  我剛剛才接到我們家孩子們的text message
[00:00:09.340 --> 00:00:12.840]  說是在 Arcadia
[00:00:12.840 --> 00:00:15.000]  Santa Anita 以東的
[00:00:15.000 --> 00:00:18.540]  跟著有另外一個street叫做 Elkin
[00:00:18.540 --> 00:00:20.480]  這個street以北的
[00:00:20.480 --> 00:00:23.180]  那個區域的 Arcadia 的居民
[00:00:23.180 --> 00:00:25.800]  已經接到 今天早上十點鐘
[00:00:25.800 --> 00:00:29.540]  接到這個通知要撤離
[00:00:29.540 --> 00:00:36.840]  這一個禮拜我們住在 Temple City 的家裡面
[00:00:36.840 --> 00:00:41.540]  就是煙霧瀰漫 沒有辦法出去
[00:00:41.540 --> 00:00:44.040]  所以我們看見好像
[00:00:44.040 --> 00:00:47.800]  真的是看見阻來的日子越來越近
[00:00:47.800 --> 00:00:50.540]  不僅僅是加州如此
[00:00:50.540 --> 00:00:52.740]  波特蘭 奧利根
[00:00:52.740 --> 00:00:56.340]  還有華盛頓的state
[00:00:56.340 --> 00:01:01.240]  這三個州 現在都是如此
[00:01:01.240 --> 00:01:04.040]  我們很難想像
[00:01:04.040 --> 00:01:07.940]  這個世界怎麼會一下子變成如此
[00:01:07.940 --> 00:01:09.940]  今年除了疫情不斷
[00:01:09.940 --> 00:01:12.640]  然後我們看見這個野火也不斷
[00:01:12.640 --> 00:01:16.340]  現在事實上這是我們住在加州的人
[00:01:16.340 --> 00:01:19.840]  特別我們住在比較靠近山邊的
[00:01:19.840 --> 00:01:22.240]  那個 San Gabriel 的人
[00:01:22.240 --> 00:01:24.040]  可以很深的感覺到
[00:01:24.040 --> 00:01:31.140]  所謂的世界的末日的景象是什麼
[00:01:31.140 --> 00:01:34.740]  有一位住在靠近
[00:01:34.740 --> 00:01:37.840]  比較是靠近這個 Duati 的一個姐妹
[00:01:37.840 --> 00:01:41.540]  她在她的公司 她拍過去
[00:01:41.540 --> 00:01:44.240]  就看見那個煙霧 那個火
[00:01:44.240 --> 00:01:47.840]  很明顯的就在那個照片的中間
[00:01:47.840 --> 00:01:52.740]  丁子妹 我們在這裡想到主快來了
[00:01:52.740 --> 00:01:56.540]  我們想到這個世界走在一個末端的時候
[00:01:56.540 --> 00:02:00.440]  現在已經不是一個 好像只是海海
[00:02:00.440 --> 00:02:02.540]  好像是聖經上面這樣說
[00:02:02.540 --> 00:02:04.540]  不知道什麼時候才會發生的事情
[00:02:04.540 --> 00:02:11.240]  親愛丁子妹 隨時都會發生
[00:02:11.240 --> 00:02:13.740]  所以我們今天就準備
[00:02:13.740 --> 00:02:17.740]  要把家裡面要做帶些什麼東西
[00:02:17.740 --> 00:02:20.640]  還有這些都需要照相起來
[00:02:20.640 --> 00:02:22.440]  要把今天就要把它完成
[00:02:22.440 --> 00:02:28.240]  因為我們其實離 Arcadia 就是隔壁的城市
[00:02:28.240 --> 00:02:30.240]  但是我們希望它不會發生
[00:02:30.240 --> 00:02:31.940]  可是我們需要做準備
[00:02:31.940 --> 00:02:34.740]  就像說好像世界末日沒有人希望它會來
[00:02:34.740 --> 00:02:38.240]  但是我們隨時都要做準備 是嗎
[00:02:38.240 --> 00:02:40.840]  親愛丁子妹 面對這樣子的一個情況
[00:02:40.840 --> 00:02:43.940]  我想世界上的人心中一定會很恐慌
[00:02:43.940 --> 00:02:46.540]  但是就像我們上禮拜的信息裡面講的說
[00:02:46.540 --> 00:02:48.740]  今天我們需要看見這位主
[00:02:48.740 --> 00:02:51.140]  看見這位坐在寶座上的主
[00:02:51.140 --> 00:02:55.140]  我們才知道面對人生當中許許多多的這些風浪
[00:02:55.140 --> 00:02:58.140]  面對人生當中這麼多的一些挑戰
[00:02:58.140 --> 00:03:00.640]  我們可以在困難的中間
[00:03:00.640 --> 00:03:02.040]  能夠站立的住
[00:03:02.040 --> 00:03:04.840]  我們能夠在洪水氾濫的時候
[00:03:04.840 --> 00:03:06.840]  山火在被蔓延的時候
[00:03:06.840 --> 00:03:11.140]  我們卻能夠安穩在主的裡面
[00:03:11.140 --> 00:03:13.040]  所以今天我們繼續要來看
[00:03:13.040 --> 00:03:15.940]  我們要看這位坐在寶座上的神
[00:03:15.940 --> 00:03:18.240]  我們看見這位坐在寶座上的神
[00:03:18.240 --> 00:03:20.140]  是一個什麼樣子的神
[00:03:20.140 --> 00:03:22.640]  親愛丁子妹 我們新竹的
[00:03:22.640 --> 00:03:24.240]  可能你新竹多年了
[00:03:24.240 --> 00:03:25.940]  如果今天問你一件事情
[00:03:25.940 --> 00:03:29.440]  你說神是誰
[00:03:29.440 --> 00:03:30.840]  可能我們
[00:03:30.840 --> 00:03:32.140]  你會發現有機會的話
[00:03:32.140 --> 00:03:34.040]  我們可以大家彼此問一下
[00:03:34.040 --> 00:03:35.540]  可能你會發現
[00:03:35.540 --> 00:03:37.740]  當我們問這一個問題的時候
[00:03:37.740 --> 00:03:39.340]  我們可能
[00:03:39.340 --> 00:03:44.340]  很多人的回答可能很不一樣的
[00:03:44.340 --> 00:03:46.440]  但是你會發現
[00:03:46.440 --> 00:03:49.940]  特別是在現代的這個社會裡面
[00:03:49.940 --> 00:03:53.640]  我們對神的所謂榮耀
[00:03:53.640 --> 00:03:56.240]  所謂的聖潔
[00:03:56.240 --> 00:04:01.940]  我想我們的體會可能沒有那麼強烈
[00:04:01.940 --> 00:04:03.640]  因為今天的教會
[00:04:03.640 --> 00:04:06.040]  特別是近代的教會
[00:04:06.040 --> 00:04:10.340]  都比較是在講神的慈愛
[00:04:10.340 --> 00:04:12.140]  神的恩典
[00:04:12.140 --> 00:04:13.740]  所以你看見詩歌裡面
[00:04:13.740 --> 00:04:16.640]  也常常是講這些東西
[00:04:16.640 --> 00:04:17.440]  我不是說
[00:04:17.440 --> 00:04:20.340]  今天我不是說神的慈愛
[00:04:20.340 --> 00:04:22.040]  神的恩典這個不重要
[00:04:22.040 --> 00:04:23.940]  不是 絕對不是
[00:04:23.940 --> 00:04:25.940]  今天我的重點是要讓我們看見
[00:04:25.940 --> 00:04:26.940]  我們所缺少的
[00:04:26.940 --> 00:04:29.340]  特別對我們今天新約的信徒來講
[00:04:29.340 --> 00:04:32.240]  我們所缺少的那一環
[00:04:32.240 --> 00:04:34.140]  就是那個就約的人
[00:04:34.140 --> 00:04:36.940]  他們對神的那種榮耀威嚴
[00:04:36.940 --> 00:04:41.740]  對神的那種公益聖潔的那一面的認識
[00:04:41.740 --> 00:04:42.640]  所以我們一起來看
[00:04:42.640 --> 00:04:44.740]  我們今天的這段經文裡面
[00:04:44.740 --> 00:04:46.740]  這段經文你看第四章第一節
[00:04:46.740 --> 00:04:48.140]  到第八節裡面
[00:04:48.140 --> 00:04:51.740]  在講到說約翰看見那個寶座
[00:04:51.740 --> 00:04:53.940]  然後他看見在寶座上面
[00:04:53.940 --> 00:04:58.740]  有一個坐在寶座上的那個是誰
[00:04:58.740 --> 00:05:03.640]  坐在寶座上的是誰
[00:05:03.640 --> 00:05:04.740]  當然我們都知道
[00:05:04.740 --> 00:05:08.940]  坐在寶座上的那一位就是神
[00:05:08.940 --> 00:05:11.740]  但是他這裡怎麼樣子來形容神呢
[00:05:11.740 --> 00:05:15.540]  你看在這段聖經裡面
[00:05:15.540 --> 00:05:18.740]  約翰看見了之後他看到什麼
[00:05:18.740 --> 00:05:20.740]  這個是我們上禮拜有提到
[00:05:20.740 --> 00:05:22.840]  大家可以再稍微複習一下
[00:05:22.840 --> 00:05:25.540]  就是說在第一章到
[00:05:25.540 --> 00:05:27.940]  在這個聖經裡面
[00:05:27.940 --> 00:05:29.740]  在起述裡面你可以看見
[00:05:29.740 --> 00:05:32.240]  在第四章的這個寶座
[00:05:32.240 --> 00:05:33.740]  寶座的這個意象裡面
[00:05:33.740 --> 00:05:36.840]  接著後面就帶來了七印七號的
[00:05:36.840 --> 00:05:38.540]  這個神的審判
[00:05:38.540 --> 00:05:40.940]  所以這個寶座上的這個意象
[00:05:40.940 --> 00:05:42.940]  非常的重要
[00:05:42.940 --> 00:05:47.040]  那麼我們看一下
[00:05:47.040 --> 00:05:49.840]  一個人如果他認識了神
[00:05:49.840 --> 00:05:52.640]  他整個人生會不一樣
[00:05:52.640 --> 00:05:54.640]  約翰看見神
[00:05:54.640 --> 00:05:57.340]  所以他整個的生命不一樣
[00:05:57.340 --> 00:05:59.540]  他雖然是在拔萌海島
[00:05:59.540 --> 00:06:01.140]  但是他看見了神
[00:06:01.140 --> 00:06:04.440]  所以他雖然是在那樣的一個環境裡面
[00:06:04.440 --> 00:06:06.340]  他心裡面有了一個把握
[00:06:06.340 --> 00:06:09.040]  因為他知道這一切都發生在
[00:06:09.040 --> 00:06:11.040]  上帝的掌握當中
[00:06:11.040 --> 00:06:14.140]  那麼舊約裡面可以看見摩西他遇見了神
[00:06:14.140 --> 00:06:15.440]  所以怎麼樣呢
[00:06:15.440 --> 00:06:18.240]  他整個人生改變了
[00:06:18.240 --> 00:06:21.940]  摩西在荊棘火中看見了這一位在荊棘火中的神
[00:06:21.940 --> 00:06:24.240]  所以他知道這位神
[00:06:24.240 --> 00:06:28.740]  神告訴他說要他去把以色列人從埃及帶出來
[00:06:28.740 --> 00:06:29.940]  摩西是誰呢
[00:06:29.940 --> 00:06:32.840]  他自己根本不知道他能夠做什麼
[00:06:32.840 --> 00:06:35.240]  他覺得自己怎麼可能去帶他們
[00:06:35.240 --> 00:06:36.940]  但是神跟他說
[00:06:36.940 --> 00:06:39.740]  我是自有擁有的神
[00:06:39.740 --> 00:06:41.640]  所以摩西對神認識了之後
[00:06:41.640 --> 00:06:45.940]  所以他就把以色列人帶出埃及
[00:06:45.940 --> 00:06:49.440]  保羅也是
[00:06:49.440 --> 00:06:51.340]  保羅在大馬色的路上面
[00:06:51.340 --> 00:06:52.940]  他遇見了這一個神
[00:06:52.940 --> 00:06:55.340]  這位神以一個大光出現
[00:06:55.340 --> 00:06:56.040]  是不是
[00:06:56.040 --> 00:06:57.440]  他的眼睛都瞎了
[00:06:57.440 --> 00:06:59.140]  在那個遇見神的當中
[00:06:59.140 --> 00:07:00.840]  保羅整個人生改變
[00:07:00.840 --> 00:07:03.440]  他本來成為一個逼迫基督徒的人
[00:07:03.440 --> 00:07:07.640]  但是後來成為一個竭力傳揚耶穌基督的人
[00:07:07.640 --> 00:07:09.140]  一個人如果遇見了神
[00:07:09.140 --> 00:07:10.240]  一個人看見了神
[00:07:10.240 --> 00:07:11.940]  他的人生一定要改變
[00:07:11.940 --> 00:07:12.740]  親愛的弟兄姐妹
[00:07:12.740 --> 00:07:13.840]  你看見過這位神
[00:07:13.840 --> 00:07:15.840]  你遇見過這位神嗎
[00:07:15.840 --> 00:07:16.740]  你說嗎
[00:07:16.740 --> 00:07:18.540]  你說我信主了
[00:07:18.540 --> 00:07:21.440]  信主不一定遇見過神
[00:07:21.440 --> 00:07:22.940]  這就是為什麼在教會裡面
[00:07:22.940 --> 00:07:26.040]  會有很多掛名的基督徒
[00:07:26.040 --> 00:07:29.140]  信主不一定代表這一個人的生命
[00:07:29.140 --> 00:07:32.940]  他真正的有第一手的經驗
[00:07:32.940 --> 00:07:35.340]  他很可能就是因為從小在教會裡面長大
[00:07:35.340 --> 00:07:36.740]  爸爸媽媽帶他教會
[00:07:36.740 --> 00:07:38.140]  他覺得我該到時候
[00:07:38.140 --> 00:07:39.240]  我已經成年了
[00:07:39.240 --> 00:07:40.240]  我可以受洗了
[00:07:40.240 --> 00:07:41.140]  我就受洗了
[00:07:41.140 --> 00:07:41.840]  為什麼不受洗
[00:07:41.840 --> 00:07:42.840]  沒什麼理由不受洗
[00:07:42.840 --> 00:07:44.940]  就洗吧
[00:07:44.940 --> 00:07:47.640]  所以今天我們要來真實的面對我們自己的信仰
[00:07:47.640 --> 00:07:52.540]  你遇見過這位神嗎
[00:07:52.540 --> 00:07:53.740]  一個遇見過神的人
[00:07:53.740 --> 00:07:57.940]  他的生命必定不一樣
[00:07:57.940 --> 00:07:59.740]  那今天我們要來看
[00:07:59.740 --> 00:08:02.540]  約翰那一天所看見的這位神
[00:08:02.540 --> 00:08:06.240]  是一個榮耀尊貴的神
[00:08:06.240 --> 00:08:10.240]  在第三節這個地方提到說
[00:08:10.240 --> 00:08:13.040]  你看在這裡說
[00:08:13.040 --> 00:08:21.440]  他看到那坐著的好像碧玉和紅寶石
[00:08:21.440 --> 00:08:25.640]  有沒有人看過碧玉
[00:08:25.640 --> 00:08:28.940]  有沒有人看過紅寶石
[00:08:28.940 --> 00:08:30.540]  可能應該看過吧
[00:08:30.540 --> 00:08:32.640]  沒戴過也看過吧
[00:08:32.640 --> 00:08:34.540]  那這個還只是兩個
[00:08:34.540 --> 00:08:36.240]  再接著他又說
[00:08:36.240 --> 00:08:39.040]  他又說又有紅圍著寶座
[00:08:39.040 --> 00:08:41.140]  好像是什麼
[00:08:41.140 --> 00:08:43.740]  綠寶石
[00:08:43.740 --> 00:08:49.640]  這裡講碧玉和紅寶石
[00:08:49.640 --> 00:08:51.440]  這個圖可以幫助我們稍微看
[00:08:51.440 --> 00:08:56.040]  大概可以稍微想像一下
