
[00:00:00.000 --> 00:00:04.000]  是啊,做人最重要是開心嘛
[00:00:04.000 --> 00:00:09.000]  香港雖然是一個很物質豐富的社會
[00:00:09.000 --> 00:00:14.000]  但是香港人不是開心的市民
[00:00:14.000 --> 00:00:19.000]  開心指數跌到幾乎爆尾
[00:00:19.000 --> 00:00:25.000]  大部分的香港人都有情緒的問題
[00:00:25.000 --> 00:00:29.000]  嚴重會影響健康
[00:00:29.000 --> 00:00:33.000]  影響到個人人際關係
[00:00:33.000 --> 00:00:37.000]  其實開心是很重要的
[00:00:37.000 --> 00:00:40.000]  剛才的經文告訴大家
[00:00:40.000 --> 00:00:44.000]  喜樂的心乃是良藥
[00:00:44.000 --> 00:00:49.000]  今天就要跟大家分享的題目
[00:00:49.000 --> 00:00:52.000]  就是開心
[00:00:52.000 --> 00:00:56.000]  好,我們來一個見面禮
[00:00:56.000 --> 00:00:59.000]  我請邵先生來幫忙
[00:00:59.000 --> 00:01:02.000]  有誰帶了朋友來就給他一個開心貼
[00:01:02.000 --> 00:01:04.000]  有哪一位帶朋友來的
[00:01:04.000 --> 00:01:06.000]  我們就給他一個開心的貼紙
[00:01:06.000 --> 00:01:07.000]  帶朋友來的
[00:01:07.000 --> 00:01:10.000]  你的朋友給他貼一個開心貼
[00:01:10.000 --> 00:01:13.000]  你把你帶來的朋友貼給他
[00:01:13.000 --> 00:01:15.000]  你看我貼了多開心
[00:01:15.000 --> 00:01:18.000]  你看我貼了多開心
[00:01:18.000 --> 00:01:20.000]  帶朋友來的
[00:01:20.000 --> 00:01:22.000]  你的貼在朋友身上
[00:01:22.000 --> 00:01:23.000]  不是貼在你身上
[00:01:23.000 --> 00:01:25.000]  貼在朋友身上
[00:01:25.000 --> 00:01:28.000]  貼在新朋友身上
[00:01:28.000 --> 00:01:30.000]  你要祝福你的新朋友才開心
[00:01:30.000 --> 00:01:33.000]  你要祝福你的新朋友才會開心
[00:01:33.000 --> 00:01:34.000]  誰還沒有
[00:01:34.000 --> 00:01:35.000]  我還有三個開心貼
[00:01:35.000 --> 00:01:36.000]  誰還沒有
[00:01:36.000 --> 00:01:37.000]  還有三個
[00:01:37.000 --> 00:01:43.000]  越看越開心
[00:01:43.000 --> 00:01:45.000]  越帶越開心
[00:01:48.000 --> 00:01:51.000]  好,希望人人都開心
[00:01:51.000 --> 00:01:52.000]  希望人人都開心
[00:01:52.000 --> 00:01:55.000]  想開心
[00:01:55.000 --> 00:01:58.000]  一定要知道心是指什麼
[00:01:58.000 --> 00:02:01.000]  一定要知道心是指什麼
[00:02:01.000 --> 00:02:05.000]  心是指我們生命的深處的自我
[00:02:05.000 --> 00:02:10.000]  心是指我們心靈的深處的自我
[00:02:10.000 --> 00:02:13.000]  不是那個砰砰砰砰砰的器官
[00:02:13.000 --> 00:02:15.000]  不是在那裡跳的器官
[00:02:15.000 --> 00:02:19.000]  是指我們人的思想智能活動
[00:02:19.000 --> 00:02:22.000]  是指我們人的思想智能活動
[00:02:22.000 --> 00:02:24.000]  意志抉擇活動
[00:02:24.000 --> 00:02:26.000]  意志和抉擇的活動
[00:02:26.000 --> 00:02:28.000]  情緒感性活動
[00:02:28.000 --> 00:02:30.000]  情緒和感性的活動
[00:02:30.000 --> 00:02:32.000]  道德良知活動的總匯合點
[00:02:32.000 --> 00:02:36.000]  和道德良知活動的總匯合點
[00:02:36.000 --> 00:02:38.000]  很複雜
[00:02:38.000 --> 00:02:40.000]  簡單來說
[00:02:40.000 --> 00:02:44.000]  心是指我們生命的深處的自我
[00:02:44.000 --> 00:02:49.000]  心是指我們生命的深處的自我
[00:02:49.000 --> 00:02:54.000]  心也是我們生命的中樞
[00:02:54.000 --> 00:03:00.000]  是人生命表現的根基
[00:03:00.000 --> 00:03:03.000]  所以路加福音第六章四十五節說
[00:03:03.000 --> 00:03:08.000]  所以路加福音第六章四十五節這樣說
[00:03:08.000 --> 00:03:14.000]  善人從他心裡所存的善就發出善來
[00:03:14.000 --> 00:03:18.000]  惡人從他心裡所存的惡就發出惡來
[00:03:18.000 --> 00:03:23.000]  因為心裡所充滿的口裡就說出來
[00:03:23.000 --> 00:03:25.000]  既然心那麼重要
[00:03:25.000 --> 00:03:27.000]  我們一起打開心
[00:03:27.000 --> 00:03:29.000]  看看我們心裡有什麼令我們不開心
[00:03:29.000 --> 00:03:31.000]  既然心那麼重要
[00:03:31.000 --> 00:03:33.000]  我們一起打開心
[00:03:33.000 --> 00:03:36.000]  看我們心裡有什麼令我們不開心
[00:03:36.000 --> 00:03:38.000]  看我們心裡有什麼令我們不開心
[00:03:38.000 --> 00:03:40.000]  心裡面有些什麼事呢?
[00:03:40.000 --> 00:03:43.000]  不是指少女多心事 宅男多出事
[00:03:43.000 --> 00:03:48.000]  不是指少女多心事 宅男多出事
[00:03:48.000 --> 00:03:50.000]  我們的心究竟發生了什麼事?
[00:03:50.000 --> 00:03:52.000]  我們的心到底發生了什麼事?
[00:03:52.000 --> 00:03:54.000]  首先很明顯
[00:03:54.000 --> 00:03:55.000]  首先很明顯
[00:03:55.000 --> 00:03:56.000]  就是心病
[00:03:56.000 --> 00:03:58.000]  就是心病了
[00:03:58.000 --> 00:04:00.000]  你有沒有跟別人有心病呢?
[00:04:00.000 --> 00:04:02.000]  你有沒有跟別人有心病呢?
[00:04:02.000 --> 00:04:04.000]  心病是指一些病態的心理
[00:04:04.000 --> 00:04:06.000]  心病是指一些病態的心理
[00:04:06.000 --> 00:04:08.000]  聖經早早記載有的
[00:04:08.000 --> 00:04:10.000]  聖經很早的記載都有的
[00:04:10.000 --> 00:04:12.000]  滿心窒道
[00:04:12.000 --> 00:04:13.000]  滿心極妒忌了
[00:04:13.000 --> 00:04:14.000]  心高氣傲了
[00:04:14.000 --> 00:04:15.000]  心高氣傲了
[00:04:15.000 --> 00:04:17.000]  心懷惡念了
[00:04:17.000 --> 00:04:18.000]  心懷惡念了
[00:04:18.000 --> 00:04:19.000]  心懷不平了
[00:04:19.000 --> 00:04:20.000]  心懷不平了
[00:04:20.000 --> 00:04:22.000]  人面獸心
[00:04:22.000 --> 00:04:23.000]  人面獸心
[00:04:23.000 --> 00:04:25.000]  聖經有講人面獸心
[00:04:25.000 --> 00:04:27.000]  聖經裡面都有說人面獸心
[00:04:27.000 --> 00:04:31.000]  在聖經大義理書五章二十一節那裡說
[00:04:31.000 --> 00:04:36.000]  在聖經大義理書五章二十一節那裡說
[00:04:36.000 --> 00:04:38.000]  他指尼布撒尼王
[00:04:38.000 --> 00:04:40.000]  被趕出離開世人
[00:04:40.000 --> 00:04:42.000]  他指尼布撒尼王
[00:04:42.000 --> 00:04:44.000]  被趕出離開世人
[00:04:44.000 --> 00:04:47.000]  他的心便如獸心
[00:04:47.000 --> 00:04:49.000]  他的心便如獸心
[00:04:49.000 --> 00:04:51.000]  與野驢同居
[00:04:51.000 --> 00:04:53.000]  與野驢同居
[00:04:53.000 --> 00:04:54.000]  吃草如牛
[00:04:54.000 --> 00:04:56.000]  吃草如牛
[00:04:56.000 --> 00:04:58.000]  身被天路滴濕
[00:04:58.000 --> 00:05:00.000]  身被天路滴濕
[00:05:00.000 --> 00:05:02.000]  一個皇帝
[00:05:02.000 --> 00:05:03.000]  一個皇帝來的
[00:05:03.000 --> 00:05:05.000]  皇宮不住
[00:05:05.000 --> 00:05:06.000]  皇宮他不住
[00:05:06.000 --> 00:05:07.000]  走去瞓花園
[00:05:07.000 --> 00:05:09.000]  走去睡花園
[00:05:09.000 --> 00:05:11.000]  瞓草坯
[00:05:11.000 --> 00:05:13.000]  睡在草坪上
[00:05:13.000 --> 00:05:14.000]  浸燒雞
[00:05:14.000 --> 00:05:18.000]  跑在燒雞裡面
[00:05:18.000 --> 00:05:20.000]  啃魚尾
[00:05:20.000 --> 00:05:22.000]  很難譯
[00:05:22.000 --> 00:05:24.000]  魚尾什麼
[00:05:24.000 --> 00:05:26.000]  小魚撒在身上
[00:05:26.000 --> 00:05:28.000]  小魚撒在身上
[00:05:28.000 --> 00:05:30.000]  露天睡在身上
[00:05:30.000 --> 00:05:32.000]  這樣一個哪像人
[00:05:32.000 --> 00:05:34.000]  這樣一個哪像人
[00:05:34.000 --> 00:05:35.000]  聖經說
[00:05:35.000 --> 00:05:36.000]  讓他知道至高的神
[00:05:36.000 --> 00:05:38.000]  在人的國中掌權
[00:05:38.000 --> 00:05:39.000]  聖經說
[00:05:39.000 --> 00:05:40.000]  讓他知道至高的神
[00:05:40.000 --> 00:05:42.000]  在人的國中掌權
[00:05:42.000 --> 00:05:43.000]  憑自己的旨意
[00:05:43.000 --> 00:05:44.000]  立人治國
[00:05:44.000 --> 00:05:45.000]  憑自己的旨意
[00:05:45.000 --> 00:05:47.000]  立人治國
