
[00:00:00.000 --> 00:00:02.000]  GOOD MORNING 大家早晨
[00:00:02.000 --> 00:00:04.000]  因為年初二
[00:00:04.000 --> 00:00:08.000]  年初二已經是開年的時間
[00:00:08.000 --> 00:00:13.000]  不知道大家對農曆新年有沒有什麼特別的慶祝
[00:00:13.000 --> 00:00:15.000]  或者有沒有什麼期待
[00:00:15.000 --> 00:00:17.000]  但通常中國人過年
[00:00:17.000 --> 00:00:21.000]  總是有一些給我們喜氣洋洋的感覺
[00:00:21.000 --> 00:00:23.000]  所以我回來看到姐妹們穿紅色衣服
[00:00:23.000 --> 00:00:25.000]  弟兄穿紅色衣服
[00:00:25.000 --> 00:00:26.000]  就帶給我們這樣的氣氛
[00:00:26.000 --> 00:00:29.000]  只不過好像不是很多人是這樣
[00:00:29.000 --> 00:00:32.000]  但新年應該帶給我們新的氣象
[00:00:32.000 --> 00:00:37.000]  新年帶給我們一個很愉快很開心的感覺
[00:00:37.000 --> 00:00:41.000]  但不幸的是
[00:00:41.000 --> 00:00:43.000]  很多時候這個只是中國的感覺
[00:00:43.000 --> 00:00:44.000]  外面可以搞得很熱鬧
[00:00:44.000 --> 00:00:46.000]  特別如果你在唐人街住
[00:00:46.000 --> 00:00:50.000]  或者你有機會去三藩市
[00:00:50.000 --> 00:00:53.000]  你會看到周圍的感覺
[00:00:53.000 --> 00:00:55.000]  就算你裡面不開心也好
[00:00:55.000 --> 00:00:59.000]  外面起碼看起來也好像很熱鬧
[00:00:59.000 --> 00:01:02.000]  但今早我想和大家開始一個新的港獨系列
[00:01:02.000 --> 00:01:04.000]  到底夠不夠呢
[00:01:04.000 --> 00:01:09.000]  這個就是我們新的港獨系列
[00:01:09.000 --> 00:01:13.000]  我發覺原來很多時候
[00:01:13.000 --> 00:01:16.000]  我們外表看起來可以很開心很快樂
[00:01:16.000 --> 00:01:18.000]  甚至有時候我們都會受環境影響
[00:01:18.000 --> 00:01:20.000]  我們覺得都很好
[00:01:20.000 --> 00:01:22.000]  特別新年喜氣洋洋這樣的氣氛
[00:01:22.000 --> 00:01:24.000]  但原來很多人
[00:01:24.000 --> 00:01:26.000]  心裡是覺得不開心的
[00:01:26.000 --> 00:01:29.000]  心裡是覺得不快樂的
[00:01:29.000 --> 00:01:32.000]  特別是今天這批所謂的年輕人
[00:01:32.000 --> 00:01:33.000]  我看過一個報告
[00:01:33.000 --> 00:01:35.000]  不知道有沒有記錯
[00:01:35.000 --> 00:01:38.000]  每六個年輕人當中有一個就覺得
[00:01:38.000 --> 00:01:40.000]  他們很不濟
[00:01:40.000 --> 00:01:42.000]  他們好像垃圾一樣
[00:01:42.000 --> 00:01:43.000]  沒有人去理會
[00:01:43.000 --> 00:01:45.000]  覺得他們很差
[00:01:45.000 --> 00:01:46.000]  沒有人會愛他們
[00:01:46.000 --> 00:01:48.000]  沒有人會去關心他們
[00:01:48.000 --> 00:01:50.000]  他們什麼都做得不好
[00:01:50.000 --> 00:01:55.000]  事實上在網上有一個短片
[00:01:55.000 --> 00:01:56.000]  我想和大家去看
[00:01:56.000 --> 00:01:58.000]  是挺緊張的
[00:01:58.000 --> 00:02:01.000]  雖然是農曆新年的時間
[00:02:01.000 --> 00:02:05.000]  但我們回到現實的處境當中
[00:02:05.000 --> 00:02:07.000]  原來很多人在美國
[00:02:07.000 --> 00:02:09.000]  特別是年輕一代
[00:02:09.000 --> 00:02:11.000]  他們覺得做人不是很好玩
[00:02:11.000 --> 00:02:14.000]  因為發覺太多東西他們沒有了
[00:02:14.000 --> 00:02:16.000]  我們看看這個短片好不好呢
[00:02:21.000 --> 00:02:24.000]  我看到你哭了
[00:02:24.000 --> 00:02:26.000]  但沒有人敢碰你
[00:02:26.000 --> 00:02:32.000]  我感到不服氣
[00:02:32.000 --> 00:02:33.000]  憤怒
[00:02:33.000 --> 00:02:34.000]  憤怒
[00:02:34.000 --> 00:02:36.000]  但最重要的是
[00:02:36.000 --> 00:02:38.000]  我害怕
[00:02:38.000 --> 00:02:45.000]  我想要開心
[00:02:45.000 --> 00:02:47.000]  正常
[00:02:47.000 --> 00:02:49.000]  我想要學習正常
[00:02:49.000 --> 00:02:51.000]  我想要學習
[00:02:51.000 --> 00:02:52.000]  早上起床
[00:02:52.000 --> 00:02:54.000]  而不是感到難過
[00:02:54.000 --> 00:02:59.000]  為什麼我想要的那些人
[00:02:59.000 --> 00:03:01.000]  永遠都不想要我
[00:03:01.000 --> 00:03:06.000]  我一直想要是那些人
[00:03:06.000 --> 00:03:10.000]  不在乎那些人的想法
[00:03:10.000 --> 00:03:14.000]  但我只是個大人物
[00:03:16.000 --> 00:03:20.000]  我真的很努力
[00:03:20.000 --> 00:03:23.000]  但我從來沒有成功過
[00:03:23.000 --> 00:03:28.000]  萬一事情變得更糟
[00:03:28.000 --> 00:03:32.000]  萬一現在變成憤怒
[00:03:32.000 --> 00:03:37.000]  那就糟糕了
[00:03:41.000 --> 00:03:47.000]  你有沒有覺得世界上沒有一個人愛你
[00:03:47.000 --> 00:03:55.000]  希望生活是不一樣的
[00:03:55.000 --> 00:04:03.000]  我的世界在分裂
[00:04:03.000 --> 00:04:07.000]  我感到哭泣
[00:04:07.000 --> 00:04:10.000]  因為沒有人跟我聊天
[00:04:12.000 --> 00:04:14.000]  因為沒有人跟我聊天
[00:04:14.000 --> 00:04:20.000]  雖然我裝作沒事
[00:04:20.000 --> 00:04:22.000]  但我並不是
[00:04:22.000 --> 00:04:32.000]  這就是我害怕的
[00:04:32.000 --> 00:04:34.000]  不夠好
[00:04:34.000 --> 00:04:36.000]  不夠好
[00:04:36.000 --> 00:04:38.000]  不夠聰明
[00:04:38.000 --> 00:04:40.000]  不夠漂亮
[00:04:41.000 --> 00:04:43.000]  不夠好
[00:04:43.000 --> 00:04:51.000]  有時看到這些短片是很傷心的
[00:04:51.000 --> 00:04:53.000]  不過剛才跟大家分享
[00:04:53.000 --> 00:04:55.000]  在美國的年青人
[00:04:55.000 --> 00:04:59.000]  每六個裡面有一個都有類似的感覺
[00:04:59.000 --> 00:05:01.000]  有些更恐怖的不敢跟你們展示
[00:05:01.000 --> 00:05:03.000]  很多年青人自殘
[00:05:03.000 --> 00:05:05.000]  有沒有聽過
[00:05:05.000 --> 00:05:07.000]  手整個都是
[00:05:10.000 --> 00:05:12.000]  我們在座的弟兄姊妹或朋友
[00:05:12.000 --> 00:05:16.000]  不會像剛才影片裡的年青人一樣
[00:05:16.000 --> 00:05:20.000]  面臨一個情緒上的崩潰
[00:05:20.000 --> 00:05:24.000]  但不知道在我們心靈的深處
[00:05:24.000 --> 00:05:26.000]  會不會有時有這樣的感覺
[00:05:26.000 --> 00:05:28.000]  覺得自己不夠好
[00:05:28.000 --> 00:05:30.000]  覺得自己不夠良善
[00:05:30.000 --> 00:05:33.000]  覺得自己不夠聰明
[00:05:33.000 --> 00:05:35.000]  覺得自己不夠漂亮
[00:05:35.000 --> 00:05:37.000]  覺得自己不夠聰明
[00:05:39.000 --> 00:05:43.000]  或者可能我們不會像那些人那麼極端
[00:05:43.000 --> 00:05:45.000]  他們的反應其實不是極端
[00:05:45.000 --> 00:05:48.000]  這是他們心裡面的感受
[00:05:48.000 --> 00:05:50.000]  可能我們對他們來說
[00:05:50.000 --> 00:05:52.000]  可的那麼多都未定
[00:05:52.000 --> 00:05:55.000]  但會不會有時我們發覺
[00:05:55.000 --> 00:05:58.000]  我們其實都沒有自信
[00:05:58.000 --> 00:06:02.000]  我們覺得有時我們都幾自卑
[00:06:02.000 --> 00:06:07.000]  有時我們都有這樣的感覺
[00:06:08.000 --> 00:06:10.000]  有些事我們想做
[00:06:10.000 --> 00:06:12.000]  但做得不夠好
[00:06:12.000 --> 00:06:16.000]  有時我們甚至會憎恨自己
[00:06:16.000 --> 00:06:19.000]  為何會變成我們今天這樣
[00:06:19.000 --> 00:06:21.000]  表面上可能沒有人看得出
[00:06:21.000 --> 00:06:25.000]  但心裡面時不時都有這樣的感覺
[00:06:25.000 --> 00:06:27.000]  事實上我覺得
[00:06:27.000 --> 00:06:31.000]  不單是剛才這些年青人更加明顯
[00:06:31.000 --> 00:06:34.000]  事實上我相信每一個人
[00:06:34.000 --> 00:06:37.000]  在你的生命當中
[00:06:39.000 --> 00:06:41.000]  都會有類似這樣的感覺
[00:06:41.000 --> 00:06:44.000]  有類似這樣的情意結
[00:06:44.000 --> 00:06:45.000]  每一個人都有
[00:06:45.000 --> 00:06:47.000]  只不過程度不一樣
[00:06:47.000 --> 00:06:49.000]  多多少少
[00:06:49.000 --> 00:06:51.000]  這些想法和感覺
[00:06:51.000 --> 00:06:55.000]  都曾經出現在我們心中和腦海裡
[00:06:55.000 --> 00:06:57.000]  譬如我身為牧師
[00:06:57.000 --> 00:07:01.000]  牧師應該是一個好人
[00:07:01.000 --> 00:07:04.000]  牧師都不是好人是另一回事
[00:07:04.000 --> 00:07:05.000]  牧師應該是好人
[00:07:05.000 --> 00:07:07.000]  牧師應該很良善
[00:07:07.000 --> 00:07:09.000]  師母經常這樣稱讚我
