
[00:00:00.000 --> 00:00:11.000]  此錄音或錄影的版權 是屬基督教宣導會北角堂所有
[00:00:11.000 --> 00:00:14.000]  我們的屬靈傳統之一 是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:22.000]  懇請注意未經授權 請勿轉錄
[00:00:22.000 --> 00:00:25.000]  或剪輯本錄音或錄影
[00:00:25.000 --> 00:00:30.000]  十年好似此度行轉二十章 三十二節中所講
[00:00:30.000 --> 00:00:35.000]  這道能建立你們 叫你們和一切成聖的人同得基業
[00:00:35.000 --> 00:00:38.000]  靈智媒平安
[00:00:38.000 --> 00:00:42.000]  我們看了幾個星期《真言》
[00:00:42.000 --> 00:00:45.000]  《真言》說的話都很實際
[00:00:45.000 --> 00:00:48.000]  幫助到我們如何過活
[00:00:48.000 --> 00:00:52.000]  尤其是在現在這個社會當中
[00:00:52.000 --> 00:00:55.000]  好像是越來越高舉自我
[00:00:55.000 --> 00:00:58.000]  不知大家有沒有覺得《真言》的說話
[00:00:58.000 --> 00:01:01.000]  好像一股清流一樣 一股清泉
[00:01:01.000 --> 00:01:06.000]  當我們越來越擁抱到 《真言》裡面說的話去活出來
[00:01:06.000 --> 00:01:11.000]  的確可能會讓到別人 看到我們的不一樣
[00:01:11.000 --> 00:01:14.000]  今日這幾段經文 都有些不同的主題
[00:01:14.000 --> 00:01:20.000]  其中一個很重要的主題 我們看第一句就見到
[00:01:20.000 --> 00:01:23.000]  作假和誠實
[00:01:23.000 --> 00:01:26.000]  是一個作假和誠實的對比
[00:01:26.000 --> 00:01:31.000]  作假的天平 令到耶和華去憎惡誠實的法馬
[00:01:31.000 --> 00:01:33.000]  讓他歡喜
[00:01:33.000 --> 00:01:37.000]  不知大家以前有沒有在街市 見過一種稱
[00:01:37.000 --> 00:01:39.000]  一種的天平
[00:01:39.000 --> 00:01:42.000]  不是這一種 通常不是金色的
[00:01:42.000 --> 00:01:47.000]  它一種稱 你可能在看劇都會看到
[00:01:47.000 --> 00:01:50.000]  就會是你想買一些食物
[00:01:50.000 --> 00:01:54.000]  好像你想買豬肉那樣 你放在一旁
[00:01:54.000 --> 00:02:00.000]  接著相反就會將小石 或者法馬放在另一邊
[00:02:00.000 --> 00:02:04.000]  我就根據你所買的多少斤兩的豬肉
[00:02:04.000 --> 00:02:06.000]  我就去收這個價錢
[00:02:06.000 --> 00:02:10.000]  如果你買的豬肉其實是十兩
[00:02:10.000 --> 00:02:17.000]  但是我就將一個寫著十四兩的法馬 放在另一邊
[00:02:17.000 --> 00:02:20.000]  但其實它只是重十兩
[00:02:20.000 --> 00:02:25.000]  那你就用了十四兩的價錢 去買了十兩的豬肉
[00:02:25.000 --> 00:02:27.000]  那就被我騙了
[00:02:27.000 --> 00:02:32.000]  神就是在直斥這些作假的事
[00:02:32.000 --> 00:02:39.000]  其實這一段經文 有很多誠實和作假的對比
[00:02:39.000 --> 00:02:44.000]  這個世界裡面 有很多很多作假的事
[00:02:44.000 --> 00:02:48.000]  小至一個人 一個相反
[00:02:48.000 --> 00:02:53.000]  大致可能是一個機構 可能整間公司是騙人的
[00:02:53.000 --> 00:02:55.000]  很多詐騙的電話
[00:02:55.000 --> 00:02:57.000]  甚至是政府
[00:02:57.000 --> 00:03:01.000]  甚至是國與國之間的相處 外交
[00:03:01.000 --> 00:03:03.000]  都會有不同作假的事
[00:03:03.000 --> 00:03:07.000]  那為什麼作假的事這麼頻繁呢
[00:03:07.000 --> 00:03:10.000]  其實如果你看聖經的印證 例證
[00:03:10.000 --> 00:03:13.000]  就知道原來這些作假的事
[00:03:13.000 --> 00:03:17.000]  通常是因為能夠獲得更加多的利益
[00:03:17.000 --> 00:03:18.000]  獲得更加多的利益
[00:03:18.000 --> 00:03:24.000]  當人是利字當頭的時候 就會作出各種的惡事
[00:03:24.000 --> 00:03:27.000]  我們又看這一節的經文 十二章十七節
[00:03:27.000 --> 00:03:30.000]  它說到說真話的人彰顯正義
[00:03:30.000 --> 00:03:34.000]  作偽證的人隆虛作假
[00:03:34.000 --> 00:03:37.000]  其實這裡是用一個法庭的場景
[00:03:37.000 --> 00:03:42.000]  在庭上說真話的人 就可以彰顯公義
[00:03:42.000 --> 00:03:46.000]  因為一個被告的人 他受什麼判決
[00:03:46.000 --> 00:03:51.000]  可能是以前的香港 或者其他地區 甚至是有死刑的
[00:03:51.000 --> 00:03:53.000]  這個人受什麼判決
[00:03:53.000 --> 00:03:58.000]  是很受到一個證人給什麼證供所影響
[00:03:58.000 --> 00:04:02.000]  所以一個人給什麼證供 其實可以決定人的生死
[00:04:02.000 --> 00:04:05.000]  作偽證的人就是隆虛作假
[00:04:05.000 --> 00:04:10.000]  其實是想引導法官 去作一些錯誤的判決
[00:04:10.000 --> 00:04:14.000]  作偽證的人 這樣做可能也是收了利益
[00:04:14.000 --> 00:04:18.000]  或者是收了錢 或者有其他的利益
[00:04:18.000 --> 00:04:23.000]  人為了私利 是可以去說謊
[00:04:23.000 --> 00:04:27.000]  這個是現實 很真實的情況
[00:04:27.000 --> 00:04:31.000]  我們估計 我們在一些大是大非的事情上面
[00:04:31.000 --> 00:04:34.000]  我們都不會去作假
[00:04:34.000 --> 00:04:37.000]  但若然不是在一些大事情上面
[00:04:37.000 --> 00:04:40.000]  可能只不過是為求方便
[00:04:40.000 --> 00:04:43.000]  或者是給自己一點點利益
[00:04:43.000 --> 00:04:49.000]  會不會我們都可以成為一個不誠實的人呢
[00:04:49.000 --> 00:04:53.000]  記得我讀大學的時候 也不算很久之前
[00:04:53.000 --> 00:04:57.000]  同學已經會選擇那些
[00:04:57.000 --> 00:05:02.000]  覺得沒學到東西的科目 就不去上課了
[00:05:02.000 --> 00:05:07.000]  我知道現在的學生也是一樣 好像更嚴重了
[00:05:07.000 --> 00:05:12.000]  有些課其實不想學院也是接受的
[00:05:12.000 --> 00:05:15.000]  因為去到學期尾的時候 看出席率
[00:05:15.000 --> 00:05:18.000]  如果出席得夠 就沒問題了
[00:05:18.000 --> 00:05:21.000]  那時候很誇張 臨考試之前
[00:05:21.000 --> 00:05:25.000]  因為大家寧願自己讀書 都不要去上課
[00:05:25.000 --> 00:05:30.000]  但問題在於有不少人當時就是作假
[00:05:30.000 --> 00:05:35.000]  沒去上課 就叫第二個同學幫忙簽名
[00:05:35.000 --> 00:05:41.000]  有時候有個同學幫了十個八個同學簽名
[00:05:41.000 --> 00:05:47.000]  我知道現在是用電子紀錄去登記有沒有上課
[00:05:47.000 --> 00:05:53.000]  明明沒上課 但就說自己有上課的情況更加嚴重了
[00:05:53.000 --> 00:05:55.000]  其實是不公平的
[00:05:55.000 --> 00:06:01.000]  但實質上好像對人對事沒什麼大影響
[00:06:01.000 --> 00:06:08.000]  是不是說大話 即是說大一點的謊話就OK
[00:06:08.000 --> 00:06:13.000]  但說小一點的謊話就沒什麼問題呢
[00:06:13.000 --> 00:06:16.000]  原來不是的
[00:06:16.000 --> 00:06:20.000]  神不是要我們去看事情大還是小
[00:06:20.000 --> 00:06:23.000]  是看做事情的性質
[00:06:23.000 --> 00:06:27.000]  如果是說謊的 是欺騙的
[00:06:27.000 --> 00:06:30.000]  譬如十二章二十節就說
[00:06:30.000 --> 00:06:32.000]  如果是心存欺騙的
[00:06:32.000 --> 00:06:36.000]  其實說心 你是真的想去欺騙人的
[00:06:36.000 --> 00:06:40.000]  這是個準則 是個準則 是個本質的問題
[00:06:40.000 --> 00:06:44.000]  不是大事還是小事
[00:06:44.000 --> 00:06:48.000]  聖經也說 真誠的嘴唇是永遠日立的
[00:06:48.000 --> 00:06:51.000]  說謊的舌頭轉瞬即逝
[00:06:51.000 --> 00:06:56.000]  都是在說性質的問題 是個本質的問題
[00:06:56.000 --> 00:06:59.000]  說的是假話的
[00:06:59.000 --> 00:07:03.000]  通常就是為了去掩飾一些東西
[00:07:03.000 --> 00:07:07.000]  所以聖經說本身的特質就是短暫的
[00:07:07.000 --> 00:07:11.000]  但真誠的說話 神話是可以傳到永遠
[00:07:11.000 --> 00:07:13.000]  是確立的 是歷久不衰的
[00:07:13.000 --> 00:07:18.000]  真誠的話是不會被推翻 是一個本質的問題
[00:07:18.000 --> 00:07:23.000]  其實真誠是包括剛才有說過一些說話
[00:07:23.000 --> 00:07:25.000]  包括我們的行為
[00:07:25.000 --> 00:07:29.000]  也很重要的說我們的內心 我們的心
[00:07:29.000 --> 00:07:33.000]  剛才的說話說 圖謀惡事者是心存欺騙
[00:07:33.000 --> 00:07:36.000]  這裏是說內在的動機
[00:07:36.000 --> 00:07:40.000]  心裏面存惡 就會有不好的內在
[00:07:40.000 --> 00:07:44.000]  以至於我們去說謊 作出虛假的行為
[00:07:44.000 --> 00:07:47.000]  其實什麼是虛假的行為呢?
[00:07:47.000 --> 00:07:49.000]  很多方面的
[00:07:49.000 --> 00:07:51.000]  其中一些 譬如我們可能在外表上
[00:07:51.000 --> 00:07:56.000]  我們是很用心去幫助人的
[00:07:56.000 --> 00:08:00.000]  但原來我們裏面的動機是不純正
[00:08:00.000 --> 00:08:01.000]  是存有私心
[00:08:01.000 --> 00:08:06.000]  其實我們很容易就會犯了這個錯誤
[00:08:06.000 --> 00:08:08.000]  我們很容易裏面存有私心
[00:08:08.000 --> 00:08:11.000]  而我們是不察覺得到
[00:08:11.000 --> 00:08:14.000]  我們要警覺 我們才察覺得到
[00:08:14.000 --> 00:08:17.000]  人就是很容易有這些詭詐的心
[00:08:17.000 --> 00:08:20.000]  無論是做的事情 說的說話
[00:08:20.000 --> 00:08:25.000]  其實原來暗地裏是想讓自己得益的
[00:08:25.000 --> 00:08:28.000]  我們是求主去幫助我們
[00:08:28.000 --> 00:08:30.000]  是真是內裏去真誠
[00:08:30.000 --> 00:08:33.000]  真實 順傳 順良
[00:08:33.000 --> 00:08:36.000]  這些的確在現今的社會
[00:08:36.000 --> 00:08:40.000]  好像不是在推崇這些價值
[00:08:40.000 --> 00:08:42.000]  現今的社會好像是在推崇
[00:08:42.000 --> 00:08:46.000]  叫我們不斷地去謀求自己的利益
[00:08:46.000 --> 00:08:49.000]  因此有時人與人之間的關係
[00:08:49.000 --> 00:08:52.000]  都好像變了一種交換的籌碼
[00:08:52.000 --> 00:08:55.000]  其實好像是想讓自己得益
[00:08:55.000 --> 00:09:01.000]  但是神是想我們順傳 真誠
[00:09:01.000 --> 00:09:05.000]  是教神去洗清我們裏面那種不順傳
[00:09:05.000 --> 00:09:08.000]  不好的動機
[00:09:08.000 --> 00:09:10.000]  其實如果我們嘗試
[00:09:10.000 --> 00:09:14.000]  將自己放在一個被對待人的處境
[00:09:14.000 --> 00:09:18.000]  我們同樣都很想別人很真誠
[00:09:18.000 --> 00:09:20.000]  去對待我們 對不對
[00:09:20.000 --> 00:09:23.000]  我們都不想別人懷著一種不良的動機
[00:09:23.000 --> 00:09:27.000]  有些小的心思 然後去對待我們
[00:09:27.000 --> 00:09:30.000]  譬如經文十九章二二節這樣說
[00:09:30.000 --> 00:09:33.000]  人都是渴望這一份忠誠之愛
[00:09:33.000 --> 00:09:36.000]  做窮人勝過做騙子
[00:09:36.000 --> 00:09:38.000]  他的意思是寧願做一個窮人
[00:09:38.000 --> 00:09:40.000]  即是都沒有能力去幫助人的
[00:09:40.000 --> 00:09:43.000]  都好過去做一個騙子
[00:09:43.000 --> 00:09:45.000]  好像是去幫助人
[00:09:45.000 --> 00:09:48.000]  但是實質其實是去害人
[00:09:48.000 --> 00:09:51.000]  世人都是很希望其他人
[00:09:51.000 --> 00:09:54.000]  能夠忠誠對待他們
[00:09:54.000 --> 00:09:56.000]  不被欺騙
[00:09:56.000 --> 00:09:58.000]  其實我們都一樣
[00:09:58.000 --> 00:10:01.000]  都是想別人忠誠去對待我們
[00:10:01.000 --> 00:10:05.000]  弟兄姊妹 真誠和作假
[00:10:05.000 --> 00:10:09.000]  其實所包含的範圍的確是很廣的
[00:10:09.000 --> 00:10:13.000]  說話 行為 還有內心
[00:10:13.000 --> 00:10:15.000]  在這個很複雜的社會
[00:10:15.000 --> 00:10:18.000]  其實要保持一份的真誠
[00:10:18.000 --> 00:10:21.000]  順傳 簡單的心
[00:10:21.000 --> 00:10:24.000]  是一件很不簡單的事
[00:10:24.000 --> 00:10:26.000]  求主幫助我們去堅持的
[00:10:26.000 --> 00:10:28.000]  去真誠待人
[00:10:28.000 --> 00:10:31.000]  不去做虛假的事情
[00:10:31.000 --> 00:10:33.000]  好了 這段經文先講了
[00:10:33.000 --> 00:10:35.000]  這個真誠和虛假
[00:10:35.000 --> 00:10:37.000]  一個很重要的對比
[00:10:37.000 --> 00:10:39.000]  其實這幾節的經文
[00:10:39.000 --> 00:10:42.000]  也在講另一個很相關的對比
[00:10:42.000 --> 00:10:47.000]  就是愚頑和精明
[00:10:47.000 --> 00:10:49.000]  你覺得你是愚頑的人
[00:10:49.000 --> 00:10:51.000]  還是一個精明的人呢
[00:10:51.000 --> 00:10:55.000]  誰才是真正的愚頑人
[00:10:55.000 --> 00:10:58.000]  什麼才是真正的精明人呢
[00:10:58.000 --> 00:11:00.000]  剛才講到那些人說謊
[00:11:00.000 --> 00:11:02.000]  為什麼那些人說謊
[00:11:02.000 --> 00:11:06.000]  很多時候是自以為精明
[00:11:06.000 --> 00:11:07.000]  自以為精明
[00:11:07.000 --> 00:11:09.000]  以為說謊對自己最有利
[00:11:09.000 --> 00:11:11.000]  可以得到一些利益
[00:11:11.000 --> 00:11:14.000]  所以在做一些欺騙人的事
[00:11:14.000 --> 00:11:16.000]  但是聖經說
[00:11:16.000 --> 00:11:18.000]  其實這些說謊的人
[00:11:18.000 --> 00:11:20.000]  是愚頑人
[00:11:20.000 --> 00:11:23.000]  是愚頑人並不精明
[00:11:23.000 --> 00:11:26.000]  聖經甚至說這些欺騙人的人
[00:11:26.000 --> 00:11:28.000]  不是真有智慧
[00:11:28.000 --> 00:11:31.000]  並且是狂妄
[00:11:31.000 --> 00:11:32.000]  是狂妄
[00:11:32.000 --> 00:11:34.000]  十一章二節是說
[00:11:34.000 --> 00:11:36.000]  羞辱隨著狂妄而來
[00:11:36.000 --> 00:11:40.000]  智慧與謙卑的人同在
[00:11:40.000 --> 00:11:43.000]  說謊狂妄的人會得到羞辱
[00:11:43.000 --> 00:11:45.000]  為什麼會得到羞辱呢
[00:11:45.000 --> 00:11:48.000]  為什麼說謊的人會得到羞辱呢
[00:11:48.000 --> 00:11:50.000]  剛才有說到
[00:11:50.000 --> 00:11:52.000]  真誠的嘴唇是永遠屹立的
[00:11:52.000 --> 00:11:55.000]  說謊的舌頭轉瞬即逝
[00:11:55.000 --> 00:11:59.000]  的意思是說謊說是站不住腳的
[00:11:59.000 --> 00:12:01.000]  謊說是站不住腳
[00:12:01.000 --> 00:12:05.000]  即是終有一天是會被揭露出來的
[00:12:05.000 --> 00:12:08.000]  做欺騙的事或者做隱藏的事
[00:12:08.000 --> 00:12:11.000]  是有跡可尋的
[00:12:11.000 --> 00:12:14.000]  所以說作欺騙的事是狂妄人
[00:12:14.000 --> 00:12:16.000]  終有一天是會敗露
[00:12:16.000 --> 00:12:18.000]  會自取其辱
[00:12:18.000 --> 00:12:21.000]  剛才說過有大學的學生
[00:12:21.000 --> 00:12:24.000]  去做一些欺騙學院的事
[00:12:24.000 --> 00:12:26.000]  明明沒有上課的
[00:12:26.000 --> 00:12:28.000]  接著就報稱自己有道
[00:12:28.000 --> 00:12:32.000]  現在就在網上登記了自己有出席
[00:12:32.000 --> 00:12:38.000]  話說有一些同學一直都不上早課
[00:12:38.000 --> 00:12:40.000]  他們每個星期都不上課
[00:12:40.000 --> 00:12:42.000]  他們怎樣做呢
[00:12:42.000 --> 00:12:45.000]  他們就是教個鬧鐘
[00:12:45.000 --> 00:12:49.000]  到一上上午課堂的時候
[00:12:49.000 --> 00:12:51.000]  就醒醒了自己
[00:12:51.000 --> 00:12:55.000]  起一起床就上網登記了自己上課了
[00:12:55.000 --> 00:12:58.000]  接著就馬上睡覺
[00:12:58.000 --> 00:13:02.000]  每個星期都是這樣
[00:13:02.000 --> 00:13:06.000]  終於有一次打風
[00:13:06.000 --> 00:13:07.000]  八號風球
[00:13:07.000 --> 00:13:10.000]  我猜你猜到結果是怎樣
[00:13:10.000 --> 00:13:12.000]  八號風球不用上學了
[00:13:12.000 --> 00:13:15.000]  但是那個學生都不知道
[00:13:15.000 --> 00:13:17.000]  他太慣常
[00:13:17.000 --> 00:13:20.000]  起一起床上網登記自己上課了
[00:13:20.000 --> 00:13:22.000]  他就照做了
[00:13:22.000 --> 00:13:25.000]  接著學院之後就問這位同學
[00:13:25.000 --> 00:13:28.000]  八號風球你回來了嗎
[00:13:28.000 --> 00:13:33.000]  於是乎學院就發現了有一班同學是造假
[00:13:33.000 --> 00:13:35.000]  刑罰都很重
[00:13:35.000 --> 00:13:39.000]  造假的同學全部都要重讀一年
[00:13:39.000 --> 00:13:40.000]  重讀一年
[00:13:40.000 --> 00:13:43.000]  我說的是真人真事
[00:13:43.000 --> 00:13:46.000]  說謊的人常常是自作聰明
[00:13:46.000 --> 00:13:48.000]  自以為精明
[00:13:48.000 --> 00:13:50.000]  可以讓自己得益
[00:13:50.000 --> 00:13:53.000]  但其實有不少時候是這些隱藏
[00:13:53.000 --> 00:13:57.000]  不好的事就被揭發得著羞辱
[00:13:57.000 --> 00:13:59.000]  反而接著這句經文說
[00:13:59.000 --> 00:14:02.000]  智慧與謙卑的人同在
[00:14:02.000 --> 00:14:05.000]  這裡的謙卑在說什麼呢
[00:14:05.000 --> 00:14:09.000]  謙卑的人他們就不會自作聰明
[00:14:09.000 --> 00:14:13.000]  他們在清楚神給的界線
[00:14:13.000 --> 00:14:16.000]  他知道界線在哪裡
[00:14:16.000 --> 00:14:18.000]  不會為了自身的利益
[00:14:18.000 --> 00:14:22.000]  然後去跨越了這條界線
[00:14:22.000 --> 00:14:25.000]  經文說他們才是真正有智慧
[00:14:25.000 --> 00:14:28.000]  才是真正的精明
[00:14:28.000 --> 00:14:31.000]  丙子妹之所限制
[00:14:31.000 --> 00:14:35.000]  知道界線才為之精明
[00:14:35.000 --> 00:14:38.000]  聖經又繼續以愚昧或愚橫
[00:14:38.000 --> 00:14:40.000]  去與精明做對比
[00:14:40.000 --> 00:14:42.000]  都是與界線有關
[00:14:42.000 --> 00:14:44.000]  譬如第十六節說到
[00:14:44.000 --> 00:14:47.000]  愚幻的人有怒氣就立即發作
[00:14:47.000 --> 00:14:50.000]  精明的人卻能容忍侮辱
[00:14:50.000 --> 00:14:53.000]  第十五節也要一起看
[00:14:53.000 --> 00:14:56.000]  愚幻的人自以為走正路
[00:14:56.000 --> 00:14:59.000]  智者卻聽從勸告
[00:14:59.000 --> 00:15:03.000]  這裡說愚幻人就是自以為是
[00:15:03.000 --> 00:15:06.000]  覺得自己所做的就是對的
[00:15:06.000 --> 00:15:08.000]  自己所說的就是對的
[00:15:08.000 --> 00:15:10.000]  所以其他人一說他
[00:15:10.000 --> 00:15:13.000]  或者有不同意見的時候
[00:15:13.000 --> 00:15:15.000]  他立即有很大反應
[00:15:15.000 --> 00:15:18.000]  立即發怒發火
[00:15:18.000 --> 00:15:22.000]  相反精明的人就能容忍侮辱
[00:15:22.000 --> 00:15:24.000]  對方可能是對的
[00:15:24.000 --> 00:15:26.000]  他願意有開放的心
[00:15:26.000 --> 00:15:29.000]  去聽別人的意見反省自己
[00:15:29.000 --> 00:15:34.000]  其實對方甚至可能是錯的
[00:15:34.000 --> 00:15:38.000]  但是他也不會發怒
[00:15:38.000 --> 00:15:40.000]  他也知道那條界線
[00:15:40.000 --> 00:15:42.000]  他知道這樣發怒
[00:15:42.000 --> 00:15:45.000]  是一些過激的反應
[00:15:45.000 --> 00:15:47.000]  甚至這位精明人
[00:15:47.000 --> 00:15:51.000]  可以因為界線
[00:15:51.000 --> 00:15:53.000]  因為不發怒的緣故
[00:15:53.000 --> 00:15:57.000]  受了一些屈辱
[00:15:57.000 --> 00:16:00.000]  雖然可能覺得自己的理
[00:16:00.000 --> 00:16:02.000]  理在自己那邊
[00:16:02.000 --> 00:16:04.000]  是自己更有理的
[00:16:04.000 --> 00:16:06.000]  可能對方是有錯的
[00:16:06.000 --> 00:16:08.000]  或者有誤解的地方
[00:16:08.000 --> 00:16:12.000]  但是他仍然都不去發怒
[00:16:12.000 --> 00:16:14.000]  他去控制著
[00:16:14.000 --> 00:16:16.000]  聖經說這個是精明人
[00:16:16.000 --> 00:16:18.000]  是精明人
[00:16:18.000 --> 00:16:21.000]  他不一定要爭贏的
[00:16:21.000 --> 00:16:22.000]  他不一定要爭贏
[00:16:22.000 --> 00:16:25.000]  我不知道大家有沒有聽過這句金句
[00:16:25.000 --> 00:16:27.000]  一定聽過的
[00:16:27.000 --> 00:16:29.000]  贏了長江
[00:16:29.000 --> 00:16:33.000]  輸了頭家
[00:16:33.000 --> 00:16:35.000]  輸了國家
[00:16:35.000 --> 00:16:37.000]  精明人可以寧願受屈
[00:16:37.000 --> 00:16:39.000]  即使覺得自己
[00:16:39.000 --> 00:16:41.000]  有機會是有理一點的
[00:16:41.000 --> 00:16:43.000]  但是都寧願受屈
[00:16:43.000 --> 00:16:44.000]  這個是精明人
[00:16:44.000 --> 00:16:46.000]  他可以留待到之後
[00:16:46.000 --> 00:16:48.000]  是一些更加合適的時間
[00:16:48.000 --> 00:16:51.000]  才去作溝通
[00:16:51.000 --> 00:16:52.000]  精明人
[00:16:52.000 --> 00:16:54.000]  第二十三節也說到
[00:16:54.000 --> 00:16:56.000]  精明人的特性
[00:16:56.000 --> 00:16:58.000]  可以隱藏知識的
[00:16:58.000 --> 00:17:00.000]  相反愚昧人
[00:17:00.000 --> 00:17:03.000]  就會愚昧的心去發表愚患
[00:17:03.000 --> 00:17:06.000]  愚昧的人是急於去發言的
[00:17:06.000 --> 00:17:07.000]  可能要彰顯自己
[00:17:07.000 --> 00:17:08.000]  多麼有智慧
[00:17:08.000 --> 00:17:10.000]  多麼有知識
[00:17:10.000 --> 00:17:11.000]  但是有時候
[00:17:11.000 --> 00:17:14.000]  他可能在一些不合適的場合
[00:17:14.000 --> 00:17:16.000]  不合適的時間
[00:17:16.000 --> 00:17:17.000]  就去表達了
[00:17:17.000 --> 00:17:19.000]  或者是太急於去表達了
[00:17:19.000 --> 00:17:22.000]  根本都還沒想清楚
[00:17:22.000 --> 00:17:26.000]  以至於去顯出自己的愚昧
[00:17:26.000 --> 00:17:27.000]  大家記不記得
[00:17:27.000 --> 00:17:30.000]  在約伯記那三位朋友
[00:17:30.000 --> 00:17:32.000]  約伯記那三位朋友
[00:17:32.000 --> 00:17:34.000]  他們就是越表達
[00:17:34.000 --> 00:17:37.000]  越顯出自己的愚昧
[00:17:37.000 --> 00:17:39.000]  精明人相反
[00:17:39.000 --> 00:17:40.000]  他能夠比較慎言
