
[00:00:00.000 --> 00:00:06.000]  今天我們還繼續來看詩篇一百一十九篇
[00:00:06.000 --> 00:00:14.000]  今天我們要讀的《聖經》是最後一段,最後八節
[00:00:14.000 --> 00:00:21.000]  一百六十九節開始到一百七十六節
[00:00:31.000 --> 00:00:35.000]  等到以後請我們一同來讀一下
[00:00:35.000 --> 00:00:37.000]  一起來
[00:01:00.000 --> 00:01:06.000]  請您聽我歌唱的話話,聽你一切的命令,盡求公益
[00:01:06.000 --> 00:01:12.000]  願您有所幫助我,因我揀選了你的幸福的詞
[00:01:12.000 --> 00:01:20.000]  願化我羨慕你的靈魂,你的律法也是我所信賴的
[00:01:20.000 --> 00:01:24.000]  願我的性命成佛,得以讚美你
[00:01:24.000 --> 00:01:31.000]  願願你的天主教幫助我,我能讓你受神的祝福
[00:01:31.000 --> 00:01:37.000]  求你取消仇恨,免我妄計你的命令
[00:01:37.000 --> 00:01:40.000]  我們《聖經》就讀到這裏
[00:01:40.000 --> 00:01:46.000]  今天是我們接近這一篇詩篇的最後一段了
[00:01:46.000 --> 00:01:56.000]  詩人在這一段裏頭對神的懇求就更加迫切了,更加誠懇了
[00:01:56.000 --> 00:02:05.000]  八節經文裏頭的中文翻譯本里面有七個願語
[00:02:05.000 --> 00:02:12.000]  它意思是願,它有好多事情都是願意神怎麼來做
[00:02:12.000 --> 00:02:16.000]  因爲我們可以看到在這一篇詩篇裏頭
[00:02:16.000 --> 00:02:21.000]  最後這一段是他在求神能夠來拯救他
[00:02:21.000 --> 00:02:26.000]  他也是稱頌神公義的誡命
[00:02:26.000 --> 00:02:32.000]  然後他也祈求神能夠保全他的生命
[00:02:32.000 --> 00:02:35.000]  因爲他愛神的話
[00:02:35.000 --> 00:02:43.000]  最後到176節他承認自己在險境中危險的時候
[00:02:43.000 --> 00:02:46.000]  好像是像迷失的羊
[00:02:46.000 --> 00:02:50.000]  求神把他帶回羊圈
[00:02:50.000 --> 00:02:53.000]  因爲他沒有忘記神的話
[00:02:53.000 --> 00:03:03.000]  所以這個最後就可以看到詩人的懇求心情是很迫切的
[00:03:03.000 --> 00:03:10.000]  中文一本八節聖經用了七個願字
[00:03:10.000 --> 00:03:15.000]  這是在這種詩篇裏頭很少遇見的
[00:03:15.000 --> 00:03:25.000]  可見他心裏面對神的話很迫切的一個需要
[00:03:25.000 --> 00:03:34.000]  最後他就說我如亡羊走你的路 求你尋找夫人
[00:03:34.000 --> 00:03:37.000]  因我不忘記你的命令
[00:03:37.000 --> 00:03:42.000]  是最後這一節用這一篇詩篇的結尾
[00:03:42.000 --> 00:03:48.000]  我們可以來看頭兩節
[00:03:48.000 --> 00:03:58.000]  169-170是他在求神來拯救他
[00:03:58.000 --> 00:04:07.000]  他的懇求是脫離他裏面一個對神的話語的認識
[00:04:07.000 --> 00:04:10.000]  對着自己還是不夠
[00:04:10.000 --> 00:04:16.000]  所以他要在最後的時候還要繼續地來懇求
[00:04:16.000 --> 00:04:22.000]  他在這裏面有很多的願就覺得自己還是很不夠
[00:04:22.000 --> 00:04:27.000]  所以就好像來到神的面前來屈膝
[00:04:27.000 --> 00:04:35.000]  來像一隻迷失的羊懇求神來拯救他
[00:04:35.000 --> 00:04:42.000]  所以這個是最後的話他就是一個迫切的祈求
[00:04:42.000 --> 00:04:46.000]  所以這個第二節
[00:04:46.000 --> 00:04:52.000]  第二處證經就是170節
[00:04:52.000 --> 00:04:56.000]  願我的懇求達到你面前
[00:04:56.000 --> 00:05:02.000]  照你的話使我悟性
[00:05:02.000 --> 00:05:06.000]  照人看他已經是很有悟性的人
[00:05:06.000 --> 00:05:12.000]  但是他所要的是根據神所要的更完全的悟性
[00:05:12.000 --> 00:05:16.000]  因爲悟性對於認識神是非常重要的
[00:05:16.000 --> 00:05:21.000]  所以他要更完全地爲悟性
[00:05:21.000 --> 00:05:27.000]  我們能明白這些屬靈的事情是神的聖靈開啓我們
[00:05:27.000 --> 00:05:29.000]  叫我們能夠明白
[00:05:29.000 --> 00:05:33.000]  但是你要再深入去認識神的話
[00:05:33.000 --> 00:05:36.000]  要靠神的恩典了
[00:05:36.000 --> 00:05:40.000]  因爲靠我們天生的悟性的話是不夠的
[00:05:40.000 --> 00:05:45.000]  所以他就要再求神來幫助他
[00:05:45.000 --> 00:05:47.000]  要給他悟性
[00:05:47.000 --> 00:05:53.000]  需要謙卑在神的面前
[00:05:53.000 --> 00:05:59.000]  他所求的不是天性的聰明
[00:05:59.000 --> 00:06:04.000]  而是要神的恩典來的聰明
[00:06:04.000 --> 00:06:07.000]  天生的聰明呢
[00:06:07.000 --> 00:06:12.000]  比如像這個人的哀求很高
[00:06:12.000 --> 00:06:14.000]  他的記性很好
[00:06:14.000 --> 00:06:15.000]  他知識很多
[00:06:15.000 --> 00:06:17.000]  他理解力很高
[00:06:17.000 --> 00:06:21.000]  所以他什麼事情都很容易就來明白了
[00:06:21.000 --> 00:06:25.000]  但是這種情況是個好事
[00:06:25.000 --> 00:06:29.000]  但是如果人有這樣的認識
[00:06:29.000 --> 00:06:31.000]  如果他不注意的話
[00:06:31.000 --> 00:06:34.000]  很容易叫他自給自滿自足
[00:06:34.000 --> 00:06:36.000]  他就不求進步了
[00:06:36.000 --> 00:06:41.000]  以爲他已經是全部都完全知道了
[00:06:41.000 --> 00:06:44.000]  但是從神來的恩典
[00:06:44.000 --> 00:06:47.000]  從恩典裏面來的聰明
[00:06:47.000 --> 00:06:50.000]  這種悟性是不一樣的
[00:06:50.000 --> 00:06:53.000]  他能看見自己所缺少的
[00:06:53.000 --> 00:06:55.000]  自己不夠的地方
[00:06:55.000 --> 00:06:58.000]  所以他就能夠不會自滿
[00:06:58.000 --> 00:07:03.000]  而且會求神賜給他更豐富的
[00:07:03.000 --> 00:07:05.000]  更好的悟性
[00:07:05.000 --> 00:07:08.000]  叫他能夠來明白神的心意
[00:07:08.000 --> 00:07:11.000]  那麼這個是一個好的事情
[00:07:11.000 --> 00:07:16.000]  所以悟性對於我們信主的人說
[00:07:16.000 --> 00:07:19.000]  是非常重要的
[00:07:19.000 --> 00:07:21.000]  你看在聖經裏頭就講到
[00:07:21.000 --> 00:07:26.000]  在馬可福音第七章就講到
[00:07:26.000 --> 00:07:31.000]  耶穌碰到一個迦南的婦人
[00:07:31.000 --> 00:07:33.000]  他是外邦人
[00:07:33.000 --> 00:07:40.000]  那麼他的女兒就是被毀婦的了
[00:07:40.000 --> 00:07:43.000]  所以他來求耶穌
[00:07:43.000 --> 00:07:45.000]  耶穌跟他說
[00:07:45.000 --> 00:07:47.000]  知道他是外邦人
[00:07:47.000 --> 00:07:54.000]  就跟他說這個餅是給孩子喫的
[00:07:54.000 --> 00:07:59.000]  但是這個迦南的婦人很有悟性
[00:07:59.000 --> 00:08:02.000]  他就說那個狗的話
[00:08:02.000 --> 00:08:06.000]  在桌子底下也是喫兒女的碎渣子
[00:08:06.000 --> 00:08:09.000]  我不要求跟猶太人一樣
[00:08:09.000 --> 00:08:11.000]  得到神豐富的恩典
[00:08:11.000 --> 00:08:14.000]  我只要神一點點的恩典就夠了
[00:08:14.000 --> 00:08:17.000]  這個就是悟性
[00:08:17.000 --> 00:08:22.000]  他說雖然我不是猶太人
[00:08:22.000 --> 00:08:27.000]  但是我也是神家裏面一個狗一樣的
[00:08:27.000 --> 00:08:30.000]  我可以喫點碎渣子啊
[00:08:30.000 --> 00:08:32.000]  所以耶穌說
[00:08:32.000 --> 00:08:40.000]  這樣的話耶穌就把他女兒身上的鬼趕出去了
[00:08:40.000 --> 00:08:42.000]  所以這個悟性是很重要的
[00:08:42.000 --> 00:08:44.000]  悟性最重要就是
[00:08:44.000 --> 00:08:47.000]  他能夠得到神賜給什麼樣的人呢
[00:08:47.000 --> 00:08:49.000]  是個謙卑的人
[00:08:49.000 --> 00:08:51.000]  他覺得自己不夠的人
[00:08:51.000 --> 00:08:53.000]  神就裝進他
[00:08:53.000 --> 00:08:54.000]  給他悟性
[00:08:54.000 --> 00:08:56.000]  如果以爲自己都有的話
[00:08:56.000 --> 00:08:58.000]  都已經明白了
[00:08:58.000 --> 00:09:01.000]  那他就不會向神求了
[00:09:01.000 --> 00:09:04.000]  那神也沒辦法給他
[00:09:04.000 --> 00:09:06.000]  所以這個求悟性的禱告呢
[00:09:06.000 --> 00:09:09.000]  是一個更深的禱告
[00:09:09.000 --> 00:09:12.000]  所以對神的話的悟性
[00:09:12.000 --> 00:09:14.000]  對神話的認識呢
[00:09:14.000 --> 00:09:17.000]  是來自教導
[00:09:17.000 --> 00:09:20.000]  你經過人家學習教導
[00:09:20.000 --> 00:09:23.000]  那麼也是經歷
[00:09:23.000 --> 00:09:26.000]  你經過一些事情
[00:09:26.000 --> 00:09:28.000]  那你對神的話呢
[00:09:28.000 --> 00:09:31.000]  就更多的瞭解了
[00:09:31.000 --> 00:09:36.000]  那麼這個就是聖靈在我們裏面所做的工作
[00:09:36.000 --> 00:09:40.000]  能夠照亮我們裏面的心思意念
[00:09:40.000 --> 00:09:44.000]  叫我們能夠來明白神的話
[00:09:44.000 --> 00:09:49.000]  所以保羅在給提摩臺說的話也是這樣的
[00:09:49.000 --> 00:09:50.000]  他說
[00:09:50.000 --> 00:09:53.000]  我所說的話你要思想
[00:09:53.000 --> 00:09:57.000]  因爲凡事主必給你聰明
[00:09:57.000 --> 00:09:59.000]  聰明在聖經
[00:09:59.000 --> 00:10:00.000]  這個地方聰明
[00:10:00.000 --> 00:10:02.000]  也就是悟性的意思
[00:10:02.000 --> 00:10:07.000]  所以保羅願意主的話
[00:10:07.000 --> 00:10:12.000]  給提摩臺提多
[00:10:12.000 --> 00:10:21.000]  給提摩臺有更多的悟性
[00:10:21.000 --> 00:10:23.000]  讓他能夠聰明
[00:10:23.000 --> 00:10:30.000]  能夠明白神的意思
[00:10:30.000 --> 00:10:33.000]  從一百六十節
