
[00:00:00.000 --> 00:00:04.000]  上帝我們多謝祢讓我們今天可以手持祢的話語
[00:00:04.000 --> 00:00:06.000]  將祢的話語藏在我們的心裏面
[00:00:06.000 --> 00:00:09.000]  當我們一同敬拜祢的時候
[00:00:09.000 --> 00:00:11.000]  叫我們能夠專注於十字架
[00:00:11.000 --> 00:00:15.000]  仰望那位為我們犧牲的耶穌基督
[00:00:15.000 --> 00:00:17.000]  也讓我們按著祢的話語
[00:00:17.000 --> 00:00:19.000]  我們更多地去認識祢
[00:00:19.000 --> 00:00:20.000]  更多地去追求真理
[00:00:20.000 --> 00:00:24.000]  好讓我們所活出一個合祢心意的生命
[00:00:24.000 --> 00:00:25.000]  讓我們作為一個教會
[00:00:25.000 --> 00:00:29.000]  我們共同地去活出一個教會應當有的位份
[00:00:29.000 --> 00:00:31.000]  就在我們地上為祢造炎造光
[00:00:31.000 --> 00:00:34.000]  履行基督給我們的使命
[00:00:34.000 --> 00:00:35.000]  帶來我們以下的時間
[00:00:35.000 --> 00:00:37.000]  讓我們欣賞祢的話語
[00:00:37.000 --> 00:00:38.000]  讓我們的生命有所改變
[00:00:38.000 --> 00:00:39.000]  聽我們的禱告
[00:00:39.000 --> 00:00:41.000]  是奉靠耶穌基督得勝的明智祈求
[00:00:41.000 --> 00:00:42.000]  阿門
[00:00:42.000 --> 00:00:48.000]  想問問大家一個問題
[00:00:48.000 --> 00:00:52.000]  知不知道剛剛奧斯卡哪一齣電影
[00:00:52.000 --> 00:00:54.000]  拿了最佳電影
[00:00:54.000 --> 00:00:57.000]  有少少印象
[00:00:57.000 --> 00:01:02.000]  如果AV弟兄姐會把麥克風切到這裏
[00:01:02.000 --> 00:01:04.000]  應該就可以展示到
[00:01:04.000 --> 00:01:07.000]  麻煩你
[00:01:07.000 --> 00:01:10.000]  這齣電影《12 Years a Slave》
[00:01:10.000 --> 00:01:13.000]  被奪去12年是基於一本書
[00:01:13.000 --> 00:01:16.000]  這本書的作者是真人真事
[00:01:16.000 --> 00:01:18.000]  講述他自己的經歷
[00:01:18.000 --> 00:01:20.000]  作者叫做Sean Northrop
[00:01:20.000 --> 00:01:22.000]  而拍出這齣電影
[00:01:22.000 --> 00:01:25.000]  是講述一個人他被奪去12年
[00:01:25.000 --> 00:01:27.000]  他本身是一個自由人
[00:01:27.000 --> 00:01:29.000]  但是因著不同的緣故
[00:01:29.000 --> 00:01:31.000]  他成為了一個奴隸
[00:01:31.000 --> 00:01:35.000]  他當時處於一個黑奴年代的美國社會
[00:01:35.000 --> 00:01:37.000]  1851年
[00:01:37.000 --> 00:01:39.000]  他一次出外的時候
[00:01:39.000 --> 00:01:43.000]  他本身是一個自由人的黑人
[00:01:43.000 --> 00:01:46.000]  他是一個頗有名望
[00:01:46.000 --> 00:01:47.000]  有錢
[00:01:47.000 --> 00:01:49.000]  有自己家庭的黑人
[00:01:49.000 --> 00:01:51.000]  但是因為他一次出外的緣故
[00:01:51.000 --> 00:01:53.000]  他不認識那個人
[00:01:53.000 --> 00:01:56.000]  被那個人用了藥把他弄暈之後
[00:01:56.000 --> 00:01:58.000]  就把他當成一個奴隸
[00:01:58.000 --> 00:02:00.000]  賣了出去
[00:02:00.000 --> 00:02:02.000]  在當時奴隸的社會
[00:02:02.000 --> 00:02:03.000]  你做一個奴隸
[00:02:03.000 --> 00:02:07.000]  你是完完全全沒有自己生命的主權
[00:02:07.000 --> 00:02:09.000]  你是一個附屬品
[00:02:09.000 --> 00:02:11.000]  是屬於你的主人
[00:02:11.000 --> 00:02:13.000]  而那個主人怎樣對待你
[00:02:13.000 --> 00:02:15.000]  你都是完全沒有辦法可以控制
[00:02:15.000 --> 00:02:16.000]  你只能夠馴服
[00:02:16.000 --> 00:02:17.000]  如果不是
[00:02:17.000 --> 00:02:19.000]  就是受苦和死
[00:02:19.000 --> 00:02:21.000]  當時男的奴隸
[00:02:21.000 --> 00:02:23.000]  很多時候要做苦工
[00:02:23.000 --> 00:02:25.000]  也都是隨時被鞭打
[00:02:25.000 --> 00:02:27.000]  女的可能是做家用
[00:02:27.000 --> 00:02:29.000]  也都會在田裡做一些辛苦的事
[00:02:29.000 --> 00:02:33.000]  也都常常被主人欺壓
[00:02:33.000 --> 00:02:35.000]  甚至乎強姦
[00:02:35.000 --> 00:02:37.000]  主人強姦女僕人的時候
[00:02:37.000 --> 00:02:39.000]  主妹又會妒忌
[00:02:39.000 --> 00:02:41.000]  然後又會殘待他
[00:02:41.000 --> 00:02:43.000]  是一件很淒涼的事情
[00:02:43.000 --> 00:02:45.000]  而在電影裡面
[00:02:45.000 --> 00:02:51.000]  導演很有技巧的將你感受到
[00:02:51.000 --> 00:02:53.000]  一開始被人剝削之後
[00:02:53.000 --> 00:02:55.000]  為什麼無端端鎖著一條鏈子
[00:02:55.000 --> 00:02:56.000]  拉我去賣
[00:02:56.000 --> 00:02:58.000]  那種憤怒
[00:02:58.000 --> 00:03:00.000]  想反抗
[00:03:00.000 --> 00:03:01.000]  到慢慢
[00:03:01.000 --> 00:03:03.000]  你發覺是不能反抗的
[00:03:03.000 --> 00:03:05.000]  反抗就是死的
[00:03:05.000 --> 00:03:07.000]  那種恐懼滲入你的內心
[00:03:07.000 --> 00:03:09.000]  然後去到一個地步
[00:03:09.000 --> 00:03:11.000]  是絕望的
[00:03:11.000 --> 00:03:13.000]  只能夠承認就是這樣
[00:03:13.000 --> 00:03:15.000]  就終此一生
[00:03:15.000 --> 00:03:16.000]  在電影裡面
[00:03:16.000 --> 00:03:17.000]  他能夠平反
[00:03:17.000 --> 00:03:19.000]  而真實殊榮都是唯一的一個原因
[00:03:19.000 --> 00:03:21.000]  因為他本身是一個自由人
[00:03:21.000 --> 00:03:24.000]  以致他有人幫他的時候
[00:03:24.000 --> 00:03:25.000]  去證明了他的身份
[00:03:25.000 --> 00:03:27.000]  讓他十二年之後
[00:03:27.000 --> 00:03:29.000]  他能夠重返自由
[00:03:29.000 --> 00:03:31.000]  回到家園裡面
[00:03:31.000 --> 00:03:33.000]  但是其他的黑奴是沒有的
[00:03:33.000 --> 00:03:35.000]  是一世就是這樣
[00:03:35.000 --> 00:03:37.000]  是一個很哀傷的事實
[00:03:37.000 --> 00:03:39.000]  在人類歷史裡面
[00:03:39.000 --> 00:03:41.000]  竟然有人可以這麼無人道地
[00:03:41.000 --> 00:03:43.000]  這樣去對待其他人
[00:03:43.000 --> 00:03:45.000]  你可能會想
[00:03:45.000 --> 00:03:47.000]  給了我一定不會
[00:03:47.000 --> 00:03:49.000]  但是另一件很哀傷的事情是什麼呢?
[00:03:49.000 --> 00:03:51.000]  就是當時
[00:03:51.000 --> 00:03:53.000]  很多的基督徒
[00:03:53.000 --> 00:03:55.000]  都當這個是一個
[00:03:55.000 --> 00:03:57.000]  很平常的事情
[00:03:57.000 --> 00:03:59.000]  這班基督徒
[00:03:59.000 --> 00:04:01.000]  他們可能和你和我們一樣
[00:04:01.000 --> 00:04:03.000]  都是每個禮拜去崇拜聚會
[00:04:03.000 --> 00:04:05.000]  都會有自己讀經
[00:04:05.000 --> 00:04:07.000]  靈修禱告的時間
[00:04:07.000 --> 00:04:09.000]  他們都相信
[00:04:09.000 --> 00:04:11.000]  耶穌是從死裡復活的救主
[00:04:11.000 --> 00:04:13.000]  但是同樣的
[00:04:13.000 --> 00:04:15.000]  他們也仍然這樣對待這班黑奴
[00:04:15.000 --> 00:04:17.000]  當中有不少主人
[00:04:17.000 --> 00:04:19.000]  都會向那些黑奴讀聖經
[00:04:19.000 --> 00:04:21.000]  告訴他們
[00:04:21.000 --> 00:04:23.000]  上帝愛你 耶穌愛你
[00:04:23.000 --> 00:04:25.000]  但是他們仍然當他們是奴隸
[00:04:25.000 --> 00:04:29.000]  他們面對著一個
[00:04:29.000 --> 00:04:31.000]  他們自己看不到的盲點
[00:04:31.000 --> 00:04:33.000]  當時的基督徒
[00:04:33.000 --> 00:04:35.000]  看不到他們所做的事情
[00:04:35.000 --> 00:04:37.000]  並不合乎上帝的心意
[00:04:37.000 --> 00:04:39.000]  頂智媒
[00:04:39.000 --> 00:04:41.000]  這是很可怕的事情
[00:04:41.000 --> 00:04:43.000]  今天
[00:04:43.000 --> 00:04:45.000]  我們會不會
[00:04:45.000 --> 00:04:47.000]  有些事情我們看不到
[00:04:47.000 --> 00:04:49.000]  今天在這個世代
[00:04:49.000 --> 00:04:51.000]  我們作為一個信徒
[00:04:51.000 --> 00:04:53.000]  我們有沒有盲點
[00:04:53.000 --> 00:04:55.000]  我們看不到一些事情
[00:04:55.000 --> 00:04:57.000]  原來我們沒有做
[00:04:57.000 --> 00:04:59.000]  或者我們正在做的
[00:04:59.000 --> 00:05:01.000]  是不合乎上帝的
[00:05:01.000 --> 00:05:03.000]  今天我們的社會應該不會有
[00:05:03.000 --> 00:05:05.000]  那個年代的黑奴
