
[00:00:00.000 --> 00:00:02.120]  如此我信
[00:00:02.120 --> 00:00:04.440]  大家可能已經留意到
[00:00:04.440 --> 00:00:07.000]  我們這個主題裏面
[00:00:07.000 --> 00:00:11.640]  我們是採用《司徒信經》作爲我們的藍本
[00:00:11.640 --> 00:00:18.040]  和大家分享基督教的基要信仰
[00:00:18.040 --> 00:00:19.880]  如果我們在座裏面
[00:00:19.880 --> 00:00:23.480]  有贈信會的基督徒在的時候
[00:00:23.480 --> 00:00:26.680]  可能你們心裏不知道有沒有這樣的疑問
[00:00:26.680 --> 00:00:28.880]  「牧師,我們不是贈信會嗎?」
[00:00:28.880 --> 00:00:32.160]  爲什麼我們不用贈信會的信仰與信息
[00:00:32.160 --> 00:00:34.680]  Baptist Faith and Messengers
[00:00:34.680 --> 00:00:38.880]  而要用Apostle Creek 《司徒信經》呢?
[00:00:38.880 --> 00:00:41.160]  知道爲什麼贈信會會問這個問題嗎?
[00:00:41.160 --> 00:00:42.840]  如果你贈信會是基督徒的話
[00:00:42.840 --> 00:00:45.440]  因爲贈信會有一句話
[00:00:45.440 --> 00:00:46.840]  其實不僅是贈信會
[00:00:46.840 --> 00:00:52.520]  所有基督派的基督徒都會這樣想的
[00:00:52.520 --> 00:00:55.360]  No Creek, only Bible
[00:00:55.360 --> 00:00:58.040]  沒有信經,只有聖經
[00:00:58.040 --> 00:00:59.440]  有沒有聽過?
[00:00:59.440 --> 00:01:01.720]  No Creek, only Bible
[00:01:01.720 --> 00:01:06.440]  沒有信經,只有聖經
[00:01:06.440 --> 00:01:09.200]  首先我要表明
[00:01:09.200 --> 00:01:10.800]  其實大家知道我們是贈信會
[00:01:10.800 --> 00:01:14.280]  我一直以來都是贈信會的牧師
[00:01:14.280 --> 00:01:17.560]  當然在贈信會的歷史當中
[00:01:17.560 --> 00:01:21.880]  有一些令我感到很痛心
[00:01:21.880 --> 00:01:25.440]  很難過的事情曾經發生
[00:01:25.440 --> 00:01:32.360]  譬如說教會的政治導致中派的分裂
[00:01:32.360 --> 00:01:34.920]  令我感到很難過
[00:01:34.920 --> 00:01:38.440]  爲什麼我還要做贈信會的牧師呢?
[00:01:38.440 --> 00:01:39.680]  因爲與此同時
[00:01:39.680 --> 00:01:41.960]  如果觀看教會的歷史
[00:01:41.960 --> 00:01:44.640]  贈信會在教會歷史當中
[00:01:44.640 --> 00:01:48.520]  是一個最堅守聖經信仰
[00:01:48.520 --> 00:01:51.600]  把聖經的真理儘量
[00:01:51.600 --> 00:01:52.320]  除非你不知道
[00:01:52.320 --> 00:01:58.360]  否則要實踐出來的基督徒團體
[00:01:58.360 --> 00:02:01.280]  我相信因爲這樣的緣故
[00:02:01.280 --> 00:02:03.520]  所以如果你在研究教會歷史的時候
[00:02:03.520 --> 00:02:06.400]  你會發覺在衆多宗派當中
[00:02:06.400 --> 00:02:10.680]  贈信會基督徒所受到的迫害是最多的
[00:02:10.680 --> 00:02:18.560]  很多宣教士爲了要持守自己的信仰而犧牲
[00:02:18.560 --> 00:02:20.360]  但因爲這樣的緣故
[00:02:20.360 --> 00:02:23.640]  我們又看到神有了贈信會
[00:02:23.640 --> 00:02:25.720]  特別是美南贈信會里面
[00:02:25.720 --> 00:02:29.280]  在全美國有四萬六千多間教會
[00:02:29.280 --> 00:02:31.680]  我相信全世界
[00:02:31.680 --> 00:02:32.920]  我不是說全美國
[00:02:32.920 --> 00:02:34.360]  全世界
[00:02:34.360 --> 00:02:36.680]  沒有任何一個福音機構
[00:02:36.680 --> 00:02:42.560]  有超過三千六百個海外宣教士
[00:02:42.560 --> 00:02:43.600]  不單如此
[00:02:43.600 --> 00:02:48.720]  還有五千二百六十幾個國內宣教士
[00:02:48.720 --> 00:02:51.360]  我相信世界上沒有任何一個福音機構
[00:02:51.360 --> 00:02:54.720]  有這麼多全職宣教士
[00:02:54.720 --> 00:02:58.000]  將福音帶到全世界每一個地方
[00:02:58.000 --> 00:03:01.280]  所以我是贈信會的牧師
[00:03:01.280 --> 00:03:03.400]  我都很proud to be a Baptist
[00:03:03.400 --> 00:03:08.520]  因爲神使用贈信會做了很多偉大奇妙的工作
[00:03:08.520 --> 00:03:11.680]  但爲什麼我不用這個Baptist Faith and Messengers
[00:03:11.680 --> 00:03:14.720]  贈信會的信仰與信息
[00:03:14.720 --> 00:03:16.840]  爲什麼我不用呢
[00:03:16.840 --> 00:03:20.040]  因爲贈信會一直以來都是很強調
[00:03:20.040 --> 00:03:23.360]  要實踐聖經信仰的一個基督徒團體
[00:03:23.360 --> 00:03:25.880]  所以如果上網查一查
[00:03:25.880 --> 00:03:29.000]  Baptist Faith and Messengers
[00:03:29.000 --> 00:03:32.080]  除了教義之外
[00:03:32.080 --> 00:03:36.520]  還會講到宣教與全福音
[00:03:36.520 --> 00:03:38.000]  基督教教育
[00:03:38.000 --> 00:03:39.880]  戰爭與和平
[00:03:39.880 --> 00:03:41.920]  基督徒與社會秩序
[00:03:41.920 --> 00:03:43.000]  家庭
[00:03:43.000 --> 00:03:49.440]  和信仰自由一類的信念和信息
[00:03:49.440 --> 00:03:50.800]  一大堆的
[00:03:50.800 --> 00:03:55.560]  所以如果我要根據贈信會的
[00:03:55.560 --> 00:03:57.120]  Baptist Faith and Messengers
[00:03:57.120 --> 00:03:58.880]  去講這個講道系列的話
[00:03:58.880 --> 00:04:00.440]  可以講一年都講不完
[00:04:00.440 --> 00:04:04.520]  因爲它是一個很強調實踐信仰的
[00:04:04.520 --> 00:04:07.760]  一羣基督徒的團體
[00:04:07.760 --> 00:04:09.280]  那麼仕途信經
[00:04:09.280 --> 00:04:10.800]  爲什麼我採用呢
[00:04:10.800 --> 00:04:13.680]  第一,Across the board很多Evangelicals都相信
[00:04:13.680 --> 00:04:16.600]  這個信經的內容
[00:04:16.600 --> 00:04:17.640]  簡單
[00:04:17.640 --> 00:04:18.520]  容易記
[00:04:18.520 --> 00:04:20.000]  你很容易可以告訴別人
[00:04:20.000 --> 00:04:21.240]  到底你信什麼
[00:04:21.240 --> 00:04:21.880]  OK
[00:04:21.880 --> 00:04:23.120]  這個最重要
[00:04:23.120 --> 00:04:24.080]  很多時候基督徒
[00:04:24.080 --> 00:04:25.720]  你信耶穌嗎?你信什麼?
[00:04:25.720 --> 00:04:26.640]  講不到給你聽
[00:04:26.640 --> 00:04:27.800]  那就信耶穌吧
[00:04:27.800 --> 00:04:29.160]  那什麼叫信耶穌
[00:04:29.160 --> 00:04:31.080]  講來就信耶穌吧
