
[00:00:00.000 --> 00:00:02.000]  主內平安
[00:00:02.000 --> 00:00:05.000]  我們今天一同來到神的面前
[00:00:05.000 --> 00:00:07.000]  來學習祂的話
[00:00:07.000 --> 00:00:10.000]  今天我們的題目呢
[00:00:10.000 --> 00:00:16.000]  還是上次一個系列中間的第三部分
[00:00:16.000 --> 00:00:19.000]  從罪都釋放的第三部分
[00:00:19.000 --> 00:00:20.000]  題目就是
[00:00:20.000 --> 00:00:24.000]  罪的詮釋就是律法
[00:00:24.000 --> 00:00:27.000]  罪的詮釋就是律法
[00:00:27.000 --> 00:00:32.000]  羅馬書第七章的內容
[00:00:32.000 --> 00:00:35.000]  我們一起先有個禱告
[00:00:35.000 --> 00:00:37.000]  愛我們的主耶穌基督
[00:00:37.000 --> 00:00:39.000]  我們的父神
[00:00:39.000 --> 00:00:41.000]  我們來到祢面前
[00:00:41.000 --> 00:00:43.000]  一同來學習祢的話
[00:00:43.000 --> 00:00:46.000]  說求祢與我們同在
[00:00:46.000 --> 00:00:49.000]  聖靈運行在我們當中
[00:00:49.000 --> 00:00:53.000]  當你把你的話語打開的時候
[00:00:53.000 --> 00:00:55.000]  我們就看到亮光
[00:00:55.000 --> 00:00:57.000]  就能明白正理
[00:00:57.000 --> 00:01:01.000]  就能跟隨祢走祢所預備的路
[00:01:01.000 --> 00:01:03.000]  我們感謝祢
[00:01:03.000 --> 00:01:06.000]  我們把下面的時間交托給祢
[00:01:06.000 --> 00:01:08.000]  願祢與我們同在
[00:01:08.000 --> 00:01:10.000]  奉耶穌基督的名禱告
[00:01:10.000 --> 00:01:13.000]  阿門
[00:01:13.000 --> 00:01:16.000]  今天我們的題目就是
[00:01:16.000 --> 00:01:17.000]  大題目就是
[00:01:17.000 --> 00:01:22.000]  從罪得釋放的第三部分
[00:01:22.000 --> 00:01:25.000]  從罪得釋放的第三部分
[00:01:25.000 --> 00:01:26.000]  題目就是
[00:01:26.000 --> 00:01:30.000]  罪的詮釋就是律法
