
[00:00:00.000 --> 00:00:07.400]  基於昨日的經文提到,神對人所發的恩情,給我們的安慰和激勵。
[00:00:07.400 --> 00:00:12.400]  昨天經文提到,神對人發出恩情的安慰話語帶來激勵,
[00:00:12.400 --> 00:00:18.600]  使我們縱然在困境、逆境之中,都能得到鼓舞和希望。
[00:00:18.600 --> 00:00:23.600]  縱然在困擾、逆境當中,我們仍然得到鼓舞和希望。
[00:00:23.600 --> 00:00:36.200]  先知提出了一個果孝,就是神會在我們的身上做一件新事,
[00:00:36.200 --> 00:00:50.400]  祂要我們忘記過去的問題,意思是要我們在思想上做一個調整,做一個更新,做一個革新。
[00:00:50.400 --> 00:01:04.000]  神不單單是舊時代的神,神是超越時空的,超越時間和空間。
[00:01:04.000 --> 00:01:09.800]  祂沒有新舊之分,我們就有新舊之分。
[00:01:09.800 --> 00:01:25.000]  所以神是讓我們看到,祂要永遠向前推向一個劃時代創造的新事情的一位神。
[00:01:25.000 --> 00:01:38.200]  所以第十九節說:我要作一件新事,如今要顯明,你們豈不知道嗎?
[00:01:38.200 --> 00:01:45.400]  根據英文的NIV的譯本和中文的新譯本,它的翻譯是怎樣呢?
[00:01:45.400 --> 00:01:56.400]  它說:我正作一件新事,如今已經發生了,難道你們不知道嗎?
[00:01:56.400 --> 00:02:09.600]  參考其他的翻譯版本,說:我正行一件新事,如今已經在發生,難道你們不知道嗎?
[00:02:09.600 --> 00:02:13.800]  新事正在進行,你們難道不知道嗎?
[00:02:13.800 --> 00:02:18.400]  已經發生了,不過你們不覺察,好像不知道一樣。
[00:02:18.400 --> 00:02:21.400]  新事已經發生,但你們並沒有發覺,好像不知道。
[00:02:21.400 --> 00:02:30.800]  所以二十節說:我必在曠野開道路,我必在沙漠中開江河。
[00:02:30.800 --> 00:02:42.400]  使曠野有水,使沙漠有河,展開一個全新境界的局面。
[00:02:42.400 --> 00:02:47.600]  基本上可以說是很艱鉅的,從人的角度來看。
[00:02:47.600 --> 00:02:56.800]  但是從神的角度來看,畢竟是可以展開的,可以算是一個神蹟。
[00:02:56.800 --> 00:03:08.600]  這裡提到水和河,有時候都很特別的,昨天我們提到水是威脅性的,
[00:03:08.600 --> 00:03:15.000]  沖來的時候是會將我們摧毀的,但是我們現在都很渴水,
[00:03:15.000 --> 00:03:18.200]  尤其是這麼熱的天氣,我一定要喝點水。
[00:03:18.200 --> 00:03:21.600]  我們講完,主席個個都要喝點水才上來。
[00:03:21.600 --> 00:03:27.400]  但我們知道生命是需要水的,我們在炎熱的天氣,大家都需要水。
[00:03:27.400 --> 00:03:32.200]  除了解渴之外,就是表徵了一種生命的盼望。
[00:03:32.200 --> 00:03:34.200]  水也表徵了生命的盼望。
[00:03:34.200 --> 00:03:38.000]  所以耶穌昨晚在伊用《約翰福音》第四章說:
[00:03:38.000 --> 00:03:41.400]  生命的活水賜給那個撒邁尼亞的婦人。
[00:03:41.400 --> 00:03:46.400]  所以昨天晚上,蔡依用《約翰福音》第四章提到,活水賜給撒邁尼亞的婦人。
[00:03:46.400 --> 00:03:50.800]  現在神說這番話,其實是要等待以色列百姓,
[00:03:50.800 --> 00:03:55.600]  他們去期待一個新的願景必然的出現。
[00:03:55.600 --> 00:04:00.800]  神提到這番話,是希望以色列百姓期待一個新的願境的出現。
[00:04:00.800 --> 00:04:08.800]  所以以色列在這裡應許說,你們雖然陷在深水火熱之中,但是我會給你們希望。
[00:04:08.800 --> 00:04:13.600]  以色列有一個應許,以色列民眾雖然在水深火熱,但他們還是有希望的。
[00:04:13.600 --> 00:04:16.600]  就是說在沉重的現實的生活裡面,
[00:04:16.600 --> 00:04:24.200]  神永遠給人一些期待、希望的願景,讓我們往前有力的走。
[00:04:24.200 --> 00:04:30.000]  在沉重的事實當中,神永遠帶給我們前面的願景,讓我們有力量繼續行走。
[00:04:30.000 --> 00:04:35.600]  不過在未來新事之前,我們首先要面對的就是過去的事情。
[00:04:35.600 --> 00:04:39.800]  但發生新事之前,我們先學會面對過去。
[00:04:39.800 --> 00:04:44.000]  但是神說,你先了結那些舊事。
[00:04:44.000 --> 00:04:46.200]  神告訴我們要先了結舊事。
[00:04:46.200 --> 00:04:50.200]  不要將那些舊的事情經常纏繞著你,你要先了結它,
[00:04:50.200 --> 00:04:53.600]  才向前面有新事發生在你的身上。
[00:04:53.600 --> 00:04:58.200]  不要老是被舊事、往事來糾纏,放下才能夠繼續向前。
[00:04:58.200 --> 00:05:04.200]  所以經文就說,你們不要追念從前的事,也不要時時思想古時的事。
[00:05:04.200 --> 00:05:08.400]  你們不要追念從前的事,也不要時時思想古時的事。
[00:05:08.400 --> 00:05:12.600]  《女正宗》的譯本說,你們不要懷念以前的事,
[00:05:12.600 --> 00:05:15.200]  往古的事,也不要思想。
[00:05:15.200 --> 00:05:21.200]  你根本就要斷絕這種只是望過去,不看前面。
[00:05:21.200 --> 00:05:23.800]  《女正宗》一本說,你們不要懷念先前的事,
[00:05:23.800 --> 00:05:28.600]  往古的事,也不要思想,就是要跟過去斷絕,我們要學習向前看。
[00:05:28.600 --> 00:05:31.200]  到底神說什麼叫先前,什麼叫古時?
[00:05:31.200 --> 00:05:32.800]  什麼叫先前,什麼叫古時?
[00:05:32.800 --> 00:05:37.800]  就是指過往歷史,神在子民身上所作過的一些事情。
[00:05:37.800 --> 00:05:40.400]  就是過去歷史,神在子民身上做的事情。
[00:05:40.400 --> 00:05:46.100]  尤其是拯救他們,從法老剛硬的那種逼迫的政策裏面,
[00:05:46.100 --> 00:05:48.800]  將他們救出來,離開埃及。
[00:05:48.800 --> 00:05:53.000]  特別是提到拯救他們脫離法老的綱印,帶領他們離開埃及。
[00:05:53.000 --> 00:05:54.800]  在舊約的聖經裏面,特別是詩篇,
[00:05:54.800 --> 00:06:00.100]  很多時候都講回這件神拯救歷史的救濟。
[00:06:00.100 --> 00:06:04.400]  舊約當中,特別是詩篇,常常提到神拯救以色列人的往事。
[00:06:04.400 --> 00:06:10.300]  目的是要確認神的子民,你們是被拯救過的。
[00:06:10.300 --> 00:06:13.600]  確定神的子民,你們已經被拯救過。
[00:06:13.600 --> 00:06:19.200]  既然以前被拯救過,雖然你們在被擄的環境裏面,
[00:06:19.200 --> 00:06:26.000]  你們不要忘記,我過去能夠拯救,將來都能夠拯救,現今都能夠拯救的。
[00:06:26.000 --> 00:06:29.500]  在目前被擄的環境裏面,不要忘記,過去能夠拯救,
[00:06:29.500 --> 00:06:31.800]  現在,將來同樣可以拯救。
[00:06:31.800 --> 00:06:36.100]  所以換句話說,神是要提醒他們,暗示他們,
[00:06:36.100 --> 00:06:39.100]  將你們的眼光看前一點。
[00:06:39.100 --> 00:06:42.800]  神在提醒,也暗示他們把目光往前挪。
[00:06:42.800 --> 00:06:46.600]  所以第十九節說,我要幫你們做一件新事了。
[00:06:46.600 --> 00:06:48.700]  十九節說,我要幫助你們做一件新事。
[00:06:48.700 --> 00:06:55.200]  經文的背景是反映猶太的子民仍然在巴比倫的逆境的情況底下。
[00:06:55.200 --> 00:06:58.500]  背景是猶大子民仍然在巴比倫被擄的情況下。
[00:06:58.500 --> 00:07:01.800]  他們經過一段很長的日子,好像沒有什麼希望。
[00:07:01.800 --> 00:07:04.200]  他們經過了漫長的日子,看不到希望。
[00:07:04.200 --> 00:07:07.400]  他們期待神的拯救,但好像還沒有來到。
[00:07:07.400 --> 00:07:09.300]  期待神的拯救,但還沒有來到。
[00:07:09.300 --> 00:07:14.100]  以致他們慢慢開始有些懷疑之外,也都有想放棄的心態。
[00:07:14.100 --> 00:07:16.100]  他們開始懷疑,也有所放棄。
[00:07:16.100 --> 00:07:18.700]  內心充滿了埋怨,憤世嫉俗。
[00:07:18.700 --> 00:07:21.200]  內心有埋怨,憤世習俗。
[00:07:21.200 --> 00:07:26.600]  這個是不是反映我們很多基督徒人生裏面的一種真情呢?
[00:07:26.600 --> 00:07:29.700]  這是否也反映了基督徒人生裏面真實的面貌呢?
[00:07:29.700 --> 00:07:36.300]  這個真面貌,等候很久,但好像神沒有什麼行動。
[00:07:36.300 --> 00:07:39.000]  我們等候很久了,但神還沒有行動。
[00:07:39.000 --> 00:07:43.300]  好像也沒有疏解我們當前的一些具體的問題。
[00:07:43.300 --> 00:07:45.400]  一直沒有紓解我們當前的問題。
[00:07:45.400 --> 00:07:47.300]  所以我們很多時候都埋怨起來。
[00:07:47.300 --> 00:07:48.400]  我們常常會埋怨。
[00:07:48.400 --> 00:07:49.600]  甚至放棄。
[00:07:49.600 --> 00:07:50.300]  甚至放棄。
[00:07:50.300 --> 00:07:51.800]  甚至離開信仰。
[00:07:51.800 --> 00:07:52.500]  離開了信仰。
[00:07:52.500 --> 00:07:53.600]  不回教會。
[00:07:53.600 --> 00:07:54.500]  不再回到教堂。
[00:07:54.500 --> 00:07:57.300]  很多基督徒仍然好像神像一樣的。
[00:07:57.300 --> 00:08:00.300]  神不答應他們的話,他們就開始說:
[00:08:00.300 --> 00:08:03.200]  「我不回教會了。」
[00:08:03.200 --> 00:08:05.300]  很多基督徒就像小孩一樣,
[00:08:05.300 --> 00:08:07.700]  神不答應他們的要求,他們就發脾氣說:
[00:08:07.700 --> 00:08:09.000]  「我不再回教會了。」
[00:08:09.000 --> 00:08:10.300]  我想問一下在上東,
[00:08:10.300 --> 00:08:13.700]  你曾經離開過教會的一段日子的人有沒有?
[00:08:13.700 --> 00:08:14.900]  曾經離開過教會的人有沒有?
[00:08:14.900 --> 00:08:16.000]  有啦!
[00:08:16.000 --> 00:08:17.800]  是不是?我講得沒錯的。
[00:08:17.800 --> 00:08:18.600]  說得沒錯。
[00:08:18.600 --> 00:08:20.300]  你仍然是一個神像來的。
[00:08:20.300 --> 00:08:24.200]  有些事情答不應得到,有些現實不在你的眼前。
[00:08:24.200 --> 00:08:25.500]  應驗的時候你就覺得:
[00:08:25.500 --> 00:08:28.100]  「這個神也不靈驗的。」
[00:08:28.100 --> 00:08:29.900]  你像小孩子一樣,
[00:08:29.900 --> 00:08:31.000]  神不答應你的事情,
[00:08:31.000 --> 00:08:33.300]  你就覺得神是不靈驗的,我就走。
[00:08:33.300 --> 00:08:35.100]  特別去年所發生的一些事情,
[00:08:35.100 --> 00:08:38.400]  年輕人尤其是見到花了這麼多氣力做這麼多事情,
[00:08:38.400 --> 00:08:40.900]  但是沒有結果。
[00:08:40.900 --> 00:08:42.600]  又像去年發生的大事,
[00:08:42.600 --> 00:08:45.100]  很多年輕人參與了、努力了那麼久,
[00:08:45.100 --> 00:08:46.800]  但看來完全沒有結果。
[00:08:46.800 --> 00:08:49.400]  所以就開始灰心,開始離開教會。
[00:08:49.400 --> 00:08:51.300]  開始灰心了,離開教會了。
[00:08:51.300 --> 00:08:56.100]  今天做青年工作最難的就是年輕人面對這個現實,
[00:08:56.100 --> 00:08:58.300]  看不到神立刻的工作,
[00:08:58.300 --> 00:09:02.100]  他們就用腳來投票離開教會。
[00:09:02.100 --> 00:09:04.100]  今天青少年工作一個大難題,
[00:09:04.100 --> 00:09:07.500]  就是他們看不到神在現實裡歷史的參與的時候,
[00:09:07.500 --> 00:09:08.900]  就用腳來投票離開教會。
[00:09:08.900 --> 00:09:11.800]  我巴不得今天在所有中學裡面,
[00:09:11.800 --> 00:09:17.100]  會場裡面的年輕的聽眾和現場的所有廣播站聽清楚。
[00:09:17.100 --> 00:09:18.500]  我希望今天在轉播站,
[00:09:18.500 --> 00:09:20.100]  特別中學的那些年輕人,
[00:09:20.100 --> 00:09:22.200]  還有在場的每一個都聽清楚。
[00:09:22.200 --> 00:09:26.200]  不等於我們現在不能夠成就的事,
[00:09:26.200 --> 00:09:28.000]  不等於將來不會發生的。
[00:09:28.000 --> 00:09:31.200]  現在不能成就的,不是說將來不能發生。
[00:09:31.200 --> 00:09:34.900]  我第一天已經說人是很有限的,非常脆弱的。
[00:09:34.900 --> 00:09:36.900]  第一天已經說人是有限的脆弱的。
[00:09:36.900 --> 00:09:39.400]  你看到歷史裡面神做工作,
[00:09:39.400 --> 00:09:41.600]  一個一個的某一些國家,
[00:09:41.600 --> 00:09:43.900]  某一些國家就轉換另一個國家,
[00:09:43.900 --> 00:09:45.300]  又下台又下台。
[00:09:45.300 --> 00:09:47.300]  你看到這個是上帝的作為來的。
[00:09:47.300 --> 00:09:49.000]  我們看到神的工作歷史上,
[00:09:49.000 --> 00:09:50.300]  不同帝國的清衰,
[00:09:50.300 --> 00:09:51.600]  完全是神的作為。
[00:09:51.600 --> 00:09:53.600]  我不講太多,因為這個太敏感了。
[00:09:53.600 --> 00:09:55.600]  不講太多,非常敏感。
[00:09:55.600 --> 00:09:57.800]  不過你會看到四十章第二十七節,
[00:09:57.800 --> 00:10:01.600]  正擺盼望落空這種心境描述出來。
[00:10:01.600 --> 00:10:03.000]  四十章的二十七節,
[00:10:03.000 --> 00:10:05.100]  描繪了這種盼望落空的心境。
[00:10:05.100 --> 00:10:08.100]  你們看回前面就可以了。
[00:10:08.100 --> 00:10:11.300]  「雅各阿里為何殊,以色列阿里為何然,
[00:10:11.300 --> 00:10:13.900]  我的道路耶和隱藏,
[00:10:13.900 --> 00:10:17.800]  我的冤屈神並不查問。」
[00:10:17.800 --> 00:10:19.200]  一直在埋怨神。
[00:10:19.200 --> 00:10:20.300]  這裡是埋怨的。
[00:10:20.300 --> 00:10:22.900]  「雅各阿里為何殊,以色列阿里為何然,
[00:10:22.900 --> 00:10:24.600]  我的道路耶和隱藏,
[00:10:24.600 --> 00:10:26.200]  我的冤屈神並不查問。」
[00:10:26.200 --> 00:10:29.200]  現在先知正面答覆他們,
[00:10:29.200 --> 00:10:30.300]  你不要埋怨,
[00:10:30.300 --> 00:10:32.400]  我要為你做一件新事。
[00:10:32.400 --> 00:10:33.500]  先知給了答覆,
[00:10:33.500 --> 00:10:34.600]  你們不要埋怨,
[00:10:34.600 --> 00:10:36.000]  神要給你們做一件新事。
[00:10:36.000 --> 00:10:39.500]  這個新事就是指從巴比倫經過曠野,
[00:10:39.500 --> 00:10:41.700]  進入耶路撒冷之路。
[00:10:41.700 --> 00:10:44.800]  這新事就是指離開巴比倫經過曠野,
