
[00:00:00.000 --> 00:00:03.000]  記得我都提過一下
[00:00:03.000 --> 00:00:06.000]  每逢主餐的禮拜
[00:00:06.000 --> 00:00:11.000]  我講的訊息都會跟教會的主題有關
[00:00:11.000 --> 00:00:16.000]  所以在上一個月的二月的主餐禮拜
[00:00:16.000 --> 00:00:21.000]  我就講了一篇是關於我們跟神的關係
[00:00:21.000 --> 00:00:24.000]  相信大家都有印象
[00:00:24.000 --> 00:00:28.000]  仰望我主之道的上篇
[00:00:28.000 --> 00:00:32.000]  不知道大家還記不記得那個分題
[00:00:32.000 --> 00:00:36.000]  切勿遠離神
[00:00:36.000 --> 00:00:41.000]  上篇是講到切勿遠離神
[00:00:41.000 --> 00:00:46.000]  這個是從一個消極的層面講到神人的關係
[00:00:46.000 --> 00:00:51.000]  而今天我們將會從一個正面積極的層面
[00:00:51.000 --> 00:00:53.000]  講到神人的關係
[00:00:53.000 --> 00:00:58.000]  而這個神人的關係是強調我們要什麼呢?
[00:00:58.000 --> 00:01:02.000]  總要親近神
[00:01:02.000 --> 00:01:08.000]  切勿遠離神是一個消極反面的層次去思考反省
[00:01:08.000 --> 00:01:11.000]  但是我們不只是停在這裡
[00:01:11.000 --> 00:01:15.000]  當講到我們怎樣有健康的生命
[00:01:15.000 --> 00:01:18.000]  怎樣有健康的教會的時候
[00:01:18.000 --> 00:01:22.000]  神人的關係是最首要
[00:01:22.000 --> 00:01:27.000]  所以第一是我們一起去反思我們的靈命與神的關係
[00:01:27.000 --> 00:01:30.000]  這個是一個上向的層面
[00:01:30.000 --> 00:01:32.000]  是一個仰望的層面
[00:01:32.000 --> 00:01:34.000]  除了我們說不要遠離神之外
[00:01:34.000 --> 00:01:36.000]  我們應該怎樣呢?
[00:01:36.000 --> 00:01:38.000]  今天我們就去思想
[00:01:38.000 --> 00:01:41.000]  我們應該要親近神
[00:01:41.000 --> 00:01:43.000]  這個是很重要的
[00:01:43.000 --> 00:01:46.000]  在上一次的訊息裡邊
[00:01:46.000 --> 00:01:50.000]  我亦都提了有四種的情景
[00:01:50.000 --> 00:01:53.000]  我們是應該要遠離的
[00:01:53.000 --> 00:01:56.000]  這些都是神人關係不理想的
[00:01:56.000 --> 00:01:59.000]  我們要將它成為尷尬
[00:01:59.000 --> 00:02:03.000]  讓我們的生命不要墮入在這些情景
[00:02:03.000 --> 00:02:06.000]  我不知道大英哲會還記不記得呢?
[00:02:06.000 --> 00:02:09.000]  譬如說心中沒有神
[00:02:09.000 --> 00:02:11.000]  這個不是我們要的
[00:02:11.000 --> 00:02:13.000]  設法躲避神
[00:02:13.000 --> 00:02:15.000]  亦都不是我們要的
[00:02:15.000 --> 00:02:18.000]  表面討好神
[00:02:18.000 --> 00:02:20.000]  都不是我們要的
[00:02:20.000 --> 00:02:23.000]  惡意的敵黨神
[00:02:23.000 --> 00:02:25.000]  更加不是我們要的
[00:02:25.000 --> 00:02:27.000]  所以這些都是我們需要反思
[00:02:27.000 --> 00:02:30.000]  我們不要墮入在這些陷阱裡邊
[00:02:30.000 --> 00:02:31.000]  但是大英姐妹
[00:02:31.000 --> 00:02:33.000]  要建立一個健康的生命
[00:02:33.000 --> 00:02:34.000]  健康的靈命
[00:02:34.000 --> 00:02:36.000]  要讓教會就是我們這一班人
[00:02:36.000 --> 00:02:38.000]  能夠走向健康
[00:02:38.000 --> 00:02:41.000]  滿有健康的特徵的時候
[00:02:41.000 --> 00:02:45.000]  讓我們更加從一個正面積極的層面去想
[00:02:45.000 --> 00:02:48.000]  而今天就是彼此勉勵一件事
[00:02:48.000 --> 00:02:50.000]  我們大家一起彼此勉勵
[00:02:50.000 --> 00:02:53.000]  一起努力地學習一個功課
[00:02:53.000 --> 00:02:55.000]  是一個什麼功課?
[00:02:55.000 --> 00:02:58.000]  親近神的功課
[00:02:58.000 --> 00:02:59.000]  是不是?
[00:02:59.000 --> 00:03:01.000]  親近神的功課
[00:03:01.000 --> 00:03:04.000]  就正如在詩篇的第七十三篇
[00:03:04.000 --> 00:03:07.000]  第二十七、二十八節那裡
[00:03:07.000 --> 00:03:11.000]  詩人就提醒我們需要這樣做
[00:03:11.000 --> 00:03:14.000]  上一講我們用的是二十七節為主
[00:03:14.000 --> 00:03:16.000]  強調到遠離神
[00:03:16.000 --> 00:03:18.000]  我們的結局不好
[00:03:18.000 --> 00:03:21.000]  但是我們看到詩人在二十八節裡邊
[00:03:21.000 --> 00:03:23.000]  他又再一次告訴我們
[00:03:23.000 --> 00:03:27.000]  但我親近神是與我有益的
[00:03:27.000 --> 00:03:29.000]  當我們親近神的時候
[00:03:29.000 --> 00:03:31.000]  意思就是我們靠近神
[00:03:31.000 --> 00:03:33.000]  我們去貼近祂
[00:03:33.000 --> 00:03:35.000]  我們願意一步一步移近祂
[00:03:35.000 --> 00:03:36.000]  去到一個地步
[00:03:36.000 --> 00:03:38.000]  甚至有時候我們與神相遇
[00:03:38.000 --> 00:03:39.000]  與神相會
[00:03:39.000 --> 00:03:40.000]  我與祂
[00:03:40.000 --> 00:03:41.000]  祂與我
[00:03:41.000 --> 00:03:42.000]  這個神至祂
[00:03:42.000 --> 00:03:44.000]  我們真是有一個很不同
[00:03:44.000 --> 00:03:45.000]  我們生命就豐富
[00:03:45.000 --> 00:03:48.000]  我們就真認識神
[00:03:48.000 --> 00:03:52.000]  而不是只是頭腦上有神的知識
[00:03:52.000 --> 00:03:54.000]  上一次都有提到這件事
[00:03:54.000 --> 00:03:55.000]  所以很重要的就是
[00:03:55.000 --> 00:03:56.000]  我們的心靈深處
[00:03:56.000 --> 00:03:58.000]  我們整個全人
[00:03:58.000 --> 00:04:00.000]  願不願意去貼近神呢?
[00:04:00.000 --> 00:04:02.000]  這個是很重要的考驗
[00:04:02.000 --> 00:04:03.000]  但是寶
[00:04:03.000 --> 00:04:05.000]  這位詩人告訴我們
[00:04:05.000 --> 00:04:07.000]  他親近神就與我有益
[00:04:07.000 --> 00:04:09.000]  其實這個真是他的見證
[00:04:09.000 --> 00:04:10.000]  這個經歷
[00:04:10.000 --> 00:04:11.000]  為什麼這樣說?
[00:04:11.000 --> 00:04:12.000]  因為頂姐妹
[00:04:12.000 --> 00:04:15.000]  當我們有機會回去看第十三篇的時候
[00:04:15.000 --> 00:04:16.000]  你就會發現
[00:04:16.000 --> 00:04:17.000]  這位詩人
[00:04:17.000 --> 00:04:20.000]  其實曾經與神之間有很多爭執
[00:04:20.000 --> 00:04:21.000]  有張力
[00:04:21.000 --> 00:04:22.000]  為什麼?
[00:04:22.000 --> 00:04:24.000]  因為他心中都有些心結
[00:04:24.000 --> 00:04:25.000]  有些埋怨
[00:04:25.000 --> 00:04:26.000]  他埋怨
[00:04:26.000 --> 00:04:29.000]  為什麼他看見這麼多惡人
[00:04:29.000 --> 00:04:30.000]  吃又好
[00:04:30.000 --> 00:04:31.000]  睡又好
[00:04:31.000 --> 00:04:32.000]  錢又多
[00:04:32.000 --> 00:04:33.000]  但是經常作惡
[00:04:33.000 --> 00:04:35.000]  他很不值得
[00:04:35.000 --> 00:04:38.000]  所以他曾經與神之間有很多摔交
[00:04:38.000 --> 00:04:39.000]  他都不明白
[00:04:39.000 --> 00:04:40.000]  不過後來他明白了
[00:04:40.000 --> 00:04:42.000]  而那個轉折點
[00:04:42.000 --> 00:04:43.000]  那個轉捩點在哪裡呢?
[00:04:43.000 --> 00:04:45.000]  就是第十七節
[00:04:45.000 --> 00:04:46.000]  那裡十七節說
[00:04:46.000 --> 00:04:48.000]  「等我進了神的聖所
[00:04:48.000 --> 00:04:51.000]  思想他們的結局的時候」
[00:04:51.000 --> 00:04:52.000]  他後來就釋放了
[00:04:52.000 --> 00:04:54.000]  就明白了
[00:04:54.000 --> 00:04:56.000]  原來神是讓這些作惡者
[00:04:56.000 --> 00:04:58.000]  他自己走向沉淪
[00:04:58.000 --> 00:04:59.000]  由他們
[00:04:59.000 --> 00:05:01.000]  最終他們就會沉淪
[00:05:01.000 --> 00:05:02.000]  但是
[00:05:02.000 --> 00:05:04.000]  屬神的人卻是不會
[00:05:04.000 --> 00:05:06.000]  因為屬神的人不是這樣
[00:05:06.000 --> 00:05:08.000]  他能夠這樣一個轉變
[00:05:08.000 --> 00:05:11.000]  是因為他走進神的聖殿裡面去思想
[00:05:11.000 --> 00:05:14.000]  再一次回到神的面前
[00:05:14.000 --> 00:05:15.000]  所以到最後
[00:05:15.000 --> 00:05:16.000]  你會看斷他
[00:05:16.000 --> 00:05:17.000]  覺得自己真的很渺小
[00:05:17.000 --> 00:05:18.000]  怪錯了神
[00:05:18.000 --> 00:05:19.000]  覺得自己真的
[00:05:19.000 --> 00:05:22.000]  不知道為什麼會這麼差
[00:05:22.000 --> 00:05:24.000]  於是他就再一次提醒我們
[00:05:24.000 --> 00:05:26.000]  原來親近神是很好的
[00:05:26.000 --> 00:05:29.000]  原來遠離神是很不好的
[00:05:29.000 --> 00:05:30.000]  所以對他們來說
[00:05:30.000 --> 00:05:33.000]  是一個清心者的心結解開之後
[00:05:33.000 --> 00:05:35.000]  就在七十三篇裡面
[00:05:35.000 --> 00:05:37.000]  向我們分享他的心路歷程
[00:05:37.000 --> 00:05:39.000]  所以他告訴我們
[00:05:39.000 --> 00:05:41.000]  親近神是如外有益
[00:05:41.000 --> 00:05:42.000]  起碼對他
[00:05:42.000 --> 00:05:43.000]  真的是一個很大的
[00:05:43.000 --> 00:05:46.000]  翻天覆地的改變
[00:05:46.000 --> 00:05:47.000]  頂尖妹
[00:05:47.000 --> 00:05:49.000]  讓我們聽到詩人的聲音
[00:05:49.000 --> 00:05:52.000]  看到神話語裡面的提醒
[00:05:52.000 --> 00:05:55.000]  我們需要親近神
[00:05:55.000 --> 00:05:57.000]  這個是很重要的
[00:05:57.000 --> 00:05:59.000]  今天我們有沒有這樣做呢?
[00:05:59.000 --> 00:06:00.000]  今天我們有沒有
[00:06:00.000 --> 00:06:02.000]  常常的花時間
[00:06:02.000 --> 00:06:04.000]  擺上我們的心思意念
[00:06:04.000 --> 00:06:07.000]  去貼近我們所認順的主呢?
[00:06:07.000 --> 00:06:08.000]  沒錯
[00:06:08.000 --> 00:06:09.000]  我們所認順的主
[00:06:09.000 --> 00:06:11.000]  我們肉眼是看不到
[00:06:11.000 --> 00:06:12.000]  你和我都看不到
[00:06:12.000 --> 00:06:13.000]  但是我們很相信
[00:06:13.000 --> 00:06:15.000]  聖經的教導真實
[00:06:15.000 --> 00:06:17.000]  我們的經歷也都很印證這件事
[00:06:17.000 --> 00:06:18.000]  我們看不見的
[00:06:18.000 --> 00:06:20.000]  卻是一位獨一的真神
[00:06:20.000 --> 00:06:22.000]  是耶穌基督死而復活的主
[00:06:22.000 --> 00:06:23.000]  我們雖然看不到
[00:06:23.000 --> 00:06:24.000]  但是我們的心靈
[00:06:24.000 --> 00:06:25.000]  有著聖靈
[00:06:25.000 --> 00:06:26.000]  有著神話語幫助
[00:06:26.000 --> 00:06:28.000]  我們可以貼近祂
[00:06:28.000 --> 00:06:29.000]  可以認識祂
[00:06:29.000 --> 00:06:31.000]  可以經歷祂
[00:06:31.000 --> 00:06:35.000]  但問題是我們有沒有這樣做?
[00:06:35.000 --> 00:06:36.000]  這個就是我們今天
