
[00:00:00.000 --> 00:00:02.560]  今天我會去到十二個門徒那邊
[00:00:02.560 --> 00:00:04.200]  去到第十一個
[00:00:04.200 --> 00:00:05.440]  終於有拍檔了
[00:00:05.440 --> 00:00:06.200]  就快講完了
[00:00:06.200 --> 00:00:08.080]  講了差不多三年了
[00:00:08.080 --> 00:00:09.200]  十二個門徒
[00:00:09.200 --> 00:00:12.360]  但是最後兩個門徒
[00:00:12.360 --> 00:00:14.440]  其實都是同一個名字
[00:00:14.440 --> 00:00:16.360]  都叫做猶太
[00:00:16.360 --> 00:00:19.160]  雖然我們都明白猶太
[00:00:19.160 --> 00:00:20.360]  我們想起猶太
[00:00:20.360 --> 00:00:22.280]  想起出賣耶穌的猶太
[00:00:22.280 --> 00:00:26.040]  但這個不是出賣耶穌的猶太
[00:00:26.040 --> 00:00:28.440]  今天我們嘗試從這個
[00:00:28.440 --> 00:00:30.720]  不是加略人的猶太
[00:00:30.720 --> 00:00:33.280]  他有另一個名字叫做達泰
[00:00:33.280 --> 00:00:35.720]  來明白這個門徒
[00:00:35.720 --> 00:00:38.480]  對我們生命有什麼提醒
[00:00:38.480 --> 00:00:42.280]  在馬太、馬可稱呼這個門徒的名字
[00:00:42.280 --> 00:00:44.040]  叫做達泰
[00:00:44.040 --> 00:00:45.600]  但是去到路加
[00:00:45.600 --> 00:00:48.240]  就稱呼他是亞肥兒子
[00:00:48.240 --> 00:00:50.760]  雅各的兒子
[00:00:50.760 --> 00:00:52.080]  旁邊有一個括號
[00:00:52.080 --> 00:00:54.840]  兄弟的猶太
[00:00:54.840 --> 00:00:56.960]  究竟他是雅各的兒子
[00:00:56.960 --> 00:00:58.360]  還是雅各的兄弟
[00:00:58.360 --> 00:01:00.880]  我們有不同的看法
[00:01:00.880 --> 00:01:02.840]  但是去到約翰福音
[00:01:02.840 --> 00:01:04.040]  就稱呼他是
[00:01:04.040 --> 00:01:08.400]  不是加略人猶太的猶太
[00:01:08.400 --> 00:01:10.520]  換言之他的名字
[00:01:10.520 --> 00:01:12.840]  很普遍是一個猶太的名字
[00:01:12.840 --> 00:01:16.280]  但也有一個名字叫達泰
[00:01:16.280 --> 00:01:17.240]  一會兒我會解釋
[00:01:17.240 --> 00:01:19.800]  為什麼這個名字的意思是什麼
[00:01:19.800 --> 00:01:21.480]  但是約翰福音
[00:01:21.480 --> 00:01:23.680]  我經常覺得很特別
[00:01:23.680 --> 00:01:26.120]  約翰福音除了記載
[00:01:26.120 --> 00:01:27.800]  一開始第一章提到
[00:01:27.800 --> 00:01:32.280]  耶穌基督很獨特的同神關係之外
[00:01:32.280 --> 00:01:34.800]  約翰福音很多時候都記載一些
[00:01:34.800 --> 00:01:37.800]  在馬太、馬可、路加都沒有說的東西
[00:01:37.800 --> 00:01:40.040]  他就放在約翰福音那邊
[00:01:40.040 --> 00:01:42.880]  特別一些門徒的說話
[00:01:42.880 --> 00:01:45.600]  譬如多瑪、巴多羅馬、安德烈
[00:01:45.600 --> 00:01:47.320]  甚至達泰
[00:01:47.320 --> 00:01:50.640]  不是加略人的猶太的猶太
[00:01:50.640 --> 00:01:52.680]  都記載一些他的說話
[00:01:52.680 --> 00:01:54.880]  放在約翰福音那邊
[00:01:54.880 --> 00:01:57.840]  而在馬太、馬可、路加都沒有說
[00:01:57.840 --> 00:01:59.040]  所以我經常覺得
[00:01:59.040 --> 00:02:01.440]  約翰福音給我們一個感覺
[00:02:01.440 --> 00:02:03.240]  就是作者約翰
[00:02:03.240 --> 00:02:06.280]  很看得到某些人的一些說話
[00:02:06.280 --> 00:02:07.960]  而他覺得很重要
[00:02:07.960 --> 00:02:11.840]  就放在他自己的福音書當中
[00:02:11.840 --> 00:02:14.240]  而今天我們嘗試看
[00:02:14.240 --> 00:02:18.640]  這個不是加略人的猶太的猶太
[00:02:18.640 --> 00:02:20.240]  我的題目就叫做
[00:02:20.240 --> 00:02:26.160]  平凡中的不平凡 達泰
[00:02:26.160 --> 00:02:31.000]  其實這個門徒是極之平凡
[00:02:31.000 --> 00:02:35.920]  如果今天大家上互聯網去搜查這個名字
[00:02:35.920 --> 00:02:38.000]  你打達泰
[00:02:38.000 --> 00:02:41.840]  其實一些資料極少
[00:02:41.840 --> 00:02:45.920]  如果你打不是加略人的猶太的猶太
[00:02:45.920 --> 00:02:47.920]  出現都是那個猶太
[00:02:47.920 --> 00:02:49.840]  就不是一個猶太
[00:02:49.840 --> 00:02:52.720]  換言之其實在人的眼中
[00:02:52.720 --> 00:02:55.840]  他是非常不起眼的人
[00:02:55.840 --> 00:02:58.360]  他甚至可能有些基督徒
[00:02:58.360 --> 00:03:00.560]  上了耶穌頗長的時間
[00:03:00.560 --> 00:03:03.600]  都未必記得耶穌基督的門徒當中
[00:03:03.600 --> 00:03:05.720]  有一個這樣的門徒在
[00:03:05.720 --> 00:03:06.880]  所以換言之
[00:03:06.880 --> 00:03:08.880]  他是一個並不起眼
[00:03:08.880 --> 00:03:10.880]  在人眼中極之平凡
[00:03:10.880 --> 00:03:13.200]  加上他是極少說話的
[00:03:13.200 --> 00:03:14.280]  用今天來說
[00:03:14.280 --> 00:03:16.840]  可能只是一個很內向的人
[00:03:16.840 --> 00:03:18.920]  未知道現在那些人說話
[00:03:18.920 --> 00:03:20.520]  聲音大是有人聽
[00:03:20.520 --> 00:03:22.040]  聲音小是沒有人聽
[00:03:22.040 --> 00:03:23.240]  越大聲越多人聽
[00:03:23.240 --> 00:03:25.480]  他似乎是一個很內向
[00:03:25.480 --> 00:03:27.840]  並不經常說話的人
[00:03:27.840 --> 00:03:29.160]  以至到聖經那邊
[00:03:29.160 --> 00:03:30.480]  在《約翰福音》那邊
[00:03:30.480 --> 00:03:34.160]  只記載了他說了一句話
[00:03:34.160 --> 00:03:35.800]  是不是很平凡
[00:03:35.800 --> 00:03:37.000]  所以換言之
[00:03:37.000 --> 00:03:38.200]  人眼中
[00:03:38.200 --> 00:03:40.560]  在人的角度那邊
[00:03:40.560 --> 00:03:44.920]  這個達泰是極之平凡的一個人
[00:03:44.920 --> 00:03:47.400]  但為什麼我會說他是不平凡
[00:03:47.400 --> 00:03:51.040]  因為我從他的平凡的一些描述那邊
[00:03:51.040 --> 00:03:53.880]  看回他在神的角度那邊
[00:03:53.880 --> 00:03:56.120]  原來在神的眼睛那邊
[00:03:56.120 --> 00:03:58.280]  他絕不平凡
[00:03:58.280 --> 00:03:59.120]  為什麼我會這樣說
[00:03:59.120 --> 00:04:00.920]  其實我從三方面
[00:04:00.920 --> 00:04:02.480]  人眼中的平凡
[00:04:02.480 --> 00:04:04.400]  卻看到他的不平凡
[00:04:04.400 --> 00:04:08.120]  第一就是從他的名字
[00:04:08.120 --> 00:04:12.840]  馬太 馬可稱他為達泰
[00:04:12.840 --> 00:04:15.200]  達泰這個名字的意思
[00:04:15.200 --> 00:04:17.640]  就是智慧 智者
[00:04:17.640 --> 00:04:20.520]  今天你和我都很希望做智慧的人
[00:04:20.520 --> 00:04:21.680]  做一個智者
[00:04:21.680 --> 00:04:23.760]  我們很希望問一些智者
[00:04:23.760 --> 00:04:26.560]  喂 給我一些智慧的說話
[00:04:26.560 --> 00:04:28.280]  而且很明顯
[00:04:28.280 --> 00:04:31.200]  舊約的真言是描述智慧
[00:04:31.200 --> 00:04:33.400]  而其中一句聖經是這麼說的
[00:04:33.400 --> 00:04:36.280]  多言多語 難免有過
[00:04:36.280 --> 00:04:39.520]  禁止嘴唇是有智慧
[00:04:39.520 --> 00:04:41.520]  就是說
[00:04:41.520 --> 00:04:43.680]  多講就是什麼
[00:04:43.680 --> 00:04:44.720]  多錯嘛
[00:04:44.720 --> 00:04:46.920]  不講就是不錯
[00:04:46.920 --> 00:04:48.400]  換言之
[00:04:48.400 --> 00:04:50.640]  舊約真言也提醒我們
[00:04:50.640 --> 00:04:53.560]  我們說話要謹慎
[00:04:53.560 --> 00:04:54.720]  不是不說
[00:04:54.720 --> 00:04:56.120]  我們要謹慎
[00:04:56.120 --> 00:04:58.280]  我們要抓住舌頭
[00:04:58.280 --> 00:04:59.560]  這是雅各所說
[00:04:59.560 --> 00:05:01.280]  我們要禁止我們的說話
[00:05:01.280 --> 00:05:02.280]  我們的嘴唇
[00:05:02.280 --> 00:05:04.000]  其實就是智者
[00:05:04.000 --> 00:05:05.680]  有一個哲學家叫蘇格拉底
[00:05:05.680 --> 00:05:07.880]  大家可能都很熟悉的哲學家
[00:05:07.880 --> 00:05:09.560]  他曾經說過一句話
[00:05:09.560 --> 00:05:11.520]  神創造人
[00:05:11.520 --> 00:05:14.640]  有兩隻眼 兩隻耳 一把口
[00:05:14.640 --> 00:05:16.000]  其實意思是什麼呢
[00:05:16.000 --> 00:05:18.560]  神叫我們多看多聽
[00:05:18.560 --> 00:05:21.640]  卻是少說話
[00:05:21.640 --> 00:05:23.040]  換言之
[00:05:23.040 --> 00:05:24.400]  我們不是不說話
[00:05:24.400 --> 00:05:26.160]  在保羅提醒我們
[00:05:26.160 --> 00:05:29.320]  我們要用愛心說誠實話
[00:05:29.320 --> 00:05:32.640]  我們要隨時說造就人的好話
[00:05:32.640 --> 00:05:34.600]  而他對提摩太說
[00:05:34.600 --> 00:05:39.280]  你要用言語成為眾人的榜樣
[00:05:39.280 --> 00:05:42.520]  所以說話可以帶來很大的傷害
[00:05:42.520 --> 00:05:46.880]  但說話也可以成為智慧言語的出口
[00:05:46.880 --> 00:05:49.280]  所以對於達泰
[00:05:49.280 --> 00:05:50.280]  他這個名字
[00:05:50.280 --> 00:05:52.400]  他說他是一個智者
[00:05:52.400 --> 00:05:54.040]  我們不要以為他不說話
[00:05:54.040 --> 00:05:56.600]  就代表他很被動 很內向
[00:05:56.600 --> 00:05:59.560]  其實他是懂得在什麼時間
[00:05:59.560 --> 00:06:01.640]  去說合宜的說話
[00:06:01.640 --> 00:06:05.480]  他在什麼時候去問一個合宜的問題
[00:06:05.480 --> 00:06:07.400]  所以我覺得他絕不平凡
[00:06:07.400 --> 00:06:10.360]  另一個不平凡的原因就是因為他的名字
[00:06:10.360 --> 00:06:14.920]  特別是約翰說他不是加約人猶大的猶大
[00:06:14.920 --> 00:06:17.040]  很明顯猶大這個名字
[00:06:17.040 --> 00:06:18.680]  其實是一個好名字
[00:06:18.680 --> 00:06:19.640]  各位弟兄姊妹
[00:06:19.640 --> 00:06:22.080]  猶大的名字的意思是讚美
[00:06:22.080 --> 00:06:24.560]  讚美其實是一個好名字
[00:06:24.560 --> 00:06:26.480]  但是因為這個名字
[00:06:26.480 --> 00:06:28.800]  給了一個出賣耶穌的人
[00:06:28.800 --> 00:06:29.880]  這個門徒
[00:06:29.880 --> 00:06:31.920]  就變成了一個惡名
[00:06:31.920 --> 00:06:33.720]  其實真的很不值
[00:06:33.720 --> 00:06:35.240]  其實這個名字是一個好名字
[00:06:35.240 --> 00:06:38.400]  不過就是用在一個出賣耶穌的人身上
[00:06:38.400 --> 00:06:39.920]  就成為一個惡名
[00:06:39.920 --> 00:06:42.400]  但是約翰就說
[00:06:42.400 --> 00:06:46.800]  這個猶大並不是那個加約人的猶大
[00:06:46.800 --> 00:06:48.360]  他是出賣耶穌的猶大
[00:06:48.360 --> 00:06:49.320]  他不是那個
[00:06:49.320 --> 00:06:50.560]  他是另一個
[00:06:50.560 --> 00:06:51.280]  換言之
[00:06:51.280 --> 00:06:53.200]  其實聖經裡面有很多的名字
[00:06:53.200 --> 00:06:55.040]  有時候搞得我們很頭痛
[00:06:55.040 --> 00:06:56.000]  瑪利亞也有幾個
[00:06:56.000 --> 00:06:56.760]  瓦格也有幾個
[00:06:56.760 --> 00:06:57.640]  猶大也有幾個
[00:06:57.640 --> 00:06:58.800]  有時候很頭痛
[00:06:58.800 --> 00:07:01.200]  但是約翰就說
[00:07:01.200 --> 00:07:05.040]  這個不是加約人的猶大的猶大
[00:07:05.040 --> 00:07:06.000]  意思是什麼呢
[00:07:06.000 --> 00:07:06.960]  意思就是說
[00:07:06.960 --> 00:07:08.720]  這個猶大
[00:07:08.720 --> 00:07:14.840]  他是一生堅持走在神的路上
[00:07:14.840 --> 00:07:17.200]  他沒有像那個猶大
[00:07:17.200 --> 00:07:19.000]  那個加約人猶大
[00:07:19.000 --> 00:07:23.160]  為了那三十兩銀子而出賣了耶穌
[00:07:23.160 --> 00:07:24.080]  換言之
[00:07:24.080 --> 00:07:27.040]  他是願意一生堅貞地
[00:07:27.040 --> 00:07:29.440]  信服地去跟隨耶穌
[00:07:29.440 --> 00:07:30.600]  各位弟兄姊妹
[00:07:30.600 --> 00:07:34.680]  我們不要以為一個跟隨耶穌一生是很容易
[00:07:34.680 --> 00:07:35.800]  我們經常都覺得
[00:07:35.800 --> 00:07:36.920]  一生跟耶穌
[00:07:36.920 --> 00:07:39.920]  走到最後那一步
[00:07:39.920 --> 00:07:41.680]  都是能夠侍奉神
[00:07:41.680 --> 00:07:43.240]  其實絕不容易
[00:07:43.240 --> 00:07:45.200]  我們看到很多前輩
[00:07:45.200 --> 00:07:47.000]  可能很多被神所使用的
[00:07:47.000 --> 00:07:48.320]  一些神的牧人
[00:07:48.320 --> 00:07:50.120]  因為到了晚年的時候
[00:07:50.120 --> 00:07:52.520]  他有些地方做錯了的時候
[00:07:52.520 --> 00:07:56.760]  就換來了很多人對他的不同的看法
[00:07:56.760 --> 00:07:59.400]  所以一生能夠侍奉
[00:07:59.400 --> 00:08:00.400]  去到最後
[00:08:00.400 --> 00:08:01.840]  去到回天家那一天
[00:08:01.840 --> 00:08:03.360]  或者耶穌回來那一天
[00:08:03.360 --> 00:08:04.920]  都在侍奉
[00:08:04.920 --> 00:08:06.880]  其實絕不容易
[00:08:06.880 --> 00:08:08.600]  絕不平凡
[00:08:08.600 --> 00:08:10.320]  所以達泰
[00:08:10.320 --> 00:08:11.360]  從他的名字
[00:08:11.360 --> 00:08:14.560]  我看到他是一個不平凡的人
[00:08:14.560 --> 00:08:15.320]  第二
[00:08:15.320 --> 00:08:18.080]  就從他問耶穌唯一的問題
[00:08:18.080 --> 00:08:21.760]  也是聖經裡唯一一句說話是出自他的口
[00:08:21.760 --> 00:08:23.160]  他就問了一個問題
[00:08:23.160 --> 00:08:24.280]  他說主啊
[00:08:24.280 --> 00:08:26.880]  為什麼要向我們顯現
[00:08:26.880 --> 00:08:28.800]  不向世人顯現
[00:08:28.800 --> 00:08:31.240]  一個很有趣的問題
[00:08:31.240 --> 00:08:33.720]  為什麼不只是向我們顯現
[00:08:33.720 --> 00:08:36.000]  不向世人顯現
[00:08:36.000 --> 00:08:38.160]  當然我們要明白這個問題
