
[00:00:00.000 --> 00:00:01.760]  請我們同心祈禱
[00:00:01.760 --> 00:00:08.620]  願僕人口中的言語
[00:00:08.620 --> 00:00:11.560]  頂姊妹的心思意念
[00:00:11.560 --> 00:00:13.940]  蒙聖靈的啟迪
[00:00:13.940 --> 00:00:15.480]  蒙主的月亮
[00:00:15.480 --> 00:00:18.100]  禱告藉主耶穌基督的聖名而求
[00:00:18.100 --> 00:00:19.220]  阿門
[00:00:19.220 --> 00:00:28.280]  有哪些人
[00:00:28.900 --> 00:00:31.780]  是很喜歡去冒險的呢?
[00:00:31.780 --> 00:00:35.280]  大概我看到有兩類的人
[00:00:35.280 --> 00:00:37.680]  第一類就是
[00:00:37.680 --> 00:00:39.280]  在性格的上
[00:00:39.280 --> 00:00:42.560]  很喜歡去尋求刺激的
[00:00:42.560 --> 00:00:44.400]  譬如大家見到
[00:00:44.400 --> 00:00:45.760]  可能你有些朋友
[00:00:45.760 --> 00:00:48.200]  他們去到外國旅行
[00:00:48.200 --> 00:00:49.960]  會玩一個活動
[00:00:49.960 --> 00:00:51.920]  在一個很高的懸崖
[00:00:51.920 --> 00:00:54.040]  被人綁著繩子
[00:00:54.040 --> 00:00:56.040]  然後一跳就跳下去
[00:00:57.000 --> 00:00:59.520]  那些中文翻譯叫做"笨豬跳"
[00:00:59.520 --> 00:01:02.000]  有些人就笑了
[00:01:02.000 --> 00:01:03.040]  就是
[00:01:03.040 --> 00:01:04.400]  沒什麼好玩的
[00:01:04.400 --> 00:01:06.120]  用自己的性命去玩
[00:01:06.120 --> 00:01:07.320]  那還不是很笨?
[00:01:07.320 --> 00:01:10.480]  但是這就是他們的性格
[00:01:10.480 --> 00:01:12.440]  很喜歡去刺激
[00:01:12.440 --> 00:01:13.960]  另外一類人
[00:01:13.960 --> 00:01:15.960]  可能就是年輕人
[00:01:15.960 --> 00:01:18.000]  年輕人
[00:01:18.000 --> 00:01:20.120]  他的包袱比較少
[00:01:20.120 --> 00:01:23.200]  他會考慮的事情也比較少
[00:01:23.200 --> 00:01:25.240]  最重要是
[00:01:25.400 --> 00:01:27.240]  有刺激的感覺
[00:01:27.240 --> 00:01:30.080]  每樣事情都想去試一試
[00:01:30.080 --> 00:01:31.920]  所以就願意冒險
[00:01:31.920 --> 00:01:34.160]  當人年紀越大
[00:01:34.160 --> 00:01:36.600]  你擁有的東西越多
[00:01:36.600 --> 00:01:38.960]  你要考慮的事情越多
[00:01:38.960 --> 00:01:41.520]  你願意冒險的機會
[00:01:41.520 --> 00:01:42.680]  就會很低了
[00:01:42.680 --> 00:01:46.000]  因為當你
[00:01:46.000 --> 00:01:47.400]  一個的不小心
[00:01:47.400 --> 00:01:49.840]  做了一個不對的決定
[00:01:49.840 --> 00:01:52.720]  你擁有的東西可能就會化為烏有
[00:01:53.560 --> 00:01:56.320]  所以現在在政府的宣傳片都會提到
[00:01:56.320 --> 00:01:57.560]  那些打工仔
