
[00:00:00.000 --> 00:00:02.360]  各位頂姐妹,我們又一齊讀《聖經》了
[00:00:02.360 --> 00:00:06.840]  《生命書》跟大家看《聖經人》、《聖經事》、《聖經》裡面的《神》
[00:00:06.840 --> 00:00:12.520]  今次看到上帝耶和華是納撒姆爾維先知
[00:00:12.520 --> 00:00:15.240]  這些字都是重要的
[00:00:15.240 --> 00:00:16.680]  我們的神耶和華
[00:00:16.680 --> 00:00:19.760]  納撒姆爾維先知
[00:00:19.760 --> 00:00:22.760]  撒姆爾記上第三章
[00:00:22.760 --> 00:00:26.440]  今天有幾個字要向大家介紹一下
[00:00:26.440 --> 00:00:27.520]  好了
[00:00:28.920 --> 00:00:30.720]  第三章十九節
[00:00:30.720 --> 00:00:33.680]  撒姆爾長大了
[00:00:33.680 --> 00:00:39.000]  中間的少年人不說了
[00:00:39.000 --> 00:00:41.440]  撒姆爾長大
[00:00:41.440 --> 00:00:43.640]  其實也挺有趣的
[00:00:43.640 --> 00:00:47.240]  因為撒姆爾記是撒姆爾寫的
[00:00:47.240 --> 00:00:49.840]  撒姆爾長大了
[00:00:49.840 --> 00:00:53.120]  耶和華與他同在
[00:00:53.120 --> 00:00:57.480]  使他所說的一切話都不落空
[00:00:58.960 --> 00:01:03.080]  這是一個重要的訊息
[00:01:03.080 --> 00:01:05.320]  大家看看
[00:01:05.320 --> 00:01:07.480]  撒姆爾長大了
[00:01:07.480 --> 00:01:10.160]  小時候神已經操練他了
[00:01:10.160 --> 00:01:13.360]  考驗他發現撒姆爾多好
[00:01:13.360 --> 00:01:17.480]  這個小朋友也很有反應
[00:01:17.480 --> 00:01:19.480]  經常聽著上帝說的聲音
[00:01:19.480 --> 00:01:22.520]  撒姆爾醒睡了
[00:01:22.520 --> 00:01:24.160]  又很忠心
[00:01:24.160 --> 00:01:27.760]  早上起來開聖殿的門
[00:01:27.760 --> 00:01:28.640]  多好啊
[00:01:28.960 --> 00:01:33.480]  他小時候跟著以利先知撒蘇應對
[00:01:33.480 --> 00:01:37.040]  學習服侍耶和華
[00:01:37.040 --> 00:01:38.320]  是跟著以利學的
[00:01:38.320 --> 00:01:41.800]  幸好他不是以利的兒子
[00:01:41.800 --> 00:01:46.000]  因為以利先知祭司教兒子無方
[00:01:46.000 --> 00:01:48.560]  但是教撒姆爾算教得很好
[00:01:48.560 --> 00:01:51.240]  撒姆爾長大了
[00:01:51.240 --> 00:01:53.040]  耶和華與他同在
[00:01:53.040 --> 00:01:53.880]  第一點
[00:01:53.880 --> 00:01:56.440]  今天要送給大家的
[00:01:56.440 --> 00:01:57.120]  要記得
[00:01:57.800 --> 00:01:59.160]  什麼都好
[00:01:59.160 --> 00:02:02.200]  最重要最重要
[00:02:02.200 --> 00:02:05.800]  是耶和華與你同在
[00:02:05.800 --> 00:02:09.520]  如果你大富大貴
[00:02:09.520 --> 00:02:12.000]  學富五車
[00:02:12.000 --> 00:02:15.920]  懂很多又有錢又這樣那樣
[00:02:15.920 --> 00:02:18.160]  人脈又通又廣
[00:02:18.160 --> 00:02:22.640]  但是如果耶和華沒有與你同在
[00:02:22.640 --> 00:02:26.120]  你走不了多遠
[00:02:26.680 --> 00:02:29.440]  很多時候都會做不到事情
[00:02:29.440 --> 00:02:31.080]  甚至失去生命
[00:02:31.080 --> 00:02:33.880]  甚至招致很多詛咒
[00:02:33.880 --> 00:02:37.320]  最重要是耶和華與你同在
[00:02:37.320 --> 00:02:40.200]  因此我很高興跟別人的祝福
[00:02:40.200 --> 00:02:41.600]  就是神與你同在
[00:02:41.600 --> 00:02:43.200]  不用擔心
[00:02:43.200 --> 00:02:46.280]  最重要是神的同在
[00:02:46.280 --> 00:02:48.120]  無論去到哪裡都有神的同在
[00:02:48.120 --> 00:02:51.360]  去到哪裡都同在
[00:02:51.360 --> 00:02:55.080]  現在不用怕
[00:02:55.440 --> 00:02:58.120]  雖然離開了世界
[00:02:58.120 --> 00:03:00.040]  去到樂園裡
[00:03:00.040 --> 00:03:03.720]  不用擔心你媽媽了
[00:03:03.720 --> 00:03:06.720]  是主耶穌與她同在
[00:03:06.720 --> 00:03:08.040]  好啊
[00:03:08.040 --> 00:03:11.960]  同在無論今生來世
[00:03:11.960 --> 00:03:14.240]  最重要是有神的同在
[00:03:14.240 --> 00:03:16.080]  同在是什麼意思呢?
[00:03:16.080 --> 00:03:18.280]  同在希伯來文是"haya"
[00:03:18.280 --> 00:03:19.680]  "haya"
[00:03:19.680 --> 00:03:23.760]  "haya"就是站立同在或者作伴
[00:03:25.440 --> 00:03:29.200]  耶和華語撒姆爾作伴
[00:03:29.200 --> 00:03:30.480]  哇,多好啊
[00:03:30.480 --> 00:03:33.920]  神與我作伴,哇,多好啊
[00:03:33.920 --> 00:03:37.680]  神與我一同站立面對的事情
[00:03:37.680 --> 00:03:38.800]  哇,多好啊
[00:03:38.800 --> 00:03:41.280]  同在的意思是"haya"
[00:03:41.280 --> 00:03:43.960]  就是站立同在或者作伴
[00:03:43.960 --> 00:03:44.960]  做伴
[00:03:44.960 --> 00:03:46.280]  多好啊
[00:03:46.280 --> 00:03:48.080]  不會孤單
[00:03:48.080 --> 00:03:49.440]  不會無力
[00:03:49.440 --> 00:03:51.920]  怎麼辦呢?
[00:03:51.920 --> 00:03:54.040]  不,有神與你同在
[00:03:54.200 --> 00:03:56.240]  神與你一起作伴
[00:03:56.240 --> 00:03:58.360]  沒什麼好怕的
[00:03:58.360 --> 00:04:00.160]  哎呀,很怕啊
[00:04:00.160 --> 00:04:01.520]  對方這麼厲害
[00:04:01.520 --> 00:04:03.000]  不怕,有神同在
[00:04:03.000 --> 00:04:05.440]  你的心會平安的
[00:04:05.440 --> 00:04:06.880]  會喜樂的
[00:04:06.880 --> 00:04:08.840]  那有沒有平安喜樂
[00:04:08.840 --> 00:04:11.960]  就會知道神的同在在哪裡了
[00:04:11.960 --> 00:04:14.800]  有沒有剛強壯膽
[00:04:14.800 --> 00:04:17.400]  就會知道神有沒有同在了
[00:04:17.400 --> 00:04:19.200]  神與他同在
[00:04:19.200 --> 00:04:23.880]  在撒姆爾有一件事是特別顯明出來的
[00:04:24.040 --> 00:04:28.560]  就是"使他所說的話一句都不落空"
[00:04:28.560 --> 00:04:29.880]  為什麼呢?
[00:04:29.880 --> 00:04:33.040]  因為上帝要透過他做先知
[00:04:33.040 --> 00:04:35.360]  說話給百姓聽
[00:04:35.360 --> 00:04:41.040]  因此一定要使他所說的每一句話
[00:04:41.040 --> 00:04:42.160]  都不落空
[00:04:42.160 --> 00:04:44.040]  是一句都不落空
[00:04:44.040 --> 00:04:48.320]  因此做先知做神的工作
[00:04:48.320 --> 00:04:49.920]  要小心不要亂說話
[00:04:49.920 --> 00:04:52.360]  以免說話落空
[00:04:52.360 --> 00:04:53.640]  那就不好了,是不是?
[00:04:54.040 --> 00:04:56.440]  說得太誇大了
[00:04:56.440 --> 00:04:57.120]  沒有的
[00:04:57.120 --> 00:04:58.840]  要知道第一
[00:04:58.840 --> 00:05:01.520]  神與撒姆爾同在
[00:05:01.520 --> 00:05:05.360]  從丹到別氏巴
[00:05:05.360 --> 00:05:09.040]  所有的以色列人都知道
[00:05:09.040 --> 00:05:13.720]  耶和華納撒姆爾為先知
[00:05:13.720 --> 00:05:15.160]  劉三王
[00:05:15.160 --> 00:05:18.440]  從丹到別氏巴
[00:05:18.440 --> 00:05:20.640]  所有的以色列人都知道
[00:05:20.640 --> 00:05:23.760]  耶和華納撒姆爾為先知
[00:05:25.040 --> 00:05:28.160]  為什麼要特別提丹和別氏巴呢?
[00:05:28.160 --> 00:05:31.680]  丹有兩個地方
[00:05:31.680 --> 00:05:36.640]  本來丹支派在比較南的中南
[00:05:36.640 --> 00:05:39.840]  但是丹支派覺得自己不夠地方
[00:05:39.840 --> 00:05:41.160]  所以丹支派
[00:05:41.160 --> 00:05:43.520]  大家還記得以前說過
[00:05:43.520 --> 00:05:45.920]  丹支派在時思記的時候
