
[00:00:00.000 --> 00:00:07.000]  這三天晚上,我很開心與大家一同去領受訊息
[00:00:07.000 --> 00:00:13.000]  並且在當中思考浸訊會的神學
[00:00:13.000 --> 00:00:21.000]  我希望將來,當我們的老師一起群策群力
[00:00:21.000 --> 00:00:28.000]  將一些當代浸訊會神學的銳見
[00:00:28.000 --> 00:00:35.000]  我們能夠寫出來,與弟兄姊妹們分享
[00:00:35.000 --> 00:00:41.000]  當我在陣子預備訊息的時候,我就有這種感受
[00:00:41.000 --> 00:00:45.000]  這三天晚上的訊息,在我第一天說
[00:00:45.000 --> 00:00:48.000]  其實是一個整體的訊息
[00:00:48.000 --> 00:00:53.000]  是三合一來聽才行
[00:00:53.000 --> 00:00:57.000]  在第一天晚上,我們讀了很多聖經
[00:00:57.000 --> 00:01:03.000]  在昨晚是比較教義性的
[00:01:03.000 --> 00:01:08.000]  今晚是比較多歷史故事
[00:01:08.000 --> 00:01:12.000]  我們在幾方面一同去領受
[00:01:12.000 --> 00:01:17.000]  是做一次明白思想,究竟我們作為浸訊會人士
[00:01:17.000 --> 00:01:20.000]  我們是浸訊會弟兄姊妹們
[00:01:20.000 --> 00:01:23.000]  究竟那個意思是什麼呢?
[00:01:23.000 --> 00:01:27.000]  那些神會呼喚我們,讓我們在不同的地方
[00:01:27.000 --> 00:01:30.000]  不同的角落,不同的階層
[00:01:30.000 --> 00:01:35.000]  我們竟然能夠一同成為弟兄姊妹們
[00:01:35.000 --> 00:01:40.000]  並且在浸訊教會中成長
[00:01:40.000 --> 00:01:44.000]  我希望大家能夠更加去明白
[00:01:44.000 --> 00:01:48.000]  我們同心去禱告
[00:01:48.000 --> 00:01:53.000]  真愛主,多謝祢讓我們有眾弟兄姊妹們
[00:01:53.000 --> 00:01:56.000]  我們能夠一同去跟隨祢
[00:01:56.000 --> 00:01:59.000]  求祢幫助我們每一個弟兄姊妹們
[00:01:59.000 --> 00:02:04.000]  幫助我們的教會,幫助我們的領袖
[00:02:04.000 --> 00:02:10.000]  讓我們在祢面前,在宗教改革運動的時間當中
[00:02:10.000 --> 00:02:13.000]  五百週年的紀念當中
[00:02:13.000 --> 00:02:19.000]  我們向祢去表明,我們會跟隨祢
[00:02:19.000 --> 00:02:21.000]  仍然跟隨祢
[00:02:21.000 --> 00:02:24.000]  在今天晚上,求祢幫助我們
[00:02:24.000 --> 00:02:28.000]  讓我們弟兄姊妹們都有精神
[00:02:28.000 --> 00:02:30.000]  讓我們能夠有心思
[00:02:30.000 --> 00:02:35.000]  一同去思想,一同去聆聽
[00:02:35.000 --> 00:02:39.000]  一同去明白,祢在歷史當中
[00:02:39.000 --> 00:02:42.000]  在祢的話語聖經當中
[00:02:42.000 --> 00:02:44.000]  對我們的教導
[00:02:44.000 --> 00:02:47.000]  主,求祢讓我們有好的耳朵
[00:02:47.000 --> 00:02:49.000]  讓我們能夠聽得見
[00:02:49.000 --> 00:02:51.000]  一同去相信
[00:02:51.000 --> 00:02:54.000]  這樣的禱告,是奉主耶穌基督的名字
[00:02:54.000 --> 00:02:56.000]  阿們
[00:02:56.000 --> 00:03:03.000]  今天我們讀的經文
[00:03:03.000 --> 00:03:07.000]  有一節的經文是這樣說的
[00:03:07.000 --> 00:03:10.000]  耶穌進前來對他們說
[00:03:10.000 --> 00:03:18.000]  天上地下所有的權柄都似給我了
[00:03:18.000 --> 00:03:22.000]  在這裡耶穌基督提及權柄
[00:03:22.000 --> 00:03:25.000]  權柄這個問題
[00:03:25.000 --> 00:03:30.000]  是在我們現代人的生活當中常常都會出現的
[00:03:30.000 --> 00:03:35.000]  在生活當中,我們是需要有權柄,需要有秩序
[00:03:35.000 --> 00:03:37.000]  需要有結構
[00:03:37.000 --> 00:03:42.000]  我們是要建立合法的權柄
[00:03:42.000 --> 00:03:53.000]  如果不是的話,社會就會混亂和不公義
[00:03:53.000 --> 00:03:56.000]  在現代的組織方面
[00:03:56.000 --> 00:03:58.000]  我們發覺其實這種權柄的制度
[00:03:58.000 --> 00:04:02.000]  很多時候是一種官僚的制度
[00:04:02.000 --> 00:04:08.000]  官僚制度是分了很多部門,有很多規矩
[00:04:08.000 --> 00:04:10.000]  有很多階級
[00:04:10.000 --> 00:04:16.000]  有很多關於人的那種權柄
[00:04:16.000 --> 00:04:19.000]  官僚的制度
[00:04:19.000 --> 00:04:24.000]  是可以成為一種內在的權勢
[00:04:24.000 --> 00:04:28.000]  權柄的問題都是在教會當中會出現的
[00:04:28.000 --> 00:04:32.000]  耶穌基督的教會本來是一個運動
[00:04:32.000 --> 00:04:35.000]  好像星期一,星期三那樣是一個運動
[00:04:35.000 --> 00:04:42.000]  但是很快又可以變成一個沒有權柄的建制
[00:04:42.000 --> 00:04:47.000]  所以一方面教會在路途上
[00:04:47.000 --> 00:04:49.000]  on the way
[00:04:49.000 --> 00:04:53.000]  我們是成為一個被浸的群體
[00:04:53.000 --> 00:04:57.000]  一個納約的屬靈的群體
[00:04:57.000 --> 00:05:01.000]  但另一方面我們又是一個人的機構
[00:05:01.000 --> 00:05:05.000]  甚至我們可以變成一個建制
[00:05:05.000 --> 00:05:10.000]  我們的教會可以說我們可以有什麼權柄
[00:05:10.000 --> 00:05:13.000]  決定人信什麼
[00:05:13.000 --> 00:05:16.000]  所以要建立教條
[00:05:16.000 --> 00:05:18.000]  信經
[00:05:18.000 --> 00:05:24.000]  要決定人怎樣才可以去信耶穌,怎樣去敬拜
[00:05:24.000 --> 00:05:27.000]  要決定我們可以服侍哪些人
[00:05:27.000 --> 00:05:30.000]  哪些人是不需要服侍
[00:05:30.000 --> 00:05:35.000]  我們決定怎樣使用教會的資源
[00:05:35.000 --> 00:05:37.000]  教會因為這樣的緣故
[00:05:37.000 --> 00:05:39.000]  一不小心的話
[00:05:39.000 --> 00:05:43.000]  是很容易聚心於教會的結構
[00:05:43.000 --> 00:05:45.000]  教會的制度
[00:05:45.000 --> 00:05:49.000]  成為了聖殿式的宗教
[00:05:49.000 --> 00:05:53.000]  意思就是一個建制的宗教
[00:05:53.000 --> 00:05:57.000]  權柄的問題也是出現在耶穌基督的侍奉當中
[00:05:57.000 --> 00:06:00.000]  祂也遇見權柄的問題
[00:06:00.000 --> 00:06:05.000]  因為祂沒有其他的宗教領袖那種權柄
[00:06:05.000 --> 00:06:08.000]  而祂的權柄是很獨特的
[00:06:08.000 --> 00:06:10.000]  聖經告訴我們
[00:06:10.000 --> 00:06:13.000]  這一群人那時候的宗教領袖
[00:06:13.000 --> 00:06:16.000]  是對耶穌基督的教導感覺到很驚奇
[00:06:16.000 --> 00:06:20.000]  因為祂的教導正正是
[00:06:20.000 --> 00:06:24.000]  好像很有權柄的人不像民事
[00:06:24.000 --> 00:06:29.000]  耶穌基督宣佈祂的權柄是高於摩西的
[00:06:29.000 --> 00:06:33.000]  祂對癱瘓的人說寬恕的話
[00:06:33.000 --> 00:06:38.000]  祂說我是有赦罪的權柄的
[00:06:38.000 --> 00:06:41.000]  祂能夠叫人行走
[00:06:41.000 --> 00:06:47.000]  祂宣佈祂說祂有天上地下所有的權柄
